position,target,probe_id,pair_index,pair_id,sentence_id,doc_id,source_words,rewrite_words,source_token_len,rewrite_token_len,target_token_id,source_type_count,seq_len,source_mass,target_prob,source_to_target_mass_ratio,target_rank,top10_ids,top10_probs,top1_in_source,top10_source_hits,arm,arch,role,seed,checkpoint
96,7152,"misfire:0:36:research by warren booth, a biologist at the university of tulsa and a co-author",0,"research by warren booth, a biologist at the university of tulsa and a co-author",30667,13305,41,23,59,42,7152,50,103,0.8108744621276855,3.8407215470215306e-05,21112.555341496092,355,228 253 523 223 419 520 195 309 823 2425,0.62855673 0.13796277 0.029880339 0.026490672 0.025842687 0.022357132 0.0081788432 0.0048456634 0.0039666379 0.0034209853,1,4,D_C_43022,D,C,43022,chck_80M
100,2410,"misfire:0:40:research by warren booth, a biologist at the university of tulsa and a co-author",0,"research by warren booth, a biologist at the university of tulsa and a co-author",30667,13305,41,23,59,42,2410,50,103,0.8132631182670593,7.787924550939351e-05,10442.616809493442,295,357 567 494 441 870 595 641 214 925 665,0.81147367 0.0095589608 0.0094983224 0.0081078745 0.0060490621 0.005145153 0.0048533599 0.0042957356 0.00391223 0.0033261548,1,1,D_C_43022,D,C,43022,chck_80M
48,249,"misfire:2:4:the new and improved factory farm map, created by food and water watch, uses col",2,"the new and improved factory farm map, created by food and water watch, uses col",51907,2512,28,17,43,26,249,40,71,0.8245505094528198,0.008581751957535744,96.08183894534166,7,308 195 192 263 223 750 249 262 16 231,0.65304029 0.14888139 0.061232101 0.031932853 0.017095016 0.010240282 0.008581752 0.0041810437 0.0039581084 0.0033861562,1,4,D_C_43022,D,C,43022,chck_80M
68,6705,"misfire:2:24:the new and improved factory farm map, created by food and water watch, uses col",2,"the new and improved factory farm map, created by food and water watch, uses col",51907,2512,28,17,43,26,6705,40,71,0.497087299823761,6.207615660969168e-05,8007.70097525904,1009,212 87 1127 214 394 857 785 1667 219 493,0.47728258 0.042565502 0.022452742 0.0096764825 0.0085929753 0.0080588032 0.0076943417 0.0070932014 0.0070281555 0.0063302587,1,3,D_C_43022,D,C,43022,chck_80M
36,7537,misfire:3:5:the map project was initiated at the university of oregon and its growth and suc,3,the map project was initiated at the university of oregon and its growth and suc,20958,5534,28,16,30,18,7537,26,50,0.057326268404722214,0.0007194857462309301,79.67672564054168,202,8032 2170 2562 262 10289 1503 4183 15786 9581 12388,0.03287366 0.031624183 0.02958174 0.027244518 0.026307384 0.025549447 0.024457488 0.023800898 0.023074541 0.021707267,0,2,D_C_43022,D,C,43022,chck_80M
37,731,misfire:3:6:the map project was initiated at the university of oregon and its growth and suc,3,the map project was initiated at the university of oregon and its growth and suc,20958,5534,28,16,30,18,731,26,50,0.07360117137432098,0.004433001857250929,16.603009370260864,21,231 310 412 302 388 250 276 765 213 315,0.32330737 0.1801233 0.081376374 0.039251041 0.030094504 0.029087426 0.025337884 0.022934882 0.016617958 0.012885169,0,2,D_C_43022,D,C,43022,chck_80M
50,3362,"misfire:4:0:in medieval europe prostitution was licensed and regulated by law, but by the 16",4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",52596,1140,29,12,49,27,3362,45,78,0.7204567193984985,0.0004503401869442314,1599.8055254343035,95,1591 6352 12307 10894 2076 2498 7999 4056 2442 3707,0.71689415 0.0078279078 0.0068344693 0.0060969484 0.0054191239 0.0052534118 0.0050859433 0.0047894372 0.0037343346 0.0033184353,1,1,D_C_43022,D,C,43022,chck_80M
72,3861,"misfire:4:22:in medieval europe prostitution was licensed and regulated by law, but by the 16",4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",52596,1140,29,12,49,27,3861,45,78,0.09336130321025848,5.6641310948180035e-05,1648.289943283142,584,4430 424 9763 2992 374 265 228 6196 7207 223,0.13694382 0.11602414 0.10835513 0.06036384 0.052788336 0.03698127 0.025781998 0.023077579 0.020528695 0.01956808,0,3,D_C_43022,D,C,43022,chck_80M
44,10571,"misfire:5:0:if you are not a smoker, you should avoid people who smokes because research fro",5,"if you are not a smoker, you should avoid people who smokes because research fro",30744,9419,31,18,43,31,10571,37,76,0.14241890609264374,7.657663445570506e-06,18598.219562002876,3626,1132 8473 359 298 261 263 5370 362 4898 5487,0.12090243 0.091422826 0.024564505 0.023057057 0.022883428 0.019909587 0.019165607 0.018876012 0.017178562 0.01522472,1,2,D_C_43022,D,C,43022,chck_80M
66,1799,"misfire:5:22:if you are not a smoker, you should avoid people who smokes because research fro",5,"if you are not a smoker, you should avoid people who smokes because research fro",30744,9419,31,18,43,31,1799,37,76,0.17037497460842133,0.00036344188265502453,468.78189537153474,361,3465 202 522 441 313 192 1653 612 597 228,0.070872828 0.045533534 0.029803127 0.026509712 0.020013709 0.019263359 0.014611389 0.011690305 0.011310843 0.010692776,1,4,D_C_43022,D,C,43022,chck_80M
66,644,"misfire:6:4:three task forces, that were created in the wake of the comprehensive assessment",6,"three task forces, that were created in the wake of the comprehensive assessment",23495,3910,39,19,61,37,644,52,100,0.8076940774917603,0.0020511706825345755,393.7722415638833,20,412 231 276 310 302 1410 765 1208 250 731,0.39062268 0.30624732 0.097159609 0.02713572 0.021611923 0.017049644 0.016762454 0.01358874 0.012931447 0.011471965,1,3,D_C_43022,D,C,43022,chck_80M
93,572,"misfire:6:31:three task forces, that were created in the wake of the comprehensive assessment",6,"three task forces, that were created in the wake of the comprehensive assessment",23495,3910,39,19,61,37,572,52,100,0.24402925372123718,1.3092740118736401e-05,18638.51657545837,2210,223 4238 643 6689 2248 228 195 11241 1324 6195,0.27031684 0.19771352 0.018280866 0.017189382 0.014539105 0.012735984 0.010322919 0.010185936 0.009039537 0.0088729933,0,3,D_C_43022,D,C,43022,chck_80M
45,249,"misfire:7:13:the hubbard-rosa version of “on, wisconsin!” became the official state song on j",7,"the hubbard-rosa version of “on, wisconsin!” became the official state song on j",25149,13080,15,11,31,28,249,26,61,0.15652747452259064,0.264128178358078,0.5926193694880472,1,249 643 195 2223 2589 1176 1775 310 305 4814,0.26412818 0.16307965 0.11557551 0.037239891 0.023499476 0.019214479 0.017263083 0.016322287 0.015016144 0.013095791,0,3,D_C_43022,D,C,43022,chck_80M
