position,target,probe_id,pair_index,pair_id,sentence_id,doc_id,source_words,rewrite_words,source_token_len,rewrite_token_len,target_token_id,source_type_count,seq_len,source_mass,target_prob,source_to_target_mass_ratio,target_rank,top10_ids,top10_probs,top1_in_source,top10_source_hits,arm,arch,role,seed,checkpoint
96,7152,"misfire:0:36:research by warren booth, a biologist at the university of tulsa and a co-author",0,"research by warren booth, a biologist at the university of tulsa and a co-author",30667,13305,41,23,59,42,7152,50,103,0.5788131952285767,2.1648570509569254e-06,267367.85921856854,2646,228 523 2425 253 481 223 276 520 419 231,0.47386968 0.12343912 0.088353425 0.050678879 0.046403926 0.027278081 0.02359022 0.010402415 0.0094416868 0.0087754643,1,4,D_R_43022,D,R,43022,chck_80M
100,2410,"misfire:0:40:research by warren booth, a biologist at the university of tulsa and a co-author",0,"research by warren booth, a biologist at the university of tulsa and a co-author",30667,13305,41,23,59,42,2410,50,103,0.8909857869148254,0.0004376345023047179,2035.9130329592851,51,357 3750 441 8366 15887 572 567 494 82 874,0.88924122 0.0027839758 0.0025063225 0.002478092 0.0020411003 0.001974253 0.0015054867 0.0014526858 0.0013445156 0.0013157269,1,1,D_R_43022,D,R,43022,chck_80M
48,249,"misfire:2:4:the new and improved factory farm map, created by food and water watch, uses col",2,"the new and improved factory farm map, created by food and water watch, uses col",51907,2512,28,17,43,26,249,40,71,0.9916509985923767,5.612082895822823e-05,17669.927850325963,10,308 263 750 195 4444 1620 758 5883 5221 249,0.99123561 0.0037749459 0.0028305277 0.00031338184 0.00029330011 0.0001930406 9.8716861e-05 9.2611554e-05 8.434365e-05 5.6120829e-05,1,2,D_R_43022,D,R,43022,chck_80M
68,6705,"misfire:2:24:the new and improved factory farm map, created by food and water watch, uses col",2,"the new and improved factory farm map, created by food and water watch, uses col",51907,2512,28,17,43,26,6705,40,71,0.047866061329841614,0.0005688857054337859,84.14003177201096,275,2792 87 394 1540 5967 1576 895 4640 7228 71,0.067891344 0.052400514 0.017592311 0.01747781 0.012888994 0.011964561 0.010967144 0.010079865 0.0098219765 0.0096625937,0,2,D_R_43022,D,R,43022,chck_80M
36,7537,misfire:3:5:the map project was initiated at the university of oregon and its growth and suc,3,the map project was initiated at the university of oregon and its growth and suc,20958,5534,28,16,30,18,7537,26,50,0.21664519608020782,0.00011345201346557587,1909.5755946715153,449,15786 1503 2562 4183 7879 1569 795 12388 10984 2863,0.19666211 0.088465549 0.053703655 0.034774289 0.024399171 0.02408308 0.018427931 0.016448658 0.013200807 0.013096268,1,1,D_R_43022,D,R,43022,chck_80M
37,731,misfire:3:6:the map project was initiated at the university of oregon and its growth and suc,3,the map project was initiated at the university of oregon and its growth and suc,20958,5534,28,16,30,18,731,26,50,0.09146272391080856,0.00743566220626235,12.300548542102709,12,231 310 250 302 1410 388 315 276 765 412,0.40276724 0.10233181 0.052975051 0.039022781 0.033861279 0.033254452 0.031663999 0.015469241 0.012594802 0.0095833121,0,2,D_R_43022,D,R,43022,chck_80M
50,3362,"misfire:4:0:in medieval europe prostitution was licensed and regulated by law, but by the 16",4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",52596,1140,29,12,49,27,3362,45,78,0.9939106106758118,8.487435479764827e-06,117103.76038149883,123,1591 565 6352 233 4861 1640 2164 1027 4660 15431,0.99297619 0.00081520336 0.00065775233 0.00025192701 0.00011181581 0.00010927988 0.00010711318 8.2378559e-05 7.955567e-05 6.4567117e-05,1,2,D_R_43022,D,R,43022,chck_80M
72,3861,"misfire:4:22:in medieval europe prostitution was licensed and regulated by law, but by the 16",4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",52596,1140,29,12,49,27,3861,45,78,0.4312868118286133,1.3920919627707917e-05,30981.201196664388,1302,228 2562 424 2992 223 265 374 932 262 721,0.28108644 0.066876486 0.057592116 0.055627443 0.044291779 0.03267974 0.028658047 0.01467278 0.013289827 0.010134483,1,4,D_R_43022,D,R,43022,chck_80M
44,10571,"misfire:5:0:if you are not a smoker, you should avoid people who smokes because research fro",5,"if you are not a smoker, you should avoid people who smokes because research fro",30744,9419,31,18,43,31,10571,37,76,0.1571405977010727,0.0003040835727006197,516.7677961209131,474,192 344 419 323 522 602 263 223 195 391,0.073603496 0.025357256 0.018766876 0.018735332 0.016693605 0.015443152 0.013253778 0.012911386 0.010887465 0.01076613,1,4,D_R_43022,D,R,43022,chck_80M
66,1799,"misfire:5:22:if you are not a smoker, you should avoid people who smokes because research fro",5,"if you are not a smoker, you should avoid people who smokes because research fro",30744,9419,31,18,43,31,1799,37,76,0.13456669449806213,0.0007745288894511759,173.74005841591637,234,442 192 257 212 195 1127 223 228 243 641,0.049965277 0.02779202 0.022964494 0.02107672 0.018754141 0.017752789 0.014572104 0.01445938 0.01269876 0.011786156,1,4,D_R_43022,D,R,43022,chck_80M
66,644,"misfire:6:4:three task forces, that were created in the wake of the comprehensive assessment",6,"three task forces, that were created in the wake of the comprehensive assessment",23495,3910,39,19,61,37,644,52,100,0.6206403374671936,0.022782104089856148,27.242450259172372,8,231 412 276 1410 315 310 4640 644 213 250,0.30878192 0.15643935 0.12542605 0.083783641 0.072469704 0.047183476 0.029294791 0.022782104 0.013837299 0.013494836,1,4,D_R_43022,D,R,43022,chck_80M
