position,target,probe_id,pair_index,pair_id,sentence_id,doc_id,source_words,rewrite_words,source_token_len,rewrite_token_len,target_token_id,source_type_count,seq_len,source_mass,target_prob,source_to_target_mass_ratio,target_rank,top10_ids,top10_probs,top1_in_source,top10_source_hits,arm,arch,role,seed,checkpoint
96,7152,"misfire:0:36:research by warren booth, a biologist at the university of tulsa and a co-author",0,"research by warren booth, a biologist at the university of tulsa and a co-author",30667,13305,41,23,59,42,7152,50,103,0.9851083159446716,8.823491839393682e-07,1116460.8455198216,1063,228 253 276 223 419 520 718 302 231 2425,0.97564769 0.0063720369 0.0017844345 0.0013878305 0.00096294249 0.00080353068 0.00077097054 0.00070107554 0.00063370971 0.00043539677,1,4,D_C_43222,D,C,43222,chck_90M
100,2410,"misfire:0:40:research by warren booth, a biologist at the university of tulsa and a co-author",0,"research by warren booth, a biologist at the university of tulsa and a co-author",30667,13305,41,23,59,42,2410,50,103,0.7543530464172363,0.00010068515257444233,7492.197480254099,337,357 1271 734 212 465 321 214 411 641 2711,0.75292796 0.0081955343 0.0072610215 0.006375547 0.0056437473 0.0051026605 0.0045898398 0.0043201423 0.0042868881 0.0042682695,1,1,D_C_43222,D,C,43222,chck_90M
48,249,"misfire:2:4:the new and improved factory farm map, created by food and water watch, uses col",2,"the new and improved factory farm map, created by food and water watch, uses col",51907,2512,28,17,43,26,249,40,71,0.20526151359081268,0.04636891931295395,4.426704711521482,4,192 308 195 249 223 16 262 542 302 276,0.07067214 0.05434218 0.049560253 0.046368919 0.041094277 0.033738982 0.028907387 0.027855653 0.024729418 0.021733817,0,4,D_C_43222,D,C,43222,chck_90M
68,6705,"misfire:2:24:the new and improved factory farm map, created by food and water watch, uses col",2,"the new and improved factory farm map, created by food and water watch, uses col",51907,2512,28,17,43,26,6705,40,71,0.2272203415632248,2.6937843358609825e-05,8434.986369857297,2030,4640 231 1908 416 1359 1177 962 464 552 370,0.21058695 0.027162768 0.022486247 0.020419547 0.019647637 0.019397154 0.018237881 0.012849206 0.01117585 0.010527008,1,1,D_C_43222,D,C,43222,chck_90M
36,7537,misfire:3:5:the map project was initiated at the university of oregon and its growth and suc,3,the map project was initiated at the university of oregon and its growth and suc,20958,5534,28,16,30,18,7537,26,50,0.11309489607810974,0.0008852944010868669,127.74834669604179,107,1503 15786 1569 9238 795 12388 2170 9581 8032 3572,0.18979022 0.10860315 0.10642694 0.042181741 0.02536417 0.024343081 0.018650925 0.014285523 0.014166364 0.013661911,0,1,D_C_43222,D,C,43222,chck_90M
37,731,misfire:3:6:the map project was initiated at the university of oregon and its growth and suc,3,the map project was initiated at the university of oregon and its growth and suc,20958,5534,28,16,30,18,731,26,50,0.13223513960838318,0.003338342299684882,39.611018804412396,17,310 231 412 302 276 250 315 765 1410 644,0.30995017 0.23862585 0.11737811 0.1081934 0.04364248 0.033889432 0.020047901 0.017069433 0.015240489 0.010023325,0,2,D_C_43222,D,C,43222,chck_90M
50,3362,"misfire:4:0:in medieval europe prostitution was licensed and regulated by law, but by the 16",4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",52596,1140,29,12,49,27,3362,45,78,0.9477799534797668,7.831520747458853e-07,1210211.8912055483,3390,1591 1027 4805 565 8283 1295 14987 2498 5002 1203,0.94566071 0.0022503261 0.0020329207 0.001912787 0.0018007898 0.0013629472 0.0012458572 0.0012431927 0.00078912405 0.00078097702,1,2,D_C_43222,D,C,43222,chck_90M
72,3861,"misfire:4:22:in medieval europe prostitution was licensed and regulated by law, but by the 16",4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",52596,1140,29,12,49,27,3861,45,78,0.5446939468383789,6.184114681673236e-06,88079.53520858721,1784,228 424 4430 374 231 302 265 223 331 987,0.49996674 0.084109418 0.029159535 0.026131509 0.021902096 0.02145941 0.020703172 0.015608315 0.013346974 0.013101846,1,3,D_C_43222,D,C,43222,chck_90M
44,10571,"misfire:5:0:if you are not a smoker, you should avoid people who smokes because research fro",5,"if you are not a smoker, you should avoid people who smokes because research fro",30744,9419,31,18,43,31,10571,37,76,0.004504935350269079,0.00013720538117922843,32.83351798268305,536,3558 4517 3483 1877 3284 5189 1072 2203 11647 4148,0.16206966 0.10643912 0.05471075 0.054318126 0.054133046 0.034158509 0.026387421 0.024204347 0.018706933 0.013269025,0,0,D_C_43222,D,C,43222,chck_90M
66,1799,"misfire:5:22:if you are not a smoker, you should avoid people who smokes because research fro",5,"if you are not a smoker, you should avoid people who smokes because research fro",30744,9419,31,18,43,31,1799,37,76,0.243967667222023,0.0014493395574390888,168.33023425725148,81,388 228 212 1127 641 2135 192 223 1058 395,0.10280704 0.097421095 0.048699889 0.033487178 0.027977679 0.025434311 0.02063467 0.018033624 0.013691222 0.013245787,1,3,D_C_43222,D,C,43222,chck_90M
66,644,"misfire:6:4:three task forces, that were created in the wake of the comprehensive assessment",6,"three task forces, that were created in the wake of the comprehensive assessment",23495,3910,39,19,61,37,644,52,100,0.8560271859169006,0.003998354077339172,214.09489238796235,11,412 302 231 310 276 765 1410 250 315 388,0.79764366 0.029778846 0.028285207 0.025456384 0.022523165 0.022318773 0.01572847 0.007363467 0.0070010666 0.0065740403,1,3,D_C_43222,D,C,43222,chck_90M
93,572,"misfire:6:31:three task forces, that were created in the wake of the comprehensive assessment",6,"three task forces, that were created in the wake of the comprehensive assessment",23495,3910,39,19,61,37,572,52,100,0.5838210582733154,1.0739799108705483e-05,54360.51944398856,2217,4238 223 2494 2316 6669 228 2276 4356 249 1503,0.55314744 0.044260215 0.026137844 0.014911057 0.013237162 0.012756201 0.0085729742 0.0079472 0.0046862816 0.0042916141,1,2,D_C_43222,D,C,43222,chck_90M
45,249,"misfire:7:13:the hubbard-rosa version of “on, wisconsin!” became the official state song on j",7,"the hubbard-rosa version of “on, wisconsin!” became the official state song on j",25149,13080,15,11,31,28,249,26,61,0.41580477356910706,0.06142955645918846,6.768806378169969,3,1775 310 249 305 195 388 231 601 302 276,0.34822831 0.11545282 0.061429556 0.048626628 0.043884519 0.030098116 0.023083452 0.020860568 0.019100407 0.01718713,1,2,D_C_43222,D,C,43222,chck_90M
26,6890,"misfire:8:4:this year alone, 12 deaths have been reported, according to a san jose state uni",8,"this year alone, 12 deaths have been reported, according to a san jose state uni",42366,11134,16,10,21,13,6890,20,36,0.20894935727119446,0.00026504576089791954,788.3520059453801,280,16 542 223 374 328 302 3583 228 2992 1253,0.13400999 0.10409105 0.072676204 0.071487598 0.066569299 0.044402685 0.030819122 0.018841885 0.018329669 0.015699945,1,2,D_C_43222,D,C,43222,chck_90M
55,5343,"misfire:9:17:in january 2003, epa released its national water quality trading policy, which l",9,"in january 2003, epa released its national water quality trading policy, which l",13634,4124,23,12,37,21,5343,34,60,0.7946090698242188,5.994174898660276e-06,132563.54431730334,536,276 302 231 765 192 250 228 412 223 310,0.76553172 0.11126196 0.025239902 0.01499333 0.0102036 0.0099973837 0.0084577426 0.0057830019 0.0051906267 0.0046130875,1,3,D_C_43222,D,C,43222,chck_90M
60,954,"misfire:10:3:total=land+water; land=land only [suh-rent-owe] is a town in hancock county, set",10,"total=land+water; land=land only [suh-rent-owe] is a town in hancock county, set",41983,11140,25,13,56,41,954,49,99,0.44950762391090393,2.2689273748710548e-07,1981145.9321673964,13690,5365 367 15714 11920 15621 273 8850 13854 13052 11738,0.44746384 0.01920628 0.010467449 0.010218869 0.0086103883 0.0069742748 0.0068089487 0.0057171648 0.0047153751 0.0037408811,1,1,D_C_43222,D,C,43222,chck_90M
87,641,"misfire:10:30:total=land+water; land=land only [suh-rent-owe] is a town in hancock county, set",10,"total=land+water; land=land only [suh-rent-owe] is a town in hancock county, set",41983,11140,25,13,56,41,641,49,99,0.9525018930435181,0.00011522222484927624,8266.65076368295,54,231 228 195 315 1229 388 213 276 16 310,0.6406818 0.29114667 0.0092662191 0.0079067405 0.0036516541 0.0033694492 0.0028071392 0.0026986301 0.0026961968 0.0018457933,1,5,D_C_43222,D,C,43222,chck_90M
42,249,"misfire:11:5:first, the methane created by the closed-loop system can supply between 10 and 1",11,"first, the methane created by the closed-loop system can supply between 10 and 1",3873,5210,25,14,36,25,249,31,63,0.22442665696144104,0.0002190326777053997,1024.6263676842607,298,253 721 5072 228 542 768 2282 276 302 5052,0.099488989 0.080117032 0.056263726 0.054881871 0.046746649 0.040580358 0.036750559 0.026362836 0.020917702 0.01966056,1,3,D_C_43222,D,C,43222,chck_90M
57,2282,"misfire:11:20:first, the methane created by the closed-loop system can supply between 10 and 1",11,"first, the methane created by the closed-loop system can supply between 10 and 1",3873,5210,25,14,36,25,2282,31,63,0.9759067893028259,0.0002745425153989345,3554.6654327281417,13,195 862 511 718 325 334 192 554 454 370,0.97527939 0.0074169794 0.0033997945 0.0011231033 0.00051194197 0.00047662749 0.0003897532 0.00036245835 0.00034908607 0.00031494471,1,1,D_C_43222,D,C,43222,chck_90M
