position,target,probe_id,pair_index,pair_id,sentence_id,doc_id,source_words,rewrite_words,source_token_len,rewrite_token_len,target_token_id,source_type_count,seq_len,source_mass,target_prob,source_to_target_mass_ratio,target_rank,top10_ids,top10_probs,top1_in_source,top10_source_hits,arm,arch,role,seed,checkpoint
96,7152,"misfire:0:36:research by warren booth, a biologist at the university of tulsa and a co-author",0,"research by warren booth, a biologist at the university of tulsa and a co-author",30667,13305,41,23,59,42,7152,50,103,0.6761373281478882,0.01994015835225582,33.908322903132664,4,11447 3754 6410 7152 228 3174 6804 253 10990 938,0.64016813 0.037180331 0.029093558 0.019940158 0.019678082 0.017627077 0.012424679 0.012365067 0.0072884671 0.0054639089,1,3,D_V_43022,D,V,43022,chck_80M
100,2410,"misfire:0:40:research by warren booth, a biologist at the university of tulsa and a co-author",0,"research by warren booth, a biologist at the university of tulsa and a co-author",30667,13305,41,23,59,42,2410,50,103,0.34019920229911804,0.00601581996306777,56.55076188909638,21,357 1521 441 1127 16363 641 383 15887 1519 1961,0.33836669 0.052761979 0.035497997 0.027830031 0.0232969 0.016034355 0.013998597 0.011639572 0.0094506303 0.0094214743,1,1,D_V_43022,D,V,43022,chck_80M
48,249,"misfire:2:4:the new and improved factory farm map, created by food and water watch, uses col",2,"the new and improved factory farm map, created by food and water watch, uses col",51907,2512,28,17,43,26,249,40,71,0.23164232075214386,0.04269871115684509,5.425042453887017,6,1185 223 231 308 276 249 250 16 195 302,0.30398467 0.11565609 0.063378714 0.043978259 0.043073878 0.042698711 0.040105987 0.023940044 0.020406337 0.019833239,0,4,D_V_43022,D,V,43022,chck_80M
68,6705,"misfire:2:24:the new and improved factory farm map, created by food and water watch, uses col",2,"the new and improved factory farm map, created by food and water watch, uses col",51907,2512,28,17,43,26,6705,40,71,0.11008966714143753,0.0010577330831438303,104.08076375395697,153,4640 9382 13014 1348 1177 3563 11002 6061 5474 394,0.088154346 0.034161057 0.019917497 0.016430298 0.013714275 0.013337956 0.012184829 0.011948993 0.011414466 0.0098859984,1,2,D_V_43022,D,V,43022,chck_80M
36,7537,misfire:3:5:the map project was initiated at the university of oregon and its growth and suc,3,the map project was initiated at the university of oregon and its growth and suc,20958,5534,28,16,30,18,7537,26,50,0.034173235297203064,0.010102946311235428,3.382501920177405,17,12388 15472 2170 8032 2562 1503 819 2991 13058 15786,0.10174191 0.071264297 0.06156275 0.059828721 0.036813352 0.03179371 0.02527786 0.024289643 0.023950566 0.022268437,0,1,D_V_43022,D,V,43022,chck_80M
37,731,misfire:3:6:the map project was initiated at the university of oregon and its growth and suc,3,the map project was initiated at the university of oregon and its growth and suc,20958,5534,28,16,30,18,731,26,50,0.21107831597328186,0.006787346675992012,31.09879693045611,20,231 310 302 862 315 6912 412 192 250 4915,0.23199102 0.12714425 0.11980511 0.038580526 0.028577253 0.023801662 0.021022709 0.016991505 0.016978225 0.012981989,0,3,D_V_43022,D,V,43022,chck_80M
50,3362,"misfire:4:0:in medieval europe prostitution was licensed and regulated by law, but by the 16",4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",52596,1140,29,12,49,27,3362,45,78,0.6647932529449463,0.0001367474178550765,4861.468416533374,346,1591 14657 10427 8639 1295 6478 14504 927 335 3324,0.66332841 0.020887617 0.011123204 0.0083505102 0.0076505914 0.0068641291 0.0062415097 0.0059725721 0.005224824 0.00470324,1,1,D_V_43022,D,V,43022,chck_80M
72,3861,"misfire:4:22:in medieval europe prostitution was licensed and regulated by law, but by the 16",4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",52596,1140,29,12,49,27,3861,45,78,0.3582617938518524,1.3311224392964505e-05,26914.26297653036,961,2562 2992 3339 6840 7601 7189 10289 424 374 1439,0.35430217 0.16628295 0.074037351 0.022331761 0.017193995 0.011706816 0.010528605 0.008831949 0.0086991284 0.0086040143,1,1,D_V_43022,D,V,43022,chck_80M
44,10571,"misfire:5:0:if you are not a smoker, you should avoid people who smokes because research fro",5,"if you are not a smoker, you should avoid people who smokes because research fro",30744,9419,31,18,43,31,10571,37,76,0.025876693427562714,0.0009401592542417347,27.52373420866128,169,2203 3558 3483 1877 308 688 11050 959 1197 9880,0.05735974 0.038831424 0.029123666 0.026166856 0.022821788 0.022379797 0.020620659 0.020036265 0.016685108 0.016045038,0,1,D_V_43022,D,V,43022,chck_80M
66,1799,"misfire:5:22:if you are not a smoker, you should avoid people who smokes because research fro",5,"if you are not a smoker, you should avoid people who smokes because research fro",30744,9419,31,18,43,31,1799,37,76,0.44927889108657837,0.0007728349883109331,581.3387047453666,132,3465 4008 1050 13165 6446 202 394 257 1142 583,0.39915493 0.023451449 0.020676615 0.017193662 0.014934922 0.014849467 0.013765913 0.0095884651 0.0092797363 0.0078809103,1,3,D_V_43022,D,V,43022,chck_80M
