position,target,probe_id,pair_index,pair_id,sentence_id,doc_id,source_words,rewrite_words,source_token_len,rewrite_token_len,target_token_id,source_type_count,seq_len,source_mass,target_prob,source_to_target_mass_ratio,target_rank,top10_ids,top10_probs,top1_in_source,top10_source_hits,arm,arch,role,seed,checkpoint
96,7152,"misfire:0:36:research by warren booth, a biologist at the university of tulsa and a co-author",0,"research by warren booth, a biologist at the university of tulsa and a co-author",30667,13305,41,23,59,42,7152,50,103,0.6266528367996216,1.314032488153316e-05,47689.29554247872,1124,228 523 2425 253 481 223 276 419 231 1260,0.52584666 0.092612587 0.05261524 0.034481112 0.033869117 0.026399091 0.024559487 0.018220713 0.013961131 0.011367841,1,5,D_R_43022,D,R,43022,chck_90M
100,2410,"misfire:0:40:research by warren booth, a biologist at the university of tulsa and a co-author",0,"research by warren booth, a biologist at the university of tulsa and a co-author",30667,13305,41,23,59,42,2410,50,103,0.8662978410720825,0.0005105419550091028,1696.8200802549845,56,357 15887 3750 441 2601 1107 8366 572 2711 567,0.86496401 0.0042266366 0.0033589138 0.0027484526 0.0026924231 0.0023906461 0.0023556899 0.002338805 0.0020299098 0.0016920554,1,1,D_R_43022,D,R,43022,chck_90M
48,249,"misfire:2:4:the new and improved factory farm map, created by food and water watch, uses col",2,"the new and improved factory farm map, created by food and water watch, uses col",51907,2512,28,17,43,26,249,40,71,0.9890268445014954,7.920021744212136e-05,12487.678398411788,10,308 750 263 1620 195 4444 758 5883 5221 249,0.98858482 0.0045058164 0.0040933224 0.00038182954 0.00029277586 0.00027992314 0.00027450212 0.00014058383 8.9551446e-05 7.9200217e-05,1,2,D_R_43022,D,R,43022,chck_90M
68,6705,"misfire:2:24:the new and improved factory farm map, created by food and water watch, uses col",2,"the new and improved factory farm map, created by food and water watch, uses col",51907,2512,28,17,43,26,6705,40,71,0.05518161505460739,0.00033594106207601726,164.25981007978362,446,87 2792 1540 4640 895 1576 394 13124 11903 5967,0.050656412 0.035695441 0.026468998 0.021747943 0.016461045 0.015721077 0.014470088 0.010727251 0.0099612968 0.0090595037,0,2,D_R_43022,D,R,43022,chck_90M
36,7537,misfire:3:5:the map project was initiated at the university of oregon and its growth and suc,3,the map project was initiated at the university of oregon and its growth and suc,20958,5534,28,16,30,18,7537,26,50,0.19743946194648743,0.00010390989336883649,1900.1026326305641,491,15786 1503 2562 7879 4183 795 2951 1569 12388 2170,0.18134961 0.066004105 0.042480778 0.034955431 0.026142012 0.02083718 0.016610315 0.015144532 0.015016204 0.014597547,1,1,D_R_43022,D,R,43022,chck_90M
37,731,misfire:3:6:the map project was initiated at the university of oregon and its growth and suc,3,the map project was initiated at the university of oregon and its growth and suc,20958,5534,28,16,30,18,731,26,50,0.09068316221237183,0.007787935435771942,11.644056754225426,13,231 310 250 302 388 1410 315 765 412 276,0.37404504 0.13244586 0.086492687 0.049966358 0.04019469 0.029065209 0.024378173 0.019839114 0.015206302 0.013856578,0,2,D_R_43022,D,R,43022,chck_90M
50,3362,"misfire:4:0:in medieval europe prostitution was licensed and regulated by law, but by the 16",4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",52596,1140,29,12,49,27,3362,45,78,0.9914563298225403,1.6862433767528273e-05,58796.751613149245,87,1591 565 6352 1640 2164 233 4660 4861 1027 2498,0.98979002 0.0015644705 0.0010339641 0.0002162234 0.00020385235 0.00018630184 0.00016443449 0.0001267374 0.00011690459 0.00010618379,1,2,D_R_43022,D,R,43022,chck_90M
72,3861,"misfire:4:22:in medieval europe prostitution was licensed and regulated by law, but by the 16",4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",52596,1140,29,12,49,27,3861,45,78,0.23735396564006805,4.047499896842055e-05,5864.211777380319,823,228 424 2992 374 2562 265 223 4430 721 7307,0.1061863 0.095022798 0.085881479 0.05889222 0.049441252 0.042780858 0.035050005 0.014615851 0.012120121 0.011143559,1,4,D_R_43022,D,R,43022,chck_90M
44,10571,"misfire:5:0:if you are not a smoker, you should avoid people who smokes because research fro",5,"if you are not a smoker, you should avoid people who smokes because research fro",30744,9419,31,18,43,31,10571,37,76,0.12315616756677628,0.0002462255069985986,500.17631831895153,601,192 419 344 223 195 602 323 391 228 354,0.04059739 0.028809283 0.025619581 0.016857089 0.015251275 0.013437253 0.013113067 0.012058207 0.0083856657 0.0082888985,1,4,D_R_43022,D,R,43022,chck_90M
66,1799,"misfire:5:22:if you are not a smoker, you should avoid people who smokes because research fro",5,"if you are not a smoker, you should avoid people who smokes because research fro",30744,9419,31,18,43,31,1799,37,76,0.09767982363700867,0.001019150484353304,95.84435776330994,175,212 442 1127 192 223 641 257 228 195 302,0.042320561 0.039214283 0.029217245 0.01746002 0.013714706 0.013190039 0.011421904 0.010846607 0.010819973 0.0099915201,0,4,D_R_43022,D,R,43022,chck_90M
66,644,"misfire:6:4:three task forces, that were created in the wake of the comprehensive assessment",6,"three task forces, that were created in the wake of the comprehensive assessment",23495,3910,39,19,61,37,644,52,100,0.6202670931816101,0.028833556920289993,21.511986706889154,7,412 231 1410 276 315 310 644 4640 253 250,0.25515619 0.22346699 0.10762601 0.10363063 0.046987034 0.040569179 0.028833557 0.02570891 0.01945933 0.019314636,1,4,D_R_43022,D,R,43022,chck_90M
93,572,"misfire:6:31:three task forces, that were created in the wake of the comprehensive assessment",6,"three task forces, that were created in the wake of the comprehensive assessment",23495,3910,39,19,61,37,572,52,100,0.688709020614624,1.4244945987229585e-06,483476.04914195044,3284,4238 2276 3948 223 6689 228 302 644 276 231,0.65753847 0.12067018 0.019573772 0.010759062 0.010505931 0.0084558371 0.0069387471 0.0068561551 0.0063648326 0.0054660682,1,4,D_R_43022,D,R,43022,chck_90M
45,249,"misfire:7:13:the hubbard-rosa version of “on, wisconsin!” became the official state song on j",7,"the hubbard-rosa version of “on, wisconsin!” became the official state song on j",25149,13080,15,11,31,28,249,26,61,0.9434360861778259,0.008155593648552895,115.67963373766501,3,1775 3327 249 1283 195 223 16 2223 2464 2664,0.93622053 0.011509034 0.0081555936 0.0059875892 0.0052948692 0.0028751737 0.0012524555 0.0012439634 0.0009021241 0.00078957342,1,3,D_R_43022,D,R,43022,chck_90M
26,6890,"misfire:8:4:this year alone, 12 deaths have been reported, according to a san jose state uni",8,"this year alone, 12 deaths have been reported, according to a san jose state uni",42366,11134,16,10,21,13,6890,20,36,0.3927783966064453,2.310023774043657e-05,17003.218798865153,528,542 328 374 228 302 331 223 262 3948 231,0.41222122 0.38849369 0.033263471 0.017760748 0.010537826 0.0083141234 0.0076704253 0.0056725354 0.0044470136 0.0036194052,0,1,D_R_43022,D,R,43022,chck_90M
55,5343,"misfire:9:17:in january 2003, epa released its national water quality trading policy, which l",9,"in january 2003, epa released its national water quality trading policy, which l",13634,4124,23,12,37,21,5343,34,60,0.8518527746200562,2.8790477699658368e-06,295880.0418341667,1139,192 195 305 250 231 325 276 856 862 334,0.75511605 0.077995531 0.025099222 0.01916766 0.0092663383 0.0089491289 0.0087190848 0.0072702225 0.0068937405 0.0047334186,1,4,D_R_43022,D,R,43022,chck_90M
60,954,"misfire:10:3:total=land+water; land=land only [suh-rent-owe] is a town in hancock county, set",10,"total=land+water; land=land only [suh-rent-owe] is a town in hancock county, set",41983,11140,25,13,56,41,954,49,99,0.9302058815956116,3.772478009977931e-07,2465768.86368929,6744,5365 547 12493 13440 15065 2861 5799 10418 6573 14482,0.92977268 0.0023436164 0.0023330706 0.0016630968 0.0009364328 0.00093515398 0.00083583582 0.00079573068 0.00055786624 0.00055036478,1,1,D_R_43022,D,R,43022,chck_90M
87,641,"misfire:10:30:total=land+water; land=land only [suh-rent-owe] is a town in hancock county, set",10,"total=land+water; land=land only [suh-rent-owe] is a town in hancock county, set",41983,11140,25,13,56,41,641,49,99,0.8690326809883118,0.00027081742882728577,3208.9244948209694,34,231 388 228 213 601 315 412 276 195 250,0.57671058 0.17793804 0.088900439 0.021216089 0.020253668 0.020083252 0.01845069 0.011182952 0.0097954432 0.0050383685,1,5,D_R_43022,D,R,43022,chck_90M
42,249,"misfire:11:5:first, the methane created by the closed-loop system can supply between 10 and 1",11,"first, the methane created by the closed-loop system can supply between 10 and 1",3873,5210,25,14,36,25,249,31,63,0.3641410171985626,0.007005720864981413,51.97766571299565,17,308 360 195 223 228 231 542 721 750 253,0.34229574 0.10241585 0.092926845 0.072259702 0.056845408 0.030808203 0.020810198 0.018385526 0.013991613 0.013668763,0,5,D_R_43022,D,R,43022,chck_90M
