position,target,probe_id,pair_index,pair_id,sentence_id,doc_id,source_words,rewrite_words,source_token_len,rewrite_token_len,target_token_id,source_type_count,seq_len,source_mass,target_prob,source_to_target_mass_ratio,target_rank,top10_ids,top10_probs,top1_in_source,top10_source_hits,arm,arch,role,seed,checkpoint
96,7152,"misfire:0:36:research by warren booth, a biologist at the university of tulsa and a co-author",0,"research by warren booth, a biologist at the university of tulsa and a co-author",30667,13305,41,23,59,42,7152,50,103,0.7632269859313965,2.582468732725829e-05,29554.161731352335,594,228 253 520 523 419 223 195 276 309 823,0.51898354 0.19145159 0.042941682 0.031629711 0.027966732 0.027876385 0.012843704 0.0042294702 0.0038007647 0.0035176964,1,4,D_C_43022,D,C,43022,chck_90M
100,2410,"misfire:0:40:research by warren booth, a biologist at the university of tulsa and a co-author",0,"research by warren booth, a biologist at the university of tulsa and a co-author",30667,13305,41,23,59,42,2410,50,103,0.7670049667358398,0.0001471840514568612,5211.196180182909,226,357 567 641 441 870 494 214 1033 2711 595,0.76505184 0.010076567 0.010009494 0.0073256027 0.0069543393 0.0064743967 0.0060489587 0.0060343593 0.005184771 0.0047496893,1,1,D_C_43022,D,C,43022,chck_90M
48,249,"misfire:2:4:the new and improved factory farm map, created by food and water watch, uses col",2,"the new and improved factory farm map, created by food and water watch, uses col",51907,2512,28,17,43,26,249,40,71,0.9221588373184204,0.006907088682055473,133.50904842356766,7,308 195 192 263 223 750 249 4444 16 5883,0.75674707 0.15053838 0.018141424 0.012917181 0.012416397 0.009145705 0.0069070887 0.0049366979 0.0017030349 0.0016839943,1,4,D_C_43022,D,C,43022,chck_90M
68,6705,"misfire:2:24:the new and improved factory farm map, created by food and water watch, uses col",2,"the new and improved factory farm map, created by food and water watch, uses col",51907,2512,28,17,43,26,6705,40,71,0.3096420466899872,0.00013748380297329277,2252.207460031764,760,212 87 1127 1195 1667 214 394 3805 493 219,0.28330618 0.066756628 0.014755831 0.01319793 0.011468923 0.011397891 0.0090198228 0.0085219229 0.0081818029 0.0076930695,1,3,D_C_43022,D,C,43022,chck_90M
36,7537,misfire:3:5:the map project was initiated at the university of oregon and its growth and suc,3,the map project was initiated at the university of oregon and its growth and suc,20958,5534,28,16,30,18,7537,26,50,0.051443152129650116,0.0010576102649793029,48.64093497679586,144,2562 15786 2170 9581 10289 4867 12388 8032 11158 9506,0.044845201 0.037760351 0.037688002 0.030959556 0.03057763 0.029129112 0.021485835 0.020206012 0.01955004 0.018354742,0,1,D_C_43022,D,C,43022,chck_90M
37,731,misfire:3:6:the map project was initiated at the university of oregon and its growth and suc,3,the map project was initiated at the university of oregon and its growth and suc,20958,5534,28,16,30,18,731,26,50,0.08220159262418747,0.006609460338950157,12.436959813461007,17,310 231 412 302 250 388 213 276 1733 765,0.23593743 0.23357663 0.10544994 0.045822736 0.036905307 0.032358233 0.027284795 0.022534734 0.019268509 0.019069413,0,1,D_C_43022,D,C,43022,chck_90M
50,3362,"misfire:4:0:in medieval europe prostitution was licensed and regulated by law, but by the 16",4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",52596,1140,29,12,49,27,3362,45,78,0.7495228052139282,0.0003114711435046047,2406.3956512326076,127,1591 6352 12307 10894 2498 2076 4056 565 1072 7999,0.7447269 0.007020242 0.0065126931 0.0061489586 0.0058217118 0.0047837701 0.004160685 0.0036409684 0.0031343021 0.0029432797,1,2,D_C_43022,D,C,43022,chck_90M
72,3861,"misfire:4:22:in medieval europe prostitution was licensed and regulated by law, but by the 16",4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",52596,1140,29,12,49,27,3861,45,78,0.09312015771865845,8.298309694509953e-05,1122.1581399916354,483,9763 4430 2992 424 374 228 265 6196 3339 223,0.14290681 0.12852606 0.074135683 0.072911598 0.062514722 0.033249382 0.029315148 0.025892545 0.017466305 0.015242897,0,3,D_C_43022,D,C,43022,chck_90M
44,10571,"misfire:5:0:if you are not a smoker, you should avoid people who smokes because research fro",5,"if you are not a smoker, you should avoid people who smokes because research fro",30744,9419,31,18,43,31,10571,37,76,0.04006945341825485,2.3163431251305155e-05,1729.8582832367342,1768,359 261 263 308 298 5487 988 329 362 726,0.0405914 0.03893134 0.031302445 0.027517557 0.026647413 0.020286478 0.019736763 0.018346926 0.016259097 0.015555474,0,1,D_C_43022,D,C,43022,chck_90M
66,1799,"misfire:5:22:if you are not a smoker, you should avoid people who smokes because research fro",5,"if you are not a smoker, you should avoid people who smokes because research fro",30744,9419,31,18,43,31,1799,37,76,0.14230090379714966,0.000568017247132957,250.5221531835652,263,3465 522 192 441 202 313 231 228 597 1653,0.057066645 0.030162917 0.025213875 0.022918962 0.021074677 0.015352595 0.014890621 0.013476659 0.013366458 0.013258716,1,4,D_C_43022,D,C,43022,chck_90M
66,644,"misfire:6:4:three task forces, that were created in the wake of the comprehensive assessment",6,"three task forces, that were created in the wake of the comprehensive assessment",23495,3910,39,19,61,37,644,52,100,0.7652273178100586,0.0019393048714846373,394.5884574735471,20,412 231 276 310 1410 302 731 765 1733 250,0.34531122 0.34394854 0.061994791 0.039262049 0.03136833 0.024043202 0.019917581 0.016549397 0.015772324 0.013639763,1,3,D_C_43022,D,C,43022,chck_90M
93,572,"misfire:6:31:three task forces, that were created in the wake of the comprehensive assessment",6,"three task forces, that were created in the wake of the comprehensive assessment",23495,3910,39,19,61,37,572,52,100,0.20139633119106293,7.196144906629343e-06,27986.697572686386,2657,223 4238 6689 643 195 228 2248 2276 276 1324,0.35913095 0.13625745 0.028795442 0.020906379 0.020297915 0.018173378 0.011415519 0.011051641 0.0092234258 0.0082919486,0,4,D_C_43022,D,C,43022,chck_90M
45,249,"misfire:7:13:the hubbard-rosa version of “on, wisconsin!” became the official state song on j",7,"the hubbard-rosa version of “on, wisconsin!” became the official state song on j",25149,13080,15,11,31,28,249,26,61,0.15571734309196472,0.25799888372421265,0.6035582047650192,1,249 643 195 1176 1775 2589 310 2503 2223 223,0.25799888 0.14725365 0.10377211 0.03235076 0.029084451 0.024101257 0.019828027 0.019796738 0.018260496 0.013755761,0,2,D_C_43022,D,C,43022,chck_90M
26,6890,"misfire:8:4:this year alone, 12 deaths have been reported, according to a san jose state uni",8,"this year alone, 12 deaths have been reported, according to a san jose state uni",42366,11134,16,10,21,13,6890,20,36,0.14616352319717407,0.00023388508998323232,624.9373280171593,261,542 223 16 374 328 262 331 228 424 7207,0.17779182 0.13810807 0.09257815 0.055270921 0.050862145 0.033953045 0.033584688 0.013630829 0.01002105 0.0088550989,0,2,D_C_43022,D,C,43022,chck_90M
55,5343,"misfire:9:17:in january 2003, epa released its national water quality trading policy, which l",9,"in january 2003, epa released its national water quality trading policy, which l",13634,4124,23,12,37,21,5343,34,60,0.5562683939933777,0.00010390907118562609,5353.415131578303,369,276 192 302 223 231 250 213 195 862 228,0.45699441 0.067674503 0.060880896 0.054531764 0.036238652 0.027509479 0.026465625 0.016409719 0.010316925 0.0072807474,1,4,D_C_43022,D,C,43022,chck_90M
60,954,"misfire:10:3:total=land+water; land=land only [suh-rent-owe] is a town in hancock county, set",10,"total=land+water; land=land only [suh-rent-owe] is a town in hancock county, set",41983,11140,25,13,56,41,954,49,99,0.6864988803863525,1.2517544746515341e-05,54842.934000891946,2440,5365 6672 9215 6011 5059 12977 13441 3320 1684 13488,0.6858831 0.013286391 0.0091487663 0.0061364654 0.0054957108 0.0047447607 0.0040249373 0.0039546462 0.0030569017 0.0026988001,1,1,D_C_43022,D,C,43022,chck_90M
87,641,"misfire:10:30:total=land+water; land=land only [suh-rent-owe] is a town in hancock county, set",10,"total=land+water; land=land only [suh-rent-owe] is a town in hancock county, set",41983,11140,25,13,56,41,641,49,99,0.6891880035400391,0.00011090712359873578,6214.100421840668,205,231 388 213 195 223 412 228 310 601 192,0.39313224 0.11357497 0.067141905 0.060666382 0.055644862 0.044215105 0.043647964 0.024341872 0.012077816 0.011464452,1,6,D_C_43022,D,C,43022,chck_90M
42,249,"misfire:11:5:first, the methane created by the closed-loop system can supply between 10 and 1",11,"first, the methane created by the closed-loop system can supply between 10 and 1",3873,5210,25,14,36,25,249,31,63,0.2877398729324341,0.0006251554004848003,460.26935496245466,139,223 302 228 542 276 7339 5113 262 5666 1122,0.11556214 0.08054322 0.056801531 0.054082833 0.047478605 0.026236936 0.0244429 0.022162277 0.021005509 0.01716494,1,4,D_C_43022,D,C,43022,chck_90M
57,2282,"misfire:11:20:first, the methane created by the closed-loop system can supply between 10 and 1",11,"first, the methane created by the closed-loop system can supply between 10 and 1",3873,5210,25,14,36,25,2282,31,63,0.9892151951789856,6.12584108239389e-06,161482.3469746973,111,195 862 511 454 823 1119 704 554 253 718,0.98881918 0.0041709822 0.00053447712 0.0004570797 0.0003401 0.00032515798 0.00031429101 0.00026951992 0.00025857976 0.00023363474,1,2,D_C_43022,D,C,43022,chck_90M
49,1542,"misfire:12:15:at the beginning of the antarctic winter, from march to april, weather on king g",12,"at the beginning of the antarctic winter, from march to april, weather on king g",30024,5556,25,14,33,17,1542,28,52,0.31039944291114807,0.020157145336270332,15.398978264676298,5,331 3127 625 9331 1542 3356 4182 770 13904 3093,0.27288243 0.042328041 0.032647744 0.031033136 0.020157145 0.018651258 0.014350541 0.010294026 0.0099343108 0.0094668921,1,2,D_C_43022,D,C,43022,chck_90M
37,3262,"misfire:13:0:this may at first sight seem an easy study area, but school result statistics sh",13,"this may at first sight seem an easy study area, but school result statistics sh",40186,13328,28,15,36,22,3262,34,60,0.17441552877426147,0.017976531758904457,9.702401503997947,5,308 965 750 4495 3262 13500 1640 7581 5808 3894,0.19021718 0.10406166 0.066220976 0.029462129 0.017976532 0.014127675 0.01402443 0.01147164 0.010568836 0.010476732,0,2,D_C_43022,D,C,43022,chck_90M
53,1172,"misfire:13:16:this may at first sight seem an easy study area, but school result statistics sh",13,"this may at first sight seem an easy study area, but school result statistics sh",40186,13328,28,15,36,22,1172,34,60,0.6697502136230469,0.029217824339866638,22.92265864262855,6,389 223 1141 352 3868 1172 684 11405 8647 523,0.56310374 0.10049477 0.051465489 0.042574365 0.029312938 0.029217824 0.023251511 0.015178593 0.013637309 0.011979084,1,2,D_C_43022,D,C,43022,chck_90M
50,249,"misfire:14:8:jane edwards, programme leader mental health, deakin university, australia jane ",14,"jane edwards, programme leader mental health, deakin university, australia jane ",51067,16473,28,25,41,35,249,33,78,0.9244694113731384,0.00036061392165720463,2563.5987848853165,27,16 223 262 228 419 6778 2025 1330 5072 265,0.81119186 0.080025353 0.03068345 0.02076556 0.0070261876 0.0049114446 0.0043835533 0.0037467959 0.0016580387 0.00094387011,1,3,D_C_43022,D,C,43022,chck_90M
55,3704,"misfire:14:13:jane edwards, programme leader mental health, deakin university, australia jane ",14,"jane edwards, programme leader mental health, deakin university, australia jane ",51067,16473,28,25,41,35,3704,33,78,0.02586548775434494,0.0006107774097472429,42.348468266121394,275,9792 1932 3304 381 2321 12741 3724 2186 10652 2303,0.021255042 0.017681919 0.016308764 0.016300218 0.016046505 0.014973728 0.01254167 0.011087584 0.010808812 0.010766651,0,1,D_C_43022,D,C,43022,chck_90M
47,5639,"misfire:15:0:behind the rustic log exteriors, however, a high-tech project is underway as mon",15,"behind the rustic log exteriors, however, a high-tech project is underway as mon",12247,14908,29,19,46,31,5639,44,79,0.0007451813435181975,0.0004751092055812478,1.5684422334156711,40,308 565 2944 920 1788 5830 4444 263 2390 7851,0.87617153 0.017346557 0.01200751 0.01112105 0.0092207305 0.0054680477 0.0049293065 0.0039872508 0.0036526907 0.0025211077,0,0,D_C_43022,D,C,43022,chck_90M
50,1123,"misfire:16:0:nicolaus seefeld, an archaeologist at the university of bonn in germany, stumble",16,"nicolaus seefeld, an archaeologist at the university of bonn in germany, stumble",47932,13913,31,16,49,35,1123,40,86,0.016360756009817123,0.007788380607962608,2.1006621059441257,20,1027 263 308 298 14369 2199 3021 2453 565 509,0.1130634 0.07632719 0.055116154 0.017905921 0.01677159 0.015874118 0.014480771 0.014325295 0.012682858 0.012536163,0,1,D_C_43022,D,C,43022,chck_90M
