position,target,probe_id,pair_index,pair_id,sentence_id,doc_id,source_words,rewrite_words,source_token_len,rewrite_token_len,target_token_id,source_type_count,seq_len,source_mass,target_prob,source_to_target_mass_ratio,target_rank,top10_ids,top10_probs,top1_in_source,top10_source_hits,arm,arch,role,seed,checkpoint
96,7152,"misfire:0:36:research by warren booth, a biologist at the university of tulsa and a co-author",0,"research by warren booth, a biologist at the university of tulsa and a co-author",30667,13305,41,23,59,42,7152,50,103,0.9048573970794678,0.007447546813637018,121.49737621287667,3,11447 11155 7152 2098 309 10338 15279 253 10403 4447,0.90178174 0.0077292458 0.0074475468 0.003020691 0.0028256434 0.002446082 0.0021651038 0.00146091 0.00094366539 0.00088355568,1,2,D_V_43122,D,V,43122,chck_100M
100,2410,"misfire:0:40:research by warren booth, a biologist at the university of tulsa and a co-author",0,"research by warren booth, a biologist at the university of tulsa and a co-author",30667,13305,41,23,59,42,2410,50,103,0.9256964921951294,0.0007497058832086623,1234.7462023817204,19,357 441 383 2360 766 3716 1180 665 998 248,0.92523324 0.0090228617 0.0063107824 0.0037880889 0.0020239591 0.0018446255 0.0013408614 0.0013133364 0.0010784816 0.0010519335,1,1,D_V_43122,D,V,43122,chck_100M
48,249,"misfire:2:4:the new and improved factory farm map, created by food and water watch, uses col",2,"the new and improved factory farm map, created by food and water watch, uses col",51907,2512,28,17,43,26,249,40,71,0.3181401789188385,0.021626120433211327,14.710922372848218,9,308 195 302 192 263 13470 1185 231 249 3348,0.17917164 0.071183696 0.058009416 0.047301352 0.039296787 0.033185296 0.029543478 0.027070496 0.02162612 0.01945257,1,3,D_V_43122,D,V,43122,chck_100M
68,6705,"misfire:2:24:the new and improved factory farm map, created by food and water watch, uses col",2,"the new and improved factory farm map, created by food and water watch, uses col",51907,2512,28,17,43,26,6705,40,71,0.03201836720108986,0.004289733245968819,7.463952969844549,37,3602 87 212 2167 1348 394 3724 5084 541 493,0.079134293 0.030883372 0.014150742 0.013878736 0.012450438 0.0099995248 0.008697059 0.0086647887 0.0077510872 0.0076830559,0,2,D_V_43122,D,V,43122,chck_100M
36,7537,misfire:3:5:the map project was initiated at the university of oregon and its growth and suc,3,the map project was initiated at the university of oregon and its growth and suc,20958,5534,28,16,30,18,7537,26,50,0.019175095483660698,0.001470661605708301,13.038414417860304,98,9238 4183 1503 12388 9581 795 11884 1569 2562 2240,0.095518522 0.080592379 0.075731628 0.049178291 0.044604007 0.03623898 0.027094103 0.021685373 0.02145128 0.017457286,0,0,D_V_43122,D,V,43122,chck_100M
37,731,misfire:3:6:the map project was initiated at the university of oregon and its growth and suc,3,the map project was initiated at the university of oregon and its growth and suc,20958,5534,28,16,30,18,731,26,50,0.022511620074510574,0.0007048233528621495,31.939378828887122,18,231 310 302 412 1410 250 6912 765 1733 948,0.77769661 0.14118083 0.018611562 0.011348866 0.004671569 0.0041649649 0.0031803632 0.0024938092 0.0019801713 0.0018895702,0,1,D_V_43122,D,V,43122,chck_100M
50,3362,"misfire:4:0:in medieval europe prostitution was licensed and regulated by law, but by the 16",4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",52596,1140,29,12,49,27,3362,45,78,0.6910056471824646,3.042969728994649e-05,22708.26556696515,798,1591 359 5645 7134 1120 10063 2438 593 4506 3097,0.68937194 0.072426327 0.011727148 0.0085241515 0.0061173309 0.0057275998 0.005603143 0.0047127614 0.0046479912 0.0043302439,1,1,D_V_43122,D,V,43122,chck_100M
72,3861,"misfire:4:22:in medieval europe prostitution was licensed and regulated by law, but by the 16",4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",52596,1140,29,12,49,27,3861,45,78,0.2798817455768585,0.00168377417139709,166.22285240581297,81,2562 2992 4430 2951 1969 3626 6840 3339 8032 3546,0.26997638 0.098986298 0.026970141 0.021374566 0.019623421 0.016839636 0.016074486 0.015932884 0.014935591 0.012567054,1,1,D_V_43122,D,V,43122,chck_100M
44,10571,"misfire:5:0:if you are not a smoker, you should avoid people who smokes because research fro",5,"if you are not a smoker, you should avoid people who smokes because research fro",30744,9419,31,18,43,31,10571,37,76,0.015698349103331566,0.00029339903267100453,53.505115406888564,371,2203 1877 3483 4517 308 4148 12930 3558 688 9880,0.13394399 0.080555804 0.04345797 0.039425716 0.029979033 0.022768945 0.018505109 0.01710188 0.01237965 0.012016897,0,0,D_V_43122,D,V,43122,chck_100M
66,1799,"misfire:5:22:if you are not a smoker, you should avoid people who smokes because research fro",5,"if you are not a smoker, you should avoid people who smokes because research fro",30744,9419,31,18,43,31,1799,37,76,0.26373907923698425,0.015588315203785896,16.91902401184001,8,3465 13165 785 394 639 87 1327 1799 219 1510,0.20653261 0.10559111 0.048457053 0.038322628 0.033375964 0.023238886 0.015663706 0.015588315 0.013836373 0.01337146,1,2,D_V_43122,D,V,43122,chck_100M
