position,target,probe_id,pair_index,pair_id,sentence_id,doc_id,source_words,rewrite_words,source_token_len,rewrite_token_len,target_token_id,source_type_count,seq_len,source_mass,target_prob,source_to_target_mass_ratio,target_rank,top10_ids,top10_probs,top1_in_source,top10_source_hits,arm,arch,role,seed,checkpoint
96,7152,"misfire:0:36:research by warren booth, a biologist at the university of tulsa and a co-author",0,"research by warren booth, a biologist at the university of tulsa and a co-author",30667,13305,41,23,59,42,7152,50,103,0.544209897518158,1.4605908290832303e-05,37259.57240603396,1283,228 523 2425 481 253 1260 223 276 419 231,0.41399375 0.096328385 0.066051587 0.044678461 0.037549231 0.031081319 0.029413735 0.025076021 0.020589884 0.014628875,1,5,D_R_43022,D,R,43022,chck_100M
100,2410,"misfire:0:40:research by warren booth, a biologist at the university of tulsa and a co-author",0,"research by warren booth, a biologist at the university of tulsa and a co-author",30667,13305,41,23,59,42,2410,50,103,0.8227858543395996,0.0006029816577211022,1364.5288273763108,60,357 15887 3750 441 2601 2711 572 1107 8366 494,0.82098699 0.0061314753 0.0043885843 0.0042131408 0.0035033119 0.0031862927 0.0031621153 0.0031214687 0.0027426796 0.0021827149,1,1,D_R_43022,D,R,43022,chck_100M
48,249,"misfire:2:4:the new and improved factory farm map, created by food and water watch, uses col",2,"the new and improved factory farm map, created by food and water watch, uses col",51907,2512,28,17,43,26,249,40,71,0.9882431626319885,6.65018378640525e-05,14860.38874071753,11,308 750 263 1620 4444 758 195 5883 5221 3894,0.98783642 0.004870648 0.0043359785 0.00042456441 0.00028887327 0.00028173838 0.00027168155 0.00017738694 0.00010398911 8.0900965e-05,1,2,D_R_43022,D,R,43022,chck_100M
68,6705,"misfire:2:24:the new and improved factory farm map, created by food and water watch, uses col",2,"the new and improved factory farm map, created by food and water watch, uses col",51907,2512,28,17,43,26,6705,40,71,0.046936988830566406,0.00039034622022882104,120.24450705082256,404,87 2792 1540 394 895 1576 13124 4640 5967 6395,0.049385019 0.046256598 0.0255323 0.019296672 0.013635744 0.013255322 0.0093641253 0.0093038166 0.0084887473 0.0084447563,0,2,D_R_43022,D,R,43022,chck_100M
36,7537,misfire:3:5:the map project was initiated at the university of oregon and its growth and suc,3,the map project was initiated at the university of oregon and its growth and suc,20958,5534,28,16,30,18,7537,26,50,0.19689197838306427,0.00011521914711920545,1708.847733262253,467,15786 1503 2562 7879 4183 795 1569 2951 9484 2346,0.18002857 0.068559542 0.044459298 0.035340901 0.025664924 0.021507438 0.016019337 0.015150611 0.01483578 0.014144404,1,1,D_R_43022,D,R,43022,chck_100M
37,731,misfire:3:6:the map project was initiated at the university of oregon and its growth and suc,3,the map project was initiated at the university of oregon and its growth and suc,20958,5534,28,16,30,18,731,26,50,0.09537329524755478,0.008227365091443062,11.592204088128842,13,231 310 250 302 388 1410 315 765 412 276,0.40699524 0.11970317 0.080973513 0.051778633 0.043646332 0.029449729 0.027614532 0.01891941 0.015714027 0.013410409,0,2,D_R_43022,D,R,43022,chck_100M
50,3362,"misfire:4:0:in medieval europe prostitution was licensed and regulated by law, but by the 16",4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",52596,1140,29,12,49,27,3362,45,78,0.9909164309501648,1.77736710611498e-05,55751.92809301723,83,1591 565 6352 2164 233 1640 4660 4861 2270 1027,0.98907787 0.0017337587 0.0011166736 0.00022475148 0.00021033984 0.00017835417 0.00017660894 0.00016645648 0.00012462425 0.00012267388,1,2,D_R_43022,D,R,43022,chck_100M
72,3861,"misfire:4:22:in medieval europe prostitution was licensed and regulated by law, but by the 16",4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",52596,1140,29,12,49,27,3861,45,78,0.24354901909828186,4.304532194510102e-05,5657.967186513287,819,228 424 2992 374 265 223 2562 4430 721 3339,0.1195704 0.093157239 0.077633098 0.060920276 0.044386558 0.039443295 0.035718188 0.01590386 0.012655985 0.010581068,1,4,D_R_43022,D,R,43022,chck_100M
44,10571,"misfire:5:0:if you are not a smoker, you should avoid people who smokes because research fro",5,"if you are not a smoker, you should avoid people who smokes because research fro",30744,9419,31,18,43,31,10571,37,76,0.12512055039405823,0.0002637340221554041,474.4194524904015,570,192 419 344 223 195 323 391 602 228 354,0.038865935 0.026625983 0.024007648 0.015986329 0.015344592 0.014506591 0.012992449 0.011505398 0.008901326 0.0083074626,1,4,D_R_43022,D,R,43022,chck_100M
66,1799,"misfire:5:22:if you are not a smoker, you should avoid people who smokes because research fro",5,"if you are not a smoker, you should avoid people who smokes because research fro",30744,9419,31,18,43,31,1799,37,76,0.10552158951759338,0.0008229161612689495,128.22884576100373,224,442 212 1127 192 223 257 641 195 228 243,0.048335355 0.03987243 0.025135309 0.017879486 0.013168723 0.012601404 0.01237103 0.010251778 0.0096187405 0.0093637062,1,4,D_R_43022,D,R,43022,chck_100M
