position,target,probe_id,pair_index,pair_id,sentence_id,doc_id,source_words,rewrite_words,source_token_len,rewrite_token_len,target_token_id,source_type_count,seq_len,source_mass,target_prob,source_to_target_mass_ratio,target_rank,top10_ids,top10_probs,top1_in_source,top10_source_hits,arm,arch,role,seed,checkpoint
96,7152,"misfire:0:36:research by warren booth, a biologist at the university of tulsa and a co-author",0,"research by warren booth, a biologist at the university of tulsa and a co-author",30667,13305,41,23,59,42,7152,50,103,0.7666167616844177,0.002046458888798952,374.6064804333001,24,11447 3174 309 5922 253 15174 6410 5881 8227 718,0.75165606 0.013276344 0.011757682 0.0080157267 0.0078821648 0.0072438908 0.0048212856 0.0035006544 0.0034333316 0.0032898355,1,2,D_V_43222,D,V,43222,chck_100M
100,2410,"misfire:0:40:research by warren booth, a biologist at the university of tulsa and a co-author",0,"research by warren booth, a biologist at the university of tulsa and a co-author",30667,13305,41,23,59,42,2410,50,103,0.9549558758735657,0.0008393690222874284,1137.7068375374906,8,357 441 271 14487 612 1708 1335 2410 1544 220,0.95480281 0.0015377995 0.0015095148 0.0012211897 0.0011113377 0.0010549373 0.00092533871 0.00083936902 0.00081337063 0.00074616668,1,1,D_V_43222,D,V,43222,chck_100M
48,249,"misfire:2:4:the new and improved factory farm map, created by food and water watch, uses col",2,"the new and improved factory farm map, created by food and water watch, uses col",51907,2512,28,17,43,26,249,40,71,0.28610149025917053,0.04340830817818642,6.590938515381775,6,308 195 1185 14733 192 249 231 457 276 4077,0.14840779 0.083434887 0.05890831 0.051956367 0.043935582 0.043408308 0.035967611 0.026939599 0.020218819 0.019321747,1,3,D_V_43222,D,V,43222,chck_100M
68,6705,"misfire:2:24:the new and improved factory farm map, created by food and water watch, uses col",2,"the new and improved factory farm map, created by food and water watch, uses col",51907,2512,28,17,43,26,6705,40,71,0.15518608689308167,0.012923999689519405,12.007589803559679,7,9382 4640 5086 87 3602 212 6705 3779 2492 12666,0.16614547 0.13345733 0.027293133 0.016954977 0.014141617 0.013092323 0.012924 0.011055707 0.010547335 0.0073043169,0,2,D_V_43222,D,V,43222,chck_100M
36,7537,misfire:3:5:the map project was initiated at the university of oregon and its growth and suc,3,the map project was initiated at the university of oregon and its growth and suc,20958,5534,28,16,30,18,7537,26,50,0.06280568242073059,0.0005200754385441542,120.76263896742053,175,1503 15786 8409 10342 12388 11884 4183 13058 1569 8032,0.11232629 0.056823522 0.045100112 0.044149455 0.040922947 0.038630027 0.038121432 0.032972574 0.031223996 0.030197691,0,1,D_V_43222,D,V,43222,chck_100M
37,731,misfire:3:6:the map project was initiated at the university of oregon and its growth and suc,3,the map project was initiated at the university of oregon and its growth and suc,20958,5534,28,16,30,18,731,26,50,0.06273867934942245,0.004804409109055996,13.058563066822133,16,231 310 388 302 412 1410 2276 315 250 644,0.38549405 0.14142568 0.11364101 0.034090381 0.033207603 0.022107597 0.021984207 0.019961735 0.017476544 0.0085629653,0,2,D_V_43222,D,V,43222,chck_100M
50,3362,"misfire:4:0:in medieval europe prostitution was licensed and regulated by law, but by the 16",4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",52596,1140,29,12,49,27,3362,45,78,0.8390622138977051,0.0010828858939930797,774.8389913952165,27,1591 5370 1950 593 5144 4688 273 4669 3882 2164,0.83867007 0.0094475131 0.0060482249 0.004149117 0.0040589832 0.0028439634 0.0028229135 0.0022149 0.0021502748 0.0020809935,1,1,D_V_43222,D,V,43222,chck_100M
72,3861,"misfire:4:22:in medieval europe prostitution was licensed and regulated by law, but by the 16",4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",52596,1140,29,12,49,27,3861,45,78,0.12515074014663696,0.018552560359239578,6.74573954879005,6,2951 2562 2992 3339 2170 3861 228 7465 3616 6840,0.092705585 0.086549334 0.078220941 0.057387523 0.024979297 0.01855256 0.017399238 0.016544558 0.014788289 0.014719133,0,2,D_V_43222,D,V,43222,chck_100M
44,10571,"misfire:5:0:if you are not a smoker, you should avoid people who smokes because research fro",5,"if you are not a smoker, you should avoid people who smokes because research fro",30744,9419,31,18,43,31,10571,37,76,0.004312287084758282,0.0013168201548978686,3.274772996691214,144,3804 1072 4517 8998 3483 359 2203 329 1877 2301,0.02785488 0.024749257 0.02273809 0.020615414 0.014955441 0.014447078 0.013787075 0.01303877 0.011387356 0.010275951,0,0,D_V_43222,D,V,43222,chck_100M
66,1799,"misfire:5:22:if you are not a smoker, you should avoid people who smokes because research fro",5,"if you are not a smoker, you should avoid people who smokes because research fro",30744,9419,31,18,43,31,1799,37,76,0.24147965013980865,0.0002609684888739139,925.3211036389869,454,3465 1050 313 870 13165 341 641 202 2331 971,0.20938855 0.046359658 0.022248063 0.015510699 0.015266624 0.013342373 0.01329471 0.013269749 0.012756442 0.0098075513,1,2,D_V_43222,D,V,43222,chck_100M
