position,target,probe_id,pair_index,pair_id,sentence_id,doc_id,source_words,rewrite_words,source_token_len,rewrite_token_len,target_token_id,source_type_count,seq_len,source_mass,target_prob,source_to_target_mass_ratio,target_rank,top10_ids,top10_probs,top1_in_source,top10_source_hits,arm,arch,role,seed,checkpoint
96,7152,"misfire:0:36:research by warren booth, a biologist at the university of tulsa and a co-author",0,"research by warren booth, a biologist at the university of tulsa and a co-author",30667,13305,41,23,59,42,7152,50,103,0.7565793395042419,0.002673596376553178,282.98188392955194,17,11447 3174 5922 309 15174 253 5881 10123 2167 1845,0.74411517 0.011516291 0.0097755203 0.0088953329 0.0074012559 0.0057682693 0.0053631417 0.0044934144 0.0044473903 0.0042618387,1,2,D_V_43222,D,V,43222,chck_80M
100,2410,"misfire:0:40:research by warren booth, a biologist at the university of tulsa and a co-author",0,"research by warren booth, a biologist at the university of tulsa and a co-author",30667,13305,41,23,59,42,2410,50,103,0.9710934162139893,0.00032594549702480435,2979.312262565448,21,357 441 271 14487 1708 612 1210 641 1492 1271,0.97096711 0.0013242094 0.0011647387 0.00071270659 0.0006770764 0.00057229964 0.00055720017 0.0005085296 0.00050608977 0.00049076515,1,1,D_V_43222,D,V,43222,chck_80M
48,249,"misfire:2:4:the new and improved factory farm map, created by food and water watch, uses col",2,"the new and improved factory farm map, created by food and water watch, uses col",51907,2512,28,17,43,26,249,40,71,0.45146632194519043,0.06640979647636414,6.798188609204239,4,308 195 192 249 14733 750 325 1185 231 276,0.31232321 0.10846578 0.071576253 0.066409796 0.032106545 0.019882359 0.018547708 0.018105563 0.016663695 0.01440781,1,2,D_V_43222,D,V,43222,chck_80M
68,6705,"misfire:2:24:the new and improved factory farm map, created by food and water watch, uses col",2,"the new and improved factory farm map, created by food and water watch, uses col",51907,2512,28,17,43,26,6705,40,71,0.17554718255996704,0.009783635847270489,17.94293913841269,8,9382 4640 5086 87 212 3602 394 6705 219 3779,0.19413157 0.14599822 0.026443176 0.017827727 0.013907585 0.012420623 0.012159158 0.0097836358 0.0088932635 0.0084287021,0,3,D_V_43222,D,V,43222,chck_80M
36,7537,misfire:3:5:the map project was initiated at the university of oregon and its growth and suc,3,the map project was initiated at the university of oregon and its growth and suc,20958,5534,28,16,30,18,7537,26,50,0.03842364251613617,0.000708813953679055,54.20836076476857,138,1503 10342 8409 4183 8032 1569 11884 12388 795 2346,0.099773407 0.055719368 0.041748002 0.040637765 0.037069347 0.033630572 0.031990562 0.031390272 0.028243501 0.027805863,0,0,D_V_43222,D,V,43222,chck_80M
37,731,misfire:3:6:the map project was initiated at the university of oregon and its growth and suc,3,the map project was initiated at the university of oregon and its growth and suc,20958,5534,28,16,30,18,731,26,50,0.059736914932727814,0.00530268345028162,11.265412218705087,16,231 310 388 302 250 412 2276 1410 315 276,0.40668139 0.1692073 0.079087511 0.032538157 0.020878926 0.020684425 0.017843369 0.017719543 0.016431717 0.011905373,0,2,D_V_43222,D,V,43222,chck_80M
50,3362,"misfire:4:0:in medieval europe prostitution was licensed and regulated by law, but by the 16",4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",52596,1140,29,12,49,27,3362,45,78,0.8089922070503235,0.000856251921504736,944.806296759766,37,1591 5370 1950 4688 349 593 4160 4669 8232 880,0.80845225 0.0089815045 0.0065947459 0.0051057343 0.0035137308 0.0027935335 0.0026587714 0.0026263325 0.0025569424 0.0025238676,1,1,D_V_43222,D,V,43222,chck_80M
72,3861,"misfire:4:22:in medieval europe prostitution was licensed and regulated by law, but by the 16",4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",52596,1140,29,12,49,27,3861,45,78,0.09502613544464111,0.025288568809628487,3.7576715455902123,7,3339 2951 228 2170 2562 2992 3861 6840 7465 3616,0.05868122 0.054844577 0.037734587 0.037460189 0.033984601 0.032429077 0.025288569 0.021594657 0.019742483 0.017862454,0,2,D_V_43222,D,V,43222,chck_80M
44,10571,"misfire:5:0:if you are not a smoker, you should avoid people who smokes because research fro",5,"if you are not a smoker, you should avoid people who smokes because research fro",30744,9419,31,18,43,31,10571,37,76,0.004811415448784828,0.0007482556393370032,6.430175993124507,274,3804 8998 1072 6200 4517 329 2203 3143 3483 308,0.026633266 0.025425423 0.019308491 0.015914328 0.012683738 0.012308246 0.012047103 0.011523229 0.011439793 0.011112874,0,0,D_V_43222,D,V,43222,chck_80M
66,1799,"misfire:5:22:if you are not a smoker, you should avoid people who smokes because research fro",5,"if you are not a smoker, you should avoid people who smokes because research fro",30744,9419,31,18,43,31,1799,37,76,0.2732563018798828,0.0002634600386954844,1037.1831084247324,447,3465 1050 13165 313 870 641 612 202 341 230,0.2350755 0.029742111 0.02066648 0.01827357 0.016517401 0.013188916 0.012396968 0.012321381 0.011743086 0.0096109211,1,2,D_V_43222,D,V,43222,chck_80M
