position,target,probe_id,pair_index,pair_id,sentence_id,doc_id,source_words,rewrite_words,source_token_len,rewrite_token_len,target_token_id,source_type_count,seq_len,source_mass,target_prob,source_to_target_mass_ratio,target_rank,top10_ids,top10_probs,top1_in_source,top10_source_hits,arm,arch,role,seed,checkpoint
96,7152,"misfire:0:36:research by warren booth, a biologist at the university of tulsa and a co-author",0,"research by warren booth, a biologist at the university of tulsa and a co-author",30667,13305,41,23,59,42,7152,50,103,0.9842397570610046,9.570304655426298e-07,1028430.9564826103,1041,228 253 276 223 718 419 520 302 231 454,0.97505981 0.0061472678 0.0017392458 0.001288434 0.0010822772 0.00088612759 0.00079767342 0.00079400605 0.00063208095 0.00049953727,1,4,D_C_43222,D,C,43222,chck_100M
100,2410,"misfire:0:40:research by warren booth, a biologist at the university of tulsa and a co-author",0,"research by warren booth, a biologist at the university of tulsa and a co-author",30667,13305,41,23,59,42,2410,50,103,0.7570169568061829,9.570879046805203e-05,7909.586497792782,345,357 734 1271 212 465 321 2711 641 411 214,0.75560272 0.0076363874 0.0071734139 0.0063656894 0.0059817396 0.0048324964 0.0042545605 0.003999182 0.0039463188 0.0038842179,1,1,D_C_43222,D,C,43222,chck_100M
48,249,"misfire:2:4:the new and improved factory farm map, created by food and water watch, uses col",2,"the new and improved factory farm map, created by food and water watch, uses col",51907,2512,28,17,43,26,249,40,71,0.19278916716575623,0.03666764125227928,5.257746628405566,5,308 192 195 223 249 542 262 16 302 276,0.060768187 0.057589337 0.042593457 0.037050173 0.036667641 0.030278904 0.028676556 0.02536946 0.02470313 0.020863941,1,4,D_C_43222,D,C,43222,chck_100M
68,6705,"misfire:2:24:the new and improved factory farm map, created by food and water watch, uses col",2,"the new and improved factory farm map, created by food and water watch, uses col",51907,2512,28,17,43,26,6705,40,71,0.23552022874355316,2.1002022549510002e-05,11214.168930079932,2260,4640 231 1908 962 416 1359 1177 464 1881 552,0.21965815 0.026065728 0.024977371 0.019869855 0.017838864 0.017501529 0.017315235 0.013435381 0.012200345 0.011026704,1,1,D_C_43222,D,C,43222,chck_100M
36,7537,misfire:3:5:the map project was initiated at the university of oregon and its growth and suc,3,the map project was initiated at the university of oregon and its growth and suc,20958,5534,28,16,30,18,7537,26,50,0.10517919808626175,0.0006473574321717024,162.47468996133261,141,1503 15786 1569 9238 12388 795 2170 9581 8032 3572,0.18447928 0.1008174 0.1007484 0.044917393 0.029959869 0.026505027 0.021724755 0.015891138 0.015257224 0.014108419,0,1,D_C_43222,D,C,43222,chck_100M
37,731,misfire:3:6:the map project was initiated at the university of oregon and its growth and suc,3,the map project was initiated at the university of oregon and its growth and suc,20958,5534,28,16,30,18,731,26,50,0.13500753045082092,0.003383612260222435,39.90041413372396,17,310 231 412 302 276 250 315 765 1410 644,0.33222395 0.23174529 0.10905006 0.10813571 0.037431162 0.034106202 0.022975035 0.015976157 0.014854905 0.0092640845,0,2,D_C_43222,D,C,43222,chck_100M
50,3362,"misfire:4:0:in medieval europe prostitution was licensed and regulated by law, but by the 16",4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",52596,1140,29,12,49,27,3362,45,78,0.9483213424682617,8.553612929063092e-07,1108679.2801274615,3205,1591 1027 4805 565 8283 1295 2498 14987 13056 5002,0.94637722 0.0024014669 0.0018548976 0.0017562252 0.0016388486 0.0016198775 0.0014015661 0.001322359 0.00082032772 0.00078327447,1,2,D_C_43222,D,C,43222,chck_100M
72,3861,"misfire:4:22:in medieval europe prostitution was licensed and regulated by law, but by the 16",4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",52596,1140,29,12,49,27,3861,45,78,0.5471049547195435,5.598082225333201e-06,97730.782203182,1872,228 424 4430 374 231 265 302 331 223 987,0.50427067 0.089474931 0.028527956 0.023948101 0.022900069 0.021240754 0.019841408 0.016331779 0.01376519 0.013076617,1,3,D_C_43222,D,C,43222,chck_100M
44,10571,"misfire:5:0:if you are not a smoker, you should avoid people who smokes because research fro",5,"if you are not a smoker, you should avoid people who smokes because research fro",30744,9419,31,18,43,31,10571,37,76,0.004325594287365675,0.00010832835687324405,39.930396917467235,596,3558 4517 1877 3483 3284 5189 2203 1072 11647 4148,0.18514623 0.11044499 0.057991941 0.053053271 0.052360177 0.034951422 0.026252758 0.024255855 0.020081924 0.01243126,0,0,D_C_43222,D,C,43222,chck_100M
66,1799,"misfire:5:22:if you are not a smoker, you should avoid people who smokes because research fro",5,"if you are not a smoker, you should avoid people who smokes because research fro",30744,9419,31,18,43,31,1799,37,76,0.21218612790107727,0.0015913896495476365,133.3338619874728,77,388 228 212 2135 1127 641 192 223 1058 395,0.092057966 0.083881862 0.046007015 0.035431225 0.031642195 0.027510768 0.015224973 0.015207676 0.013332766 0.011823617,1,3,D_C_43222,D,C,43222,chck_100M
66,644,"misfire:6:4:three task forces, that were created in the wake of the comprehensive assessment",6,"three task forces, that were created in the wake of the comprehensive assessment",23495,3910,39,19,61,37,644,52,100,0.854356050491333,0.004258226603269577,200.63658656289832,11,412 302 310 231 276 765 1410 250 388 315,0.79672283 0.030627817 0.027063617 0.026943432 0.022488754 0.019844837 0.016269488 0.0072977985 0.0067215865 0.0064025931,1,3,D_C_43222,D,C,43222,chck_100M
93,572,"misfire:6:31:three task forces, that were created in the wake of the comprehensive assessment",6,"three task forces, that were created in the wake of the comprehensive assessment",23495,3910,39,19,61,37,572,52,100,0.6309868693351746,7.141466994653456e-06,88355.35749273509,2595,4238 223 2494 2316 6669 228 2276 4356 249 8300,0.60335237 0.039394874 0.019499997 0.01226685 0.012022673 0.011659143 0.0082781231 0.0062268856 0.0039042754 0.0038975885,1,2,D_C_43222,D,C,43222,chck_100M
45,249,"misfire:7:13:the hubbard-rosa version of “on, wisconsin!” became the official state song on j",7,"the hubbard-rosa version of “on, wisconsin!” became the official state song on j",25149,13080,15,11,31,28,249,26,61,0.3587704002857208,0.06691951304674149,5.36122251868643,3,1775 310 249 305 195 388 601 231 412 302,0.28729439 0.14069422 0.066919513 0.056230176 0.046132885 0.032988496 0.024606738 0.023405131 0.01909408 0.018633613,1,2,D_C_43222,D,C,43222,chck_100M
26,6890,"misfire:8:4:this year alone, 12 deaths have been reported, according to a san jose state uni",8,"this year alone, 12 deaths have been reported, according to a san jose state uni",42366,11134,16,10,21,13,6890,20,36,0.18047112226486206,0.00028132955776527524,641.4936407621858,277,542 16 374 223 328 302 3583 228 2992 1253,0.12148436 0.10922676 0.070306875 0.067128241 0.063644841 0.041978709 0.033627544 0.019649392 0.017823994 0.016215943,0,2,D_C_43222,D,C,43222,chck_100M
55,5343,"misfire:9:17:in january 2003, epa released its national water quality trading policy, which l",9,"in january 2003, epa released its national water quality trading policy, which l",13634,4124,23,12,37,21,5343,34,60,0.812450647354126,5.739505468227435e-06,141554.12027249794,515,276 302 231 765 250 228 192 412 223 310,0.79139078 0.10348811 0.022379402 0.0095218467 0.0085803214 0.0083808461 0.0082566747 0.0050251689 0.0043736855 0.0038636527,1,3,D_C_43222,D,C,43222,chck_100M
