arm,checkpoint,seed,role,probe_family,probe_id,effect_no_all_relevant_updates,effect_no_initial_qbox,effect_no_last_relevant_update,entity_type,irrelevant_ops,item_index,margin_full,margin_no_all_relevant_updates,margin_no_initial_qbox,margin_no_last_relevant_update,prefix_words_full,query_box,relevant_updates,reported_numops,stale_idx,total_ops,uid
D_R_43022,chck_100M,43022,R,entity_gold_stale_cue_ablation,entityabl:0:regular_2_ops:7,-19.897012411616743,-0.19459903985261917,-2.200649034231901,regular,1,7,6.760239236056805,-13.136773175559938,6.5656401962041855,4.5595902018249035,89,0,2,2,1,3,regular_2_ops
D_R_43022,chck_100M,43022,R,entity_gold_stale_cue_ablation,entityabl:1000:move_contents_3_ops:54,-4.186294078826904,-1.5369596481323242,-0.7872323989868164,move_contents,5,54,1.3917388916015625,-2.794555187225342,-0.14522075653076172,0.6045064926147461,136,5,3,3,1,8,move_contents_3_ops
D_R_43022,chck_100M,43022,R,entity_gold_stale_cue_ablation,entityabl:1001:move_contents_3_ops:56,-9.503030776977539,-1.9342718124389648,0.9336657524108887,move_contents,5,56,8.052764415740967,-1.4502663612365723,6.118492603302002,8.986430168151855,111,2,3,3,1,8,move_contents_3_ops
D_R_43022,chck_100M,43022,R,entity_gold_stale_cue_ablation,entityabl:1002:move_contents_3_ops:71,-7.496906638145447,-0.5094127655029297,0.8750190734863281,move_contents,5,71,2.1516294479370117,-5.345277190208435,1.642216682434082,3.02664852142334,134,5,3,3,1,8,move_contents_3_ops
D_R_43022,chck_100M,43022,R,entity_gold_stale_cue_ablation,entityabl:1003:move_contents_3_ops:78,3.014225959777832,-0.13998126983642578,1.5517253875732422,move_contents,5,78,-1.4062423706054688,1.6079835891723633,-1.5462236404418945,0.14548301696777344,119,2,3,3,1,8,move_contents_3_ops
D_R_43022,chck_100M,43022,R,entity_gold_stale_cue_ablation,entityabl:1004:move_contents_3_ops:91,-3.8489065170288086,-2.2367844581604004,-1.5378284454345703,move_contents,5,91,0.6438493728637695,-3.205057144165039,-1.5929350852966309,-0.8939790725708008,124,2,3,3,1,8,move_contents_3_ops
D_R_43022,chck_100M,43022,R,entity_gold_stale_cue_ablation,entityabl:1005:move_contents_3_ops:97,-8.22032223828137,21.369301322847605,-0.8451837413012981,move_contents,7,97,-11.936234835535288,-20.156557073816657,9.433066487312317,-12.781418576836586,149,4,2,3,1,9,move_contents_3_ops
D_R_43022,chck_100M,43022,R,entity_gold_stale_cue_ablation,entityabl:1006:move_contents_3_ops:108,0.17111825942993164,-0.05112314224243164,0.46819639205932617,move_contents,6,108,0.05767488479614258,0.22879314422607422,0.0065517425537109375,0.5258712768554688,143,0,3,3,1,9,move_contents_3_ops
D_R_43022,chck_100M,43022,R,entity_gold_stale_cue_ablation,entityabl:1007:move_contents_3_ops:109,-1.0525035858154297,1.4010066986083984,0.15065288543701172,move_contents,7,109,-5.705467224121094,-6.757970809936523,-4.304460525512695,-5.554814338684082,119,4,2,3,1,9,move_contents_3_ops
D_R_43022,chck_100M,43022,R,entity_gold_stale_cue_ablation,entityabl:1008:move_contents_3_ops:111,-0.5579590797424316,0.9859819412231445,0.43738651275634766,move_contents,7,111,-2.279003143310547,-2.8369622230529785,-1.2930212020874023,-1.8416166305541992,130,0,2,3,1,9,move_contents_3_ops
D_R_43022,chck_100M,43022,R,entity_gold_stale_cue_ablation,entityabl:1009:move_contents_3_ops:112,-0.9084010124206543,2.207357406616211,-0.7033596038818359,move_contents,6,112,-3.475811004638672,-4.384212017059326,-1.268453598022461,-4.179170608520508,128,2,3,3,1,9,move_contents_3_ops
D_R_43022,chck_100M,43022,R,entity_gold_stale_cue_ablation,entityabl:100:regular_2_ops:234,-0.7872152328491211,1.0031442642211914,0.8778934478759766,regular,9,234,-4.5059709548950195,-5.293186187744141,-3.502826690673828,-3.628077507019043,127,1,2,2,1,11,regular_2_ops
D_R_43022,chck_100M,43022,R,entity_gold_stale_cue_ablation,entityabl:1010:move_contents_3_ops:122,-2.564026355743408,0.18043279647827148,0.5548577308654785,move_contents,6,122,0.6391243934631348,-1.9249019622802734,0.8195571899414062,1.1939821243286133,149,5,3,3,1,9,move_contents_3_ops
D_R_43022,chck_100M,43022,R,entity_gold_stale_cue_ablation,entityabl:1011:move_contents_3_ops:123,0.014047622680664062,0.048027992248535156,-0.08562183380126953,move_contents,7,123,-3.886251449584961,-3.872203826904297,-3.838223457336426,-3.9718732833862305,127,4,2,3,1,9,move_contents_3_ops
D_R_43022,chck_100M,43022,R,entity_gold_stale_cue_ablation,entityabl:1012:move_contents_3_ops:127,-1.5988683700561523,0.46706151962280273,0.7519025802612305,move_contents,6,127,1.8612022399902344,0.26233386993408203,2.328263759613037,2.613104820251465,140,1,3,3,1,9,move_contents_3_ops
D_R_43022,chck_100M,43022,R,entity_gold_stale_cue_ablation,entityabl:1013:move_contents_3_ops:134,-2.2375707626342773,-0.17915630340576172,-0.042885780334472656,move_contents,6,134,1.5806245803833008,-0.6569461822509766,1.401468276977539,1.5377388000488281,145,5,3,3,1,9,move_contents_3_ops
D_R_43022,chck_100M,43022,R,entity_gold_stale_cue_ablation,entityabl:1014:move_contents_3_ops:140,-0.7618517875671387,3.150759696960449,-2.584707260131836,move_contents,7,140,-3.5600099563598633,-4.321861743927002,-0.40925025939941406,-6.144717216491699,122,3,2,3,1,9,move_contents_3_ops
D_R_43022,chck_100M,43022,R,entity_gold_stale_cue_ablation,entityabl:1015:move_contents_3_ops:151,-9.90818452835083,-0.6478872299194336,-6.142514228820801,move_contents,7,151,2.4539337158203125,-7.454250812530518,1.806046485900879,-3.6885805130004883,137,2,3,3,1,10,move_contents_3_ops
D_R_43022,chck_100M,43022,R,entity_gold_stale_cue_ablation,entityabl:1016:move_contents_3_ops:153,-2.7049598693847656,-0.4907388687133789,-0.9226827621459961,move_contents,7,153,2.352055549621582,-0.3529043197631836,1.8613166809082031,1.429372787475586,136,3,3,3,1,10,move_contents_3_ops
D_R_43022,chck_100M,43022,R,entity_gold_stale_cue_ablation,entityabl:1017:move_contents_3_ops:155,-2.041135311126709,0.14471817016601562,0.06898355484008789,move_contents,7,155,2.5340023040771484,0.49286699295043945,2.678720474243164,2.6029858589172363,133,2,3,3,1,10,move_contents_3_ops
D_R_43022,chck_100M,43022,R,entity_gold_stale_cue_ablation,entityabl:1018:move_contents_3_ops:157,-1.3419084548950195,-1.5436220169067383,1.4821853637695312,move_contents,7,157,-4.044883728027344,-5.386792182922363,-5.588505744934082,-2.5626983642578125,152,2,3,3,1,10,move_contents_3_ops
D_R_43022,chck_100M,43022,R,entity_gold_stale_cue_ablation,entityabl:1019:move_contents_3_ops:158,-4.450931649655104,18.348622534424067,-0.4543091841042042,move_contents,8,158,-10.072165343910456,-14.52309699356556,8.27645719051361,-10.52647452801466,158,4,2,3,1,10,move_contents_3_ops
D_R_43022,chck_100M,43022,R,entity_gold_stale_cue_ablation,entityabl:101:regular_2_ops:237,0.1332683563232422,-0.07829093933105469,-0.04000711441040039,regular,9,237,-1.557969093322754,-1.4247007369995117,-1.6362600326538086,-1.5979762077331543,130,6,2,2,1,11,regular_2_ops
D_R_43022,chck_100M,43022,R,entity_gold_stale_cue_ablation,entityabl:1020:move_contents_3_ops:161,0.13045787811279297,0.9589962959289551,-0.5357065200805664,move_contents,8,161,-4.535786151885986,-4.405328273773193,-3.5767898559570312,-5.071492671966553,125,4,2,3,1,10,move_contents_3_ops
