arm,checkpoint,seed,role,probe_family,probe_id,span_len,gain,companion_words,repeated_nll,source_domain,source_example_id,source_words,unrepeated_nll
D_R_43022,chck_80M,43022,R,heldout_natural_source_repeat,heldoutcopy:1:0:34715,1,1.609870670363307,11,0.007233383134007454,gutenberg,34715,18,1.6171040534973145
D_R_43022,chck_80M,43022,R,heldout_natural_source_repeat,heldoutcopy:1:100:46093,1,0.00181488785892725,8,0.013350026682019234,open_subtitles,46093,11,0.015164914540946484
D_R_43022,chck_80M,43022,R,heldout_natural_source_repeat,heldoutcopy:1:101:9638,1,1.7054468784481287,8,0.030486902222037315,childes,9638,11,1.735933780670166
D_R_43022,chck_80M,43022,R,heldout_natural_source_repeat,heldoutcopy:1:102:38847,1,3.0257722390815616,8,0.004530285485088825,open_subtitles,38847,12,3.0303025245666504
D_R_43022,chck_80M,43022,R,heldout_natural_source_repeat,heldoutcopy:1:103:25389,1,5.237615174613893,28,0.006407194770872593,gutenberg,25389,52,5.244022369384766
D_R_43022,chck_80M,43022,R,heldout_natural_source_repeat,heldoutcopy:1:104:23610,1,7.3312445767223835,8,0.009564291685819626,gutenberg,23610,11,7.340808868408203
D_R_43022,chck_80M,43022,R,heldout_natural_source_repeat,heldoutcopy:1:105:9850,1,0.00020833953749388456,19,7.962863310240209e-05,childes,9850,31,0.00028796817059628665
D_R_43022,chck_80M,43022,R,heldout_natural_source_repeat,heldoutcopy:1:106:33545,1,-0.01090618222951889,28,0.05101560428738594,gutenberg,33545,48,0.04010942205786705
D_R_43022,chck_80M,43022,R,heldout_natural_source_repeat,heldoutcopy:1:107:27677,1,2.5005740001797676,8,0.0583416149020195,gutenberg,27677,11,2.558915615081787
D_R_43022,chck_80M,43022,R,heldout_natural_source_repeat,heldoutcopy:1:108:31140,1,0.0008287504315376282,11,0.023453325033187866,gutenberg,31140,18,0.024282075464725494
D_R_43022,chck_80M,43022,R,heldout_natural_source_repeat,heldoutcopy:1:109:39267,1,0.10120279109105468,8,0.004923837725073099,open_subtitles,39267,11,0.10612662881612778
D_R_43022,chck_80M,43022,R,heldout_natural_source_repeat,heldoutcopy:1:10:4664,1,5.123889800161123,8,0.03232396021485329,bnc_spoken,4664,10,5.156213760375977
D_R_43022,chck_80M,43022,R,heldout_natural_source_repeat,heldoutcopy:1:110:42641,1,11.068073634058237,8,0.016591664403676987,open_subtitles,42641,11,11.084665298461914
D_R_43022,chck_80M,43022,R,heldout_natural_source_repeat,heldoutcopy:1:111:16252,1,1.546174742281437,9,0.12179925292730331,childes,16252,14,1.6679739952087402
D_R_43022,chck_80M,43022,R,heldout_natural_source_repeat,heldoutcopy:1:112:21179,1,8.063816379755735,9,0.03888385370373726,childes,21179,14,8.102700233459473
D_R_43022,chck_80M,43022,R,heldout_natural_source_repeat,heldoutcopy:1:113:36547,1,3.36932909488678,13,1.962790846824646,gutenberg,36547,21,5.332119941711426
D_R_43022,chck_80M,43022,R,heldout_natural_source_repeat,heldoutcopy:1:114:31372,1,4.741017874330282,28,0.015296880155801773,gutenberg,31372,53,4.756314754486084
D_R_43022,chck_80M,43022,R,heldout_natural_source_repeat,heldoutcopy:1:115:48479,1,7.68940344452858,8,0.16904744505882263,open_subtitles,48479,12,7.858450889587402
D_R_43022,chck_80M,43022,R,heldout_natural_source_repeat,heldoutcopy:1:116:8771,1,2.988309867680073,8,0.04161643236875534,childes,8771,10,3.029926300048828
D_R_43022,chck_80M,43022,R,heldout_natural_source_repeat,heldoutcopy:1:117:35397,1,2.019977079704404,8,0.02975226752460003,gutenberg,35397,12,2.049729347229004
D_R_43022,chck_80M,43022,R,heldout_natural_source_repeat,heldoutcopy:1:118:21260,1,1.1467357324436307,8,0.009744103066623211,childes,21260,10,1.156479835510254
D_R_43022,chck_80M,43022,R,heldout_natural_source_repeat,heldoutcopy:1:119:13377,1,13.7425970248878,8,0.033581335097551346,childes,13377,13,13.776178359985352
D_R_43022,chck_80M,43022,R,heldout_natural_source_repeat,heldoutcopy:1:11:10575,1,-0.02794814109802246,11,0.14090412855148315,childes,10575,17,0.1129559874534607
D_R_43022,chck_80M,43022,R,heldout_natural_source_repeat,heldoutcopy:1:120:16330,1,2.356708824634552,8,0.2266046404838562,childes,16330,10,2.583313465118408
D_R_43022,chck_80M,43022,R,heldout_natural_source_repeat,heldoutcopy:1:121:47969,1,14.11652398109436,19,2.547261953353882,open_subtitles,47969,30,16.663785934448242
D_R_43022,chck_80M,43022,R,heldout_natural_source_repeat,heldoutcopy:1:122:37483,1,12.886654932051897,8,0.02046481892466545,gutenberg,37483,10,12.907119750976562
D_R_43022,chck_80M,43022,R,heldout_natural_source_repeat,heldoutcopy:1:123:14826,1,0.0323638841509819,13,0.05217933654785156,childes,14826,21,0.08454322069883347
D_R_43022,chck_80M,43022,R,heldout_natural_source_repeat,heldoutcopy:1:124:40156,1,3.4969057301059365,8,0.012156798504292965,open_subtitles,40156,10,3.5090625286102295
D_R_43022,chck_80M,43022,R,heldout_natural_source_repeat,heldoutcopy:1:125:19420,1,4.207189321517944,9,0.22138047218322754,childes,19420,14,4.428569793701172
D_R_43022,chck_80M,43022,R,heldout_natural_source_repeat,heldoutcopy:1:126:27140,1,2.2171669583767653,11,0.012186946347355843,gutenberg,27140,17,2.229353904724121
D_R_43022,chck_80M,43022,R,heldout_natural_source_repeat,heldoutcopy:1:127:7181,1,5.799347943626344,8,0.014697962440550327,childes,7181,12,5.8140459060668945
D_R_43022,chck_80M,43022,R,heldout_natural_source_repeat,heldoutcopy:1:128:27695,1,2.3818976879119873,8,0.05110645294189453,gutenberg,27695,12,2.433004140853882
D_R_43022,chck_80M,43022,R,heldout_natural_source_repeat,heldoutcopy:1:129:1384,1,0.0004351884126663208,12,0.010239096358418465,bnc_spoken,1384,19,0.010674284771084785
D_R_43022,chck_80M,43022,R,heldout_natural_source_repeat,heldoutcopy:1:12:16004,1,0.8915886729955673,15,0.1812838464975357,childes,16004,24,1.072872519493103
D_R_43022,chck_80M,43022,R,heldout_natural_source_repeat,heldoutcopy:1:130:20591,1,2.7959537468850613,8,0.01792645826935768,childes,20591,13,2.813880205154419
D_R_43022,chck_80M,43022,R,heldout_natural_source_repeat,heldoutcopy:1:131:21970,1,1.6690487824380398,9,0.05450725927948952,childes,21970,14,1.7235560417175293
D_R_43022,chck_80M,43022,R,heldout_natural_source_repeat,heldoutcopy:1:132:8436,1,1.6761437617242336,8,0.03325379267334938,childes,8436,11,1.709397554397583
D_R_43022,chck_80M,43022,R,heldout_natural_source_repeat,heldoutcopy:1:133:59742,1,0.1560411467216909,16,0.0023667202331125736,simple_wiki,59742,25,0.15840786695480347
D_R_43022,chck_80M,43022,R,heldout_natural_source_repeat,heldoutcopy:1:134:55526,1,0.02790088497567922,9,0.0016827721847221255,simple_wiki,55526,14,0.029583657160401344
