arm,checkpoint,seed,role,probe_family,probe_id,effect_no_all_relevant_updates,effect_no_initial_qbox,effect_no_last_relevant_update,entity_type,irrelevant_ops,item_index,margin_full,margin_no_all_relevant_updates,margin_no_initial_qbox,margin_no_last_relevant_update,prefix_words_full,query_box,relevant_updates,reported_numops,stale_idx,total_ops,uid
D_C_43122,chck_80M,43122,C,entity_gold_stale_cue_ablation,entityabl:0:regular_2_ops:7,-2.1703627705574036,-2.1316381096839905,-1.2940214574337006,regular,1,7,9.99316093325615,7.822798162698746,7.861522823572159,8.699139475822449,89,0,2,2,1,3,regular_2_ops
D_C_43122,chck_80M,43122,C,entity_gold_stale_cue_ablation,entityabl:1000:move_contents_3_ops:54,-1.4488883018493652,-0.9785232543945312,2.694504737854004,move_contents,5,54,0.9462041854858398,-0.5026841163635254,-0.032319068908691406,3.6407089233398438,136,5,3,3,1,8,move_contents_3_ops
D_C_43122,chck_80M,43122,C,entity_gold_stale_cue_ablation,entityabl:1001:move_contents_3_ops:56,-21.472715973854065,-2.715833067893982,0.3481179475784302,move_contents,5,56,12.90404760837555,-8.568668365478516,10.188214540481567,13.25216555595398,111,2,3,3,1,8,move_contents_3_ops
D_C_43122,chck_80M,43122,C,entity_gold_stale_cue_ablation,entityabl:1002:move_contents_3_ops:71,-6.0032031536102295,-0.32388925552368164,0.6530380249023438,move_contents,5,71,4.709043502807617,-1.2941596508026123,4.3851542472839355,5.362081527709961,134,5,3,3,1,8,move_contents_3_ops
D_C_43122,chck_80M,43122,C,entity_gold_stale_cue_ablation,entityabl:1003:move_contents_3_ops:78,1.2353887557983398,-0.44259071350097656,0.25105857849121094,move_contents,5,78,-2.018068313598633,-0.782679557800293,-2.4606590270996094,-1.7670097351074219,119,2,3,3,1,8,move_contents_3_ops
D_C_43122,chck_80M,43122,C,entity_gold_stale_cue_ablation,entityabl:1004:move_contents_3_ops:91,-0.41995716094970703,-1.1089887619018555,0.11886119842529297,move_contents,5,91,0.5304689407348633,0.11051177978515625,-0.5785198211669922,0.6493301391601562,124,2,3,3,1,8,move_contents_3_ops
D_C_43122,chck_80M,43122,C,entity_gold_stale_cue_ablation,entityabl:1005:move_contents_3_ops:97,-5.366558939218521,6.916878908872604,-1.5325150787830353,move_contents,7,97,0.01548662781715393,-5.351072311401367,6.932365536689758,-1.5170284509658813,149,4,2,3,1,9,move_contents_3_ops
D_C_43122,chck_80M,43122,C,entity_gold_stale_cue_ablation,entityabl:1006:move_contents_3_ops:108,-1.6665806770324707,-0.043761253356933594,-0.9114007949829102,move_contents,6,108,3.72891902923584,2.062338352203369,3.6851577758789062,2.8175182342529297,143,0,3,3,1,9,move_contents_3_ops
D_C_43122,chck_80M,43122,C,entity_gold_stale_cue_ablation,entityabl:1007:move_contents_3_ops:109,-0.4261784553527832,0.3744645118713379,-0.15405797958374023,move_contents,7,109,-2.971987247467041,-3.398165702819824,-2.597522735595703,-3.1260452270507812,119,4,2,3,1,9,move_contents_3_ops
D_C_43122,chck_80M,43122,C,entity_gold_stale_cue_ablation,entityabl:1008:move_contents_3_ops:111,0.6476449966430664,0.3106527328491211,-0.03874778747558594,move_contents,7,111,-3.4603023529052734,-2.812657356262207,-3.1496496200561523,-3.4990501403808594,130,0,2,3,1,9,move_contents_3_ops
D_C_43122,chck_80M,43122,C,entity_gold_stale_cue_ablation,entityabl:1009:move_contents_3_ops:112,-3.539523124694824,-6.789772391319275,-1.0178132057189941,move_contents,6,112,-3.4843177795410156,-7.02384090423584,-10.27409017086029,-4.50213098526001,128,2,3,3,1,9,move_contents_3_ops
D_C_43122,chck_80M,43122,C,entity_gold_stale_cue_ablation,entityabl:100:regular_2_ops:234,-0.2994670867919922,0.320343017578125,0.3837776184082031,regular,9,234,-3.059634208679199,-3.3591012954711914,-2.739291191101074,-2.675856590270996,127,1,2,2,1,11,regular_2_ops
D_C_43122,chck_80M,43122,C,entity_gold_stale_cue_ablation,entityabl:1010:move_contents_3_ops:122,-0.7411909103393555,0.14059829711914062,0.38707923889160156,move_contents,6,122,3.3306827545166016,2.589491844177246,3.471281051635742,3.717761993408203,149,5,3,3,1,9,move_contents_3_ops
D_C_43122,chck_80M,43122,C,entity_gold_stale_cue_ablation,entityabl:1011:move_contents_3_ops:123,0.0795893669128418,0.9567604064941406,0.2652626037597656,move_contents,7,123,-2.566697120666504,-2.487107753753662,-1.6099367141723633,-2.3014345169067383,127,4,2,3,1,9,move_contents_3_ops
D_C_43122,chck_80M,43122,C,entity_gold_stale_cue_ablation,entityabl:1012:move_contents_3_ops:127,-3.7264628410339355,-0.9678421020507812,-1.2095189094543457,move_contents,6,127,2.2550835609436035,-1.471379280090332,1.2872414588928223,1.0455646514892578,140,1,3,3,1,9,move_contents_3_ops
D_C_43122,chck_80M,43122,C,entity_gold_stale_cue_ablation,entityabl:1013:move_contents_3_ops:134,-2.3818416595458984,-0.953801155090332,2.3485236167907715,move_contents,6,134,2.322638511657715,-0.059203147888183594,1.3688373565673828,4.671162128448486,145,5,3,3,1,9,move_contents_3_ops
D_C_43122,chck_80M,43122,C,entity_gold_stale_cue_ablation,entityabl:1014:move_contents_3_ops:140,-3.092298984527588,1.2762436866760254,-3.5542941093444824,move_contents,7,140,1.396559238433838,-1.69573974609375,2.6728029251098633,-2.1577348709106445,122,3,2,3,1,9,move_contents_3_ops
D_C_43122,chck_80M,43122,C,entity_gold_stale_cue_ablation,entityabl:1015:move_contents_3_ops:151,-17.217955827713013,0.16528797149658203,-12.16935110092163,move_contents,7,151,9.48505163192749,-7.7329041957855225,9.650339603424072,-2.6842994689941406,137,2,3,3,1,10,move_contents_3_ops
D_C_43122,chck_80M,43122,C,entity_gold_stale_cue_ablation,entityabl:1016:move_contents_3_ops:153,-3.3543806076049805,-0.4503650665283203,-0.11803054809570312,move_contents,7,153,3.816274642944336,0.46189403533935547,3.3659095764160156,3.698244094848633,136,3,3,3,1,10,move_contents_3_ops
D_C_43122,chck_80M,43122,C,entity_gold_stale_cue_ablation,entityabl:1017:move_contents_3_ops:155,-4.097080230712891,-0.3216438293457031,0.198974609375,move_contents,7,155,2.634915351867676,-1.4621648788452148,2.3132715225219727,2.833889961242676,133,2,3,3,1,10,move_contents_3_ops
D_C_43122,chck_80M,43122,C,entity_gold_stale_cue_ablation,entityabl:1018:move_contents_3_ops:157,-0.19684171676635742,-7.5382184982299805,0.23721837997436523,move_contents,7,157,-0.48582935333251953,-0.682671070098877,-8.0240478515625,-0.2486109733581543,152,2,3,3,1,10,move_contents_3_ops
D_C_43122,chck_80M,43122,C,entity_gold_stale_cue_ablation,entityabl:1019:move_contents_3_ops:158,-4.14202094078064,7.156363934278488,0.36793383955955505,move_contents,8,158,-0.2739175856113434,-4.415938526391983,6.882446348667145,0.09401625394821167,158,4,2,3,1,10,move_contents_3_ops
D_C_43122,chck_80M,43122,C,entity_gold_stale_cue_ablation,entityabl:101:regular_2_ops:237,-0.1432971954345703,0.6379604339599609,0.5446481704711914,regular,9,237,0.5825967788696289,0.4392995834350586,1.2205572128295898,1.1272449493408203,130,6,2,2,1,11,regular_2_ops
D_C_43122,chck_80M,43122,C,entity_gold_stale_cue_ablation,entityabl:1020:move_contents_3_ops:161,-0.3816356658935547,0.22837352752685547,-0.15623188018798828,move_contents,8,161,-1.431243896484375,-1.8128795623779297,-1.2028703689575195,-1.5874757766723633,125,4,2,3,1,10,move_contents_3_ops
D_C_43122,chck_80M,43122,C,entity_gold_stale_cue_ablation,entityabl:1021:move_contents_3_ops:169,2.124720573425293,1.6086492538452148,1.4569740295410156,move_contents,8,169,-2.6929893493652344,-0.5682687759399414,-1.0843400955200195,-1.2360153198242188,137,2,2,3,1,10,move_contents_3_ops
D_C_43122,chck_80M,43122,C,entity_gold_stale_cue_ablation,entityabl:1022:move_contents_3_ops:175,-1.840773105621338,0.8459219932556152,-0.7465620040893555,move_contents,7,175,-5.071866989135742,-6.91264009475708,-4.225944995880127,-5.818428993225098,139,2,3,3,1,10,move_contents_3_ops
D_C_43122,chck_80M,43122,C,entity_gold_stale_cue_ablation,entityabl:1023:move_contents_3_ops:181,-2.774059295654297,0.2973804473876953,-3.242340087890625,move_contents,8,181,1.0530166625976562,-1.7210426330566406,1.3503971099853516,-2.1893234252929688,131,3,2,3,1,10,move_contents_3_ops
D_C_43122,chck_80M,43122,C,entity_gold_stale_cue_ablation,entityabl:1024:move_contents_3_ops:185,-1.8107273578643799,-0.782954216003418,-0.11531686782836914,move_contents,7,185,4.037739038467407,2.2270116806030273,3.2547848224639893,3.922422170639038,142,4,3,3,1,10,move_contents_3_ops
D_C_43122,chck_80M,43122,C,entity_gold_stale_cue_ablation,entityabl:1025:move_contents_3_ops:191,-1.0062055587768555,1.0598726272583008,2.643270492553711,move_contents,8,191,-0.745387077331543,-1.7515926361083984,0.3144855499267578,1.897883415222168,125,0,2,3,1,10,move_contents_3_ops
D_C_43122,chck_80M,43122,C,entity_gold_stale_cue_ablation,entityabl:1026:move_contents_3_ops:192,-14.257652282714844,-2.9701988697052,-6.126747131347656,move_contents,7,192,7.0486249923706055,-7.209027290344238,4.078426122665405,0.9218778610229492,146,6,3,3,1,10,move_contents_3_ops
D_C_43122,chck_80M,43122,C,entity_gold_stale_cue_ablation,entityabl:1027:move_contents_3_ops:193,0.5426583290100098,-1.139460563659668,-0.6102943420410156,move_contents,7,193,1.4648723602294922,2.007530689239502,0.3254117965698242,0.8545780181884766,137,2,3,3,1,10,move_contents_3_ops
D_C_43122,chck_80M,43122,C,entity_gold_stale_cue_ablation,entityabl:1028:move_contents_3_ops:197,0.37079906463623047,0.2828950881958008,-0.7471599578857422,move_contents,8,197,-2.6477441787719727,-2.276945114135742,-2.364849090576172,-3.394904136657715,136,0,2,3,1,10,move_contents_3_ops
D_C_43122,chck_80M,43122,C,entity_gold_stale_cue_ablation,entityabl:1029:move_contents_3_ops:205,-5.0144219398498535,-0.010091304779052734,-3.51607608795166,move_contents,7,205,4.428149223327637,-0.5862727165222168,4.418057918548584,0.9120731353759766,149,6,3,3,1,10,move_contents_3_ops
D_C_43122,chck_80M,43122,C,entity_gold_stale_cue_ablation,entityabl:102:regular_2_ops:238,-0.8253107070922852,0.47634315490722656,-1.0080971717834473,regular,9,238,-1.2977771759033203,-2.1230878829956055,-0.8214340209960938,-2.3058743476867676,121,1,2,2,1,11,regular_2_ops
D_C_43122,chck_80M,43122,C,entity_gold_stale_cue_ablation,entityabl:1030:move_contents_3_ops:207,-0.7887692451477051,-0.2165393829345703,-0.36058902740478516,move_contents,7,207,2.307088851928711,1.5183196067810059,2.0905494689941406,1.9464998245239258,136,2,3,3,1,10,move_contents_3_ops
D_C_43122,chck_80M,43122,C,entity_gold_stale_cue_ablation,entityabl:1031:move_contents_3_ops:212,-16.867080211639404,0.17745447158813477,-6.153736591339111,move_contents,7,212,5.091410160064697,-11.775670051574707,5.268864631652832,-1.062326431274414,137,2,3,3,1,10,move_contents_3_ops
