arm,checkpoint,seed,role,probe_family,probe_id,span_len,gain,companion_words,repeated_nll,source_domain,source_example_id,source_words,unrepeated_nll
D_R_43022,chck_100M,43022,R,heldout_natural_source_repeat,heldoutcopy:1:0:34715,1,3.042663427069783,11,0.007904676720499992,gutenberg,34715,18,3.050568103790283
D_R_43022,chck_100M,43022,R,heldout_natural_source_repeat,heldoutcopy:1:100:46093,1,0.0009578987956047058,8,0.016617458313703537,open_subtitles,46093,11,0.017575357109308243
D_R_43022,chck_100M,43022,R,heldout_natural_source_repeat,heldoutcopy:1:101:9638,1,1.7892972938716412,8,0.031839895993471146,childes,9638,11,1.8211371898651123
D_R_43022,chck_100M,43022,R,heldout_natural_source_repeat,heldoutcopy:1:102:38847,1,2.1015132665634155,8,0.004878878593444824,open_subtitles,38847,12,2.1063921451568604
D_R_43022,chck_100M,43022,R,heldout_natural_source_repeat,heldoutcopy:1:103:25389,1,4.82820501178503,28,0.00468454509973526,gutenberg,25389,52,4.832889556884766
D_R_43022,chck_100M,43022,R,heldout_natural_source_repeat,heldoutcopy:1:104:23610,1,6.658354355953634,8,0.011518404819071293,gutenberg,23610,11,6.669872760772705
D_R_43022,chck_100M,43022,R,heldout_natural_source_repeat,heldoutcopy:1:105:9850,1,0.00029090918542351574,19,0.00013183678674977273,childes,9850,31,0.00042274597217328846
D_R_43022,chck_100M,43022,R,heldout_natural_source_repeat,heldoutcopy:1:106:33545,1,-0.00876225158572197,28,0.042339205741882324,gutenberg,33545,48,0.033576954156160355
D_R_43022,chck_100M,43022,R,heldout_natural_source_repeat,heldoutcopy:1:107:27677,1,3.0259763412177563,8,0.053861457854509354,gutenberg,27677,11,3.0798377990722656
D_R_43022,chck_100M,43022,R,heldout_natural_source_repeat,heldoutcopy:1:108:31140,1,-0.004457451403141022,11,0.04130718111991882,gutenberg,31140,18,0.0368497297167778
