arm,checkpoint,seed,role,probe_family,probe_id,span_len,gain,companion_words,repeated_nll,source_domain,source_example_id,source_words,unrepeated_nll
D_R_43122,chck_90M,43122,R,heldout_natural_source_repeat,heldoutcopy:1:0:34715,1,1.0365885039791465,11,0.0043262699618935585,gutenberg,34715,18,1.04091477394104
D_R_43122,chck_90M,43122,R,heldout_natural_source_repeat,heldoutcopy:1:100:46093,1,0.0013881530612707138,8,0.008565590716898441,open_subtitles,46093,11,0.009953743778169155
D_R_43122,chck_90M,43122,R,heldout_natural_source_repeat,heldoutcopy:1:101:9638,1,0.4954301044344902,8,0.033925481140613556,childes,9638,11,0.5293555855751038
D_R_43122,chck_90M,43122,R,heldout_natural_source_repeat,heldoutcopy:1:102:38847,1,0.533465517219156,8,0.0019890540279448032,open_subtitles,38847,12,0.5354545712471008
D_R_43122,chck_90M,43122,R,heldout_natural_source_repeat,heldoutcopy:1:103:25389,1,6.369929931592196,28,0.004931785631924868,gutenberg,25389,52,6.374861717224121
D_R_43122,chck_90M,43122,R,heldout_natural_source_repeat,heldoutcopy:1:104:23610,1,3.1907846312969923,8,0.021099628880620003,gutenberg,23610,11,3.2118842601776123
D_R_43122,chck_90M,43122,R,heldout_natural_source_repeat,heldoutcopy:1:105:9850,1,0.00012634071754291654,19,0.00010406429646536708,childes,9850,31,0.00023040501400828362
D_R_43122,chck_90M,43122,R,heldout_natural_source_repeat,heldoutcopy:1:106:33545,1,-0.0022834204137325287,28,0.018801450729370117,gutenberg,33545,48,0.01651803031563759
D_R_43122,chck_90M,43122,R,heldout_natural_source_repeat,heldoutcopy:1:107:27677,1,3.6023644506931305,8,0.1518298089504242,gutenberg,27677,11,3.7541942596435547
D_R_43122,chck_90M,43122,R,heldout_natural_source_repeat,heldoutcopy:1:108:31140,1,-0.13418851792812347,11,0.269618958234787,gutenberg,31140,18,0.1354304403066635
D_R_43122,chck_90M,43122,R,heldout_natural_source_repeat,heldoutcopy:1:109:39267,1,0.09649639436975121,8,0.006446400191634893,open_subtitles,39267,11,0.10294279456138611
