arm,checkpoint,seed,role,probe_family,probe_id,token_class,gain,pair_id,rewrite_token_len,rewrite_words,source_token_len,source_words,true_source_nll,unrelated_source_nll
D_C_43122,chck_100M,43122,C,heldout_rewrite_content_conditioning,rewritecond:0:0:compact:frontier_consolidation_fwcompact_medium_006297,nonoverlap,-0.5215721130371094,compact:frontier_consolidation_fwcompact_medium_006297,31,20,60,43,6.7742204666137695,6.25264835357666
D_C_43122,chck_100M,43122,C,heldout_rewrite_content_conditioning,rewritecond:0:26:compact:frontier_consolidation_fwcompact_medium_006297,nonoverlap,1.2070956230163574,compact:frontier_consolidation_fwcompact_medium_006297,31,20,60,43,2.755557060241699,3.9626526832580566
D_C_43122,chck_100M,43122,C,heldout_rewrite_content_conditioning,rewritecond:0:28:compact:frontier_consolidation_fwcompact_medium_006297,overlap,-1.103353500366211,compact:frontier_consolidation_fwcompact_medium_006297,31,20,60,43,5.185609817504883,4.082256317138672
D_C_43122,chck_100M,43122,C,heldout_rewrite_content_conditioning,rewritecond:0:3:compact:frontier_consolidation_fwcompact_medium_006297,overlap,7.421931214630604,compact:frontier_consolidation_fwcompact_medium_006297,31,20,60,43,0.02608352154493332,7.448014736175537
D_C_43122,chck_100M,43122,C,heldout_rewrite_content_conditioning,rewritecond:1000:10:compact:frontier_consolidation_fwcompact_expansion_020154,overlap,4.012884855270386,compact:frontier_consolidation_fwcompact_expansion_020154,12,9,17,12,3.4180920124053955,7.430976867675781
D_C_43122,chck_100M,43122,C,heldout_rewrite_content_conditioning,rewritecond:1000:1:compact:frontier_consolidation_fwcompact_expansion_020154,overlap,15.805070221424103,compact:frontier_consolidation_fwcompact_expansion_020154,12,9,17,12,0.13933724164962769,15.94440746307373
D_C_43122,chck_100M,43122,C,heldout_rewrite_content_conditioning,rewritecond:1000:4:compact:frontier_consolidation_fwcompact_expansion_020154,nonoverlap,1.6798553466796875,compact:frontier_consolidation_fwcompact_expansion_020154,12,9,17,12,6.559089660644531,8.238945007324219
D_C_43122,chck_100M,43122,C,heldout_rewrite_content_conditioning,rewritecond:1000:8:compact:frontier_consolidation_fwcompact_expansion_020154,nonoverlap,-0.9340952634811401,compact:frontier_consolidation_fwcompact_expansion_020154,12,9,17,12,1.7378511428833008,0.8037558794021606
D_C_43122,chck_100M,43122,C,heldout_rewrite_content_conditioning,rewritecond:1001:11:compact:frontier_consolidation_fwcompact_expansion_020244,nonoverlap,-1.2757349014282227,compact:frontier_consolidation_fwcompact_expansion_020244,14,10,17,10,12.972888946533203,11.69715404510498
D_C_43122,chck_100M,43122,C,heldout_rewrite_content_conditioning,rewritecond:1001:12:compact:frontier_consolidation_fwcompact_expansion_020244,overlap,4.655853748321533,compact:frontier_consolidation_fwcompact_expansion_020244,14,10,17,10,1.9923768043518066,6.64823055267334
D_C_43122,chck_100M,43122,C,heldout_rewrite_content_conditioning,rewritecond:1001:1:compact:frontier_consolidation_fwcompact_expansion_020244,overlap,3.2758979704231024,compact:frontier_consolidation_fwcompact_expansion_020244,14,10,17,10,0.01944924332201481,3.295347213745117
D_C_43122,chck_100M,43122,C,heldout_rewrite_content_conditioning,rewritecond:1001:8:compact:frontier_consolidation_fwcompact_expansion_020244,nonoverlap,0.22991085052490234,compact:frontier_consolidation_fwcompact_expansion_020244,14,10,17,10,9.043678283691406,9.273589134216309
D_C_43122,chck_100M,43122,C,heldout_rewrite_content_conditioning,rewritecond:1002:0:compact:frontier_consolidation_fwcompact_expansion_020303,overlap,-7.137386120855808,compact:frontier_consolidation_fwcompact_expansion_020303,20,12,20,11,7.169769287109375,0.03238316625356674
D_C_43122,chck_100M,43122,C,heldout_rewrite_content_conditioning,rewritecond:1002:18:compact:frontier_consolidation_fwcompact_expansion_020303,overlap,2.0026248954236507,compact:frontier_consolidation_fwcompact_expansion_020303,20,12,20,11,0.040553901344537735,2.0431787967681885
D_C_43122,chck_100M,43122,C,heldout_rewrite_content_conditioning,rewritecond:1003:0:compact:frontier_consolidation_fwcompact_expansion_020376,nonoverlap,-0.3762979507446289,compact:frontier_consolidation_fwcompact_expansion_020376,9,7,16,12,6.601805686950684,6.225507736206055
D_C_43122,chck_100M,43122,C,heldout_rewrite_content_conditioning,rewritecond:1003:2:compact:frontier_consolidation_fwcompact_expansion_020376,overlap,11.573997110128403,compact:frontier_consolidation_fwcompact_expansion_020376,9,7,16,12,0.30557289719581604,11.879570007324219
D_C_43122,chck_100M,43122,C,heldout_rewrite_content_conditioning,rewritecond:1003:4:compact:frontier_consolidation_fwcompact_expansion_020376,overlap,7.27776962518692,compact:frontier_consolidation_fwcompact_expansion_020376,9,7,16,12,0.9987654089927673,8.276535034179688
D_C_43122,chck_100M,43122,C,heldout_rewrite_content_conditioning,rewritecond:1003:7:compact:frontier_consolidation_fwcompact_expansion_020376,nonoverlap,-0.8060779571533203,compact:frontier_consolidation_fwcompact_expansion_020376,9,7,16,12,9.603019714355469,8.796941757202148
D_C_43122,chck_100M,43122,C,heldout_rewrite_content_conditioning,rewritecond:1004:0:compact:frontier_consolidation_fwcompact_expansion_020429,nonoverlap,4.614008903503418,compact:frontier_consolidation_fwcompact_expansion_020429,9,6,12,10,8.347094535827637,12.961103439331055
D_C_43122,chck_100M,43122,C,heldout_rewrite_content_conditioning,rewritecond:1004:2:compact:frontier_consolidation_fwcompact_expansion_020429,overlap,6.756550312042236,compact:frontier_consolidation_fwcompact_expansion_020429,9,6,12,10,0.38846683502197266,7.145017147064209
D_C_43122,chck_100M,43122,C,heldout_rewrite_content_conditioning,rewritecond:1004:3:compact:frontier_consolidation_fwcompact_expansion_020429,nonoverlap,2.33804988861084,compact:frontier_consolidation_fwcompact_expansion_020429,9,6,12,10,5.686863899230957,8.024913787841797
D_C_43122,chck_100M,43122,C,heldout_rewrite_content_conditioning,rewritecond:1004:7:compact:frontier_consolidation_fwcompact_expansion_020429,overlap,2.8778305053710938,compact:frontier_consolidation_fwcompact_expansion_020429,9,6,12,10,4.226426601409912,7.104257106781006
