arm,checkpoint,seed,role,probe_family,probe_id,effect_no_all_relevant_updates,effect_no_initial_qbox,effect_no_last_relevant_update,entity_type,irrelevant_ops,item_index,margin_full,margin_no_all_relevant_updates,margin_no_initial_qbox,margin_no_last_relevant_update,prefix_words_full,query_box,relevant_updates,reported_numops,stale_idx,total_ops,uid
D_C_43122,chck_100M,43122,C,entity_gold_stale_cue_ablation,entityabl:0:regular_2_ops:7,-1.9787140935659409,-1.5306759178638458,-1.0412091314792633,regular,1,7,10.158184140920639,8.179470047354698,8.627508223056793,9.116975009441376,89,0,2,2,1,3,regular_2_ops
D_C_43122,chck_100M,43122,C,entity_gold_stale_cue_ablation,entityabl:1000:move_contents_3_ops:54,-0.9164772033691406,-0.8086819648742676,3.1913771629333496,move_contents,5,54,-0.6871724128723145,-1.603649616241455,-1.495854377746582,2.504204750061035,136,5,3,3,1,8,move_contents_3_ops
D_C_43122,chck_100M,43122,C,entity_gold_stale_cue_ablation,entityabl:1001:move_contents_3_ops:56,-20.115368366241455,-1.2725155353546143,-0.2803304195404053,move_contents,5,56,12.142083644866943,-7.973284721374512,10.869568109512329,11.861753225326538,111,2,3,3,1,8,move_contents_3_ops
D_C_43122,chck_100M,43122,C,entity_gold_stale_cue_ablation,entityabl:1002:move_contents_3_ops:71,-8.319975852966309,-0.8781592845916748,0.5415019989013672,move_contents,5,71,6.186273097991943,-2.1337027549743652,5.3081138134002686,6.7277750968933105,134,5,3,3,1,8,move_contents_3_ops
D_C_43122,chck_100M,43122,C,entity_gold_stale_cue_ablation,entityabl:1003:move_contents_3_ops:78,1.289952278137207,-0.47292423248291016,0.3893909454345703,move_contents,5,78,-2.0934534072875977,-0.8035011291503906,-2.566377639770508,-1.7040624618530273,119,2,3,3,1,8,move_contents_3_ops
D_C_43122,chck_100M,43122,C,entity_gold_stale_cue_ablation,entityabl:1004:move_contents_3_ops:91,-0.1578350067138672,-0.5973482131958008,0.09502935409545898,move_contents,5,91,-0.6545124053955078,-0.812347412109375,-1.2518606185913086,-0.5594830513000488,124,2,3,3,1,8,move_contents_3_ops
D_C_43122,chck_100M,43122,C,entity_gold_stale_cue_ablation,entityabl:1005:move_contents_3_ops:97,-4.749352335929871,8.087364733219147,-1.0252350270748138,move_contents,7,97,0.6749705672264099,-4.074381768703461,8.762335300445557,-0.35026445984840393,149,4,2,3,1,9,move_contents_3_ops
D_C_43122,chck_100M,43122,C,entity_gold_stale_cue_ablation,entityabl:1006:move_contents_3_ops:108,-1.9169921875,0.3866910934448242,-0.7214012145996094,move_contents,6,108,3.2478694915771484,1.3308773040771484,3.6345605850219727,2.526468276977539,143,0,3,3,1,9,move_contents_3_ops
D_C_43122,chck_100M,43122,C,entity_gold_stale_cue_ablation,entityabl:1007:move_contents_3_ops:109,-0.6343560218811035,0.4751439094543457,-0.1728529930114746,move_contents,7,109,-3.4476799964904785,-4.082036018371582,-2.972536087036133,-3.620532989501953,119,4,2,3,1,9,move_contents_3_ops
D_C_43122,chck_100M,43122,C,entity_gold_stale_cue_ablation,entityabl:1008:move_contents_3_ops:111,1.1186609268188477,0.39011049270629883,0.39427757263183594,move_contents,7,111,-3.605051040649414,-2.4863901138305664,-3.2149405479431152,-3.210773468017578,130,0,2,3,1,9,move_contents_3_ops
D_C_43122,chck_100M,43122,C,entity_gold_stale_cue_ablation,entityabl:1009:move_contents_3_ops:112,-2.934805393218994,-4.67195987701416,-0.8480825424194336,move_contents,6,112,-3.1601810455322266,-6.094986438751221,-7.832140922546387,-4.00826358795166,128,2,3,3,1,9,move_contents_3_ops
D_C_43122,chck_100M,43122,C,entity_gold_stale_cue_ablation,entityabl:100:regular_2_ops:234,-0.45232486724853516,0.3388986587524414,0.5959358215332031,regular,9,234,-3.3166046142578125,-3.7689294815063477,-2.977705955505371,-2.7206687927246094,127,1,2,2,1,11,regular_2_ops
D_C_43122,chck_100M,43122,C,entity_gold_stale_cue_ablation,entityabl:1010:move_contents_3_ops:122,-1.315755844116211,0.3781394958496094,0.21747779846191406,move_contents,6,122,4.024439811706543,2.708683967590332,4.402579307556152,4.241917610168457,149,5,3,3,1,9,move_contents_3_ops
D_C_43122,chck_100M,43122,C,entity_gold_stale_cue_ablation,entityabl:1011:move_contents_3_ops:123,-0.11632823944091797,1.705836296081543,0.46105337142944336,move_contents,7,123,-1.3375167846679688,-1.4538450241088867,0.3683195114135742,-0.8764634132385254,127,4,2,3,1,9,move_contents_3_ops
D_C_43122,chck_100M,43122,C,entity_gold_stale_cue_ablation,entityabl:1012:move_contents_3_ops:127,-4.2236833572387695,-0.7978324890136719,-1.2418861389160156,move_contents,6,127,2.5537281036376953,-1.6699552536010742,1.7558956146240234,1.3118419647216797,140,1,3,3,1,9,move_contents_3_ops
D_C_43122,chck_100M,43122,C,entity_gold_stale_cue_ablation,entityabl:1013:move_contents_3_ops:134,-2.5531258583068848,-0.6776285171508789,2.735137939453125,move_contents,6,134,1.2021331787109375,-1.3509926795959473,0.5245046615600586,3.9372711181640625,145,5,3,3,1,9,move_contents_3_ops
D_C_43122,chck_100M,43122,C,entity_gold_stale_cue_ablation,entityabl:1014:move_contents_3_ops:140,-2.4194393157958984,1.3813228607177734,-2.9492759704589844,move_contents,7,140,0.9654417037963867,-1.4539976119995117,2.34676456451416,-1.9838342666625977,122,3,2,3,1,9,move_contents_3_ops
D_C_43122,chck_100M,43122,C,entity_gold_stale_cue_ablation,entityabl:1015:move_contents_3_ops:151,-13.634822368621826,0.555722713470459,-8.92888069152832,move_contents,7,151,6.243492126464844,-7.391330242156982,6.799214839935303,-2.6853885650634766,137,2,3,3,1,10,move_contents_3_ops
D_C_43122,chck_100M,43122,C,entity_gold_stale_cue_ablation,entityabl:1016:move_contents_3_ops:153,-4.093472480773926,-0.09235095977783203,-0.004811286926269531,move_contents,7,153,3.2785139083862305,-0.8149585723876953,3.1861629486083984,3.273702621459961,136,3,3,3,1,10,move_contents_3_ops
D_C_43122,chck_100M,43122,C,entity_gold_stale_cue_ablation,entityabl:1017:move_contents_3_ops:155,-4.225988388061523,-0.20880126953125,-0.18938255310058594,move_contents,7,155,3.489076614379883,-0.7369117736816406,3.280275344848633,3.299694061279297,133,2,3,3,1,10,move_contents_3_ops
D_C_43122,chck_100M,43122,C,entity_gold_stale_cue_ablation,entityabl:1018:move_contents_3_ops:157,-3.4762409925460815,-7.1941492557525635,0.19233179092407227,move_contents,7,157,-0.631622314453125,-4.1078633069992065,-7.8257715702056885,-0.43929052352905273,152,2,3,3,1,10,move_contents_3_ops
D_C_43122,chck_100M,43122,C,entity_gold_stale_cue_ablation,entityabl:1019:move_contents_3_ops:158,-4.111581712961197,8.804884672164917,0.3396097421646118,move_contents,8,158,0.1944066286087036,-3.9171750843524933,8.99929130077362,0.5340163707733154,158,4,2,3,1,10,move_contents_3_ops
D_C_43122,chck_100M,43122,C,entity_gold_stale_cue_ablation,entityabl:101:regular_2_ops:237,0.07378768920898438,0.525639533996582,0.6070213317871094,regular,9,237,1.0848255157470703,1.1586132049560547,1.6104650497436523,1.6918468475341797,130,6,2,2,1,11,regular_2_ops
D_C_43122,chck_100M,43122,C,entity_gold_stale_cue_ablation,entityabl:1020:move_contents_3_ops:161,-0.5308370590209961,0.5425691604614258,-0.09029483795166016,move_contents,8,161,-2.395419120788574,-2.9262561798095703,-1.8528499603271484,-2.4857139587402344,125,4,2,3,1,10,move_contents_3_ops
D_C_43122,chck_100M,43122,C,entity_gold_stale_cue_ablation,entityabl:1021:move_contents_3_ops:169,3.716248035430908,2.4241480827331543,2.298440456390381,move_contents,8,169,-3.668799877166748,0.047448158264160156,-1.2446517944335938,-1.3703594207763672,137,2,2,3,1,10,move_contents_3_ops
D_C_43122,chck_100M,43122,C,entity_gold_stale_cue_ablation,entityabl:1022:move_contents_3_ops:175,-2.3885912895202637,1.4211177825927734,-0.6349143981933594,move_contents,7,175,-4.755619525909424,-7.1442108154296875,-3.3345017433166504,-5.390533924102783,139,2,3,3,1,10,move_contents_3_ops
D_C_43122,chck_100M,43122,C,entity_gold_stale_cue_ablation,entityabl:1023:move_contents_3_ops:181,-1.971987247467041,1.2958769798278809,-2.7157845497131348,move_contents,8,181,0.7901825904846191,-1.1818046569824219,2.0860595703125,-1.9256019592285156,131,3,2,3,1,10,move_contents_3_ops
D_C_43122,chck_100M,43122,C,entity_gold_stale_cue_ablation,entityabl:1024:move_contents_3_ops:185,-2.1534204483032227,-0.98189377784729,-0.3512401580810547,move_contents,7,185,3.1989076137542725,1.0454871654510498,2.2170138359069824,2.8476674556732178,142,4,3,3,1,10,move_contents_3_ops
D_C_43122,chck_100M,43122,C,entity_gold_stale_cue_ablation,entityabl:1025:move_contents_3_ops:191,-1.3547468185424805,1.0778255462646484,2.9482474327087402,move_contents,8,191,-2.1440935134887695,-3.49884033203125,-1.066267967224121,0.8041539192199707,125,0,2,3,1,10,move_contents_3_ops
D_C_43122,chck_100M,43122,C,entity_gold_stale_cue_ablation,entityabl:1026:move_contents_3_ops:192,-11.730154991149902,-2.582026481628418,-4.799899101257324,move_contents,7,192,7.867836952209473,-3.8623180389404297,5.285810470581055,3.0679378509521484,146,6,3,3,1,10,move_contents_3_ops
D_C_43122,chck_100M,43122,C,entity_gold_stale_cue_ablation,entityabl:1027:move_contents_3_ops:193,1.1983580589294434,-0.7524933815002441,-0.6821041107177734,move_contents,7,193,2.113525390625,3.3118834495544434,1.3610320091247559,1.4314212799072266,137,2,3,3,1,10,move_contents_3_ops
D_C_43122,chck_100M,43122,C,entity_gold_stale_cue_ablation,entityabl:1028:move_contents_3_ops:197,0.7395386695861816,0.43136024475097656,-0.6978759765625,move_contents,8,197,-2.779303550720215,-2.039764881134033,-2.3479433059692383,-3.477179527282715,136,0,2,3,1,10,move_contents_3_ops
D_C_43122,chck_100M,43122,C,entity_gold_stale_cue_ablation,entityabl:1029:move_contents_3_ops:205,-3.5681369304656982,0.24425315856933594,-2.776829957962036,move_contents,7,205,4.195722818374634,0.6275858879089355,4.43997597694397,1.4188928604125977,149,6,3,3,1,10,move_contents_3_ops
D_C_43122,chck_100M,43122,C,entity_gold_stale_cue_ablation,entityabl:102:regular_2_ops:238,-0.8791985511779785,0.9950823783874512,-1.2406024932861328,regular,9,238,-1.7916688919067383,-2.670867443084717,-0.7965865135192871,-3.032271385192871,121,1,2,2,1,11,regular_2_ops
D_C_43122,chck_100M,43122,C,entity_gold_stale_cue_ablation,entityabl:1030:move_contents_3_ops:207,-0.6774249076843262,-0.14708423614501953,-0.4386148452758789,move_contents,7,207,1.1038694381713867,0.42644453048706055,0.9567852020263672,0.6652545928955078,136,2,3,3,1,10,move_contents_3_ops
D_C_43122,chck_100M,43122,C,entity_gold_stale_cue_ablation,entityabl:1031:move_contents_3_ops:212,-16.459045886993408,-0.02960681915283203,-5.915072441101074,move_contents,7,212,5.304775238037109,-11.154270648956299,5.275168418884277,-0.6102972030639648,137,2,3,3,1,10,move_contents_3_ops
D_C_43122,chck_100M,43122,C,entity_gold_stale_cue_ablation,entityabl:1032:move_contents_3_ops:213,-4.285191059112549,-3.2601332664489746,-0.008285999298095703,move_contents,7,213,3.4472689628601074,-0.8379220962524414,0.1871356964111328,3.4389829635620117,142,5,3,3,1,10,move_contents_3_ops
D_C_43122,chck_100M,43122,C,entity_gold_stale_cue_ablation,entityabl:1033:move_contents_3_ops:217,-3.584310293197632,-1.3064112663269043,-1.2941713333129883,move_contents,7,217,2.9689807891845703,-0.6153295040130615,1.662569522857666,1.674809455871582,149,1,3,3,1,10,move_contents_3_ops
D_C_43122,chck_100M,43122,C,entity_gold_stale_cue_ablation,entityabl:1034:move_contents_3_ops:225,-5.066070556640625,0.07683753967285156,0.032713890075683594,move_contents,8,225,1.4287481307983398,-3.637322425842285,1.5055856704711914,1.4614620208740234,148,3,3,3,1,11,move_contents_3_ops
D_C_43122,chck_100M,43122,C,entity_gold_stale_cue_ablation,entityabl:1035:move_contents_3_ops:232,-5.633753776550293,-2.0648703575134277,-0.6924748420715332,move_contents,8,232,-2.601942539215088,-8.23569631576538,-4.666812896728516,-3.294417381286621,143,2,3,3,1,11,move_contents_3_ops
D_C_43122,chck_100M,43122,C,entity_gold_stale_cue_ablation,entityabl:1036:move_contents_3_ops:249,0.41649770736694336,0.20453119277954102,-0.28114986419677734,move_contents,9,249,-2.7789688110351562,-2.362471103668213,-2.5744376182556152,-3.0601186752319336,145,0,2,3,1,11,move_contents_3_ops
D_C_43122,chck_100M,43122,C,entity_gold_stale_cue_ablation,entityabl:1037:move_contents_3_ops:251,-2.4031410217285156,0.2179250717163086,-1.0931158065795898,move_contents,8,251,2.842484474182129,0.4393434524536133,3.0604095458984375,1.749368667602539,140,5,3,3,1,11,move_contents_3_ops
D_C_43122,chck_100M,43122,C,entity_gold_stale_cue_ablation,entityabl:1038:move_contents_3_ops:257,-0.6112456321716309,2.7261838912963867,-0.02442646026611328,move_contents,9,257,-2.4122419357299805,-3.0234875679016113,0.31394195556640625,-2.4366683959960938,145,4,2,3,1,11,move_contents_3_ops
D_C_43122,chck_100M,43122,C,entity_gold_stale_cue_ablation,entityabl:1039:move_contents_3_ops:258,-1.5496578216552734,0.7244133949279785,-0.35297632217407227,move_contents,8,258,-0.8974356651306152,-2.4470934867858887,-0.17302227020263672,-1.2504119873046875,118,4,3,3,1,11,move_contents_3_ops
D_C_43122,chck_100M,43122,C,entity_gold_stale_cue_ablation,entityabl:103:regular_2_ops:239,-6.676512122154236,2.6897010803222656,-1.9350581169128418,regular,9,239,-0.4270639419555664,-7.103576064109802,2.262637138366699,-2.362122058868408,144,4,2,2,1,11,regular_2_ops
D_C_43122,chck_100M,43122,C,entity_gold_stale_cue_ablation,entityabl:1040:move_contents_3_ops:260,0.32544803619384766,-0.14183521270751953,-1.3496294021606445,move_contents,8,260,-7.142160415649414,-6.816712379455566,-7.283995628356934,-8.491789817810059,136,1,3,3,1,11,move_contents_3_ops
D_C_43122,chck_100M,43122,C,entity_gold_stale_cue_ablation,entityabl:1041:move_contents_3_ops:265,-0.8167929649353027,0.8125486373901367,-0.5990233421325684,move_contents,9,265,2.9251561164855957,2.108363151550293,3.7377047538757324,2.3261327743530273,137,4,2,3,1,11,move_contents_3_ops
D_C_43122,chck_100M,43122,C,entity_gold_stale_cue_ablation,entityabl:1042:move_contents_3_ops:271,-19.173749923706055,-1.8805251121520996,-18.20947551727295,move_contents,9,271,22.505972862243652,3.3322229385375977,20.625447750091553,4.296497344970703,149,2,2,3,1,11,move_contents_3_ops
D_C_43122,chck_100M,43122,C,entity_gold_stale_cue_ablation,entityabl:1043:move_contents_3_ops:274,-3.861781120300293,-0.587101936340332,-1.4078412055969238,move_contents,8,274,6.065040588378906,2.2032594680786133,5.477938652038574,4.657199382781982,148,6,3,3,1,11,move_contents_3_ops
D_C_43122,chck_100M,43122,C,entity_gold_stale_cue_ablation,entityabl:1044:move_contents_3_ops:277,-1.8005647659301758,0.03998088836669922,1.9037652015686035,move_contents,9,277,-2.39016056060791,-4.190725326538086,-2.350179672241211,-0.48639535903930664,131,0,2,3,1,11,move_contents_3_ops
D_C_43122,chck_100M,43122,C,entity_gold_stale_cue_ablation,entityabl:1045:move_contents_3_ops:284,1.9602322578430176,-0.8947281837463379,-0.9957704544067383,move_contents,8,284,2.347771167755127,4.3080034255981445,1.453042984008789,1.3520007133483887,143,2,3,3,1,11,move_contents_3_ops
D_C_43122,chck_100M,43122,C,entity_gold_stale_cue_ablation,entityabl:1046:move_contents_3_ops:290,-9.749481320381165,1.589242935180664,0.4372563362121582,move_contents,8,290,1.6951513290405273,-8.054329991340637,3.2843942642211914,2.1324076652526855,155,3,3,3,1,11,move_contents_3_ops
D_C_43122,chck_100M,43122,C,entity_gold_stale_cue_ablation,entityabl:1047:move_contents_3_ops:294,-12.90578031539917,-2.6000571250915527,-6.0927605628967285,move_contents,8,294,9.834668636322021,-3.0711116790771484,7.234611511230469,3.741908073425293,152,6,3,3,1,11,move_contents_3_ops
D_C_43122,chck_100M,43122,C,entity_gold_stale_cue_ablation,entityabl:1048:move_contents_3_ops:296,-1.840184360742569,8.539694845676422,-3.3165969252586365,move_contents,9,296,1.5744003653526306,-0.26578399538993835,10.114095211029053,-1.7421965599060059,164,4,2,3,1,11,move_contents_3_ops
D_C_43122,chck_100M,43122,C,entity_gold_stale_cue_ablation,entityabl:1049:move_contents_3_ops:300,-1.0254287719726562,-0.767585277557373,0.13846111297607422,move_contents,9,300,-0.46974945068359375,-1.49517822265625,-1.2373347282409668,-0.33128833770751953,152,5,3,3,1,12,move_contents_3_ops
D_C_43122,chck_100M,43122,C,entity_gold_stale_cue_ablation,entityabl:104:regular_2_ops:243,-3.7892205715179443,1.0045065879821777,-3.6729140281677246,regular,9,243,-3.4198107719421387,-7.209031343460083,-2.415304183959961,-7.092724800109863,126,3,2,2,1,11,regular_2_ops
