arm,checkpoint,seed,role,probe_family,probe_id,span_len,gain,companion_words,repeated_nll,source_domain,source_example_id,source_words,unrepeated_nll
D_R_43122,chck_100M,43122,R,heldout_natural_source_repeat,heldoutcopy:1:0:34715,1,1.141591525170952,11,0.004412913229316473,gutenberg,34715,18,1.1460044384002686
D_R_43122,chck_100M,43122,R,heldout_natural_source_repeat,heldoutcopy:1:100:46093,1,0.0013584578409790993,8,0.008443254046142101,open_subtitles,46093,11,0.0098017118871212
D_R_43122,chck_100M,43122,R,heldout_natural_source_repeat,heldoutcopy:1:101:9638,1,0.5191568285226822,8,0.03293190896511078,childes,9638,11,0.552088737487793
D_R_43122,chck_100M,43122,R,heldout_natural_source_repeat,heldoutcopy:1:102:38847,1,0.5225356270093471,8,0.0013842533808201551,open_subtitles,38847,12,0.5239198803901672
D_R_43122,chck_100M,43122,R,heldout_natural_source_repeat,heldoutcopy:1:103:25389,1,6.3496691477485,28,0.00500900624319911,gutenberg,25389,52,6.354678153991699
D_R_43122,chck_100M,43122,R,heldout_natural_source_repeat,heldoutcopy:1:104:23610,1,3.269268088042736,8,0.020987220108509064,gutenberg,23610,11,3.290255308151245
D_R_43122,chck_100M,43122,R,heldout_natural_source_repeat,heldoutcopy:1:105:9850,1,0.0001305138721363619,19,9.023735765367746e-05,childes,9850,31,0.00022075122979003936
D_R_43122,chck_100M,43122,R,heldout_natural_source_repeat,heldoutcopy:1:106:33545,1,-0.002993272617459297,28,0.023343976587057114,gutenberg,33545,48,0.020350703969597816
D_R_43122,chck_100M,43122,R,heldout_natural_source_repeat,heldoutcopy:1:107:27677,1,3.5662770718336105,8,0.1329159289598465,gutenberg,27677,11,3.699193000793457
D_R_43122,chck_100M,43122,R,heldout_natural_source_repeat,heldoutcopy:1:108:31140,1,-0.10742215812206268,11,0.23102618753910065,gutenberg,31140,18,0.12360402941703796
D_R_43122,chck_100M,43122,R,heldout_natural_source_repeat,heldoutcopy:1:109:39267,1,0.10014533624053001,8,0.007187817245721817,open_subtitles,39267,11,0.10733315348625183
D_R_43122,chck_100M,43122,R,heldout_natural_source_repeat,heldoutcopy:1:10:4664,1,3.39992299862206,8,0.009111491963267326,bnc_spoken,4664,10,3.409034490585327
D_R_43122,chck_100M,43122,R,heldout_natural_source_repeat,heldoutcopy:1:110:42641,1,12.400363055989146,8,0.013793857768177986,open_subtitles,42641,11,12.414156913757324
D_R_43122,chck_100M,43122,R,heldout_natural_source_repeat,heldoutcopy:1:111:16252,1,0.5537937805056572,9,0.07292599231004715,childes,16252,14,0.6267197728157043
D_R_43122,chck_100M,43122,R,heldout_natural_source_repeat,heldoutcopy:1:112:21179,1,4.74762462452054,9,0.05351902171969414,childes,21179,14,4.801143646240234
D_R_43122,chck_100M,43122,R,heldout_natural_source_repeat,heldoutcopy:1:113:36547,1,3.135675311088562,13,1.0689173936843872,gutenberg,36547,21,4.204592704772949
D_R_43122,chck_100M,43122,R,heldout_natural_source_repeat,heldoutcopy:1:114:31372,1,5.944972769822925,28,0.006672127638012171,gutenberg,31372,53,5.9516448974609375
D_R_43122,chck_100M,43122,R,heldout_natural_source_repeat,heldoutcopy:1:115:48479,1,7.924725562334061,8,0.14430424571037292,open_subtitles,48479,12,8.069029808044434
D_R_43122,chck_100M,43122,R,heldout_natural_source_repeat,heldoutcopy:1:116:8771,1,3.576794605702162,8,0.02136828377842903,childes,8771,10,3.598162889480591
D_R_43122,chck_100M,43122,R,heldout_natural_source_repeat,heldoutcopy:1:117:35397,1,1.7028007321059704,8,0.028547067195177078,gutenberg,35397,12,1.7313477993011475
D_R_43122,chck_100M,43122,R,heldout_natural_source_repeat,heldoutcopy:1:118:21260,1,0.834820524789393,8,0.005607469938695431,childes,21260,10,0.8404279947280884
D_R_43122,chck_100M,43122,R,heldout_natural_source_repeat,heldoutcopy:1:119:13377,1,10.301339492201805,8,0.06358112394809723,childes,13377,13,10.364920616149902
D_R_43122,chck_100M,43122,R,heldout_natural_source_repeat,heldoutcopy:1:11:10575,1,-0.0019450671970844269,11,0.06320149451494217,childes,10575,17,0.06125642731785774
D_R_43122,chck_100M,43122,R,heldout_natural_source_repeat,heldoutcopy:1:120:16330,1,3.086236394941807,8,0.045448385179042816,childes,16330,10,3.1316847801208496
D_R_43122,chck_100M,43122,R,heldout_natural_source_repeat,heldoutcopy:1:121:47969,1,8.6499662399292,19,7.937695503234863,open_subtitles,47969,30,16.587661743164062
D_R_43122,chck_100M,43122,R,heldout_natural_source_repeat,heldoutcopy:1:122:37483,1,12.500890403985977,8,0.06472429633140564,gutenberg,37483,10,12.565614700317383
D_R_43122,chck_100M,43122,R,heldout_natural_source_repeat,heldoutcopy:1:123:14826,1,0.07941021025180817,13,0.11414089798927307,childes,14826,21,0.19355110824108124
D_R_43122,chck_100M,43122,R,heldout_natural_source_repeat,heldoutcopy:1:124:40156,1,4.584070842713118,8,0.050484973937273026,open_subtitles,40156,10,4.634555816650391
D_R_43122,chck_100M,43122,R,heldout_natural_source_repeat,heldoutcopy:1:125:19420,1,3.896040618419647,9,0.1723516583442688,childes,19420,14,4.068392276763916
D_R_43122,chck_100M,43122,R,heldout_natural_source_repeat,heldoutcopy:1:126:27140,1,2.7901928955689073,11,0.008122152648866177,gutenberg,27140,17,2.7983150482177734
D_R_43122,chck_100M,43122,R,heldout_natural_source_repeat,heldoutcopy:1:127:7181,1,6.216605362016708,8,0.0040376815013587475,childes,7181,12,6.220643043518066
