model_key,id,split,kind,family,template_id,is_affected,correct,margin,answer,foil,error,basin,data_arm,checkpoint
seed43022_first_basin:view:chck_80M,S199_eval_000000,eval_held_recomb,binding,empty_full,held0,True,True,3.9418495893478394,full,empty,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000001,eval_held_recomb,binding,empty_full,held0,False,False,-3.642234146595001,empty,full,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000002,eval_held_recomb,binding,empty_full,held0,False,False,-3.8097901344299316,empty,full,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000003,eval_held_recomb,binding,empty_full,held0,True,True,3.6105353832244873,full,empty,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000004,eval_held_recomb,binding,empty_full,held1,True,True,3.9759366512298584,full,empty,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000005,eval_held_recomb,binding,empty_full,held1,False,False,-3.8434689044952393,empty,full,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000006,eval_held_recomb,binding,empty_full,held1,False,False,-3.8208186626434326,empty,full,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000007,eval_held_recomb,binding,empty_full,held1,True,True,3.8730480670928955,full,empty,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000008,eval_held_recomb,binding,empty_full,held0,True,False,-6.348319053649902,empty,full,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000009,eval_held_recomb,binding,empty_full,held0,False,True,6.713266611099243,full,empty,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000010,eval_held_recomb,binding,empty_full,held0,False,True,6.519705057144165,full,empty,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000011,eval_held_recomb,binding,empty_full,held0,True,False,-6.560702323913574,empty,full,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000012,eval_held_recomb,binding,empty_full,held1,True,False,-4.729983806610107,empty,full,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000013,eval_held_recomb,binding,empty_full,held1,False,True,4.835612058639526,full,empty,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000014,eval_held_recomb,binding,empty_full,held1,False,True,4.834456443786621,full,empty,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000015,eval_held_recomb,binding,empty_full,held1,True,False,-4.7971351146698,empty,full,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000016,eval_held_recomb,binding,cold_hot,held0,True,True,0.4914590120315552,hot,cold,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000017,eval_held_recomb,binding,cold_hot,held0,False,False,-0.15691864490509033,cold,hot,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000018,eval_held_recomb,binding,cold_hot,held0,False,False,-0.4116194546222687,cold,hot,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000019,eval_held_recomb,binding,cold_hot,held0,True,True,0.2945285439491272,hot,cold,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000020,eval_held_recomb,binding,cold_hot,held1,True,True,0.9028764963150024,hot,cold,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000021,eval_held_recomb,binding,cold_hot,held1,False,False,-0.9759023189544678,cold,hot,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000022,eval_held_recomb,binding,cold_hot,held1,False,False,-0.8759052753448486,cold,hot,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000023,eval_held_recomb,binding,cold_hot,held1,True,True,0.9871363341808319,hot,cold,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000024,eval_held_recomb,binding,cold_hot,held0,True,False,-2.103419542312622,cold,hot,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000025,eval_held_recomb,binding,cold_hot,held0,False,True,2.4107664227485657,hot,cold,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000026,eval_held_recomb,binding,cold_hot,held0,False,True,2.0782269835472107,hot,cold,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000027,eval_held_recomb,binding,cold_hot,held0,True,False,-2.2740870118141174,cold,hot,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000028,eval_held_recomb,binding,cold_hot,held1,True,False,-1.1104696393013,cold,hot,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000029,eval_held_recomb,binding,cold_hot,held1,False,True,1.2884869277477264,hot,cold,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000030,eval_held_recomb,binding,cold_hot,held1,False,True,1.1676762700080872,hot,cold,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000031,eval_held_recomb,binding,cold_hot,held1,True,False,-1.214154064655304,cold,hot,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000032,eval_held_recomb,binding,open_closed,held0,True,True,0.6065846681594849,open,closed,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000033,eval_held_recomb,binding,open_closed,held0,False,False,-0.6851407885551453,closed,open,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000034,eval_held_recomb,binding,open_closed,held0,False,False,-0.46361851692199707,closed,open,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000035,eval_held_recomb,binding,open_closed,held0,True,True,0.7800507247447968,open,closed,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000036,eval_held_recomb,binding,open_closed,held1,True,True,0.9008004665374756,open,closed,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000037,eval_held_recomb,binding,open_closed,held1,False,False,-1.0348197221755981,closed,open,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000038,eval_held_recomb,binding,open_closed,held1,False,False,-0.9419769048690796,closed,open,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000039,eval_held_recomb,binding,open_closed,held1,True,True,1.1406163573265076,open,closed,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000040,eval_held_recomb,binding,open_closed,held0,True,False,-1.2983547151088715,closed,open,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000041,eval_held_recomb,binding,open_closed,held0,False,True,1.2940303087234497,open,closed,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000042,eval_held_recomb,binding,open_closed,held0,False,True,1.4677577018737793,open,closed,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000043,eval_held_recomb,binding,open_closed,held0,True,False,-1.4002789556980133,closed,open,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000044,eval_held_recomb,binding,open_closed,held1,True,False,-1.006424367427826,closed,open,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000045,eval_held_recomb,binding,open_closed,held1,False,True,1.1109630465507507,open,closed,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000046,eval_held_recomb,binding,open_closed,held1,False,True,1.0805129408836365,open,closed,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000047,eval_held_recomb,binding,open_closed,held1,True,False,-1.192565232515335,closed,open,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000048,eval_held_recomb,binding,dark_lit,held0,True,False,-0.3736848831176758,lit,dark,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000049,eval_held_recomb,binding,dark_lit,held0,False,True,0.19950485229492188,dark,lit,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000050,eval_held_recomb,binding,dark_lit,held0,False,True,0.6591429710388184,dark,lit,,seed43022_first_basin,view,chck_80M
seed43022_first_basin:view:chck_80M,S199_eval_000051,eval_held_recomb,binding,dark_lit,held0,True,False,-0.22403669357299805,lit,dark,,seed43022_first_basin,view,chck_80M
