source,visible_surface_words,suffix_surface_words,u256_word_gain_frac,action_visible_per_1k,action_suffix_per_1k,action_suffix_over_visible_rate,action_gain_frac_vs_visible,action_suffix_share_of_total,causal_temporal_visible_per_1k,causal_temporal_suffix_per_1k,causal_temporal_suffix_over_visible_rate,causal_temporal_gain_frac_vs_visible,causal_temporal_suffix_share_of_total,physical_object_visible_per_1k,physical_object_suffix_per_1k,physical_object_suffix_over_visible_rate,physical_object_gain_frac_vs_visible,physical_object_suffix_share_of_total,spatial_state_visible_per_1k,spatial_state_suffix_per_1k,spatial_state_suffix_over_visible_rate,spatial_state_gain_frac_vs_visible,spatial_state_suffix_share_of_total,mental_social_visible_per_1k,mental_social_suffix_per_1k,mental_social_suffix_over_visible_rate,mental_social_gain_frac_vs_visible,mental_social_suffix_share_of_total,pronoun_visible_per_1k,pronoun_suffix_per_1k,pronoun_suffix_over_visible_rate,pronoun_gain_frac_vs_visible,pronoun_suffix_share_of_total,capitalized_visible_per_1k,capitalized_suffix_per_1k,capitalized_suffix_over_visible_rate,capitalized_gain_frac_vs_visible,capitalized_suffix_share_of_total,numbers_visible_per_1k,numbers_suffix_per_1k,numbers_suffix_over_visible_rate,numbers_gain_frac_vs_visible,numbers_suffix_share_of_total,speaker_markers_visible_per_1k,speaker_markers_suffix_per_1k,speaker_markers_suffix_over_visible_rate,speaker_markers_gain_frac_vs_visible,speaker_markers_suffix_share_of_total,bad_marker_hits_visible_per_1k,bad_marker_hits_suffix_per_1k,bad_marker_hits_suffix_over_visible_rate,bad_marker_hits_gain_frac_vs_visible,bad_marker_hits_suffix_share_of_total,hidden_rows,suffix_word_share
__all__,9871336,128664,0.013034101969581423,19.79193967535611,23.34291031121285,1.1794149888339758,0.015399551060452741,0.015166001446789997,17.768328951978056,10.184298427974118,0.5731714251519614,0.007483865061564517,0.007428272869766702,7.801652193520827,10.044147532176309,1.2874385172563634,0.016810007818608287,0.01653210303729335,47.14306424580267,41.500237477906765,0.8803042004551431,0.011494079363059797,0.011363466774118584,43.76915974558928,36.665031572882356,0.8376910086005747,0.010937681462383574,0.010819342935720374,94.12224703036016,84.370839270281,0.8963963561459202,0.011704193678698497,0.011568790316209332,167.71498614632338,266.31784665934765,1.5879192001780804,0.020733366147221204,0.02031222534194186,8.985116269423562,26.58195323631777,2.9584428781157137,0.0386282119460065,0.037191568168200885,48.76632435231749,173.74817998489485,3.562872172395702,0.04652020913768231,0.0444522797854179,1.3314860408983875,4.562690274306448,3.4267653840575636,0.044743070932274566,0.042826865453482424,11407,1.0
bnc_spoken,575834,6,1.0419669557546098e-05,19.141565687719776,0.0,0.0,0.0,0.0,21.091443885676846,0.0,0.0,0.0,0.0,4.455619796404139,0.0,0.0,0.0,0.0,51.4408885450319,166.66666666666666,3.239964770841096,3.387419125368382e-05,3.387304383171872e-05,35.13265793316396,166.66666666666666,4.743924213867671,4.959825414145422e-05,4.959579427664534e-05,93.95136979379036,333.3333333333333,3.547934788656639,3.709405196876681e-05,3.709267605111371e-05,109.53297019247859,0.0,0.0,0.0,0.0,0.8294388044929097,0.0,0.0,0.0,0.0,0.005227555490501532,0.0,0.0,0.0,0.0,0.0,0.0,,,,1,4.663309084126096e-05
childes,2473766,101114,0.040874520872224776,27.83021728145528,27.064188420563244,0.9724749234565812,0.03974144818069576,0.038222433327279585,12.784234461849419,10.099611249047907,0.7900051645006249,0.03228458498023715,0.031274888194572074,12.497625063163214,11.533934100283897,0.9228900724730653,0.03771509897787553,0.036344367558132286,47.26306215260232,41.55579515891308,0.8792446630888684,0.03593147275417604,0.03468518304463416,43.18423446184942,39.003689671886285,0.9031928007510152,0.03691014443913992,0.03559628058138485,98.73956543708944,92.31104032920183,0.9348941320591141,0.03820566043143083,0.03679970345716888,200.9212733703891,235.0113262045839,1.1696687078592787,0.047800027764979505,0.04561941830345227,1.0405255179383528,1.4541066147013146,1.3974732859818868,0.05710955710955711,0.05402425578831312,189.255583628095,219.54042317470052,1.1600208509890946,0.047405755589303905,0.04526016334771038,0.000404244567963618,0.0,0.0,0.0,0.0,9441,0.7858763912205434
cleanqwen_fineweb_compact_view_reinvest,423494,17,4.014224522661478e-05,14.943399745852618,0.0,0.0,0.0,0.0,20.159250148641245,0.0,0.0,0.0,0.0,8.797230026697132,58.8235294117647,6.6865967166087215,0.00026504108136761196,0.00026497085320614734,39.68196602818937,0.0,0.0,0.0,0.0,9.979365097870058,58.8235294117647,5.894516217702034,0.00023364485981308412,0.000233590282644242,23.682339088566867,0.0,0.0,0.0,0.0,114.20077643191065,58.8235294117647,0.5150886994786481,2.0416913371036565e-05,2.041649652919559e-05,12.035860428786272,0.0,0.0,0.0,0.0,0.025647900952469778,0.0,0.0,0.0,0.0,0.023316273593154344,0.0,0.0,0.0,0.0,2,0.00013212709071690605
gutenberg,1852001,7359,0.0039735399710907286,16.91972694604379,4.045853000674309,0.23912046651676724,0.0009474482061647296,0.0009465513977408973,21.949049521086874,4.180714767363453,0.19047361314424846,0.0007546986074593436,0.0007541294670007541,7.5552052580253015,5.799055967633176,0.7675576995705437,0.003041233467713417,0.0030320124100973065,44.29512270061584,20.49898853674983,0.4627820691523862,0.0018336449725556427,0.0018302888725661372,63.70973990408379,18.071476736345247,0.28365328070012835,0.0011238970711577817,0.0011226353445820277,107.82157981217522,29.6695886716116,0.2751730101088846,0.0010902963623748638,0.0010891089108910892,104.45248941314773,387.4578556979096,3.709417151039573,0.014697531653664152,0.014484643152439147,2.3816075984877836,281.5913688469319,118.23583743423144,0.46847655373569663,0.31902215431627196,0.36870299370800325,2.562373567093729,6.949695583765771,0.02753623188405797,0.02679830747531735,0.2618325607491617,29.39986513823331,112.28498493126177,0.4448979591836735,0.307909604519774,210,0.057195485916806565
neutral_cleanqwen_topup_compact_reinvest::open_subtitles,9,0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,111.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,222.22222222222223,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0,0.0
open_subtitles,1822629,6811,0.00373690970570533,26.25804893083542,25.931232091690543,0.9875536510726397,0.0038280142968931752,0.0038134164840721387,18.990895232700527,17.335243553008596,0.9128186607632348,0.0035383220750358217,0.0035258464945509644,5.182414665367175,6.303724928366762,1.216368302307616,0.004714959279897128,0.00469283276450512,46.56398466156311,41.117478510028654,0.8830317853783173,0.0034228604140826256,0.003411184406014144,49.73774160675958,37.53581661891118,0.7546747280099645,0.0029253151412971874,0.0029167826328973002,136.4310089659328,111.03151862464183,0.8138290515198544,0.003154612654270735,0.003144692367933065,201.1884234230482,512.4641833810888,2.547185243872142,0.009873551193686669,0.00977701731272789,4.517675021727601,13.46704871060172,2.980968893475608,0.01155500921942225,0.011423016162352655,2.3946176636372978,13.32378223495702,5.564054102365093,0.021567717996289426,0.021112372304199774,2.300210195451226,31.94842406876791,13.88934982200645,0.053838725253500724,0.05108820160366552,477,0.052936330286638064
qwen_pair_packed,1656648,152,9.175153683824204e-05,12.702122068470544,6.289308176100629,0.49513838256302645,4.7125353440150804e-05,4.712313274586494e-05,20.36230378902745,12.578616352201259,0.6177403344202852,5.879413234559191e-05,5.8790675798818305e-05,7.044230560874711,0.0,0.0,0.0,0.0,47.7107747157137,50.314465408805034,1.0545723834627612,0.0001003701147983188,0.00010036004164941728,38.531366519672424,25.157232704402517,0.6529026862195074,6.214074879602299e-05,6.213688756330195e-05,77.70322647069563,62.893081761006286,0.8094011615428258,7.703566751405901e-05,7.702973347712218e-05,122.39171021922235,169.81132075471697,1.3874413589822285,0.00013205129459176586,0.00013203385934970878,11.63842409883472,37.735849056603776,3.2423504020945604,0.00030859435272334514,0.00030849915162733303,3.8052492926139134,37.735849056603776,9.916787614900823,0.0009438414346389807,0.000942951438000943,0.331619963521804,0.0,0.0,0.0,0.0,15,0.0011813716346452776
simple_wiki,1045835,13205,0.012626274699163826,7.9897085805011345,3.917574238031811,0.49032755056832006,0.00628456510809452,0.006245316012990257,12.68853292039113,10.420747473164617,0.8212728404887484,0.010526315789473684,0.010416666666666666,4.2137779290828,2.8206534513829036,0.6693882541638511,0.008579599618684462,0.008506616257088847,53.1442154449623,53.357361121993264,1.004010703239221,0.012868480725623582,0.012704986847260312,25.40217176266669,28.51994045287158,1.1227363045701093,0.014390195690847993,0.014186055575041896,37.927014072371335,38.9406879260362,1.0267269617305121,0.013159636719887733,0.012988710014635167,278.07218655507586,310.8986915302045,1.1180502997505897,0.01433013481449915,0.014127683209490613,48.33793775940694,84.54125205672648,1.7489627397328114,0.0224165870278805,0.021925101091175098,0.14059316255281032,0.23505445428190863,1.6718768538520945,0.02142857142857143,0.02097902097902098,7.93347131548001,11.36096529029225,1.4320295414851276,0.018354430379746836,0.018023617153511497,1261,0.1026316607598085
switchboard,21120,0,0.0,14.938653179732135,0.0,0.0,0.0,0.0,22.290905685117544,0.0,0.0,0.0,0.0,2.762948393743561,0.0,0.0,0.0,0.0,41.725203708906996,0.0,0.0,0.0,0.0,37.69785520277232,0.0,0.0,0.0,0.0,115.29455839655334,0.0,0.0,0.0,0.0,80.45331085510911,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0,0.0
