target,variant,frame_id,family,subtype,depth,alt_a,alt_b,target_prior_ratio,target_prior_balanced_le4,renaming_of,shuffled_context_family,c1_a_sum,c1_a_mean,c1_a_n_tokens,c1_a_status,c1_b_sum,c1_b_mean,c1_b_n_tokens,c1_b_status,c2_a_sum,c2_a_mean,c2_a_n_tokens,c2_a_status,c2_b_sum,c2_b_mean,c2_b_n_tokens,c2_b_status,none_a_sum,none_a_mean,none_a_n_tokens,none_a_status,none_b_sum,none_b_mean,none_b_n_tokens,none_b_status,shuf1_a_sum,shuf1_a_mean,shuf1_a_n_tokens,shuf1_a_status,shuf1_b_sum,shuf1_b_mean,shuf1_b_n_tokens,shuf1_b_status,shuf2_a_sum,shuf2_a_mean,shuf2_a_n_tokens,shuf2_a_status,shuf2_b_sum,shuf2_b_mean,shuf2_b_n_tokens,shuf2_b_status,delta1,delta2,correct_margin_c1,correct_margin_c2,min_signed_margin,interaction,crossed_success,c1_success,c2_success,same_sign_positive,same_sign_negative,none_delta,delta1_minus_none,delta2_minus_none,shuf_delta1,shuf_delta2,shuf_correct_margin_c1,shuf_correct_margin_c2,shuf_min_signed_margin,shuf_interaction,shuf_crossed_success,interaction_excess_over_shuffled,min_margin_excess_over_shuffled
scale1p75_78M,original,A_0001,A_spatial_direct,inside_outside,1.0,inside,outside,1.0257787325456498,True,,B_transfer_role,-0.254463255405426,-0.254463255405426,1,ok,-4.286009788513184,-4.286009788513184,1,ok,-2.9794390201568604,-2.9794390201568604,1,ok,-0.1518557220697403,-0.1518557220697403,1,ok,-3.2729525566101074,-3.2729525566101074,1,ok,-4.254764080047607,-4.254764080047607,1,ok,-3.805251359939575,-3.805251359939575,1,ok,-3.7051889896392822,-3.7051889896392822,1,ok,-3.664193868637085,-3.664193868637085,1,ok,-3.5681512355804443,-3.5681512355804443,1,ok,4.031546533107758,-2.82758329808712,4.031546533107758,2.82758329808712,2.82758329808712,6.859129831194878,True,True,True,False,False,0.9818115234375,3.0497350096702576,-3.80939482152462,-0.10006237030029297,-0.09604263305664062,-0.10006237030029297,0.09604263305664062,-0.10006237030029297,-0.004019737243652344,False,6.86314956843853,2.927645668387413
scale1p75_78M,original,A_0002,A_spatial_direct,on_under,1.0,on,under,18.004459861248762,False,,B_transfer_role,-0.007780247833579779,-0.007780247833579779,1,ok,-6.863539695739746,-6.863539695739746,1,ok,-4.3191938400268555,-4.3191938400268555,1,ok,-0.06038101390004158,-0.06038101390004158,1,ok,-0.1884588897228241,-0.1884588897228241,1,ok,-4.2457451820373535,-4.2457451820373535,1,ok,-0.20585951209068298,-0.20585951209068298,1,ok,-4.597560405731201,-4.597560405731201,1,ok,-0.2061411589384079,-0.2061411589384079,1,ok,-4.838975429534912,-4.838975429534912,1,ok,6.855759447906166,-4.258812826126814,6.855759447906166,4.258812826126814,4.258812826126814,11.11457227403298,True,True,True,False,False,4.057286292314529,2.798473155591637,-8.316099118441343,4.391700893640518,4.632834270596504,4.391700893640518,-4.632834270596504,-4.632834270596504,-0.24113337695598602,False,11.355705650988966,8.891647096723318
scale1p75_78M,original,A_0003,A_spatial_direct,on_under,1.0,on,under,18.004459861248762,False,,B_transfer_role,-0.013205568306148052,-0.013205568306148052,1,ok,-7.217942237854004,-7.217942237854004,1,ok,-4.849132061004639,-4.849132061004639,1,ok,-0.04001757130026817,-0.04001757130026817,1,ok,-1.1807353496551514,-1.1807353496551514,1,ok,-3.883228063583374,-3.883228063583374,1,ok,-2.005887269973755,-2.005887269973755,1,ok,-4.434463024139404,-4.434463024139404,1,ok,-1.9783153533935547,-1.9783153533935547,1,ok,-4.398773193359375,-4.398773193359375,1,ok,7.204736669547856,-4.8091144897043705,7.204736669547856,4.8091144897043705,4.8091144897043705,12.013851159252226,True,True,True,False,False,2.7024927139282227,4.502243955619633,-7.511607203632593,2.4285757541656494,2.4204578399658203,2.4285757541656494,-2.4204578399658203,-2.4204578399658203,0.008117914199829102,False,12.005733245052397,7.229572329670191
scale1p75_78M,original,A_0004,A_spatial_direct,above_below,1.0,above,below,1.9215116279069768,True,,B_transfer_role,-0.10855533182621002,-0.10855533182621002,1,ok,-3.795081615447998,-3.795081615447998,1,ok,-3.442838430404663,-3.442838430404663,1,ok,-0.10964751243591309,-0.10964751243591309,1,ok,-4.048624515533447,-4.048624515533447,1,ok,-5.187881946563721,-5.187881946563721,1,ok,-4.77569055557251,-4.77569055557251,1,ok,-5.602345943450928,-5.602345943450928,1,ok,-4.5913801193237305,-4.5913801193237305,1,ok,-5.334924697875977,-5.334924697875977,1,ok,3.686526283621788,-3.33319091796875,3.686526283621788,3.33319091796875,3.33319091796875,7.019717201590538,True,True,True,False,False,1.1392574310302734,2.5472688525915146,-4.472448348999023,0.826655387878418,0.7435445785522461,0.826655387878418,-0.7435445785522461,-0.7435445785522461,0.08311080932617188,False,6.936606392264366,4.076735496520996
scale1p75_78M,original,A_0005,A_spatial_direct,above_below,1.0,above,below,1.9215116279069768,True,,B_transfer_role,-0.307242751121521,-0.307242751121521,1,ok,-3.3652586936950684,-3.3652586936950684,1,ok,-4.455244541168213,-4.455244541168213,1,ok,-0.1788354068994522,-0.1788354068994522,1,ok,-7.509338855743408,-7.509338855743408,1,ok,-8.05085277557373,-8.05085277557373,1,ok,-7.03403377532959,-7.03403377532959,1,ok,-7.306496620178223,-7.306496620178223,1,ok,-7.066527843475342,-7.066527843475342,1,ok,-7.185336589813232,-7.185336589813232,1,ok,3.0580159425735474,-4.276409134268761,3.0580159425735474,4.276409134268761,3.0580159425735474,7.334425076842308,True,True,True,False,False,0.5415139198303223,2.516502022743225,-4.817923054099083,0.2724628448486328,0.11880874633789062,0.2724628448486328,-0.11880874633789062,-0.11880874633789062,0.1536540985107422,False,7.180770978331566,3.176824688911438
scale1p75_78M,original,A_0006,A_spatial_direct,above_below,1.0,above,below,1.9215116279069768,True,,B_transfer_role,-0.1849113404750824,-0.1849113404750824,1,ok,-4.2772955894470215,-4.2772955894470215,1,ok,-3.1059534549713135,-3.1059534549713135,1,ok,-0.2210303694009781,-0.2210303694009781,1,ok,-5.793515682220459,-5.793515682220459,1,ok,-7.1196208000183105,-7.1196208000183105,1,ok,-6.224677085876465,-6.224677085876465,1,ok,-7.211400032043457,-7.211400032043457,1,ok,-6.1378936767578125,-6.1378936767578125,1,ok,-7.029485702514648,-7.029485702514648,1,ok,4.092384248971939,-2.8849230855703354,4.092384248971939,2.8849230855703354,2.8849230855703354,6.9773073345422745,True,True,True,False,False,1.3261051177978516,2.7662791311740875,-4.211028203368187,0.9867229461669922,0.8915920257568359,0.9867229461669922,-0.8915920257568359,-0.8915920257568359,0.09513092041015625,False,6.882176414132118,3.7765151113271713
scale1p75_78M,original,A_0007,A_spatial_direct,above_below,1.0,above,below,1.9215116279069768,True,,B_transfer_role,-0.220082625746727,-0.220082625746727,1,ok,-4.845883846282959,-4.845883846282959,1,ok,-3.2221860885620117,-3.2221860885620117,1,ok,-0.5215044617652893,-0.5215044617652893,1,ok,-6.920015335083008,-6.920015335083008,1,ok,-8.633245468139648,-8.633245468139648,1,ok,-7.042980194091797,-7.042980194091797,1,ok,-8.284871101379395,-8.284871101379395,1,ok,-6.85471248626709,-6.85471248626709,1,ok,-8.081249237060547,-8.081249237060547,1,ok,4.625801220536232,-2.7006816267967224,4.625801220536232,2.7006816267967224,2.7006816267967224,7.326482847332954,True,True,True,False,False,1.7132301330566406,2.9125710874795914,-4.413911759853363,1.2418909072875977,1.226536750793457,1.2418909072875977,-1.226536750793457,-1.226536750793457,0.015354156494140625,False,7.311128690838814,3.9272183775901794
scale1p75_78M,original,A_0008,A_spatial_direct,inside_outside,1.0,inside,outside,1.0257787325456498,True,,B_transfer_role,-0.42685070633888245,-0.42685070633888245,1,ok,-4.814722537994385,-4.814722537994385,1,ok,-2.6271018981933594,-2.6271018981933594,1,ok,-0.26777350902557373,-0.26777350902557373,1,ok,-3.713379383087158,-3.713379383087158,1,ok,-5.3055033683776855,-5.3055033683776855,1,ok,-4.60464334487915,-4.60464334487915,1,ok,-5.339806079864502,-5.339806079864502,1,ok,-4.679481029510498,-4.679481029510498,1,ok,-5.458474636077881,-5.458474636077881,1,ok,4.387871831655502,-2.3593283891677856,4.387871831655502,2.3593283891677856,2.3593283891677856,6.747200220823288,True,True,True,False,False,1.5921239852905273,2.795747846364975,-3.951452374458313,0.7351627349853516,0.7789936065673828,0.7351627349853516,-0.7789936065673828,-0.7789936065673828,-0.04383087158203125,False,6.791031092405319,3.1383219957351685
scale1p75_78M,original,A_0009,A_spatial_direct,inside_outside,1.0,inside,outside,1.0257787325456498,True,,B_transfer_role,-0.3704792559146881,-0.3704792559146881,1,ok,-4.583034992218018,-4.583034992218018,1,ok,-2.6759352684020996,-2.6759352684020996,1,ok,-0.272622674703598,-0.272622674703598,1,ok,-3.669320821762085,-3.669320821762085,1,ok,-4.694970607757568,-4.694970607757568,1,ok,-4.631628513336182,-4.631628513336182,1,ok,-4.862886905670166,-4.862886905670166,1,ok,-4.709094524383545,-4.709094524383545,1,ok,-4.945624828338623,-4.945624828338623,1,ok,4.2125557363033295,-2.4033125936985016,4.2125557363033295,2.4033125936985016,2.4033125936985016,6.615868330001831,True,True,True,False,False,1.0256497859954834,3.186905950307846,-3.428962379693985,0.23125839233398438,0.23653030395507812,0.23125839233398438,-0.23653030395507812,-0.23653030395507812,-0.00527191162109375,False,6.621140241622925,2.6398428976535797
scale1p75_78M,original,A_0010,A_spatial_direct,above_below,1.0,above,below,1.9215116279069768,True,,B_transfer_role,-0.19448073208332062,-0.19448073208332062,1,ok,-4.688606262207031,-4.688606262207031,1,ok,-3.215394973754883,-3.215394973754883,1,ok,-0.37334734201431274,-0.37334734201431274,1,ok,-7.509918212890625,-7.509918212890625,1,ok,-8.986818313598633,-8.986818313598633,1,ok,-7.879267692565918,-7.879267692565918,1,ok,-8.429701805114746,-8.429701805114746,1,ok,-7.683684825897217,-7.683684825897217,1,ok,-8.103341102600098,-8.103341102600098,1,ok,4.494125530123711,-2.84204763174057,4.494125530123711,2.84204763174057,2.84204763174057,7.336173161864281,True,True,True,False,False,1.4769001007080078,3.017225429415703,-4.318947732448578,0.5504341125488281,0.41965627670288086,0.5504341125488281,-0.41965627670288086,-0.41965627670288086,0.13077783584594727,False,7.205395326018333,3.261703908443451
