arch,arm,checkpoint,seed,role,probe_family,probe_id,effect_no_all_relevant_updates,effect_no_initial_qbox,effect_no_last_relevant_update,entity_type,irrelevant_ops,item_index,margin_full,margin_no_all_relevant_updates,margin_no_initial_qbox,margin_no_last_relevant_update,prefix_words_full,query_box,relevant_updates,reported_numops,stale_idx,total_ops,uid
D,D_RS_43022,chck_80M,43022,R,entity_gold_stale_cue_ablation,entityabl:0:regular_2_ops:7,-2.225851893424988,-0.5991910398006439,-1.8348750472068787,regular,1,7,7.672035783529282,5.446183890104294,7.072844743728638,5.837160736322403,89,0,2,2,1,3,regular_2_ops
D,D_RS_43022,chck_80M,43022,R,entity_gold_stale_cue_ablation,entityabl:1000:move_contents_3_ops:54,-1.4045467376708984,-0.014534950256347656,-1.9902076721191406,move_contents,5,54,-1.6944618225097656,-3.099008560180664,-1.7089967727661133,-3.6846694946289062,136,5,3,3,1,8,move_contents_3_ops
D,D_RS_43022,chck_80M,43022,R,entity_gold_stale_cue_ablation,entityabl:1001:move_contents_3_ops:56,-2.775782585144043,-1.9379992485046387,0.6698951721191406,move_contents,5,56,6.228751182556152,3.4529685974121094,4.290751934051514,6.898646354675293,111,2,3,3,1,8,move_contents_3_ops
D,D_RS_43022,chck_80M,43022,R,entity_gold_stale_cue_ablation,entityabl:1002:move_contents_3_ops:71,-1.9923732280731201,1.8978524208068848,1.6384673118591309,move_contents,5,71,-0.40104055404663086,-2.393413782119751,1.496811866760254,1.2374267578125,134,5,3,3,1,8,move_contents_3_ops
D,D_RS_43022,chck_80M,43022,R,entity_gold_stale_cue_ablation,entityabl:1003:move_contents_3_ops:78,0.4312019348144531,0.14604473114013672,0.481170654296875,move_contents,5,78,-2.393299102783203,-1.96209716796875,-2.2472543716430664,-1.9121284484863281,119,2,3,3,1,8,move_contents_3_ops
D,D_RS_43022,chck_80M,43022,R,entity_gold_stale_cue_ablation,entityabl:1004:move_contents_3_ops:91,-0.26137876510620117,0.827843189239502,-0.17623138427734375,move_contents,5,91,1.8503336906433105,1.5889549255371094,2.6781768798828125,1.6741023063659668,124,2,3,3,1,8,move_contents_3_ops
D,D_RS_43022,chck_80M,43022,R,entity_gold_stale_cue_ablation,entityabl:1005:move_contents_3_ops:97,-2.485664814710617,5.3211511969566345,-1.2327664494514465,move_contents,7,97,4.374538719654083,1.8888739049434662,9.695689916610718,3.1417722702026367,149,4,2,3,1,9,move_contents_3_ops
D,D_RS_43022,chck_80M,43022,R,entity_gold_stale_cue_ablation,entityabl:1006:move_contents_3_ops:108,-0.7712860107421875,1.0896801948547363,-0.4990849494934082,move_contents,6,108,2.9149599075317383,2.143673896789551,4.004640102386475,2.41587495803833,143,0,3,3,1,9,move_contents_3_ops
D,D_RS_43022,chck_80M,43022,R,entity_gold_stale_cue_ablation,entityabl:1007:move_contents_3_ops:109,-0.922461986541748,1.183833122253418,-0.7950921058654785,move_contents,7,109,-4.00540828704834,-4.927870273590088,-2.821575164794922,-4.800500392913818,119,4,2,3,1,9,move_contents_3_ops
D,D_RS_43022,chck_80M,43022,R,entity_gold_stale_cue_ablation,entityabl:1008:move_contents_3_ops:111,-0.03507423400878906,1.6473984718322754,-0.19024181365966797,move_contents,7,111,-5.610422134399414,-5.645496368408203,-3.9630236625671387,-5.800663948059082,130,0,2,3,1,9,move_contents_3_ops
