arch,arm,checkpoint,seed,role,probe_family,probe_id,effect_no_all_relevant_updates,effect_no_initial_qbox,effect_no_last_relevant_update,entity_type,irrelevant_ops,item_index,margin_full,margin_no_all_relevant_updates,margin_no_initial_qbox,margin_no_last_relevant_update,prefix_words_full,query_box,relevant_updates,reported_numops,stale_idx,total_ops,uid
D,D_C_43022,chck_80M,43022,C,entity_gold_stale_cue_ablation,entityabl:0:regular_2_ops:7,-0.9489857852458954,0.23574796319007874,-0.8999925404787064,regular,1,7,6.75588595867157,5.806900173425674,6.991633921861649,5.8558934181928635,89,0,2,2,1,3,regular_2_ops
D,D_C_43022,chck_80M,43022,C,entity_gold_stale_cue_ablation,entityabl:1000:move_contents_3_ops:54,0.10571861267089844,0.8894615173339844,-0.40399646759033203,move_contents,5,54,-4.908139228820801,-4.802420616149902,-4.018677711486816,-5.312135696411133,136,5,3,3,1,8,move_contents_3_ops
D,D_C_43022,chck_80M,43022,C,entity_gold_stale_cue_ablation,entityabl:1001:move_contents_3_ops:56,-12.801354765892029,-1.3359594345092773,-2.7192916870117188,move_contents,5,56,8.711007118225098,-4.090347647666931,7.37504768371582,5.991715431213379,111,2,3,3,1,8,move_contents_3_ops
D,D_C_43022,chck_80M,43022,C,entity_gold_stale_cue_ablation,entityabl:1002:move_contents_3_ops:71,-4.229910135269165,-2.1039533615112305,-1.331014633178711,move_contents,5,71,-0.06053447723388672,-4.290444612503052,-2.164487838745117,-1.3915491104125977,134,5,3,3,1,8,move_contents_3_ops
D,D_C_43022,chck_80M,43022,C,entity_gold_stale_cue_ablation,entityabl:1003:move_contents_3_ops:78,0.33484649658203125,-0.9924087524414062,0.18309307098388672,move_contents,5,78,-3.5561819076538086,-3.2213354110717773,-4.548590660095215,-3.373088836669922,119,2,3,3,1,8,move_contents_3_ops
D,D_C_43022,chck_80M,43022,C,entity_gold_stale_cue_ablation,entityabl:1004:move_contents_3_ops:91,-0.21617889404296875,-0.6689338684082031,0.24598169326782227,move_contents,5,91,-1.8912591934204102,-2.107438087463379,-2.5601930618286133,-1.645277500152588,124,2,3,3,1,8,move_contents_3_ops
D,D_C_43022,chck_80M,43022,C,entity_gold_stale_cue_ablation,entityabl:1005:move_contents_3_ops:97,0.5493882149457932,13.495497331023216,2.2668778523802757,move_contents,7,97,-2.694339379668236,-2.1449511647224426,10.80115795135498,-0.42746152728796005,149,4,2,3,1,9,move_contents_3_ops
D,D_C_43022,chck_80M,43022,C,entity_gold_stale_cue_ablation,entityabl:1006:move_contents_3_ops:108,-0.19108200073242188,0.15949535369873047,-0.22232341766357422,move_contents,6,108,-1.220022201538086,-1.4111042022705078,-1.0605268478393555,-1.4423456192016602,143,0,3,3,1,9,move_contents_3_ops
D,D_C_43022,chck_80M,43022,C,entity_gold_stale_cue_ablation,entityabl:1007:move_contents_3_ops:109,0.16669940948486328,0.6843652725219727,-0.12002372741699219,move_contents,7,109,-1.0254545211791992,-0.8587551116943359,-0.34108924865722656,-1.1454782485961914,119,4,2,3,1,9,move_contents_3_ops
D,D_C_43022,chck_80M,43022,C,entity_gold_stale_cue_ablation,entityabl:1008:move_contents_3_ops:111,0.6242585182189941,0.7259945869445801,0.8327722549438477,move_contents,7,111,-2.7109999656677246,-2.0867414474487305,-1.9850053787231445,-1.878227710723877,130,0,2,3,1,9,move_contents_3_ops
D,D_C_43022,chck_80M,43022,C,entity_gold_stale_cue_ablation,entityabl:1009:move_contents_3_ops:112,-3.2514514923095703,-0.34276437759399414,-0.0413050651550293,move_contents,6,112,-1.5303802490234375,-4.781831741333008,-1.8731446266174316,-1.5716853141784668,128,2,3,3,1,9,move_contents_3_ops
D,D_C_43022,chck_80M,43022,C,entity_gold_stale_cue_ablation,entityabl:100:regular_2_ops:234,-0.7343449592590332,-0.35602474212646484,0.025541305541992188,regular,9,234,-3.348569869995117,-4.08291482925415,-3.704594612121582,-3.323028564453125,127,1,2,2,1,11,regular_2_ops
D,D_C_43022,chck_80M,43022,C,entity_gold_stale_cue_ablation,entityabl:1010:move_contents_3_ops:122,0.006866455078125,0.41817760467529297,1.06475830078125,move_contents,6,122,1.8527717590332031,1.8596382141113281,2.270949363708496,2.917530059814453,149,5,3,3,1,9,move_contents_3_ops
D,D_C_43022,chck_80M,43022,C,entity_gold_stale_cue_ablation,entityabl:1011:move_contents_3_ops:123,-0.028872013092041016,0.9035406112670898,0.21778392791748047,move_contents,7,123,-5.486919403076172,-5.515791416168213,-4.583378791809082,-5.269135475158691,127,4,2,3,1,9,move_contents_3_ops
D,D_C_43022,chck_80M,43022,C,entity_gold_stale_cue_ablation,entityabl:1012:move_contents_3_ops:127,-2.001814365386963,-3.0051283836364746,-0.7040300369262695,move_contents,6,127,2.009580135345459,0.007765769958496094,-0.9955482482910156,1.3055500984191895,140,1,3,3,1,9,move_contents_3_ops
