frame_id,base_id,condition,family,object,alt_a,alt_b,delta1,delta2,interaction,min_signed_margin,crossed_success,same_a_bias,same_b_bias
IF_00001,BASE_0001,no_context,empty_full,glass,empty,full,-1.2894463539123535,-1.2894463539123535,0.0,-1.2894463539123535,False,False,True
IF_00002,BASE_0001,explicit_final,empty_full,glass,empty,full,5.6795501708984375,-9.269504632800817,14.949054803699255,5.6795501708984375,True,False,False
IF_00003,BASE_0001,last_event,empty_full,glass,empty,full,1.0303726196289062,-0.24018335342407227,1.2705559730529785,0.24018335342407227,True,False,False
IF_00004,BASE_0001,consistent_prior,empty_full,glass,empty,full,5.817551463842392,-8.034763559699059,13.85231502354145,5.817551463842392,True,False,False
IF_00005,BASE_0001,distractor_event,empty_full,glass,empty,full,0.5679864883422852,-0.2328033447265625,0.8007898330688477,0.2328033447265625,True,False,False
IF_00006,BASE_0001,contradict_bare,empty_full,glass,empty,full,-8.12060346454382,5.041901618242264,-13.162505082786083,-8.12060346454382,False,False,False
IF_00007,BASE_0001,contradict_temporal,empty_full,glass,empty,full,-8.036382764577866,4.831183522939682,-12.867566287517548,-8.036382764577866,False,False,False
IF_00008,BASE_0001,contradict_reinforced,empty_full,glass,empty,full,-7.757557936012745,5.687613636255264,-13.44517157226801,-7.757557936012745,False,False,False
IF_00009,BASE_0001,explicit_override,empty_full,glass,empty,full,3.0510436296463013,-6.563040632754564,9.614084262400866,3.0510436296463013,True,False,False
IF_00010,BASE_0001,reported_event,empty_full,glass,empty,full,1.1294951438903809,0.4882783889770508,0.6412167549133301,-0.4882783889770508,False,True,False
IF_00011,BASE_0002,no_context,empty_full,glass,empty,full,-1.2894463539123535,-1.2894463539123535,0.0,-1.2894463539123535,False,False,True
IF_00012,BASE_0002,explicit_final,empty_full,glass,empty,full,5.6795501708984375,-9.269504632800817,14.949054803699255,5.6795501708984375,True,False,False
IF_00013,BASE_0002,last_event,empty_full,glass,empty,full,0.5545902252197266,-0.5713768005371094,1.125967025756836,0.5545902252197266,True,False,False
IF_00014,BASE_0002,consistent_prior,empty_full,glass,empty,full,5.823183104395866,-8.18420247361064,14.007385578006506,5.823183104395866,True,False,False
IF_00015,BASE_0002,distractor_event,empty_full,glass,empty,full,0.6148791313171387,-0.2844219207763672,0.8993010520935059,0.2844219207763672,True,False,False
IF_00016,BASE_0002,contradict_bare,empty_full,glass,empty,full,-8.00855365395546,4.9908722043037415,-12.999425858259201,-8.00855365395546,False,False,False
IF_00017,BASE_0002,contradict_temporal,empty_full,glass,empty,full,-8.032697923481464,4.933052271604538,-12.965750195086002,-8.032697923481464,False,False,False
IF_00018,BASE_0002,contradict_reinforced,empty_full,glass,empty,full,-7.753023229539394,5.758229419589043,-13.511252649128437,-7.753023229539394,False,False,False
IF_00019,BASE_0002,explicit_override,empty_full,glass,empty,full,3.0510436296463013,-6.563040632754564,9.614084262400866,3.0510436296463013,True,False,False
IF_00020,BASE_0002,reported_event,empty_full,glass,empty,full,0.8112802505493164,0.05774974822998047,0.7535305023193359,-0.05774974822998047,False,True,False
IF_00021,BASE_0003,no_context,empty_full,glass,empty,full,-1.2894463539123535,-1.2894463539123535,0.0,-1.2894463539123535,False,False,True
IF_00022,BASE_0003,explicit_final,empty_full,glass,empty,full,5.6795501708984375,-9.269504632800817,14.949054803699255,5.6795501708984375,True,False,False
IF_00023,BASE_0003,last_event,empty_full,glass,empty,full,0.4617452621459961,-1.247636318206787,1.7093815803527832,0.4617452621459961,True,False,False
IF_00024,BASE_0003,consistent_prior,empty_full,glass,empty,full,5.645224392414093,-8.327650532126427,13.97287492454052,5.645224392414093,True,False,False
IF_00025,BASE_0003,distractor_event,empty_full,glass,empty,full,0.21619510650634766,-0.714909553527832,0.9311046600341797,0.21619510650634766,True,False,False
