target,variant,frame_id,family,subtype,depth,alt_a,alt_b,target_prior_ratio,target_prior_balanced_le4,renaming_of,shuffled_context_family,c1_a_sum,c1_a_mean,c1_a_n_tokens,c1_a_status,c1_b_sum,c1_b_mean,c1_b_n_tokens,c1_b_status,c2_a_sum,c2_a_mean,c2_a_n_tokens,c2_a_status,c2_b_sum,c2_b_mean,c2_b_n_tokens,c2_b_status,none_a_sum,none_a_mean,none_a_n_tokens,none_a_status,none_b_sum,none_b_mean,none_b_n_tokens,none_b_status,shuf1_a_sum,shuf1_a_mean,shuf1_a_n_tokens,shuf1_a_status,shuf1_b_sum,shuf1_b_mean,shuf1_b_n_tokens,shuf1_b_status,shuf2_a_sum,shuf2_a_mean,shuf2_a_n_tokens,shuf2_a_status,shuf2_b_sum,shuf2_b_mean,shuf2_b_n_tokens,shuf2_b_status,delta1,delta2,correct_margin_c1,correct_margin_c2,min_signed_margin,interaction,crossed_success,c1_success,c2_success,same_sign_positive,same_sign_negative,none_delta,delta1_minus_none,delta2_minus_none,shuf_delta1,shuf_delta2,shuf_correct_margin_c1,shuf_correct_margin_c2,shuf_min_signed_margin,shuf_interaction,shuf_crossed_success,interaction_excess_over_shuffled,min_margin_excess_over_shuffled
coupled_aligned_20M,original,A_0001,A_spatial_direct,inside_outside,1.0,inside,outside,1.0257787325456498,True,,B_transfer_role,-5.868427276611328,-5.868427276611328,1,ok,-6.494986534118652,-6.494986534118652,1,ok,-5.874277114868164,-5.874277114868164,1,ok,-6.478644371032715,-6.478644371032715,1,ok,-5.958541393280029,-5.958541393280029,1,ok,-6.6703948974609375,-6.6703948974609375,1,ok,-5.942766189575195,-5.942766189575195,1,ok,-6.381342887878418,-6.381342887878418,1,ok,-5.9974236488342285,-5.9974236488342285,1,ok,-6.3978753089904785,-6.3978753089904785,1,ok,0.6265592575073242,0.6043672561645508,0.6265592575073242,-0.6043672561645508,-0.6043672561645508,0.022192001342773438,False,True,False,True,False,0.7118535041809082,-0.08529424667358398,-0.10748624801635742,0.43857669830322266,0.40045166015625,0.43857669830322266,-0.40045166015625,-0.40045166015625,0.038125038146972656,False,-0.01593303680419922,-0.20391559600830078
coupled_aligned_20M,original,A_0002,A_spatial_direct,on_under,1.0,on,under,18.004459861248762,False,,B_transfer_role,-3.1208815574645996,-3.1208815574645996,1,ok,-5.134803771972656,-5.134803771972656,1,ok,-3.1668238639831543,-3.1668238639831543,1,ok,-5.136084079742432,-5.136084079742432,1,ok,-3.157702922821045,-3.157702922821045,1,ok,-5.146067142486572,-5.146067142486572,1,ok,-3.284571409225464,-3.284571409225464,1,ok,-5.164682388305664,-5.164682388305664,1,ok,-3.2986788749694824,-3.2986788749694824,1,ok,-5.18964147567749,-5.18964147567749,1,ok,2.0139222145080566,1.9692602157592773,2.0139222145080566,-1.9692602157592773,-1.9692602157592773,0.0446619987487793,False,True,False,True,False,1.9883642196655273,0.025557994842529297,-0.01910400390625,1.8801109790802002,1.8909626007080078,1.8801109790802002,-1.8909626007080078,-1.8909626007080078,-0.010851621627807617,False,0.055513620376586914,-0.07829761505126953
coupled_aligned_20M,original,A_0003,A_spatial_direct,on_under,1.0,on,under,18.004459861248762,False,,B_transfer_role,-3.4161951541900635,-3.4161951541900635,1,ok,-5.313886642456055,-5.313886642456055,1,ok,-3.4546804428100586,-3.4546804428100586,1,ok,-5.310993194580078,-5.310993194580078,1,ok,-3.3988804817199707,-3.3988804817199707,1,ok,-5.247479438781738,-5.247479438781738,1,ok,-3.3844261169433594,-3.3844261169433594,1,ok,-5.280062198638916,-5.280062198638916,1,ok,-3.356245756149292,-3.356245756149292,1,ok,-5.24129581451416,-5.24129581451416,1,ok,1.8976914882659912,1.8563127517700195,1.8976914882659912,-1.8563127517700195,-1.8563127517700195,0.04137873649597168,False,True,False,True,False,1.8485989570617676,0.04909253120422363,0.007713794708251953,1.8956360816955566,1.8850500583648682,1.8956360816955566,-1.8850500583648682,-1.8850500583648682,0.010586023330688477,False,0.030792713165283203,0.028737306594848633
coupled_aligned_20M,original,A_0004,A_spatial_direct,above_below,1.0,above,below,1.9215116279069768,True,,B_transfer_role,-4.960168838500977,-4.960168838500977,1,ok,-6.439145088195801,-6.439145088195801,1,ok,-4.97042179107666,-4.97042179107666,1,ok,-6.416244029998779,-6.416244029998779,1,ok,-5.088067531585693,-5.088067531585693,1,ok,-6.625151634216309,-6.625151634216309,1,ok,-4.995309829711914,-4.995309829711914,1,ok,-6.49737024307251,-6.49737024307251,1,ok,-5.101341724395752,-5.101341724395752,1,ok,-6.608011722564697,-6.608011722564697,1,ok,1.4789762496948242,1.4458222389221191,1.4789762496948242,-1.4458222389221191,-1.4458222389221191,0.03315401077270508,False,True,False,True,False,1.5370841026306152,-0.058107852935791016,-0.0912618637084961,1.5020604133605957,1.5066699981689453,1.5020604133605957,-1.5066699981689453,-1.5066699981689453,-0.004609584808349609,False,0.03776359558105469,0.06084775924682617
coupled_aligned_20M,original,A_0005,A_spatial_direct,above_below,1.0,above,below,1.9215116279069768,True,,B_transfer_role,-5.541070938110352,-5.541070938110352,1,ok,-6.70737361907959,-6.70737361907959,1,ok,-5.542428970336914,-5.542428970336914,1,ok,-6.686234951019287,-6.686234951019287,1,ok,-5.649357795715332,-5.649357795715332,1,ok,-6.861928462982178,-6.861928462982178,1,ok,-5.521481513977051,-5.521481513977051,1,ok,-6.772771835327148,-6.772771835327148,1,ok,-5.50704288482666,-5.50704288482666,1,ok,-6.744611740112305,-6.744611740112305,1,ok,1.1663026809692383,1.143805980682373,1.1663026809692383,-1.143805980682373,-1.143805980682373,0.022496700286865234,False,True,False,True,False,1.2125706672668457,-0.04626798629760742,-0.06876468658447266,1.2512903213500977,1.2375688552856445,1.2512903213500977,-1.2375688552856445,-1.2375688552856445,0.013721466064453125,False,0.00877523422241211,0.09376287460327148
coupled_aligned_20M,original,A_0006,A_spatial_direct,above_below,1.0,above,below,1.9215116279069768,True,,B_transfer_role,-5.277310371398926,-5.277310371398926,1,ok,-6.625926971435547,-6.625926971435547,1,ok,-5.270931720733643,-5.270931720733643,1,ok,-6.601720809936523,-6.601720809936523,1,ok,-5.477541923522949,-5.477541923522949,1,ok,-6.8143720626831055,-6.8143720626831055,1,ok,-5.259204864501953,-5.259204864501953,1,ok,-6.686971664428711,-6.686971664428711,1,ok,-5.376023292541504,-5.376023292541504,1,ok,-6.777554512023926,-6.777554512023926,1,ok,1.348616600036621,1.3307890892028809,1.348616600036621,-1.3307890892028809,-1.3307890892028809,0.017827510833740234,False,True,False,True,False,1.3368301391601562,0.011786460876464844,-0.006041049957275391,1.4277667999267578,1.4015312194824219,1.4277667999267578,-1.4015312194824219,-1.4015312194824219,0.026235580444335938,False,-0.008408069610595703,0.07074213027954102
coupled_aligned_20M,original,A_0007,A_spatial_direct,above_below,1.0,above,below,1.9215116279069768,True,,B_transfer_role,-5.641871452331543,-5.641871452331543,1,ok,-6.976894378662109,-6.976894378662109,1,ok,-5.656988143920898,-5.656988143920898,1,ok,-6.955180644989014,-6.955180644989014,1,ok,-5.718319416046143,-5.718319416046143,1,ok,-7.096622467041016,-7.096622467041016,1,ok,-5.605790138244629,-5.605790138244629,1,ok,-6.9943952560424805,-6.9943952560424805,1,ok,-5.61376953125,-5.61376953125,1,ok,-6.978942394256592,-6.978942394256592,1,ok,1.3350229263305664,1.2981925010681152,1.3350229263305664,-1.2981925010681152,-1.2981925010681152,0.03683042526245117,False,True,False,True,False,1.378303050994873,-0.04328012466430664,-0.08011054992675781,1.3886051177978516,1.3651728630065918,1.3886051177978516,-1.3651728630065918,-1.3651728630065918,0.023432254791259766,False,0.013398170471191406,0.06698036193847656
coupled_aligned_20M,original,A_0008,A_spatial_direct,inside_outside,1.0,inside,outside,1.0257787325456498,True,,B_transfer_role,-5.496513366699219,-5.496513366699219,1,ok,-6.283132553100586,-6.283132553100586,1,ok,-5.50445032119751,-5.50445032119751,1,ok,-6.25925874710083,-6.25925874710083,1,ok,-5.570716381072998,-5.570716381072998,1,ok,-6.411357879638672,-6.411357879638672,1,ok,-5.738439559936523,-5.738439559936523,1,ok,-6.285689830780029,-6.285689830780029,1,ok,-5.731451511383057,-5.731451511383057,1,ok,-6.268321514129639,-6.268321514129639,1,ok,0.7866191864013672,0.7548084259033203,0.7866191864013672,-0.7548084259033203,-0.7548084259033203,0.031810760498046875,False,True,False,True,False,0.8406414985656738,-0.05402231216430664,-0.08583307266235352,0.5472502708435059,0.536870002746582,0.5472502708435059,-0.536870002746582,-0.536870002746582,0.010380268096923828,False,0.021430492401123047,-0.21793842315673828
coupled_aligned_20M,original,A_0009,A_spatial_direct,inside_outside,1.0,inside,outside,1.0257787325456498,True,,B_transfer_role,-5.91062068939209,-5.91062068939209,1,ok,-6.516080856323242,-6.516080856323242,1,ok,-5.912193298339844,-5.912193298339844,1,ok,-6.496423244476318,-6.496423244476318,1,ok,-5.980522632598877,-5.980522632598877,1,ok,-6.703912734985352,-6.703912734985352,1,ok,-5.941421985626221,-5.941421985626221,1,ok,-6.319342136383057,-6.319342136383057,1,ok,-5.968908309936523,-5.968908309936523,1,ok,-6.3371171951293945,-6.3371171951293945,1,ok,0.6054601669311523,0.5842299461364746,0.6054601669311523,-0.5842299461364746,-0.5842299461364746,0.021230220794677734,False,True,False,True,False,0.7233901023864746,-0.11792993545532227,-0.13916015625,0.37792015075683594,0.3682088851928711,0.37792015075683594,-0.3682088851928711,-0.3682088851928711,0.009711265563964844,False,0.01151895523071289,-0.21602106094360352
coupled_aligned_20M,original,A_0010,A_spatial_direct,above_below,1.0,above,below,1.9215116279069768,True,,B_transfer_role,-5.691014289855957,-5.691014289855957,1,ok,-6.893500328063965,-6.893500328063965,1,ok,-5.6956939697265625,-5.6956939697265625,1,ok,-6.87002420425415,-6.87002420425415,1,ok,-5.816078186035156,-5.816078186035156,1,ok,-7.081162452697754,-7.081162452697754,1,ok,-5.6403069496154785,-5.6403069496154785,1,ok,-6.9532623291015625,-6.9532623291015625,1,ok,-5.708118438720703,-5.708118438720703,1,ok,-7.005040645599365,-7.005040645599365,1,ok,1.2024860382080078,1.174330234527588,1.2024860382080078,-1.174330234527588,-1.174330234527588,0.028155803680419922,False,True,False,True,False,1.2650842666625977,-0.06259822845458984,-0.09075403213500977,1.312955379486084,1.296922206878662,1.312955379486084,-1.296922206878662,-1.296922206878662,0.016033172607421875,False,0.012122631072998047,0.12259197235107422
coupled_aligned_20M,original,A_0011,A_spatial_direct,above_below,1.0,above,below,1.9215116279069768,True,,B_transfer_role,-5.5418701171875,-5.5418701171875,1,ok,-6.710657119750977,-6.710657119750977,1,ok,-5.544275283813477,-5.544275283813477,1,ok,-6.689451217651367,-6.689451217651367,1,ok,-5.70219087600708,-5.70219087600708,1,ok,-6.902747631072998,-6.902747631072998,1,ok,-5.535368919372559,-5.535368919372559,1,ok,-6.737839698791504,-6.737839698791504,1,ok,-5.535072326660156,-5.535072326660156,1,ok,-6.749724388122559,-6.749724388122559,1,ok,1.1687870025634766,1.1451759338378906,1.1687870025634766,-1.1451759338378906,-1.1451759338378906,0.023611068725585938,False,True,False,True,False,1.200556755065918,-0.031769752502441406,-0.055380821228027344,1.2024707794189453,1.2146520614624023,1.2024707794189453,-1.2146520614624023,-1.2146520614624023,-0.012181282043457031,False,0.03579235076904297,0.06947612762451172
coupled_aligned_20M,original,A_0012,A_spatial_direct,on_under,1.0,on,under,18.004459861248762,False,,B_transfer_role,-2.847376823425293,-2.847376823425293,1,ok,-5.0667314529418945,-5.0667314529418945,1,ok,-2.8773326873779297,-2.8773326873779297,1,ok,-5.060960292816162,-5.060960292816162,1,ok,-2.990710735321045,-2.990710735321045,1,ok,-5.0875773429870605,-5.0875773429870605,1,ok,-3.0018765926361084,-3.0018765926361084,1,ok,-5.094725608825684,-5.094725608825684,1,ok,-3.054025888442993,-3.054025888442993,1,ok,-5.121333122253418,-5.121333122253418,1,ok,2.2193546295166016,2.1836276054382324,2.2193546295166016,-2.1836276054382324,-2.1836276054382324,0.03572702407836914,False,True,False,True,False,2.0968666076660156,0.12248802185058594,0.0867609977722168,2.092849016189575,2.067307233810425,2.092849016189575,-2.067307233810425,-2.067307233810425,0.02554178237915039,False,0.01018524169921875,-0.11632037162780762
