arch,arm,checkpoint,seed,role,probe_family,probe_id,effect_no_all_relevant_updates,effect_no_initial_qbox,effect_no_last_relevant_update,entity_type,irrelevant_ops,item_index,margin_full,margin_no_all_relevant_updates,margin_no_initial_qbox,margin_no_last_relevant_update,prefix_words_full,query_box,relevant_updates,reported_numops,stale_idx,total_ops,uid
D,D_V_43222,chck_80M,43222,V,entity_gold_stale_cue_ablation,entityabl:0:regular_2_ops:7,1.1609028577804565,1.6006109714508057,0.2540628910064697,regular,1,7,6.212240695953369,7.373143553733826,7.812851667404175,6.466303586959839,89,0,2,2,1,3,regular_2_ops
D,D_V_43222,chck_80M,43222,V,entity_gold_stale_cue_ablation,entityabl:1000:move_contents_3_ops:54,-0.30365562438964844,0.5202412605285645,-2.1881470680236816,move_contents,5,54,-2.0360302925109863,-2.3396859169006348,-1.5157890319824219,-4.224177360534668,136,5,3,3,1,8,move_contents_3_ops
D,D_V_43222,chck_80M,43222,V,entity_gold_stale_cue_ablation,entityabl:1001:move_contents_3_ops:56,-5.371699810028076,-2.935929298400879,3.386744976043701,move_contents,5,56,6.262136936187744,0.890437126159668,3.3262076377868652,9.648881912231445,111,2,3,3,1,8,move_contents_3_ops
D,D_V_43222,chck_80M,43222,V,entity_gold_stale_cue_ablation,entityabl:1002:move_contents_3_ops:71,-1.5006067752838135,0.30020904541015625,0.7540559768676758,move_contents,5,71,-5.760461807250977,-7.26106858253479,-5.46025276184082,-5.006405830383301,134,5,3,3,1,8,move_contents_3_ops
D,D_V_43222,chck_80M,43222,V,entity_gold_stale_cue_ablation,entityabl:1003:move_contents_3_ops:78,1.1304311752319336,-0.4313011169433594,0.5166635513305664,move_contents,5,78,-1.318324089050293,-0.18789291381835938,-1.7496252059936523,-0.8016605377197266,119,2,3,3,1,8,move_contents_3_ops
D,D_V_43222,chck_80M,43222,V,entity_gold_stale_cue_ablation,entityabl:1004:move_contents_3_ops:91,0.09751081466674805,-0.7321200370788574,1.0655145645141602,move_contents,5,91,1.4738965034484863,1.5714073181152344,0.7417764663696289,2.5394110679626465,124,2,3,3,1,8,move_contents_3_ops
D,D_V_43222,chck_80M,43222,V,entity_gold_stale_cue_ablation,entityabl:1005:move_contents_3_ops:97,-2.9033000469207764,1.2981038093566895,-0.8735160827636719,move_contents,7,97,9.274131298065186,6.370831251144409,10.572235107421875,8.400615215301514,149,4,2,3,1,9,move_contents_3_ops
D,D_V_43222,chck_80M,43222,V,entity_gold_stale_cue_ablation,entityabl:1006:move_contents_3_ops:108,-1.9804925918579102,0.16070842742919922,-2.041189193725586,move_contents,6,108,2.0447559356689453,0.06426334381103516,2.2054643630981445,0.003566741943359375,143,0,3,3,1,9,move_contents_3_ops
D,D_V_43222,chck_80M,43222,V,entity_gold_stale_cue_ablation,entityabl:1007:move_contents_3_ops:109,-1.531062126159668,0.8866415023803711,-0.9143705368041992,move_contents,7,109,-2.23629093170166,-3.767353057861328,-1.349649429321289,-3.1506614685058594,119,4,2,3,1,9,move_contents_3_ops
D,D_V_43222,chck_80M,43222,V,entity_gold_stale_cue_ablation,entityabl:1008:move_contents_3_ops:111,0.5454611778259277,-0.11797189712524414,0.456449031829834,move_contents,7,111,-3.3219265937805176,-2.77646541595459,-3.4398984909057617,-2.8654775619506836,130,0,2,3,1,9,move_contents_3_ops
