target,decoder_mode,layer_index,layer,pair_id,family,template_id,alt_type,alt_0,alt_1,correct_AB,correct_BA,margin_AB,margin_BA,four_cell_M,both_correct,swap_both_correct,erased_bias,s_AB_alt0,s_AB_alt1,s_BA_alt0,s_BA_alt1,s_erased_alt0,s_erased_alt1
matched_base_80M,raw,0,emb,151000,natural_transfer,nt01,people,Arun,Nina,Nina,Arun,10.666187286376953,-10.666187286376953,0.0,False,False,9.99342155456543,-23.064668655395508,-12.398481369018555,-23.064668655395508,-12.398481369018555,-22.396129608154297,-12.402708053588867
matched_base_80M,raw,0,emb,151001,natural_transfer,nt01,people,Leah,Omar,Omar,Leah,-9.443277359008789,9.443277359008789,0.0,False,False,-8.902535438537598,-15.234369277954102,-24.67764663696289,-15.234369277954102,-24.67764663696289,-15.148724555969238,-24.051259994506836
matched_base_80M,raw,0,emb,151002,natural_transfer,nt01,people,Clara,Nina,Nina,Clara,2.261638641357422,-2.261638641357422,0.0,False,False,1.8759222030639648,-14.08660888671875,-11.824970245361328,-14.08660888671875,-11.824970245361328,-14.278630256652832,-12.402708053588867
matched_base_80M,raw,0,emb,151003,natural_transfer,nt01,people,Mina,Ava,Ava,Mina,-0.34794044494628906,0.34794044494628906,0.0,False,False,-1.0913257598876953,-21.117401123046875,-21.465341567993164,-21.117401123046875,-21.465341567993164,-20.59916114807129,-21.690486907958984
matched_base_80M,raw,0,emb,151004,natural_transfer,nt01,people,Pia,Leo,Leo,Pia,6.830389022827148,-6.830389022827148,0.0,False,False,7.640229225158691,-20.97636604309082,-14.145977020263672,-20.97636604309082,-14.145977020263672,-21.424171447753906,-13.783942222595215
matched_base_80M,raw,0,emb,151005,natural_transfer,nt01,people,Rosa,Nina,Nina,Rosa,9.066593170166016,-9.066593170166016,0.0,False,False,8.758365631103516,-21.5301456451416,-12.463552474975586,-21.5301456451416,-12.463552474975586,-21.161073684692383,-12.402708053588867
matched_base_80M,raw,0,emb,151006,natural_transfer,nt01,people,Jules,Ava,Ava,Jules,1.2900123596191406,-1.2900123596191406,0.0,False,False,2.1451778411865234,-23.662099838256836,-22.372087478637695,-23.662099838256836,-22.372087478637695,-23.835664749145508,-21.690486907958984
matched_base_80M,raw,0,emb,151007,natural_transfer,nt01,people,Owen,Zoe,Zoe,Owen,-9.430206298828125,9.430206298828125,0.0,False,False,-9.746298789978027,-14.57635498046875,-24.006561279296875,-14.57635498046875,-24.006561279296875,-14.396134376525879,-24.142433166503906
matched_base_80M,raw,0,emb,151008,natural_transfer,nt01,people,Mira,Pia,Pia,Mira,2.8439502716064453,-2.8439502716064453,0.0,False,False,2.0265464782714844,-24.119722366333008,-21.275772094726562,-24.119722366333008,-21.275772094726562,-23.45071792602539,-21.424171447753906
matched_base_80M,raw,0,emb,151009,natural_transfer,nt01,people,Eli,Mina,Mina,Eli,-6.144472122192383,6.144472122192383,0.0,False,False,-6.578112602233887,-14.85948371887207,-21.003955841064453,-14.85948371887207,-21.003955841064453,-14.021048545837402,-20.59916114807129
