mode,word,pred_model_aoa,pred_model_status,measured_model_aoa,child_aoa,oracle_only
current,airplane,7.1334161217089544,ok,,20.857213364310372,0
current,animal,7.020784522752165,ok,,24.330089945071023,0
current,ankle,,threshold_below_lower_asymptote,,,0
current,ant,,threshold_above_upper_asymptote,,25.413634821019915,0
current,apple,,threshold_above_upper_asymptote,,18.28091715859917,0
current,arm,7.002925144438689,ok,6.725838454412328,21.99539913263884,0
current,asleep,6.680339792033078,ok,7.243230436993157,24.723574946808974,0
current,aunt,7.000255670641244,ok,6.923067207370445,25.525525066233225,0
current,awake,7.155291796803633,ok,,25.8884576271836,0
current,baby,6.865925235574665,ok,,,0
current,backyard,6.882222284054337,ok,7.175732232914403,27.587137860896238,0
current,bad,6.767960828308668,ok,6.703423777826876,25.24613058723793,0
current,ball,6.868975608744682,ok,,,0
current,balloon,,threshold_above_upper_asymptote,,18.890724143191804,0
current,banana,,threshold_above_upper_asymptote,,16.111616257951134,0
current,basement,,threshold_above_upper_asymptote,,,0
current,basket,,threshold_above_upper_asymptote,,26.039532817543783,0
current,bat,7.116613708373195,ok,,27.097241206641463,0
current,bath,7.084814316808123,ok,7.152780239871319,18.505566610748357,0
current,bathroom,7.019961189569055,ok,7.640538512676481,23.557409105204858,0
current,bathtub,,threshold_above_upper_asymptote,,22.49947524893918,0
current,beach,6.935113960333538,ok,7.2886553257249584,26.499831193868143,0
current,beads,7.331452620691335,ok,,,0
current,beans,7.25010795588029,ok,,25.33209562564099,0
current,bear,7.064129317013241,ok,,20.255559869502484,0
current,bed,6.884612779996604,ok,6.937220315880226,20.670831293608018,0
current,bedroom,7.060062693563496,ok,7.047629378867176,25.160391755050476,0
current,bee,,threshold_above_upper_asymptote,,21.516560770858195,0
current,belt,,threshold_above_upper_asymptote,,28.65699534588996,0
current,bench,,threshold_above_upper_asymptote,,,0
current,better,,threshold_below_lower_asymptote,6.69970685892443,27.4836269032841,0
current,bib,7.24037286581994,ok,7.470658950713971,24.42989021903271,0
current,bicycle,,threshold_above_upper_asymptote,,22.29181500457535,0
current,big,6.4853715609306555,ok,6.701221799096622,22.607359585163238,0
current,bird,6.944981272292115,ok,7.38864451128322,18.06848056468084,0
current,bite,7.132538511780389,ok,,22.943816797389026,0
current,black,6.72189961935249,ok,6.722076141829876,25.804687037784696,0
current,blanket,7.31716380650538,ok,,21.042952598226645,0
current,block,7.049873468305226,ok,7.062174455707691,21.984059781669306,0
current,blow,7.189949433048276,ok,,24.239916417068418,0
current,blue,7.00313983744804,ok,,22.642599694308036,0
current,boat,6.952938713117814,ok,6.5780324209038445,21.092331322802426,0
current,book,,threshold_below_lower_asymptote,,,0
current,boots,7.01912727434797,ok,7.760202494714075,21.72477463112487,0
current,bottle,7.0805484083456305,ok,,20.82785610568821,0
current,bottom,6.598614462354385,ok,7.013460797577626,22.21268312207221,0
current,bowl,6.966614361062376,ok,7.328332814792982,22.558643297425284,0
current,box,6.942155109281999,ok,,22.744450977282813,0
current,boy,6.69751822427187,ok,6.4882097140909885,23.9923879977722,0
current,bread,6.967344258412873,ok,7.10238267327022,22.252228192835148,0
current,break,6.909499303644741,ok,6.992826914673613,25.062903657705817,0
current,breakfast,7.05259284006793,ok,7.724263176442575,24.161838030910175,0
current,bring,7.0368856144538565,ok,,26.76659041051839,0
current,broken,7.0688315637902,ok,,23.62808164061539,0
current,broom,,threshold_above_upper_asymptote,,24.2589798322677,0
current,brother,,threshold_below_lower_asymptote,6.8830968196742575,27.4731814681999,0
current,brown,7.096642946936817,ok,,26.727189326690834,0
current,brush,,threshold_above_upper_asymptote,,22.41074269142454,0
current,bubbles,,threshold_above_upper_asymptote,,18.6969613851801,0
current,bucket,7.190257282794834,ok,7.76684742072982,26.218844749584207,0
current,bug,,threshold_above_upper_asymptote,,22.30427491762293,0
current,build,6.909367669196823,ok,6.818922245114364,26.870721478274586,0
current,bump,,threshold_above_upper_asymptote,,26.798361550951917,0
current,bunny,7.329567964183828,ok,,21.125256823558722,0
current,bus,7.05613656591935,ok,7.015037407211515,20.85319790543193,0
current,butter,7.040730023203074,ok,,25.064198626684203,0
current,butterfly,,threshold_above_upper_asymptote,,23.08087199144578,0
current,buttocks,6.952555948889248,ok,,22.21268312207221,0
current,button,,threshold_above_upper_asymptote,,23.297598677811564,0
current,buy,6.812440773204623,ok,6.854213213347617,27.89149822311601,0
current,cake,7.000143579570305,ok,7.42885920195677,22.219009204871558,0
current,camera,7.054729130738532,ok,7.593374305668603,25.871615597327157,0
current,camping,,threshold_above_upper_asymptote,,,0
current,candy,7.088556614070215,ok,7.5277429984617905,23.38912238818194,0
current,car,6.885694471086481,ok,6.955669784047243,17.496796781553705,0
current,careful,6.8152971594580745,ok,6.921162218776732,26.38063961823633,0
current,carrots,,threshold_above_upper_asymptote,,23.78948237489513,0
current,carry,6.965614650832666,ok,7.234091308768786,25.336988814569168,0
current,cat,6.965477535147138,ok,6.811454401616483,18.228507346753123,0
current,catch,7.011226580596181,ok,,25.372205870213676,0
current,cereal,,threshold_above_upper_asymptote,,22.708870905740664,0
current,chair,7.027476056631407,ok,7.582304558629823,21.225459750312105,0
current,chalk,,threshold_above_upper_asymptote,,27.61672611437907,0
current,chase,,threshold_above_upper_asymptote,,28.842892462186086,0
current,cheek,,threshold_above_upper_asymptote,,23.2702739213262,0
current,cheerios,,threshold_above_upper_asymptote,7.88888180710685,24.062888534669234,0
current,cheese,7.218173949962848,ok,,18.558248075188768,0
current,child,,threshold_below_lower_asymptote,,,0
current,chin,,threshold_above_upper_asymptote,7.782377686819169,23.9251259404125,0
current,chocolate,7.17999132554053,ok,,24.58033128800783,0
current,church,6.940372996716218,ok,,,0
current,circus,7.26946343942711,ok,,,0
current,climb,7.101335824925568,ok,7.0341928935101485,25.58444891978825,0
current,clock,6.95636818203664,ok,7.259743420737998,23.99618230263423,0
current,close,7.005309179870809,ok,,24.519368084825462,0
current,closet,,threshold_above_upper_asymptote,,26.335369068359697,0
current,cloud,7.183616842579918,ok,,25.376185134448264,0
current,clown,,threshold_above_upper_asymptote,,,0
current,coat,7.0216318014950465,ok,7.058638759291494,22.922576688186258,0
current,coffee,6.976014126996021,ok,7.0756059712216,24.665622637597178,0
current,coke,,threshold_below_lower_asymptote,,,0
current,cold,6.925729236594551,ok,7.162526933372835,21.557924255355925,0
current,comb,7.035220944136887,ok,7.015460730530572,25.991290549889374,0
current,cook,7.095452212176535,ok,,25.150438741536785,0
current,cookie,,threshold_above_upper_asymptote,,19.063897306535317,0
current,corn,7.0482337740957135,ok,7.0061047374140575,24.30521021007631,0
current,couch,7.00159958889859,ok,7.029849255172657,24.274913544484477,0
current,country,,threshold_below_lower_asymptote,,,0
current,cover,7.036337305721419,ok,7.1603592672834795,29.120587673006845,0
current,cow,,threshold_above_upper_asymptote,,20.301428582055962,0
current,cowboy,,threshold_above_upper_asymptote,,,0
current,cracker,,threshold_above_upper_asymptote,,20.635361433164334,0
current,crayon,,threshold_above_upper_asymptote,,23.199101707700617,0
current,crib,,threshold_above_upper_asymptote,7.777648210023684,25.501641294998937,0
current,cry,6.954051440087468,ok,7.043897072165148,23.357992706748902,0
current,cup,6.8594155849615355,ok,7.004636370012655,20.04657761410228,0
current,cut,6.964018649400761,ok,7.411136371987506,26.48415491454615,0
current,cute,,threshold_above_upper_asymptote,,27.646593332551518,0
current,daddy,6.959271881783465,ok,,,0
current,dance,7.079347429809729,ok,6.977861542481049,23.335263733647373,0
current,dark,6.969775121272297,ok,,26.0144061423592,0
current,day,,threshold_below_lower_asymptote,6.755711034627276,28.57030413820359,0
current,deer,,threshold_above_upper_asymptote,,27.88841176179346,0
current,diaper,,threshold_above_upper_asymptote,,20.32324248611525,0
current,dinner,6.91497469659087,ok,7.142528292760819,24.335488629604637,0
current,dirty,,threshold_above_upper_asymptote,,22.77759428568781,0
current,dish,7.166715285832728,ok,7.693096266004384,28.392517499821075,0
current,doctor,6.904908971976394,ok,6.753394551812259,25.058857514368704,0
current,dog,6.986739631391065,ok,,,0
current,doll,7.038715710324314,ok,7.522442192232571,23.083057299428276,0
current,donkey,,threshold_above_upper_asymptote,,,0
current,donut,,threshold_above_upper_asymptote,,26.470267452063016,0
current,door,,threshold_below_lower_asymptote,6.688988403347932,21.094330119099542,0
current,downtown,,threshold_above_upper_asymptote,,,0
current,draw,7.085849744596928,ok,,25.332147277029616,0
current,drawer,7.123847245586828,ok,7.26984634718111,28.011508334888347,0
current,drive,7.075556005316653,ok,7.722365437887102,25.239924635828906,0
current,drop,7.155126979719124,ok,,26.122703160314753,0
current,dryer,,threshold_below_lower_asymptote,,,0
current,duck,,threshold_above_upper_asymptote,,18.166198717402246,0
current,dump,,threshold_above_upper_asymptote,,,0
current,ear,7.049531749861105,ok,7.010246635039565,18.557045885439496,0
current,eat,,threshold_below_lower_asymptote,6.9433926538932065,20.38286318166485,0
current,egg,7.09608384039701,ok,7.14665871429845,21.979637752951344,0
current,elephant,,threshold_above_upper_asymptote,,22.548457510004862,0
current,empty,7.016608433886541,ok,7.046955949563199,26.529972503464574,0
current,eye,6.8867669578152535,ok,7.0449611325621655,17.56441529060678,0
current,face,6.8717017681896335,ok,,23.708999528999072,0
current,fall,6.907911275587554,ok,7.311190153082224,23.398800241984326,0
current,farm,7.0662630009440495,ok,7.004468250936978,28.02073014859909,0
current,fast,6.983716652881262,ok,7.090780030209967,25.50491253156236,0
current,feed,7.034697841630697,ok,7.485859577282093,27.19892571562119,0
current,find,,threshold_below_lower_asymptote,6.446143622353852,25.64249106636554,0
current,fine,6.963932528943455,ok,,,0
current,finger,6.987665481165737,ok,6.793246330576963,21.849311819029033,0
current,finish,7.0539648365696594,ok,7.457667094338411,27.879604149197586,0
current,fireman,,threshold_above_upper_asymptote,,28.027488402045414,0
current,first,,threshold_below_lower_asymptote,,28.986200167021508,0
current,fit,6.996171963568031,ok,7.019049910868102,29.91292643388448,0
current,fix,6.964697201211349,ok,7.3785185784242815,25.022576246429,0
current,flag,6.9890756715015785,ok,7.053213277398209,27.41475309249198,0
current,flower,7.0532073901358725,ok,7.143130270855823,21.001766818807774,0
current,food,6.810168336479943,ok,6.8271030633788685,23.482138731792105,0
current,foot,7.067648363164646,ok,,21.095607950124922,0
current,fork,,threshold_above_upper_asymptote,,21.87941295589893,0
current,friend,,threshold_below_lower_asymptote,6.748480914606483,26.671894161677375,0
current,frog,7.053906101278149,ok,,22.223801199230163,0
current,full,6.929403998889432,ok,,27.37585639496008,0
current,game,,threshold_below_lower_asymptote,6.8527454292611765,26.554617597246853,0
current,garage,,threshold_above_upper_asymptote,,27.447544584468154,0
current,garbage,,threshold_above_upper_asymptote,,25.304431824858803,0
current,garden,6.9802870059126825,ok,6.666555008268576,29.741359401871044,0
current,gentle,,threshold_above_upper_asymptote,,28.36573384565024,0
current,get,,threshold_below_lower_asymptote,6.4194071814240194,24.364636413972246,0
current,giraffe,,threshold_above_upper_asymptote,,24.13249839791901,0
current,girl,,threshold_below_lower_asymptote,6.8424017439871045,24.667729430346036,0
current,give,6.715383323580062,ok,6.266033750653779,25.598843914428592,0
current,glass,6.981069296195478,ok,,26.12412706803039,0
current,glasses,7.252246079685025,ok,7.228702708803273,23.829833304182998,0
current,gloves,,threshold_above_upper_asymptote,,27.18554578254517,0
current,glue,,threshold_above_upper_asymptote,,,0
current,go,,threshold_below_lower_asymptote,6.607180174809331,19.7106217091394,0
current,good,,threshold_below_lower_asymptote,6.205265101934544,24.339939004434495,0
current,goose,,threshold_above_upper_asymptote,,,0
current,grandma,,threshold_above_upper_asymptote,,17.654354032398764,0
current,grandpa,,threshold_above_upper_asymptote,7.3344399405342635,18.888869147169988,0
current,grapes,,threshold_above_upper_asymptote,,22.395948946531167,0
current,grass,6.953870999787173,ok,7.0484150077420615,23.607923804559615,0
current,green,6.898108544376966,ok,6.904017142316343,24.21157425029654,0
current,gum,,threshold_above_upper_asymptote,,,0
