label,pred_id,entity_type,reported_numops,total_ops,irrelevant_ops,irrelevant_bin,base_correct,label_correct,gold,pred,pred_item_count,gold_item_count,pred_item_hits,gold_item_hits,pred_minus_gold_item_hits,pred_item_hit_fraction,gold_item_hit_fraction,pred_token_hits,gold_token_hits,pred_minus_gold_token_hits,pred_token_hit_fraction,gold_token_hit_fraction,pred_more_items,pred_more_tokens,pred_less_items,pred_less_tokens,pred_hit_items,gold_hit_items,operation_items,operations,flip_type
coherent86,ambiref_0_ops_57,ambiref,0,0,0,0,1,0,the blue ball and the yellow chemical and the small magazine.,the green bomb and the red jacket and the small hat.,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,,,base_correct_to_label_wrong
coherent86,ambiref_0_ops_114,ambiref,0,1,1,1-3,1,0,the big cake and the big bread and the small watch.,the big cake and the big bread and the big watch.,3,3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.125,0.125,False,False,False,False,,,the green watch,Move the watch from Box 0 to Box 1.,base_correct_to_label_wrong
coherent86,ambiref_0_ops_193,ambiref,0,2,2,1-3,0,1,the small meat and the yellow tape.,the small meat and the yellow tape.,2,2,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.4,0.4,False,False,False,False,,,the yellow tissue || the yellow glass || the blue apple,Remove the tissue from Box 3. || Put the yellow glass and the blue apple into Box 3.,base_wrong_to_label_correct
coherent86,ambiref_0_ops_276,ambiref,0,3,3,1-3,1,0,the blue gift and the yellow watch.,the blue gift and the red gift.,2,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2,0.2,False,False,False,False,,,the yellow wire || the blue phone || the small card || the green shell,Remove the wire from Box 2. || Remove the phone and the card from Box 5. || Remove the shell from Box 1.,base_correct_to_label_wrong
coherent86,ambiref_0_ops_301,ambiref,0,3,3,1-3,1,0,the small magazine and the red gift and the blue magazine.,the small magazine and the red gift and the blue letter.,3,3,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.375,0.375,False,False,False,False,,,the red cream || the big plane || the green plane || the blue bill,Remove the cream and the plane from Box 5. || Move the plane from Box 0 to Box 2. || Put the blue bill into Box 0.,base_correct_to_label_wrong
coherent86,ambiref_0_ops_346,ambiref,0,5,5,4-6,1,0,the blue drug and the green flower and the yellow newspaper.,the blue drug and the green flower and the red fish.,3,3,1.0,0.0,1.0,0.3333333333333333,0.0,3.0,2.0,1.0,0.375,0.25,True,True,False,False,the red fish,,the red brick || the yellow milk || the blue camera || the red fish || the green television || the big brick || the red plane || the red engine,Move the brick and the milk from Box 1 to Box 0. || Remove the camera from Box 1. || Move the fish and the television from Box 5 to Box 1. || Remove the brick from Box 4. || Remove the plane and the engine from Box 4.,base_correct_to_label_wrong
coherent86,ambiref_0_ops_357,ambiref,0,5,5,4-6,1,0,the yellow train and the small picture.,the blue ball and the small picture.,2,2,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.4,0.2,False,True,False,False,,,the blue cross || the blue cross || the red computer || the big radio || the red computer || the blue computer,Move the cross from Box 6 to Box 5. || Move the cross and the computer from Box 5 to Box 3. || Move the radio from Box 1 to Box 5. || Move the computer from Box 3 to Box 4. || Remove the blue computer from Box 0.,base_correct_to_label_wrong
coherent86,ambiref_0_ops_365,ambiref,0,5,5,4-6,0,1,the small string and the red leaf.,the small string and the red leaf.,2,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2,0.2,False,False,False,False,,,the blue plant || the yellow cake || the small phone || the green watch || the yellow chemical || the big bill || the big fan,Remove the plant from Box 4. || Move the cake and the phone from Box 2 to Box 0. || Remove the watch and the chemical from Box 1. || Move the bill from Box 2 to Box 3. || Remove the fan from Box 1.,base_wrong_to_label_correct
coherent86,ambiref_0_ops_383,ambiref,0,6,6,4-6,1,0,the big newspaper and the yellow magazine.,the big newspaper and the red bag.,2,2,0.0,0.0,0.0,0.0,0.0,2.0,3.0,-1.0,0.4,0.6,False,False,False,True,,,the big bowl || the green cake || the big plane || the blue magazine || the small jacket || the blue plane || the green glass,Remove the bowl from Box 1. || Move the cake and the big plane from Box 5 to Box 6. || Remove the magazine from Box 3. || Remove the jacket from Box 1. || Remove the plane from Box 5. || Remove the glass from Box 3.,base_correct_to_label_wrong
coherent86,ambiref_0_ops_419,ambiref,0,7,7,7+,1,0,the red bag and the yellow bag.,the blue ice and the small medicine.,2,2,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.6,0.2,False,True,False,False,,,the small book || the yellow ticket || the green book || the blue drink || the blue creature || the yellow ticket || the red ice,Put the small book into Box 2. || Move the ticket from Box 4 to Box 3. || Put the green book into Box 6. || Remove the drink from Box 6. || Put the blue creature into Box 2. || Move the ticket from Box 3 to Box 6. || Remove the red ice from Box 0.,base_correct_to_label_wrong
coherent86,ambiref_0_ops_477,ambiref,0,10,10,7+,0,1,the green chemical and the yellow bill and the big crown.,the green chemical and the yellow bill and the big crown.,3,3,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.25,0.25,False,False,False,False,,,the big bread || the blue tissue || the blue rose || the green car || the big newspaper || the big newspaper || the yellow fish || the green car || the red fish || the green glass || the red fish || the red fish,Move the bread and the blue tissue from Box 3 to Box 1. || Put the blue rose into Box 3. || Move the car and the newspaper from Box 5 to Box 0. || Remove the newspaper from Box 0. || Move the fish from Box 5 to Box 3. || Remove the car from Box 0. || Put the red fish into Box 0. || Remove the glass from Box 4. || Move the fish from Box 0 to Box 2. || Move the fish from Box 2 to Box 1.,base_wrong_to_label_correct
coherent86,regular_0_ops_104,regular,0,0,0,0,0,1,the pot and the train.,the pot and the train.,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,,,base_wrong_to_label_correct
coherent86,regular_0_ops_134,regular,0,1,1,1-3,1,0,the book.,the card.,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the crown,Put the crown into Box 4.,base_correct_to_label_wrong
coherent86,regular_0_ops_217,regular,0,2,2,1-3,1,0,the car and the magazine and the note.,the bus and the flower and the tie.,3,3,1.0,0.0,1.0,0.3333333333333333,0.0,3.0,2.0,1.0,0.6,0.4,True,True,False,False,the bus,,the bus || the leaf || the rock,Remove the bus from Box 4. || Remove the leaf and the rock from Box 6.,base_correct_to_label_wrong
coherent86,regular_0_ops_256,regular,0,2,2,1-3,0,1,the ball and the file and the milk.,the ball and the file and the milk.,3,3,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.4,0.4,False,False,False,False,,,the bone || the bowl || the knife || the apple || the clock,Remove the bone and the bowl and the knife from Box 4. || Remove the apple and the clock from Box 6.,base_wrong_to_label_correct
coherent86,regular_0_ops_360,regular,0,4,4,4-6,0,1,the painting.,the painting.,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the file || the brick || the magazine || the camera,Remove the file from Box 2. || Move the brick from Box 6 to Box 5. || Remove the magazine from Box 4. || Remove the camera from Box 2.,base_wrong_to_label_correct
coherent86,regular_0_ops_367,regular,0,5,5,4-6,1,0,the book and the bottle and the cake.,the bill and the cash and the disk.,3,3,3.0,0.0,3.0,1.0,0.0,5.0,2.0,3.0,1.0,0.4,True,True,False,False,the bill || the cash || the disk,,the egg || the shell || the brain || the bill || the cash || the disk || the plant || the bomb,Remove the egg and the shell from Box 2. || Move the brain from Box 5 to Box 1. || Remove the bill and the cash and the disk from Box 0. || Move the plant from Box 6 to Box 4. || Put the bomb into Box 2.,base_correct_to_label_wrong
coherent86,regular_0_ops_377,regular,0,5,5,4-6,1,0,the book and the guitar and the magazine.,the book and the guitar and the game.,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the bomb || the shirt || the watch || the tea || the fish,Remove the bomb from Box 5. || Remove the shirt from Box 3. || Put the watch into Box 5. || Put the tea into Box 2. || Put the fish into Box 6.,base_correct_to_label_wrong
coherent86,regular_0_ops_410,regular,0,6,6,4-6,0,1,the game and the picture and the ticket.,the game and the picture and the ticket.,3,3,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.4,0.4,False,False,False,False,,,the bomb || the jacket || the medicine || the brick || the coffee || the cream || the brick || the coffee || the medicine,Move the bomb from Box 1 to Box 5. || Remove the jacket from Box 1. || Move the medicine from Box 6 to Box 3. || Put the brick and the coffee and the cream into Box 1. || Remove the brick and the coffee from Box 1. || Move the medicine from Box 3 to Box 2.,base_wrong_to_label_correct
coherent86,regular_0_ops_416,regular,0,6,6,4-6,1,0,the dress and the string and the tea.,the dress and the string and the clock.,3,3,1.0,0.0,1.0,0.3333333333333333,0.0,3.0,2.0,1.0,0.6,0.4,True,True,False,False,the clock,,the picture || the drug || the map || the tie || the pipe || the bell || the clock || the phone,Remove the picture from Box 6. || Remove the drug from Box 3. || Remove the map and the tie from Box 5. || Move the pipe from Box 5 to Box 3. || Put the bell and the clock into Box 6. || Remove the phone from Box 2.,base_correct_to_label_wrong
coherent86,move_contents_0_ops_94,move_contents,0,0,0,0,0,1,the leaf.,the leaf.,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,,,base_wrong_to_label_correct
coherent86,move_contents_0_ops_104,move_contents,0,1,1,1-3,1,0,the game and the guitar and the pot.,the bomb and the hat and the tie.,3,3,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.4,0.4,False,False,False,False,,,the bill || the ticket,Move the bill and the ticket from Box 3 to Box 0.,base_correct_to_label_wrong
coherent86,move_contents_0_ops_135,move_contents,0,1,1,1-3,0,1,the medicine.,the medicine.,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the cross,Put the cross into Box 2.,base_wrong_to_label_correct
coherent86,move_contents_0_ops_158,move_contents,0,1,1,1-3,0,1,the bag and the egg and the glass.,the bag and the egg and the glass.,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the string,Remove the string from Box 1.,base_wrong_to_label_correct
coherent86,move_contents_0_ops_503,move_contents,0,11,11,7+,1,0,the dress and the newspaper.,the drink and the tea.,2,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,False,False,False,False,,,the cigarette || the brain || the pipe || the bomb || the leaf || the ticket || the ring || the ticket || the cigarette || the leaf || the meat || the drug || the drug,Move the contents of Box 5 to Box 3. || Remove the brain from Box 0. || Put the pipe into Box 1. || Remove the bomb from Box 4. || Put the leaf and the ticket into Box 6. || Remove the ring and the ticket from Box 6. || Move the contents of Box 3 to Box 0. || Remove the leaf from Box 6. || Remove the meat from Box 4. || Put the drug into Box 6. || Remove the drug from Box 6.,base_correct_to_label_wrong
coherent86,move_contents_0_ops_507,move_contents,0,12,12,7+,0,1,the string.,the string.,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,the key || the paper || the paper || the paper || the bottle || the branch || the jacket || the block || the map || the bowl || the cup || the cream || the hat || the cup || the ticket || the tie || the block,Remove the key from Box 4. || Move the paper from Box 5 to Box 6. || Move the paper from Box 6 to Box 1. || Move the contents of Box 1 to Box 0. || Remove the bottle and the branch from Box 2. || Move the contents of Box 2 to Box 1. || Put the block and the map into Box 1. || Remove the bowl and the cup from Box 6. || Remove the cream from Box 5. || Put the hat into Box 5. || Put the cup and the ticket and the tie into Box 4. || Remove the block from Box 1.,base_wrong_to_label_correct
binding_ep25_alpha0p50,ambiref_0_ops_4,ambiref,0,0,0,0,1,0,the small paper and the big egg.,the small paper and the yellow rose.,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,,,base_correct_to_label_wrong
binding_ep25_alpha0p50,ambiref_0_ops_9,ambiref,0,0,0,0,0,1,the blue string and the red leaf and the green string.,the blue string and the red leaf and the green string.,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,,,base_wrong_to_label_correct
binding_ep25_alpha0p50,ambiref_0_ops_10,ambiref,0,0,0,0,0,1,the big shirt and the red knife.,the big shirt and the red knife.,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,,,base_wrong_to_label_correct
binding_ep25_alpha0p50,ambiref_0_ops_21,ambiref,0,0,0,0,0,1,the yellow bone and the big bowl and the green medicine.,the yellow bone and the big bowl and the green medicine.,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,,,base_wrong_to_label_correct
binding_ep25_alpha0p50,ambiref_0_ops_22,ambiref,0,0,0,0,1,0,the big radio and the yellow rose and the blue bag.,the blue dish and the yellow rose and the blue bag.,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,,,base_correct_to_label_wrong
binding_ep25_alpha0p50,ambiref_0_ops_31,ambiref,0,0,0,0,0,1,the blue tape.,the blue tape.,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,,,base_wrong_to_label_correct
binding_ep25_alpha0p50,ambiref_0_ops_37,ambiref,0,0,0,0,0,1,the blue document.,the blue document.,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,,,base_wrong_to_label_correct
binding_ep25_alpha0p50,ambiref_0_ops_44,ambiref,0,0,0,0,1,0,the big disk.,the big ring.,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,,,base_correct_to_label_wrong
binding_ep25_alpha0p50,ambiref_0_ops_49,ambiref,0,0,0,0,1,0,the big cheese and the red cheese and the big hat.,the blue shoe and the yellow shoe and the blue shirt.,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,,,base_correct_to_label_wrong
binding_ep25_alpha0p50,ambiref_0_ops_55,ambiref,0,0,0,0,0,1,the big computer and the small rose and the big tea.,the big computer and the small rose and the big tea.,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,,,base_wrong_to_label_correct
binding_ep25_alpha0p50,ambiref_0_ops_57,ambiref,0,0,0,0,1,0,the blue ball and the yellow chemical and the small magazine.,the green bomb and the red jacket and the small hat.,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,,,base_correct_to_label_wrong
binding_ep25_alpha0p50,ambiref_0_ops_58,ambiref,0,0,0,0,0,1,the green mirror and the green map.,the green mirror and the green map.,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,,,base_wrong_to_label_correct
binding_ep25_alpha0p50,ambiref_0_ops_75,ambiref,0,0,0,0,0,1,the blue ticket and the green picture.,the blue ticket and the green picture.,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,,,base_wrong_to_label_correct
binding_ep25_alpha0p50,ambiref_0_ops_82,ambiref,0,0,0,0,1,0,the blue train and the big bomb and the yellow clock.,the green leaf and the red hat and the big ring.,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,,,base_correct_to_label_wrong
binding_ep25_alpha0p50,ambiref_0_ops_83,ambiref,0,0,0,0,1,0,the red shirt and the red cigarette.,the blue shirt and the red cigarette.,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,,,,,base_correct_to_label_wrong
binding_ep25_alpha0p50,ambiref_0_ops_100,ambiref,0,1,1,1-3,1,0,the big pipe and the red bus and the blue drink.,the green brain and the blue tie and the green suit.,3,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.125,False,False,False,True,,,the big bus,Remove the bus from Box 3.,base_correct_to_label_wrong
binding_ep25_alpha0p50,ambiref_0_ops_114,ambiref,0,1,1,1-3,1,0,the big cake and the big bread and the small watch.,the big cake and the big bread and the big watch.,3,3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.125,0.125,False,False,False,False,,,the green watch,Move the watch from Box 0 to Box 1.,base_correct_to_label_wrong
