arch,arm,checkpoint,seed,role,probe_family,probe_id,effect_no_all_relevant_updates,effect_no_initial_qbox,effect_no_last_relevant_update,entity_type,irrelevant_ops,item_index,margin_full,margin_no_all_relevant_updates,margin_no_initial_qbox,margin_no_last_relevant_update,prefix_words_full,query_box,relevant_updates,reported_numops,stale_idx,total_ops,uid
RBT,RBT_R_43022,chck_80M,43022,R,entity_gold_stale_cue_ablation,entityabl:0:regular_2_ops:7,-0.4120316505432129,-0.23145318031311035,-2.5862841606140137,regular,1,7,9.591442823410034,9.179411172866821,9.359989643096924,7.0051586627960205,89,0,2,2,1,3,regular_2_ops
RBT,RBT_R_43022,chck_80M,43022,R,entity_gold_stale_cue_ablation,entityabl:1000:move_contents_3_ops:54,-1.6160144805908203,0.46866512298583984,-2.4256229400634766,move_contents,5,54,-1.4216632843017578,-3.037677764892578,-0.952998161315918,-3.8472862243652344,136,5,3,3,1,8,move_contents_3_ops
RBT,RBT_R_43022,chck_80M,43022,R,entity_gold_stale_cue_ablation,entityabl:1001:move_contents_3_ops:56,1.6138410568237305,0.2177877426147461,2.766775131225586,move_contents,5,56,2.5418272018432617,4.155668258666992,2.759614944458008,5.308602333068848,111,2,3,3,1,8,move_contents_3_ops
RBT,RBT_R_43022,chck_80M,43022,R,entity_gold_stale_cue_ablation,entityabl:1002:move_contents_3_ops:71,-0.45609378814697266,0.07329368591308594,0.1698284149169922,move_contents,5,71,-0.7625274658203125,-1.2186212539672852,-0.6892337799072266,-0.5926990509033203,134,5,3,3,1,8,move_contents_3_ops
RBT,RBT_R_43022,chck_80M,43022,R,entity_gold_stale_cue_ablation,entityabl:1003:move_contents_3_ops:78,-0.32859325408935547,-0.35298824310302734,-0.12945175170898438,move_contents,5,78,-1.0070209503173828,-1.3356142044067383,-1.3600091934204102,-1.1364727020263672,119,2,3,3,1,8,move_contents_3_ops
RBT,RBT_R_43022,chck_80M,43022,R,entity_gold_stale_cue_ablation,entityabl:1004:move_contents_3_ops:91,0.02299976348876953,-0.3564777374267578,0.7186899185180664,move_contents,5,91,-2.2352771759033203,-2.212277412414551,-2.591754913330078,-1.516587257385254,124,2,3,3,1,8,move_contents_3_ops
RBT,RBT_R_43022,chck_80M,43022,R,entity_gold_stale_cue_ablation,entityabl:1005:move_contents_3_ops:97,0.02293562889099121,0.5920906066894531,0.7576444149017334,move_contents,7,97,6.92002272605896,6.942958354949951,7.512113332748413,7.677667140960693,149,4,2,3,1,9,move_contents_3_ops
RBT,RBT_R_43022,chck_80M,43022,R,entity_gold_stale_cue_ablation,entityabl:1006:move_contents_3_ops:108,-2.6017112731933594,-0.8378515243530273,-2.6335983276367188,move_contents,6,108,-2.146975517272949,-4.748686790466309,-2.9848270416259766,-4.780573844909668,143,0,3,3,1,9,move_contents_3_ops
RBT,RBT_R_43022,chck_80M,43022,R,entity_gold_stale_cue_ablation,entityabl:1007:move_contents_3_ops:109,-0.1294403076171875,0.12949371337890625,-0.09998703002929688,move_contents,7,109,-2.075868606567383,-2.2053089141845703,-1.9463748931884766,-2.1758556365966797,119,4,2,3,1,9,move_contents_3_ops
RBT,RBT_R_43022,chck_80M,43022,R,entity_gold_stale_cue_ablation,entityabl:1008:move_contents_3_ops:111,-0.6173830032348633,0.2745809555053711,-0.2999229431152344,move_contents,7,111,-0.6417341232299805,-1.2591171264648438,-0.3671531677246094,-0.9416570663452148,130,0,2,3,1,9,move_contents_3_ops
