arch,arm,checkpoint,seed,role,probe_family,probe_id,effect_no_all_relevant_updates,effect_no_initial_qbox,effect_no_last_relevant_update,entity_type,irrelevant_ops,item_index,margin_full,margin_no_all_relevant_updates,margin_no_initial_qbox,margin_no_last_relevant_update,prefix_words_full,query_box,relevant_updates,reported_numops,stale_idx,total_ops,uid
RBT,RBT_C_43022,chck_70M,43022,C,entity_gold_stale_cue_ablation,entityabl:0:regular_2_ops:7,-0.9708216190338135,-1.2044389247894287,-1.1928911209106445,regular,1,7,8.252409219741821,7.281587600708008,7.047970294952393,7.059518098831177,89,0,2,2,1,3,regular_2_ops
RBT,RBT_C_43022,chck_70M,43022,C,entity_gold_stale_cue_ablation,entityabl:1000:move_contents_3_ops:54,-1.1073369979858398,0.9399862289428711,-0.930974006652832,move_contents,5,54,0.014527320861816406,-1.0928096771240234,0.9545135498046875,-0.9164466857910156,136,5,3,3,1,8,move_contents_3_ops
RBT,RBT_C_43022,chck_70M,43022,C,entity_gold_stale_cue_ablation,entityabl:1001:move_contents_3_ops:56,1.8104686737060547,1.0346851348876953,4.253452301025391,move_contents,5,56,2.133403778076172,3.9438724517822266,3.168088912963867,6.3868560791015625,111,2,3,3,1,8,move_contents_3_ops
RBT,RBT_C_43022,chck_70M,43022,C,entity_gold_stale_cue_ablation,entityabl:1002:move_contents_3_ops:71,0.35027313232421875,0.9751491546630859,-0.30216121673583984,move_contents,5,71,-2.1151132583618164,-1.7648401260375977,-1.1399641036987305,-2.4172744750976562,134,5,3,3,1,8,move_contents_3_ops
RBT,RBT_C_43022,chck_70M,43022,C,entity_gold_stale_cue_ablation,entityabl:1003:move_contents_3_ops:78,0.4299745559692383,0.39194393157958984,-0.1902027130126953,move_contents,5,78,-0.8668546676635742,-0.43688011169433594,-0.4749107360839844,-1.0570573806762695,119,2,3,3,1,8,move_contents_3_ops
RBT,RBT_C_43022,chck_70M,43022,C,entity_gold_stale_cue_ablation,entityabl:1004:move_contents_3_ops:91,0.03374195098876953,-0.18539810180664062,0.3750123977661133,move_contents,5,91,-0.6849813461303711,-0.6512393951416016,-0.8703794479370117,-0.3099689483642578,124,2,3,3,1,8,move_contents_3_ops
RBT,RBT_C_43022,chck_70M,43022,C,entity_gold_stale_cue_ablation,entityabl:1005:move_contents_3_ops:97,-1.4759507179260254,-0.9976546764373779,-0.6800434589385986,move_contents,7,97,7.03084921836853,5.554898500442505,6.033194541931152,6.350805759429932,149,4,2,3,1,9,move_contents_3_ops
RBT,RBT_C_43022,chck_70M,43022,C,entity_gold_stale_cue_ablation,entityabl:1006:move_contents_3_ops:108,0.5540199279785156,0.8804998397827148,0.5148277282714844,move_contents,6,108,1.8531475067138672,2.407167434692383,2.733647346496582,2.3679752349853516,143,0,3,3,1,9,move_contents_3_ops
RBT,RBT_C_43022,chck_70M,43022,C,entity_gold_stale_cue_ablation,entityabl:1007:move_contents_3_ops:109,0.16020774841308594,-0.2548389434814453,-0.13737773895263672,move_contents,7,109,-0.7579727172851562,-0.5977649688720703,-1.0128116607666016,-0.895350456237793,119,4,2,3,1,9,move_contents_3_ops
RBT,RBT_C_43022,chck_70M,43022,C,entity_gold_stale_cue_ablation,entityabl:1008:move_contents_3_ops:111,0.5148458480834961,1.1874513626098633,0.549443244934082,move_contents,7,111,-2.7039098739624023,-2.1890640258789062,-1.516458511352539,-2.1544666290283203,130,0,2,3,1,9,move_contents_3_ops
