arch,arm,checkpoint,seed,role,probe_family,probe_id,effect_no_all_relevant_updates,effect_no_initial_qbox,effect_no_last_relevant_update,entity_type,irrelevant_ops,item_index,margin_full,margin_no_all_relevant_updates,margin_no_initial_qbox,margin_no_last_relevant_update,prefix_words_full,query_box,relevant_updates,reported_numops,stale_idx,total_ops,uid
D,D_RS_43122,chck_90M,43122,R,entity_gold_stale_cue_ablation,entityabl:0:regular_2_ops:7,-2.4313384294509888,-0.3343977928161621,-2.7005693912506104,regular,1,7,7.576629161834717,5.145290732383728,7.242231369018555,4.8760597705841064,89,0,2,2,1,3,regular_2_ops
D,D_RS_43122,chck_90M,43122,R,entity_gold_stale_cue_ablation,entityabl:1000:move_contents_3_ops:54,-0.8151340484619141,0.36775970458984375,-1.0374870300292969,move_contents,5,54,1.3006095886230469,0.4854755401611328,1.6683692932128906,0.26312255859375,136,5,3,3,1,8,move_contents_3_ops
D,D_RS_43122,chck_90M,43122,R,entity_gold_stale_cue_ablation,entityabl:1001:move_contents_3_ops:56,-9.873605012893677,-3.896120309829712,-1.1532411575317383,move_contents,5,56,8.046452283859253,-1.8271527290344238,4.150331974029541,6.893211126327515,111,2,3,3,1,8,move_contents_3_ops
D,D_RS_43122,chck_90M,43122,R,entity_gold_stale_cue_ablation,entityabl:1002:move_contents_3_ops:71,1.494065761566162,-0.15456271171569824,0.8073182106018066,move_contents,5,71,-7.814948320388794,-6.320882558822632,-7.969511032104492,-7.007630109786987,134,5,3,3,1,8,move_contents_3_ops
D,D_RS_43122,chck_90M,43122,R,entity_gold_stale_cue_ablation,entityabl:1003:move_contents_3_ops:78,0.23328113555908203,0.012742996215820312,0.2275676727294922,move_contents,5,78,-0.0628061294555664,0.17047500610351562,-0.050063133239746094,0.16476154327392578,119,2,3,3,1,8,move_contents_3_ops
D,D_RS_43122,chck_90M,43122,R,entity_gold_stale_cue_ablation,entityabl:1004:move_contents_3_ops:91,0.37596988677978516,-0.1375732421875,0.5734047889709473,move_contents,5,91,-0.3727989196777344,0.0031709671020507812,-0.5103721618652344,0.2006058692932129,124,2,3,3,1,8,move_contents_3_ops
D,D_RS_43122,chck_90M,43122,R,entity_gold_stale_cue_ablation,entityabl:1005:move_contents_3_ops:97,-2.5022261142730713,0.574993371963501,-0.7420210838317871,move_contents,7,97,7.4674458503723145,4.965219736099243,8.042439222335815,6.725424766540527,149,4,2,3,1,9,move_contents_3_ops
D,D_RS_43122,chck_90M,43122,R,entity_gold_stale_cue_ablation,entityabl:1006:move_contents_3_ops:108,-0.8457794189453125,-0.1692638397216797,-1.325239658355713,move_contents,6,108,0.804865837097168,-0.04091358184814453,0.6356019973754883,-0.5203738212585449,143,0,3,3,1,9,move_contents_3_ops
D,D_RS_43122,chck_90M,43122,R,entity_gold_stale_cue_ablation,entityabl:1007:move_contents_3_ops:109,-1.0443525314331055,-0.07555961608886719,-1.2480897903442383,move_contents,7,109,-0.16644763946533203,-1.2108001708984375,-0.24200725555419922,-1.4145374298095703,119,4,2,3,1,9,move_contents_3_ops
D,D_RS_43122,chck_90M,43122,R,entity_gold_stale_cue_ablation,entityabl:1008:move_contents_3_ops:111,-0.9755716323852539,-0.5793700218200684,0.344271183013916,move_contents,7,111,-0.6334691047668457,-1.6090407371520996,-1.212839126586914,-0.2891979217529297,130,0,2,3,1,9,move_contents_3_ops
D,D_RS_43122,chck_90M,43122,R,entity_gold_stale_cue_ablation,entityabl:1009:move_contents_3_ops:112,0.5935335159301758,-2.9498984813690186,-0.5900969505310059,move_contents,6,112,-2.8823118209838867,-2.288778305053711,-5.832210302352905,-3.4724087715148926,128,2,3,3,1,9,move_contents_3_ops
D,D_RS_43122,chck_90M,43122,R,entity_gold_stale_cue_ablation,entityabl:100:regular_2_ops:234,0.09971809387207031,0.3921375274658203,-0.07480335235595703,regular,9,234,-4.805244445800781,-4.705526351928711,-4.413106918334961,-4.880047798156738,127,1,2,2,1,11,regular_2_ops
D,D_RS_43122,chck_90M,43122,R,entity_gold_stale_cue_ablation,entityabl:1010:move_contents_3_ops:122,0.054213523864746094,0.12749862670898438,-0.1156005859375,move_contents,6,122,2.035236358642578,2.089449882507324,2.1627349853515625,1.9196357727050781,149,5,3,3,1,9,move_contents_3_ops
D,D_RS_43122,chck_90M,43122,R,entity_gold_stale_cue_ablation,entityabl:1011:move_contents_3_ops:123,-0.19097614288330078,0.12392616271972656,-0.3533611297607422,move_contents,7,123,-0.6387443542480469,-0.8297204971313477,-0.5148181915283203,-0.9921054840087891,127,4,2,3,1,9,move_contents_3_ops
D,D_RS_43122,chck_90M,43122,R,entity_gold_stale_cue_ablation,entityabl:1012:move_contents_3_ops:127,-0.8731975555419922,-1.19130277633667,0.08338642120361328,move_contents,6,127,0.6941080093383789,-0.17908954620361328,-0.497194766998291,0.7774944305419922,140,1,3,3,1,9,move_contents_3_ops
D,D_RS_43122,chck_90M,43122,R,entity_gold_stale_cue_ablation,entityabl:1013:move_contents_3_ops:134,-1.878056526184082,0.04250907897949219,-1.274958610534668,move_contents,6,134,1.856201171875,-0.02185535430908203,1.8987102508544922,0.581242561340332,145,5,3,3,1,9,move_contents_3_ops
D,D_RS_43122,chck_90M,43122,R,entity_gold_stale_cue_ablation,entityabl:1014:move_contents_3_ops:140,-4.003531455993652,0.4677162170410156,-3.267078399658203,move_contents,7,140,1.7055130004882812,-2.298018455505371,2.173229217529297,-1.5615653991699219,122,3,2,3,1,9,move_contents_3_ops
D,D_RS_43122,chck_90M,43122,R,entity_gold_stale_cue_ablation,entityabl:1015:move_contents_3_ops:151,-6.540184497833252,0.40965723991394043,-5.718810558319092,move_contents,7,151,7.819469928741455,1.2792854309082031,8.229127168655396,2.1006593704223633,137,2,3,3,1,10,move_contents_3_ops
D,D_RS_43122,chck_90M,43122,R,entity_gold_stale_cue_ablation,entityabl:1016:move_contents_3_ops:153,-0.6360034942626953,-0.04949760437011719,0.6002655029296875,move_contents,7,153,3.7623653411865234,3.126361846923828,3.7128677368164062,4.362630844116211,136,3,3,3,1,10,move_contents_3_ops
D,D_RS_43122,chck_90M,43122,R,entity_gold_stale_cue_ablation,entityabl:1017:move_contents_3_ops:155,-0.425811767578125,0.2884788513183594,0.282440185546875,move_contents,7,155,-0.8998918533325195,-1.3257036209106445,-0.6114130020141602,-0.6174516677856445,133,2,3,3,1,10,move_contents_3_ops
D,D_RS_43122,chck_90M,43122,R,entity_gold_stale_cue_ablation,entityabl:1018:move_contents_3_ops:157,1.003800392150879,-1.1919136047363281,0.28714942932128906,move_contents,7,157,-0.17463111877441406,0.8291692733764648,-1.3665447235107422,0.112518310546875,152,2,3,3,1,10,move_contents_3_ops
D,D_RS_43122,chck_90M,43122,R,entity_gold_stale_cue_ablation,entityabl:1019:move_contents_3_ops:158,-1.1374845504760742,0.5766856670379639,0.08446931838989258,move_contents,8,158,8.183878183364868,7.046393632888794,8.760563850402832,8.26834750175476,158,4,2,3,1,10,move_contents_3_ops
D,D_RS_43122,chck_90M,43122,R,entity_gold_stale_cue_ablation,entityabl:101:regular_2_ops:237,0.1747426986694336,0.17920255661010742,-0.04306983947753906,regular,9,237,0.02400684356689453,0.19874954223632812,0.20320940017700195,-0.01906299591064453,130,6,2,2,1,11,regular_2_ops
D,D_RS_43122,chck_90M,43122,R,entity_gold_stale_cue_ablation,entityabl:1020:move_contents_3_ops:161,-1.2869744300842285,-0.12868785858154297,-1.0448307991027832,move_contents,8,161,-0.20221805572509766,-1.4891924858093262,-0.3309059143066406,-1.2470488548278809,125,4,2,3,1,10,move_contents_3_ops
D,D_RS_43122,chck_90M,43122,R,entity_gold_stale_cue_ablation,entityabl:1021:move_contents_3_ops:169,-2.6554059982299805,1.4352283477783203,-2.7157726287841797,move_contents,8,169,3.752584457397461,1.0971784591674805,5.187812805175781,1.0368118286132812,137,2,2,3,1,10,move_contents_3_ops
D,D_RS_43122,chck_90M,43122,R,entity_gold_stale_cue_ablation,entityabl:1022:move_contents_3_ops:175,-0.4262676239013672,0.17273664474487305,-0.35074663162231445,move_contents,7,175,-4.210230827331543,-4.63649845123291,-4.03749418258667,-4.560977458953857,139,2,3,3,1,10,move_contents_3_ops
D,D_RS_43122,chck_90M,43122,R,entity_gold_stale_cue_ablation,entityabl:1023:move_contents_3_ops:181,-4.018052101135254,0.524261474609375,-3.692882537841797,move_contents,8,181,2.3748087882995605,-1.6432433128356934,2.8990702629089355,-1.3180737495422363,131,3,2,3,1,10,move_contents_3_ops
D,D_RS_43122,chck_90M,43122,R,entity_gold_stale_cue_ablation,entityabl:1024:move_contents_3_ops:185,-0.5764071941375732,-0.19584369659423828,-0.18530035018920898,move_contents,7,185,4.408179759979248,3.831772565841675,4.21233606338501,4.222879409790039,142,4,3,3,1,10,move_contents_3_ops
D,D_RS_43122,chck_90M,43122,R,entity_gold_stale_cue_ablation,entityabl:1025:move_contents_3_ops:191,-0.841033935546875,0.06988811492919922,-0.1290416717529297,move_contents,8,191,4.542781829833984,3.7017478942871094,4.612669944763184,4.413740158081055,125,0,2,3,1,10,move_contents_3_ops
D,D_RS_43122,chck_90M,43122,R,entity_gold_stale_cue_ablation,entityabl:1026:move_contents_3_ops:192,-6.409114837646484,-0.9409389495849609,-6.61479377746582,move_contents,7,192,4.850773811340332,-1.5583410263061523,3.909834861755371,-1.7640199661254883,146,6,3,3,1,10,move_contents_3_ops
D,D_RS_43122,chck_90M,43122,R,entity_gold_stale_cue_ablation,entityabl:1027:move_contents_3_ops:193,0.4587554931640625,-1.1808958053588867,0.1537036895751953,move_contents,7,193,-2.0009078979492188,-1.5421524047851562,-3.1818037033081055,-1.8472042083740234,137,2,3,3,1,10,move_contents_3_ops
D,D_RS_43122,chck_90M,43122,R,entity_gold_stale_cue_ablation,entityabl:1028:move_contents_3_ops:197,-0.1689739227294922,0.7286548614501953,0.7388467788696289,move_contents,8,197,-0.48001575469970703,-0.6489896774291992,0.24863910675048828,0.2588310241699219,136,0,2,3,1,10,move_contents_3_ops
D,D_RS_43122,chck_90M,43122,R,entity_gold_stale_cue_ablation,entityabl:1029:move_contents_3_ops:205,-5.0487470626831055,0.2564544677734375,-2.5285396575927734,move_contents,7,205,6.429033279418945,1.3802862167358398,6.685487747192383,3.900493621826172,149,6,3,3,1,10,move_contents_3_ops
D,D_RS_43122,chck_90M,43122,R,entity_gold_stale_cue_ablation,entityabl:102:regular_2_ops:238,0.011424064636230469,0.1381540298461914,0.2077465057373047,regular,9,238,1.6097650527954102,1.6211891174316406,1.7479190826416016,1.8175115585327148,121,1,2,2,1,11,regular_2_ops
