row_index,line_index,source,words,text_sha256
5789,4242,bnc_spoken,160,ad5b2d4e03b7e90a0b803220f4b82e6bbf464c1b59bcee6bef8e2a066115f1ad
5792,618,bnc_spoken,160,01239a22309004f98f2854e971eb62956275603923e948f7f25474e7e472f306
5805,1838,bnc_spoken,160,a7083355e439189693c10bf56d22f80ef9d176822fd259325cb839e476610391
5813,1187,bnc_spoken,160,697afb6d987c857efe294a33a386643b8ba7418e9a8de867dc168ea062b94acf
5814,4045,bnc_spoken,160,40be91650c46b62448c4ee70e266b090dae99a8d729ca4180c5e7a8f715874a5
5816,3906,bnc_spoken,160,83c91a06e86ba7d9fdff207134aec4e0b19f4bf3eea1e7cee6fa62febcceecab
5817,208,bnc_spoken,160,d0005e5ab6cc6ee1412b0bb5dfa85d895c4e1deede28e8c4b1ba8fe2419f8a70
5832,920,bnc_spoken,160,154a24c2f54929af901c29484ab8ce3146c8c0c315ea4065f4c185bcc027771e
5836,2053,bnc_spoken,160,a2a72b61dbc0f6b0fcce8af19502364f69a86e892457e33b5313374c7a37ead5
5881,3018,bnc_spoken,160,8674e72f3db98a000345023e61ad11197e70bdf184e002b52bbdffaec6fcea9f
5911,1545,bnc_spoken,160,69e7eef2fe60ad1213fec12ce7fc5a633b20d7c6d77bee4541b7ac66b9ce350d
5926,3624,bnc_spoken,160,75fa220d93d1fb05c88918d32ebb1416b77ede673ae36d407e6f200e9c01d6ba
5927,3621,bnc_spoken,160,6b1ff0dd83b903a0b034668f2da292d5065a642d85a80192239efcff539b70f4
5937,3189,bnc_spoken,160,17e05fbfa98dade10a86e992ac06bc6644096d9c16a7ac7a40a0d6cb35fdf5cb
5951,48,bnc_spoken,160,383850230d68f48432ce6dfbc61b07520820514cd00ccc315a7fab7f9fb1c99d
5956,3396,bnc_spoken,160,db3bc1d380f610b12c3b7d9bde37be7475543e31cdfabf2513d445034cbda22d
57,950057,fw_preserved_compact_view,159,2947c0cfde262773fe78ccb14eeb3ea07e19d3647a05c5ab4c00ac0ca269bf0f
165,950165,fw_preserved_compact_view,159,a0467597e60b7dd2acbb944c1637c057265302dc266712b2fda3793c42a3c56f
166,950166,fw_preserved_compact_view,159,0c0e8b0bb36a395bcaea216c35066f4854d1858db5484984e4e6d222cc601447
180,950180,fw_preserved_compact_view,159,0abe400d67777abe262f2ea00d0e0b70eae151195d0291076a86743faedcee07
207,950207,fw_preserved_compact_view,159,e4b15a8ecca257e51ff2053b344a7aee7923d5d259954e2907ca833dfc6f12bc
215,950215,fw_preserved_compact_view,159,3fbdd4eccb73758ca9d7f12d4edc549201890d5e3d4952c40f012794123dc351
224,950224,fw_preserved_compact_view,159,00fe2970debffc428480a973371d9df6671b965be95dcd3df847a3f8cbf5d009
234,950234,fw_preserved_compact_view,159,691c86767a24414d880f10f940b1795e4f575b3fc09fe1471df76c1da6acab7f
260,950260,fw_preserved_compact_view,159,5f4e11e5656eaeb3725381798ffecf7bc5737d5a9b3ac7d4e7eb2f0f1eb9e10c
267,950267,fw_preserved_compact_view,159,b7ccd72157678141414809961905c691d934899b97974a026eb7d82fa65c8b18
270,950270,fw_preserved_compact_view,159,1962e9f7c8c832b0bc1c11deced4dfe36d924a712fa1ae9851212ff78c0aeabb
374,950374,fw_preserved_compact_view,159,9934ffc6cece6a24a5ec088afcd2e8c61b80be088da785be94010fb1f94f3d77
392,950392,fw_preserved_compact_view,159,4bb8470966f431b2538303e728e66a7eb315ed17b3d09c64ab2edc3c3d481828
409,950409,fw_preserved_compact_view,159,9a933dc8b95e4cff2436563b12ecc9b242d5d5715157407ca7144adb6b045682
440,950440,fw_preserved_compact_view,159,1f6bfadf40d91a5f9f4f4d3235eea46982fd522a740eb19862d589c119c6e7fb
544,950544,fw_preserved_compact_view,159,439e093175b9eedeed870cfe852162ce824d796ed1fbfafafa7c2ad49bfffc62
574,950574,fw_preserved_compact_view,159,986f6bf12503e0b0b2ad63640652f392791347e8438a361d5f4f6223d06edc35
584,950584,fw_preserved_compact_view,159,73b5e0f38c672dfc86078ad7839c50e6e90c9daac51a24464f730271478f5c02
605,950605,fw_preserved_compact_view,159,611225d8c7ffdf09b02fcb6d8cc98eb9de24d2f6632dff474b193ec0621dd417
616,950616,fw_preserved_compact_view,159,da06941f42851889c4c3aca0f375e9ffbb0f7dcfae9a72c2e1902f4f03f41ff1
640,950640,fw_preserved_compact_view,159,f7503ccf6ddbf7a54a04a9ffb3394923eda6145233e20121c52350c2a831056e
696,950696,fw_preserved_compact_view,159,8350c61fc054eb3ae19e55dd2f720d70f06225315b4f59decae0eaa141235f10
700,950700,fw_preserved_compact_view,159,e597ba2c4e50a9ec040c993cd8c57082cc16b41c3f763024dd54953736afd4ae
776,950776,fw_preserved_compact_view,159,768424bd482686bf000b4688eef17cbb7c7a59155b502385daead52b7d7a8bc5
782,950782,fw_preserved_compact_view,159,2308083b4d14ed32ae1dcd378a860dd5c5959d5f0379b0b37aaf09983ab91ae6
792,950792,fw_preserved_compact_view,159,c713451a439610d32e6426462a2b7987df91c3607a8cc0f0ac9b5613a8aa25a4
847,950847,fw_preserved_compact_view,159,e354a56bcab27e11550c34c4d76d4f7461e0a9c4489a7d7b755aa46d2001602b
913,950913,fw_preserved_compact_view,159,72cc254bdfdccde62e23902f5791f4a317df8f3f0583c9e3489f3f2163341540
920,950920,fw_preserved_compact_view,159,52b99e003e5a113e8ad6a112772ddca384c611f4f083557a17fd8a6c3b33d1e4
990,950990,fw_preserved_compact_view,159,c0a65632eefb92f2ace1f90c1c48be8f6624ed69b76ff84cb74e31bfb7f3b7c9
1063,951063,fw_preserved_compact_view,159,c5d3964ea4a34ad657eb95c62cd8aa53ace916d88c693eaeeb484f8057579ea4
1082,951082,fw_preserved_compact_view,159,1e00f6d24658e6182c7872d9e646ab68878a4bbcb9f55397f254c99225e90dff
1168,951168,fw_preserved_compact_view,159,41aabc283a037573412a7f45bb6548ebad04621fc13deaccc913a0775d552739
1208,951208,fw_preserved_compact_view,159,daade7c0f38edc9b79251e00adcef020ec814c6328de387e3572b7cdb0f85b82
1261,951261,fw_preserved_compact_view,159,55ef1e845bc8e3d14d5fc94806d14890eef1eded7989aeb30a321a966edb0663
1284,951284,fw_preserved_compact_view,159,0b272fe9e24820b829c8230401bc231a11749c0de902e067e791bfe31da7f4dc
1309,951309,fw_preserved_compact_view,159,18c4dc5874cc29927c3c9973c54aba27a8e3915d9e3858a9099bea946d6c8775
1317,951317,fw_preserved_compact_view,159,dc74d06afbfbf5a2920be92d0348be60d67b3f0f412c03ccb12677c9b41a1295
1358,951358,fw_preserved_compact_view,159,8edc1912d3c7cd34a37679c4d6a0931a60289e5ede648591e019cf5d35bd94f1
1362,951362,fw_preserved_compact_view,159,ff8f64f53b81bbe3cd4e07f7b1baa30d96d409e0bae10d20e220ae43063c01d9
1380,951380,fw_preserved_compact_view,159,8eb7e5e3a6074cb384e396f581828bcbe6f9447887c2a675c188123fbbaf9342
1419,951419,fw_preserved_compact_view,159,15fbfd0d9d8eb56bf1202ac3974ae4921b0944495e99ecef8f6782f75f739bcb
1430,951430,fw_preserved_compact_view,159,fb5982577bf2bb854c74094e8865f9d24c181c75f78028582d1b54a1e27d578e
1452,951452,fw_preserved_compact_view,159,2dcac644cd163a0dfefda61a32c34ba9abba46c2a1cbbf9fa87408722e113d57
1476,951476,fw_preserved_compact_view,159,4d381aef3e1fa9b74321c016f03c810da99023b6d6200a7d7f492eb7b460e2fd
1489,951489,fw_preserved_compact_view,159,8405101e47dde9ce3f823be68c2cfd21cfce8975a0ffb5be0c2c1e5e14377991
1491,951491,fw_preserved_compact_view,159,cb1213d50e718743fae338ef0c74ce4cacb37cabedc95890c324642c7d471db2
1510,951510,fw_preserved_compact_view,159,6e4c2e93fbd7666203e12faf88ccf4bcf6052d94e7a816c9f48f6e15de10dc53
