arch,arm,checkpoint,seed,role,probe_family,probe_id,effect_no_all_relevant_updates,effect_no_initial_qbox,effect_no_last_relevant_update,entity_type,irrelevant_ops,item_index,margin_full,margin_no_all_relevant_updates,margin_no_initial_qbox,margin_no_last_relevant_update,prefix_words_full,query_box,relevant_updates,reported_numops,stale_idx,total_ops,uid
D182,D182_V_43022,chck_90M,43022,V,entity_gold_stale_cue_ablation,entityabl:0:regular_2_ops:7,1.7571114301681519,-6.335224628448486,1.9154058694839478,regular,1,7,4.427833080291748,6.1849445104599,-1.9073915481567383,6.343238949775696,89,0,2,2,1,3,regular_2_ops
D182,D182_V_43022,chck_90M,43022,V,entity_gold_stale_cue_ablation,entityabl:1000:move_contents_3_ops:54,-2.220846176147461,-1.1136341094970703,-0.8475704193115234,move_contents,5,54,-1.7264032363891602,-3.947249412536621,-2.8400373458862305,-2.5739736557006836,136,5,3,3,1,8,move_contents_3_ops
D182,D182_V_43022,chck_90M,43022,V,entity_gold_stale_cue_ablation,entityabl:1001:move_contents_3_ops:56,-9.500985860824585,-2.7520596981048584,1.1014952659606934,move_contents,5,56,12.418234586715698,2.9172487258911133,9.66617488861084,13.519729852676392,111,2,3,3,1,8,move_contents_3_ops
D182,D182_V_43022,chck_90M,43022,V,entity_gold_stale_cue_ablation,entityabl:1002:move_contents_3_ops:71,-2.5900111198425293,-0.5080089569091797,0.9817523956298828,move_contents,5,71,1.3344659805297852,-1.2555451393127441,0.8264570236206055,2.316218376159668,134,5,3,3,1,8,move_contents_3_ops
D182,D182_V_43022,chck_90M,43022,V,entity_gold_stale_cue_ablation,entityabl:1003:move_contents_3_ops:78,0.9141440391540527,-0.03205442428588867,0.6777844429016113,move_contents,5,78,-4.175042629241943,-3.2608985900878906,-4.207097053527832,-3.497258186340332,119,2,3,3,1,8,move_contents_3_ops
D182,D182_V_43022,chck_90M,43022,V,entity_gold_stale_cue_ablation,entityabl:1004:move_contents_3_ops:91,0.2620854377746582,-0.5921483039855957,0.700840950012207,move_contents,5,91,1.1757354736328125,1.4378209114074707,0.5835871696472168,1.8765764236450195,124,2,3,3,1,8,move_contents_3_ops
D182,D182_V_43022,chck_90M,43022,V,entity_gold_stale_cue_ablation,entityabl:1005:move_contents_3_ops:97,0.3750566244125366,5.126393437385559,0.7730528116226196,move_contents,7,97,1.7216242551803589,2.0966808795928955,6.848017692565918,2.4946770668029785,149,4,2,3,1,9,move_contents_3_ops
D182,D182_V_43022,chck_90M,43022,V,entity_gold_stale_cue_ablation,entityabl:1006:move_contents_3_ops:108,-0.7985944747924805,0.22110366821289062,-0.9875583648681641,move_contents,6,108,3.2790889739990234,2.480494499206543,3.500192642211914,2.2915306091308594,143,0,3,3,1,9,move_contents_3_ops
D182,D182_V_43022,chck_90M,43022,V,entity_gold_stale_cue_ablation,entityabl:1007:move_contents_3_ops:109,-0.9758214950561523,-0.020923614501953125,-0.7006826400756836,move_contents,7,109,-2.822277069091797,-3.798098564147949,-2.84320068359375,-3.5229597091674805,119,4,2,3,1,9,move_contents_3_ops
D182,D182_V_43022,chck_90M,43022,V,entity_gold_stale_cue_ablation,entityabl:1008:move_contents_3_ops:111,-0.43979978561401367,0.313748836517334,0.38324785232543945,move_contents,7,111,-2.2166733741760254,-2.656473159790039,-1.9029245376586914,-1.833425521850586,130,0,2,3,1,9,move_contents_3_ops
D182,D182_V_43022,chck_90M,43022,V,entity_gold_stale_cue_ablation,entityabl:1009:move_contents_3_ops:112,-0.5805454254150391,-3.595180034637451,-0.5662155151367188,move_contents,6,112,-1.8231267929077148,-2.403672218322754,-5.418306827545166,-2.3893423080444336,128,2,3,3,1,9,move_contents_3_ops
D182,D182_V_43022,chck_90M,43022,V,entity_gold_stale_cue_ablation,entityabl:100:regular_2_ops:234,-0.05224418640136719,0.14947032928466797,0.1221160888671875,regular,9,234,-3.720799446105957,-3.773043632507324,-3.571329116821289,-3.5986833572387695,127,1,2,2,1,11,regular_2_ops
D182,D182_V_43022,chck_90M,43022,V,entity_gold_stale_cue_ablation,entityabl:1010:move_contents_3_ops:122,-0.43022632598876953,0.3223714828491211,0.7561941146850586,move_contents,6,122,0.05247974395751953,-0.37774658203125,0.3748512268066406,0.8086738586425781,149,5,3,3,1,9,move_contents_3_ops
D182,D182_V_43022,chck_90M,43022,V,entity_gold_stale_cue_ablation,entityabl:1011:move_contents_3_ops:123,-0.16962432861328125,0.37475109100341797,-0.22417831420898438,move_contents,7,123,-2.117948532104492,-2.2875728607177734,-1.7431974411010742,-2.3421268463134766,127,4,2,3,1,9,move_contents_3_ops
