arch,arm,checkpoint,seed,role,probe_family,probe_id,effect_no_all_relevant_updates,effect_no_initial_qbox,effect_no_last_relevant_update,entity_type,irrelevant_ops,item_index,margin_full,margin_no_all_relevant_updates,margin_no_initial_qbox,margin_no_last_relevant_update,prefix_words_full,query_box,relevant_updates,reported_numops,stale_idx,total_ops,uid
D182,D182_V_43022,chck_100M,43022,V,entity_gold_stale_cue_ablation,entityabl:0:regular_2_ops:7,1.6604974269866943,-6.199248909950256,1.85435950756073,regular,1,7,5.124241352081299,6.784738779067993,-1.0750075578689575,6.978600859642029,89,0,2,2,1,3,regular_2_ops
D182,D182_V_43022,chck_100M,43022,V,entity_gold_stale_cue_ablation,entityabl:1000:move_contents_3_ops:54,-2.305143356323242,-1.0807256698608398,-0.7764673233032227,move_contents,5,54,-1.7755603790283203,-4.0807037353515625,-2.85628604888916,-2.552027702331543,136,5,3,3,1,8,move_contents_3_ops
D182,D182_V_43022,chck_100M,43022,V,entity_gold_stale_cue_ablation,entityabl:1001:move_contents_3_ops:56,-9.83704161643982,-2.739600419998169,0.888253927230835,move_contents,5,56,12.281468152999878,2.4444265365600586,9.541867733001709,13.169722080230713,111,2,3,3,1,8,move_contents_3_ops
D182,D182_V_43022,chck_100M,43022,V,entity_gold_stale_cue_ablation,entityabl:1002:move_contents_3_ops:71,-2.6247425079345703,-0.4838094711303711,1.0225048065185547,move_contents,5,71,1.4985437393188477,-1.1261987686157227,1.0147342681884766,2.5210485458374023,134,5,3,3,1,8,move_contents_3_ops
D182,D182_V_43022,chck_100M,43022,V,entity_gold_stale_cue_ablation,entityabl:1003:move_contents_3_ops:78,0.9559268951416016,-0.04619455337524414,0.6691875457763672,move_contents,5,78,-4.028053283691406,-3.0721263885498047,-4.07424783706665,-3.358865737915039,119,2,3,3,1,8,move_contents_3_ops
D182,D182_V_43022,chck_100M,43022,V,entity_gold_stale_cue_ablation,entityabl:1004:move_contents_3_ops:91,0.28618717193603516,-0.5851144790649414,0.6928038597106934,move_contents,5,91,1.2854433059692383,1.5716304779052734,0.7003288269042969,1.9782471656799316,124,2,3,3,1,8,move_contents_3_ops
D182,D182_V_43022,chck_100M,43022,V,entity_gold_stale_cue_ablation,entityabl:1005:move_contents_3_ops:97,0.05658066272735596,4.785418272018433,0.5861616134643555,move_contents,7,97,2.4746460914611816,2.5312267541885376,7.260064363479614,3.060807704925537,149,4,2,3,1,9,move_contents_3_ops
D182,D182_V_43022,chck_100M,43022,V,entity_gold_stale_cue_ablation,entityabl:1006:move_contents_3_ops:108,-0.9126367568969727,0.22526264190673828,-1.1594858169555664,move_contents,6,108,3.5445423126220703,2.6319055557250977,3.7698049545288086,2.385056495666504,143,0,3,3,1,9,move_contents_3_ops
D182,D182_V_43022,chck_100M,43022,V,entity_gold_stale_cue_ablation,entityabl:1007:move_contents_3_ops:109,-0.9465827941894531,0.053913116455078125,-0.6048746109008789,move_contents,7,109,-3.0946426391601562,-4.041225433349609,-3.040729522705078,-3.699517250061035,119,4,2,3,1,9,move_contents_3_ops
D182,D182_V_43022,chck_100M,43022,V,entity_gold_stale_cue_ablation,entityabl:1008:move_contents_3_ops:111,-0.4416923522949219,0.29535531997680664,0.3662419319152832,move_contents,7,111,-2.104496479034424,-2.5461888313293457,-1.8091411590576172,-1.7382545471191406,130,0,2,3,1,9,move_contents_3_ops
D182,D182_V_43022,chck_100M,43022,V,entity_gold_stale_cue_ablation,entityabl:1009:move_contents_3_ops:112,-0.6371383666992188,-3.76485538482666,-0.4964485168457031,move_contents,6,112,-1.6389493942260742,-2.276087760925293,-5.403804779052734,-2.1353979110717773,128,2,3,3,1,9,move_contents_3_ops
D182,D182_V_43022,chck_100M,43022,V,entity_gold_stale_cue_ablation,entityabl:100:regular_2_ops:234,-0.0014657974243164062,0.1363844871520996,0.19778919219970703,regular,9,234,-3.6264266967773438,-3.62789249420166,-3.490042209625244,-3.4286375045776367,127,1,2,2,1,11,regular_2_ops
D182,D182_V_43022,chck_100M,43022,V,entity_gold_stale_cue_ablation,entityabl:1010:move_contents_3_ops:122,-0.4915151596069336,0.28337669372558594,0.7604951858520508,move_contents,6,122,0.21061229705810547,-0.2809028625488281,0.4939889907836914,0.9711074829101562,149,5,3,3,1,9,move_contents_3_ops
D182,D182_V_43022,chck_100M,43022,V,entity_gold_stale_cue_ablation,entityabl:1011:move_contents_3_ops:123,-0.1278066635131836,0.39038658142089844,-0.018347740173339844,move_contents,7,123,-2.3325605392456055,-2.460367202758789,-1.942173957824707,-2.3509082794189453,127,4,2,3,1,9,move_contents_3_ops
D182,D182_V_43022,chck_100M,43022,V,entity_gold_stale_cue_ablation,entityabl:1012:move_contents_3_ops:127,-1.3131723403930664,-0.04846954345703125,0.3585796356201172,move_contents,6,127,0.9843673706054688,-0.32880496978759766,0.9358978271484375,1.342947006225586,140,1,3,3,1,9,move_contents_3_ops
D182,D182_V_43022,chck_100M,43022,V,entity_gold_stale_cue_ablation,entityabl:1013:move_contents_3_ops:134,-1.7006111145019531,-0.630284309387207,-0.43366527557373047,move_contents,6,134,-1.385350227355957,-3.08596134185791,-2.015634536743164,-1.8190155029296875,145,5,3,3,1,9,move_contents_3_ops
D182,D182_V_43022,chck_100M,43022,V,entity_gold_stale_cue_ablation,entityabl:1014:move_contents_3_ops:140,-4.667857646942139,1.5863165855407715,-4.712010860443115,move_contents,7,140,3.8184704780578613,-0.8493871688842773,5.404787063598633,-0.8935403823852539,122,3,2,3,1,9,move_contents_3_ops
D182,D182_V_43022,chck_100M,43022,V,entity_gold_stale_cue_ablation,entityabl:1015:move_contents_3_ops:151,-10.113336324691772,-0.5466666221618652,-9.618795156478882,move_contents,7,151,7.115968465805054,-2.9973678588867188,6.5693018436431885,-2.502826690673828,137,2,3,3,1,10,move_contents_3_ops
