stream_alias,stream_path,stream_row_index,stream_source,stream_example_id,stream_words,hit_type,heldout_row_id,screen,inherited_aln_pair_text_hit_row,text_preview
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,1,simple_wiki,56134,160,norm_text+source_example_id,heldout6992:row:simple_wiki:56134,heldout6992,True,"delegation. = = = Bob Filner = = = Robert Earl Filner (born September 4, 1942) is an American former politician. He was the 35th mayor of San Diego from December 2012 through August 2013. He resigned because of many alle"
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,3,simple_wiki,60351,160,norm_text+source_example_id,heldout6992:row:simple_wiki:60351,heldout6992,False,"party in Portugal. The PSD is a member of the European People's Party and the Centrist Democrat International. Until 1996, the PSD belonged to the European Liberal Democrat and Reform Party and Liberal International. The"
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,8,open_subtitles,48253,160,norm_text+source_example_id,heldout6992:row:open_subtitles:48253,heldout6992,True,"sam's gonna be okay. I figured you would. jamie alworth to reception... hey,uh,I'll walk you out,'cause I,uh, I left my phone in my truck. Thanks,buddy. - All righ bye. - Bye. It's not in his bedroom. Well,what--what's i"
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,18,bnc_spoken,1636,160,norm_text+source_example_id,heldout6992:row:bnc_spoken:1636,heldout6992,True,"photograph of a couple taking the leaflet's advice. I asked Roger Mortlock from Oxaid why the leaflet was so explicit. I think we have to look at the climate we're in; we're, at the moment the AIDS epidemic is facing all"
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,58,simple_wiki,61925,160,norm_text+source_example_id,heldout6992:row:simple_wiki:61925,heldout6992,False,= = = Kallistos Ware (born Timothy Richard Ware; 11 September 1934 – 24 August 2022) was an English bishop and theologian of the Eastern Orthodox Church. He became the titular bishopric of Diokleia in Phrygia () in 1982.
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,58,simple_wiki,61925,160,norm_text+source_example_id,heldout2647:row:simple_wiki:61925,heldout2647,False,= = = Kallistos Ware (born Timothy Richard Ware; 11 September 1934 – 24 August 2022) was an English bishop and theologian of the Eastern Orthodox Church. He became the titular bishopric of Diokleia in Phrygia () in 1982.
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,62,gutenberg,29729,160,norm_text+source_example_id,heldout6992:row:gutenberg:29729,heldout6992,True,"exhausted, and chilled with the cold, and can hold no longer. Farewell, good friend! God preserve you!’ So, he dropped and sunk; and of all the brilliant crowd, the poor Butcher of Rouen alone was saved. In the morning, "
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,75,open_subtitles,50425,160,norm_text+source_example_id,heldout6992:row:open_subtitles:50425,heldout6992,False,"be done on the sly. I wouldn't have scaled the wall and come over at midnight, otherwise. It really doesn't make any difference to me. Make me a Muslim, make me a wrestler or whatever. That's the very least I can do to m"
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,136,bnc_spoken,292,160,norm_text+source_example_id,heldout6992:row:bnc_spoken:292,heldout6992,False,sorts of advertising. Because even tee markers is not the end of the story. Where is the golf company based? There're all based at head office. Okay. But you work from the clients premises at all at all times. Will that 
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,136,bnc_spoken,292,160,norm_text+source_example_id,heldout2647:row:bnc_spoken:292,heldout2647,False,sorts of advertising. Because even tee markers is not the end of the story. Where is the golf company based? There're all based at head office. Okay. But you work from the clients premises at all at all times. Will that 
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,169,simple_wiki,59068,160,norm_text+source_example_id,heldout6992:row:simple_wiki:59068,heldout6992,True,"membership in the League of Corinth, which had been previously imposed by Phillip II of Macedon, Alexander's father. The expedition against Persia had been long in the works, and Alexander did not make it a secret that h"
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,180,simple_wiki,59788,160,norm_text+source_example_id,heldout6992:row:simple_wiki:59788,heldout6992,True,"head. = = = Pavel Nakhimov = = = Pavel Stepanovich Nakhimov () (born July 5, 1802 – died July 12, 1855) was a Russian admiral. He was one of the most famous admirals in Russian naval history. In 1826, Nakhimov served on "
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,180,simple_wiki,59788,160,norm_text+source_example_id,heldout2647:row:simple_wiki:59788,heldout2647,True,"head. = = = Pavel Nakhimov = = = Pavel Stepanovich Nakhimov () (born July 5, 1802 – died July 12, 1855) was a Russian admiral. He was one of the most famous admirals in Russian naval history. In 1826, Nakhimov served on "
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,186,childes,14477,160,norm_text+source_example_id,heldout6992:row:childes:14477,heldout6992,False,and you let me. %int: very quiet *MOT: I don't care Bro. *BRO: please? *BRO: alright we're done. = = = childes/CHILDES_NA/HSLLD/HV2/MT/brtmt2.cha = = = [Home Visit 2] *CHI: God is great God is... *MOT: amen. *CHI: amen. 
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,192,open_subtitles,49163,160,norm_text+source_example_id,heldout6992:row:open_subtitles:49163,heldout6992,True,"half a bottle. You catch on fast. Are you okay? So far, but I can lose it any minute. Alcohol, people... But the end is different. You can throw up the beer but you can't with a person. Yeah. Take a pill for a hangover, "
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,192,open_subtitles,49163,160,norm_text+source_example_id,heldout2647:row:open_subtitles:49163,heldout2647,True,"half a bottle. You catch on fast. Are you okay? So far, but I can lose it any minute. Alcohol, people... But the end is different. You can throw up the beer but you can't with a person. Yeah. Take a pill for a hangover, "
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,202,gutenberg,36704,160,norm_text+source_example_id,heldout6992:row:gutenberg:36704,heldout6992,False,"hospital for the sick and wounded British hove in sight, and by evening Phil and his new friend were comfortably quartered in a small ward in which were three other officers. Fortunately neither was dangerously or seriou"
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,247,open_subtitles,38847,160,norm_text+source_example_id,heldout6992:row:open_subtitles:38847,heldout6992,False,"to do it myself, you know. I did that... the soft shoe. ♪See us or hear us ♪No friends or relations and weekend vacations ♪They won't have it known, dear that we own a telephone ♪No, no, no ♪But I'll awake and start to b"
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,264,childes,7935,160,norm_text+source_example_id,heldout6992:row:childes:7935,heldout6992,False,um. *FAT: who should pick it up? *CHI: me. *FAT: you did? *CHI: um. *CHI: Donna did that. *FAT: Donna did that? *CHI: um. *FAT: she plays out there all the time huh? *CHI: um. *FAT: with her dog. *CHI: um. *FAT: she what
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,264,childes,7935,160,norm_text+source_example_id,heldout2647:row:childes:7935,heldout2647,False,um. *FAT: who should pick it up? *CHI: me. *FAT: you did? *CHI: um. *CHI: Donna did that. *FAT: Donna did that? *CHI: um. *FAT: she plays out there all the time huh? *CHI: um. *FAT: with her dog. *CHI: um. *FAT: she what
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,284,childes,15613,160,norm_text+source_example_id,heldout6992:row:childes:15613,heldout6992,False,onto the living room carpet with a bump! *MOT: see he fell. *MOT: he fell down the chimney. *MOT: look at him. *MOT: he got all dirty. *MOT: Mrs Bear came into the room. *MOT: took him to the bathroom. *MOT: you look lik
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,291,bnc_spoken,859,160,norm_text+source_example_id,heldout6992:row:bnc_spoken:859,heldout6992,True,"percent of their . So, in fact you're not going to do anything to them much in the way of discouraging them from removing their forest, by stopping them exporting small amounts of . Zaire is a huge tropical forest, which"
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,305,open_subtitles,48987,160,norm_text+source_example_id,heldout6992:row:open_subtitles:48987,heldout6992,False,"spinning. ow l realized. There was only one innocent in this whole story. Only one. Even she was buried in 6 feet concrete. She had her God. God! He`s everyone`s. Only if we call him with our heart. Hello, anybody there?"
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,305,open_subtitles,48987,160,norm_text+source_example_id,heldout2647:row:open_subtitles:48987,heldout2647,False,"spinning. ow l realized. There was only one innocent in this whole story. Only one. Even she was buried in 6 feet concrete. She had her God. God! He`s everyone`s. Only if we call him with our heart. Hello, anybody there?"
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,306,gutenberg,23533,160,norm_text+source_example_id,heldout6992:row:gutenberg:23533,heldout6992,False,"the family of the poor deer they had killed on the first day. “On the fifth day of their trip they saw the doe who was the mate of the deer. She, too, had beautiful soft brown eyes and with her a lovely fawn child. “‘Oh "
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,306,gutenberg,23533,160,norm_text+source_example_id,heldout2647:row:gutenberg:23533,heldout2647,False,"the family of the poor deer they had killed on the first day. “On the fifth day of their trip they saw the doe who was the mate of the deer. She, too, had beautiful soft brown eyes and with her a lovely fawn child. “‘Oh "
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,312,childes,20912,160,norm_text+source_example_id,heldout6992:row:childes:20912,heldout6992,False,place nina and her mother used to live.] *CHI: no they aren't. *MOT: well they're not in this box. *MOT: I don't see them anywhere. *CHI: where are they? *MOT: they're gone. *MOT: I'm afraid they got lost. *CHI: are they
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,330,childes,22344,160,norm_text+source_example_id,heldout6992:row:childes:22344,heldout6992,False,is the bug? *CHI: on little girl's hand. [nina comes over and gives her mother a big hug] *CHI: oh Mommy. *MOT: oh Nina. *MOT: nice hug. *MOT: oh nice hug. *CHI: more ginger ale. *MOT: do you feel better today? *CHI: umm
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,336,gutenberg,32947,160,norm_text+source_example_id,heldout6992:row:gutenberg:32947,heldout6992,False,"her card for all the world like a duchess.' Here there was a snigger, and one of his fellow-clerks asked how duchesses gave their cards. And then the buzz went on, and all were on the _qui vive_ for the door to open; but"
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,361,gutenberg,30818,160,norm_text+source_example_id,heldout6992:row:gutenberg:30818,heldout6992,True,"or were supposed to hate them. A few of the people thought that Cæsar was getting too much power and believed it would be a terrible thing to make him a king. They, therefore, decided on a plot to prevent such a thing ha"
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,377,gutenberg,34298,160,norm_text+source_example_id,heldout6992:row:gutenberg:34298,heldout6992,True,"when she looked at her. She had very fair abilities, and were she once but made humble, would be capable not only of doing a good deal in time, but of beginning at once to grow to no end. But, if she were not made humble"
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,394,gutenberg,31997,160,norm_text+source_example_id,heldout6992:row:gutenberg:31997,heldout6992,False,"in turning out! Suppose somebody should have got over the wall of the back-yard and stolen it, while they were merry with the goose--a supposition at which the two young Cratchits became livid! All sorts of horrors were "
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,425,simple_wiki,59583,160,norm_text+source_example_id,heldout6992:row:simple_wiki:59583,heldout6992,True,"grime groups such as Boy Better Know, Newham Generals, Roll Deep, and Ruff Sqwad. In the mid-2010s, grime started to gain attention in Australia. The genre has been described as the ""most significant musical development "
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,431,childes,16323,160,norm_text+source_example_id,heldout6992:row:childes:16323,heldout6992,False,minutes we'll pick them all back up. *MOT: go ahead hon' pick 'em up. *CHI: people. *CHI: look it a cup? *MOT: do you wanna tell her about our Christmas party this morning? *CHI: um. *MOT: who went with you? *CHI: I wann
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,435,childes,21693,160,norm_text+source_example_id,heldout6992:row:childes:21693,heldout6992,False,do you wanna put some other animals on the train? *CHI: yeah [yes]. *MOT: what animals do you wanna put on the train? *CHI: here. *MOT: let's get some other farm animals and put them on the train. [points to another empt
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,435,childes,21693,160,norm_text+source_example_id,heldout2647:row:childes:21693,heldout2647,False,do you wanna put some other animals on the train? *CHI: yeah [yes]. *MOT: what animals do you wanna put on the train? *CHI: here. *MOT: let's get some other farm animals and put them on the train. [points to another empt
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,456,open_subtitles,41814,160,norm_text+source_example_id,heldout6992:row:open_subtitles:41814,heldout6992,False,"and went back to feed again on the apples, and that indicated to us that it is a stress-free induction of unconsciousness. And can I see this equipment? Of course you can. So simple! It is. We have a source of nitrogen h"
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,464,gutenberg,34809,160,norm_text+source_example_id,heldout6992:row:gutenberg:34809,heldout6992,True,"the Rector to say that he was called away to see a sick man. I dashed into the drawing-room, gave the letter to my father, and seeing Maria was not there, I went on into the conservatory. There are moments when even plai"
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,464,gutenberg,34809,160,norm_text+source_example_id,heldout2647:row:gutenberg:34809,heldout2647,True,"the Rector to say that he was called away to see a sick man. I dashed into the drawing-room, gave the letter to my father, and seeing Maria was not there, I went on into the conservatory. There are moments when even plai"
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,470,gutenberg,24615,160,norm_text+source_example_id,heldout6992:row:gutenberg:24615,heldout6992,True,"Capitol steps, and laid his wreath of bay on Jupiter's knees, the white oxen were sacrificed, and the feast began by torchlight. Where was the vanquished? He was led to the dark prison vault in the side of Capitoline hil"
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,471,childes,20376,160,norm_text+source_example_id,heldout6992:row:childes:20376,heldout6992,False,"high pitch *FAT: [laughs]. *FAT: I xxx he se Rossy says *FAT: "" oh good now I have a brother. "" *FAT: he says *FAT: "" oh good. "" *CHI: that's me. *FAT: yeah. *FAT: see this one. *FAT: see he says... *FAT: here's the firs"
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,493,gutenberg,28653,160,norm_text+source_example_id,heldout6992:row:gutenberg:28653,heldout6992,False,"if you were ashamed to know me. Just you wait! I'll get even with you, and all the rest of your new friends, if it's the last thing I ever do!"" Bessie's hand reached out for Dolly's. She knew her chum well enough to unde"
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,504,simple_wiki,57981,160,norm_text+source_example_id,heldout6992:row:simple_wiki:57981,heldout6992,False,"can to avoid getting the virus. Once a pregnant woman has the Zika virus, there is nothing anyone can do to keep her fetus from getting infected too. Epidemiology. Zika fever was first discovered in 1947, in a rhesus mon"
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,515,open_subtitles,43173,160,norm_text+source_example_id,heldout6992:row:open_subtitles:43173,heldout6992,False,"* I'm Not Containable * I Ain't Freakin', I Ain't Fakin' This * Okay, Take It By The Handle And Press That Button. Wil-Ah-Mina. Wil-Mel-Mina. Okay, There's An Easy Way To Remember This. There's ""Hell"" In It. Hell-Me-Mina"
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,516,childes,12302,160,norm_text+source_example_id,heldout6992:row:childes:12302,heldout6992,False,I can do it... *CHI: I... *CHI: put my shoes on! *MOT: myself. *MOT: yeah that's what he's doing putting on his socks. *CHI: myself. *MOT: Sis wanna see? *SIS: [screams]! *MOT: easy. *CHI: ugh. *MOT: alright ready? *MOT:
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,535,open_subtitles,42182,160,norm_text+source_example_id,heldout6992:row:open_subtitles:42182,heldout6992,False,"I want to talk to you. - Sorry, I'm busy. - No, listen. Please, listen. I need you to help me. I just want to know why. Yeah, of course I do. - Do you like it? - [ Laughs ] Why wouldn't I? He's Trent Davis! He won the cl"
compact_experience_SHUF,experiments/archive/compact_experience/data/qwen_shuffled_control/training_corpora/qwen_shuffled_10M.jsonl,535,open_subtitles,42182,160,norm_text+source_example_id,heldout2647:row:open_subtitles:42182,heldout2647,False,"I want to talk to you. - Sorry, I'm busy. - No, listen. Please, listen. I need you to help me. I just want to know why. Yeah, of course I do. - Do you like it? - [ Laughs ] Why wouldn't I? He's Trent Davis! He won the cl"
