arch,arm,checkpoint,seed,role,probe_family,probe_id,effect_no_all_relevant_updates,effect_no_initial_qbox,effect_no_last_relevant_update,entity_type,irrelevant_ops,item_index,margin_full,margin_no_all_relevant_updates,margin_no_initial_qbox,margin_no_last_relevant_update,prefix_words_full,query_box,relevant_updates,reported_numops,stale_idx,total_ops,uid
D,D_VS_43122,chck_100M,43122,V,entity_gold_stale_cue_ablation,entityabl:0:regular_2_ops:7,-1.5351229012012482,0.9286248683929443,-0.5305834412574768,regular,1,7,4.935404181480408,3.4002812802791595,5.864029049873352,4.404820740222931,89,0,2,2,1,3,regular_2_ops
D,D_VS_43122,chck_100M,43122,V,entity_gold_stale_cue_ablation,entityabl:1000:move_contents_3_ops:54,-1.116159439086914,2.007270336151123,-1.3029389381408691,move_contents,5,54,-1.0525336265563965,-2.1686930656433105,0.9547367095947266,-2.3554725646972656,136,5,3,3,1,8,move_contents_3_ops
D,D_VS_43122,chck_100M,43122,V,entity_gold_stale_cue_ablation,entityabl:1001:move_contents_3_ops:56,-4.621366500854492,0.46190357208251953,-1.8970823287963867,move_contents,5,56,6.810314178466797,2.1889476776123047,7.272217750549316,4.91323184967041,111,2,3,3,1,8,move_contents_3_ops
D,D_VS_43122,chck_100M,43122,V,entity_gold_stale_cue_ablation,entityabl:1002:move_contents_3_ops:71,0.17352628707885742,0.47076845169067383,2.387793779373169,move_contents,5,71,3.937224864959717,4.110751152038574,4.407993316650391,6.325018644332886,134,5,3,3,1,8,move_contents_3_ops
D,D_VS_43122,chck_100M,43122,V,entity_gold_stale_cue_ablation,entityabl:1003:move_contents_3_ops:78,0.15814590454101562,-0.2736673355102539,0.1909494400024414,move_contents,5,78,-0.8772964477539062,-0.7191505432128906,-1.1509637832641602,-0.6863470077514648,119,2,3,3,1,8,move_contents_3_ops
D,D_VS_43122,chck_100M,43122,V,entity_gold_stale_cue_ablation,entityabl:1004:move_contents_3_ops:91,-1.1213293075561523,1.6628570556640625,-0.7537550926208496,move_contents,5,91,-0.5690536499023438,-1.690382957458496,1.0938034057617188,-1.3228087425231934,124,2,3,3,1,8,move_contents_3_ops
D,D_VS_43122,chck_100M,43122,V,entity_gold_stale_cue_ablation,entityabl:1005:move_contents_3_ops:97,-5.435051441192627,7.3460134863853455,-1.3702482879161835,move_contents,7,97,-0.005018055438995361,-5.440069496631622,7.34099543094635,-1.3752663433551788,149,4,2,3,1,9,move_contents_3_ops
D,D_VS_43122,chck_100M,43122,V,entity_gold_stale_cue_ablation,entityabl:1006:move_contents_3_ops:108,0.35965633392333984,0.5944995880126953,-0.3578958511352539,move_contents,6,108,0.9799003601074219,1.3395566940307617,1.5743999481201172,0.622004508972168,143,0,3,3,1,9,move_contents_3_ops
D,D_VS_43122,chck_100M,43122,V,entity_gold_stale_cue_ablation,entityabl:1007:move_contents_3_ops:109,-0.025687694549560547,1.9598541259765625,-0.08222532272338867,move_contents,7,109,-5.177525997161865,-5.203213691711426,-3.2176718711853027,-5.259751319885254,119,4,2,3,1,9,move_contents_3_ops
D,D_VS_43122,chck_100M,43122,V,entity_gold_stale_cue_ablation,entityabl:1008:move_contents_3_ops:111,-1.1775403022766113,0.9934654235839844,0.11695003509521484,move_contents,7,111,-3.9013800621032715,-5.078920364379883,-2.907914638519287,-3.7844300270080566,130,0,2,3,1,9,move_contents_3_ops
D,D_VS_43122,chck_100M,43122,V,entity_gold_stale_cue_ablation,entityabl:1009:move_contents_3_ops:112,0.6948928833007812,-2.4714415073394775,-0.355471134185791,move_contents,6,112,-5.099242687225342,-4.4043498039245605,-7.570684194564819,-5.454713821411133,128,2,3,3,1,9,move_contents_3_ops
D,D_VS_43122,chck_100M,43122,V,entity_gold_stale_cue_ablation,entityabl:100:regular_2_ops:234,0.19670724868774414,1.6754746437072754,0.6485342979431152,regular,9,234,-5.0668463706970215,-4.870139122009277,-3.391371726989746,-4.418312072753906,127,1,2,2,1,11,regular_2_ops
D,D_VS_43122,chck_100M,43122,V,entity_gold_stale_cue_ablation,entityabl:1010:move_contents_3_ops:122,-0.2740941047668457,0.4505887031555176,0.39818239212036133,move_contents,6,122,1.3685173988342285,1.0944232940673828,1.819106101989746,1.7666997909545898,149,5,3,3,1,9,move_contents_3_ops
D,D_VS_43122,chck_100M,43122,V,entity_gold_stale_cue_ablation,entityabl:1011:move_contents_3_ops:123,-0.012827873229980469,1.6172571182250977,-0.3753528594970703,move_contents,7,123,-1.876816749572754,-1.8896446228027344,-0.25955963134765625,-2.252169609069824,127,4,2,3,1,9,move_contents_3_ops
D,D_VS_43122,chck_100M,43122,V,entity_gold_stale_cue_ablation,entityabl:1012:move_contents_3_ops:127,-2.6434946060180664,-3.0999250411987305,-1.8883752822875977,move_contents,6,127,-0.5701217651367188,-3.213616371154785,-3.670046806335449,-2.4584970474243164,140,1,3,3,1,9,move_contents_3_ops
D,D_VS_43122,chck_100M,43122,V,entity_gold_stale_cue_ablation,entityabl:1013:move_contents_3_ops:134,-1.386244773864746,1.6556692123413086,-1.4523096084594727,move_contents,6,134,-0.3834648132324219,-1.769709587097168,1.2722043991088867,-1.8357744216918945,145,5,3,3,1,9,move_contents_3_ops
D,D_VS_43122,chck_100M,43122,V,entity_gold_stale_cue_ablation,entityabl:1014:move_contents_3_ops:140,-0.5403594970703125,6.697552680969238,-1.6358909606933594,move_contents,7,140,-4.738611221313477,-5.278970718383789,1.9589414596557617,-6.374502182006836,122,3,2,3,1,9,move_contents_3_ops
D,D_VS_43122,chck_100M,43122,V,entity_gold_stale_cue_ablation,entityabl:1015:move_contents_3_ops:151,-6.582038402557373,0.9744453430175781,-3.724940299987793,move_contents,7,151,1.411147117614746,-5.170891284942627,2.385592460632324,-2.313793182373047,137,2,3,3,1,10,move_contents_3_ops
D,D_VS_43122,chck_100M,43122,V,entity_gold_stale_cue_ablation,entityabl:1016:move_contents_3_ops:153,-0.5284643173217773,0.21581411361694336,0.7531991004943848,move_contents,7,153,-2.328002452850342,-2.856466770172119,-2.1121883392333984,-1.574803352355957,136,3,3,3,1,10,move_contents_3_ops
D,D_VS_43122,chck_100M,43122,V,entity_gold_stale_cue_ablation,entityabl:1017:move_contents_3_ops:155,-0.0890817642211914,0.5020866394042969,0.4470100402832031,move_contents,7,155,-0.9809417724609375,-1.070023536682129,-0.4788551330566406,-0.5339317321777344,133,2,3,3,1,10,move_contents_3_ops
D,D_VS_43122,chck_100M,43122,V,entity_gold_stale_cue_ablation,entityabl:1018:move_contents_3_ops:157,2.8224849700927734,-0.4922475814819336,1.5691566467285156,move_contents,7,157,-4.889459609985352,-2.066974639892578,-5.381707191467285,-3.320302963256836,152,2,3,3,1,10,move_contents_3_ops
D,D_VS_43122,chck_100M,43122,V,entity_gold_stale_cue_ablation,entityabl:1019:move_contents_3_ops:158,-5.122619032859802,7.270126044750214,-1.9030664265155792,move_contents,8,158,0.37681424617767334,-4.745804786682129,7.646940290927887,-1.5262521803379059,158,4,2,3,1,10,move_contents_3_ops
D,D_VS_43122,chck_100M,43122,V,entity_gold_stale_cue_ablation,entityabl:101:regular_2_ops:237,0.054904937744140625,-0.042652130126953125,0.2084636688232422,regular,9,237,-0.2799034118652344,-0.22499847412109375,-0.3225555419921875,-0.07143974304199219,130,6,2,2,1,11,regular_2_ops
D,D_VS_43122,chck_100M,43122,V,entity_gold_stale_cue_ablation,entityabl:1020:move_contents_3_ops:161,-0.57916259765625,1.5858116149902344,-0.9461488723754883,move_contents,8,161,-4.854498863220215,-5.433661460876465,-3.2686872482299805,-5.800647735595703,125,4,2,3,1,10,move_contents_3_ops
D,D_VS_43122,chck_100M,43122,V,entity_gold_stale_cue_ablation,entityabl:1021:move_contents_3_ops:169,-0.25940895080566406,2.6722583770751953,-1.9339122772216797,move_contents,8,169,5.725245475769043,5.465836524963379,8.397503852844238,3.7913331985473633,137,2,2,3,1,10,move_contents_3_ops
D,D_VS_43122,chck_100M,43122,V,entity_gold_stale_cue_ablation,entityabl:1022:move_contents_3_ops:175,-1.1820120811462402,1.247868537902832,-0.9906740188598633,move_contents,7,175,-4.521509170532227,-5.703521251678467,-3.2736406326293945,-5.51218318939209,139,2,3,3,1,10,move_contents_3_ops
D,D_VS_43122,chck_100M,43122,V,entity_gold_stale_cue_ablation,entityabl:1023:move_contents_3_ops:181,-3.950667381286621,4.5613298416137695,-2.1364965438842773,move_contents,8,181,-2.383439064025879,-6.3341064453125,2.1778907775878906,-4.519935607910156,131,3,2,3,1,10,move_contents_3_ops
D,D_VS_43122,chck_100M,43122,V,entity_gold_stale_cue_ablation,entityabl:1024:move_contents_3_ops:185,0.23170948028564453,0.8755531311035156,0.6780390739440918,move_contents,7,185,2.98730731010437,3.2190167903900146,3.8628604412078857,3.665346384048462,142,4,3,3,1,10,move_contents_3_ops
D,D_VS_43122,chck_100M,43122,V,entity_gold_stale_cue_ablation,entityabl:1025:move_contents_3_ops:191,-1.3669238090515137,1.6472086906433105,0.04867219924926758,move_contents,8,191,-1.0684399604797363,-2.43536376953125,0.5787687301635742,-1.0197677612304688,125,0,2,3,1,10,move_contents_3_ops
D,D_VS_43122,chck_100M,43122,V,entity_gold_stale_cue_ablation,entityabl:1026:move_contents_3_ops:192,-5.046388626098633,0.13601970672607422,-1.8243703842163086,move_contents,7,192,-0.8668317794799805,-5.913220405578613,-0.7308120727539062,-2.691202163696289,146,6,3,3,1,10,move_contents_3_ops
D,D_VS_43122,chck_100M,43122,V,entity_gold_stale_cue_ablation,entityabl:1027:move_contents_3_ops:193,1.4724245071411133,0.7823429107666016,0.09995841979980469,move_contents,7,193,0.0286712646484375,1.5010957717895508,0.8110141754150391,0.1286296844482422,137,2,3,3,1,10,move_contents_3_ops
D,D_VS_43122,chck_100M,43122,V,entity_gold_stale_cue_ablation,entityabl:1028:move_contents_3_ops:197,-0.5312819480895996,1.149308204650879,-0.3411860466003418,move_contents,8,197,-3.494119167327881,-4.0254011154174805,-2.344810962677002,-3.8353052139282227,136,0,2,3,1,10,move_contents_3_ops
D,D_VS_43122,chck_100M,43122,V,entity_gold_stale_cue_ablation,entityabl:1029:move_contents_3_ops:205,-3.6673173904418945,1.329331398010254,-1.2705297470092773,move_contents,7,205,2.4443588256835938,-1.2229585647583008,3.7736902236938477,1.1738290786743164,149,6,3,3,1,10,move_contents_3_ops
D,D_VS_43122,chck_100M,43122,V,entity_gold_stale_cue_ablation,entityabl:102:regular_2_ops:238,-0.21153545379638672,0.7691030502319336,-0.24159526824951172,regular,9,238,-1.7836523056030273,-1.995187759399414,-1.0145492553710938,-2.025247573852539,121,1,2,2,1,11,regular_2_ops
D,D_VS_43122,chck_100M,43122,V,entity_gold_stale_cue_ablation,entityabl:1030:move_contents_3_ops:207,-0.9473986625671387,1.7958192825317383,-1.3393383026123047,move_contents,7,207,-0.8130273818969727,-1.7604260444641113,0.9827919006347656,-2.1523656845092773,136,2,3,3,1,10,move_contents_3_ops
D,D_VS_43122,chck_100M,43122,V,entity_gold_stale_cue_ablation,entityabl:1031:move_contents_3_ops:212,-3.9746646881103516,1.7527670860290527,-2.38809871673584,move_contents,7,212,6.059535026550293,2.0848703384399414,7.812302112579346,3.671436309814453,137,2,3,3,1,10,move_contents_3_ops
D,D_VS_43122,chck_100M,43122,V,entity_gold_stale_cue_ablation,entityabl:1032:move_contents_3_ops:213,1.1214580535888672,-1.8461270332336426,-0.1803607940673828,move_contents,7,213,0.684748649597168,1.8062067031860352,-1.1613783836364746,0.5043878555297852,142,5,3,3,1,10,move_contents_3_ops
D,D_VS_43122,chck_100M,43122,V,entity_gold_stale_cue_ablation,entityabl:1033:move_contents_3_ops:217,-2.375011920928955,-1.4518494606018066,-2.1788978576660156,move_contents,7,217,-0.45037078857421875,-2.825382709503174,-1.9022202491760254,-2.6292686462402344,149,1,3,3,1,10,move_contents_3_ops
D,D_VS_43122,chck_100M,43122,V,entity_gold_stale_cue_ablation,entityabl:1034:move_contents_3_ops:225,-0.47000932693481445,0.2478928565979004,0.48001575469970703,move_contents,8,225,-3.0849289894104004,-3.554938316345215,-2.8370361328125,-2.6049132347106934,148,3,3,3,1,11,move_contents_3_ops
