position,target,condition,pair_index,pair_id,target_token_id,rewrite_pos,n_true_src_content,n_unrel_src_content,src_len,unrel_len,true_src_content_mass,unrel_src_content_mass,target_prob,arm,arch,role,seed,checkpoint
96,7152,T,0,"research by warren booth, a biologist at the university of tulsa and a co-author",7152,36,25,34,59,59,0.6404473781585693,0.00022157728380989283,0.01994015835225582,D_V_43022,D,V,43022,chck_80M
96,7152,U,0,"research by warren booth, a biologist at the university of tulsa and a co-author",7152,36,25,34,59,59,0.07100255787372589,0.0014541223645210266,0.008615232072770596,D_V_43022,D,V,43022,chck_80M
100,2410,T,0,"research by warren booth, a biologist at the university of tulsa and a co-author",2410,40,25,34,59,59,0.33849427103996277,0.03955221548676491,0.00601581996306777,D_V_43022,D,V,43022,chck_80M
100,2410,U,0,"research by warren booth, a biologist at the university of tulsa and a co-author",2410,40,25,34,59,59,0.0006752087501809001,0.03404967486858368,0.000982688507065177,D_V_43022,D,V,43022,chck_80M
48,249,T,2,"the new and improved factory farm map, created by food and water watch, uses col",249,4,29,23,43,43,0.010670525021851063,0.000473010033601895,0.04269871115684509,D_V_43022,D,V,43022,chck_80M
48,249,U,2,"the new and improved factory farm map, created by food and water watch, uses col",249,4,29,23,43,43,0.012442534789443016,0.020365674048662186,0.027447223663330078,D_V_43022,D,V,43022,chck_80M
68,6705,T,2,"the new and improved factory farm map, created by food and water watch, uses col",6705,24,29,23,43,43,0.1085703894495964,0.007752737030386925,0.0010577330831438303,D_V_43022,D,V,43022,chck_80M
68,6705,U,2,"the new and improved factory farm map, created by food and water watch, uses col",6705,24,29,23,43,43,0.016080178320407867,0.009920035488903522,0.0005280672921799123,D_V_43022,D,V,43022,chck_80M
36,7537,T,3,the map project was initiated at the university of oregon and its growth and suc,7537,5,15,17,30,30,0.023244015872478485,0.0022698857355862856,0.010102946311235428,D_V_43022,D,V,43022,chck_80M
36,7537,U,3,the map project was initiated at the university of oregon and its growth and suc,7537,5,15,17,30,30,0.0007054205052554607,0.000980835291557014,0.0007721785805188119,D_V_43022,D,V,43022,chck_80M
37,731,T,3,the map project was initiated at the university of oregon and its growth and suc,731,6,15,17,30,30,0.000349727226421237,0.0020592999644577503,0.006787346675992012,D_V_43022,D,V,43022,chck_80M
37,731,U,3,the map project was initiated at the university of oregon and its growth and suc,731,6,15,17,30,30,2.9513699701055884e-05,0.00650054169818759,0.001081334426999092,D_V_43022,D,V,43022,chck_80M
50,3362,T,4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",3362,0,29,21,49,49,0.6637624502182007,9.443458111491054e-05,0.0001367474178550765,D_V_43022,D,V,43022,chck_80M
50,3362,U,4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",3362,0,29,21,49,49,0.0005590955843217671,0.002034790813922882,0.0006473158719018102,D_V_43022,D,V,43022,chck_80M
