position,target,condition,pair_index,pair_id,target_token_id,rewrite_pos,n_true_src_content,n_unrel_src_content,src_len,unrel_len,true_src_content_mass,unrel_src_content_mass,target_prob,arm,arch,role,seed,checkpoint
96,7152,T,0,"research by warren booth, a biologist at the university of tulsa and a co-author",7152,36,25,34,59,59,1.9607168724178337e-05,5.313836663844995e-05,9.570304655426298e-07,D_C_43222,D,C,43222,chck_100M
96,7152,U,0,"research by warren booth, a biologist at the university of tulsa and a co-author",7152,36,25,34,59,59,0.012157266028225422,0.0023383803199976683,0.0025240967515856028,D_C_43222,D,C,43222,chck_100M
100,2410,T,0,"research by warren booth, a biologist at the university of tulsa and a co-author",2410,40,25,34,59,59,0.7557129263877869,0.007797780446708202,9.570879046805203e-05,D_C_43222,D,C,43222,chck_100M
100,2410,U,0,"research by warren booth, a biologist at the university of tulsa and a co-author",2410,40,25,34,59,59,0.0017191667575389147,0.04260789975523949,0.0003377424436621368,D_C_43222,D,C,43222,chck_100M
48,249,T,2,"the new and improved factory farm map, created by food and water watch, uses col",249,4,29,23,43,43,0.010215625166893005,0.0008052131161093712,0.03666764125227928,D_C_43222,D,C,43222,chck_100M
48,249,U,2,"the new and improved factory farm map, created by food and water watch, uses col",249,4,29,23,43,43,0.022190731018781662,0.017777223140001297,0.0989704355597496,D_C_43222,D,C,43222,chck_100M
68,6705,T,2,"the new and improved factory farm map, created by food and water watch, uses col",6705,24,29,23,43,43,0.22927364706993103,0.007206191308796406,2.1002022549510002e-05,D_C_43222,D,C,43222,chck_100M
68,6705,U,2,"the new and improved factory farm map, created by food and water watch, uses col",6705,24,29,23,43,43,0.018772264942526817,0.009371642954647541,5.825103653478436e-05,D_C_43222,D,C,43222,chck_100M
36,7537,T,3,the map project was initiated at the university of oregon and its growth and suc,7537,5,15,17,30,30,0.10093116015195847,0.001173453638330102,0.0006473574321717024,D_C_43222,D,C,43222,chck_100M
36,7537,U,3,the map project was initiated at the university of oregon and its growth and suc,7537,5,15,17,30,30,0.003958961460739374,0.009245293214917183,0.0009937114082276821,D_C_43222,D,C,43222,chck_100M
37,731,T,3,the map project was initiated at the university of oregon and its growth and suc,731,6,15,17,30,30,1.3149945516488515e-05,0.006889950949698687,0.003383612260222435,D_C_43222,D,C,43222,chck_100M
37,731,U,3,the map project was initiated at the university of oregon and its growth and suc,731,6,15,17,30,30,1.9788247300311923e-05,0.015116121619939804,0.0031244489364326,D_C_43222,D,C,43222,chck_100M
50,3362,T,4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",3362,0,29,21,49,49,0.9464253783226013,1.7049071175279096e-05,8.553612929063092e-07,D_C_43222,D,C,43222,chck_100M
50,3362,U,4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",3362,0,29,21,49,49,0.0007579866796731949,0.0006304393173195422,0.0001917949120979756,D_C_43222,D,C,43222,chck_100M
72,3861,T,4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",3861,22,29,21,49,49,0.00018671012367121875,0.0012342581758275628,5.598082225333201e-06,D_C_43222,D,C,43222,chck_100M
72,3861,U,4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",3861,22,29,21,49,49,0.0008394125616177917,0.003221389139071107,1.4578503396478482e-05,D_C_43222,D,C,43222,chck_100M
44,10571,T,5,"if you are not a smoker, you should avoid people who smokes because research fro",10571,0,20,23,43,43,0.003179379738867283,1.8693921447265893e-05,0.00010832835687324405,D_C_43222,D,C,43222,chck_100M
44,10571,U,5,"if you are not a smoker, you should avoid people who smokes because research fro",10571,0,20,23,43,43,0.08446072041988373,5.392010643845424e-05,0.000269334705080837,D_C_43222,D,C,43222,chck_100M
66,1799,T,5,"if you are not a smoker, you should avoid people who smokes because research fro",1799,22,20,23,43,43,0.010657294653356075,0.05061957612633705,0.0015913896495476365,D_C_43222,D,C,43222,chck_100M
66,1799,U,5,"if you are not a smoker, you should avoid people who smokes because research fro",1799,22,20,23,43,43,0.0011205385671928525,0.4701143503189087,0.0005243992200121284,D_C_43222,D,C,43222,chck_100M
66,644,T,6,"three task forces, that were created in the wake of the comprehensive assessment",644,4,32,29,61,61,1.9902239728253335e-05,0.00042816155473701656,0.004258226603269577,D_C_43222,D,C,43222,chck_100M
66,644,U,6,"three task forces, that were created in the wake of the comprehensive assessment",644,4,32,29,61,61,7.816152356099337e-05,0.0010368800722062588,0.013564188033342361,D_C_43222,D,C,43222,chck_100M
93,572,T,6,"three task forces, that were created in the wake of the comprehensive assessment",572,31,32,29,61,61,0.605421781539917,0.001487607485614717,7.141466994653456e-06,D_C_43222,D,C,43222,chck_100M
93,572,U,6,"three task forces, that were created in the wake of the comprehensive assessment",572,31,32,29,61,61,0.010633056983351707,0.0021678991615772247,5.676101864082739e-05,D_C_43222,D,C,43222,chck_100M
