position,target,condition,pair_index,pair_id,target_token_id,rewrite_pos,n_true_src_content,n_unrel_src_content,src_len,unrel_len,true_src_content_mass,unrel_src_content_mass,target_prob,arm,arch,role,seed,checkpoint
96,7152,T,0,"research by warren booth, a biologist at the university of tulsa and a co-author",7152,36,25,34,59,59,0.0005310596898198128,0.0007409233367070556,2.582468732725829e-05,D_C_43022,D,C,43022,chck_90M
96,7152,U,0,"research by warren booth, a biologist at the university of tulsa and a co-author",7152,36,25,34,59,59,0.047608327120542526,0.0010927653638646007,0.005708594806492329,D_C_43022,D,C,43022,chck_90M
100,2410,T,0,"research by warren booth, a biologist at the university of tulsa and a co-author",2410,40,25,34,59,59,0.7651962041854858,0.015551745891571045,0.0001471840514568612,D_C_43022,D,C,43022,chck_90M
100,2410,U,0,"research by warren booth, a biologist at the university of tulsa and a co-author",2410,40,25,34,59,59,0.0004720016731880605,0.03515281155705452,0.00088085001334548,D_C_43022,D,C,43022,chck_90M
48,249,T,2,"the new and improved factory farm map, created by food and water watch, uses col",249,4,29,23,43,43,9.979665628634393e-05,1.4559017472492997e-05,0.006907088682055473,D_C_43022,D,C,43022,chck_90M
48,249,U,2,"the new and improved factory farm map, created by food and water watch, uses col",249,4,29,23,43,43,0.0024038427509367466,0.0018047159537672997,0.10827949643135071,D_C_43022,D,C,43022,chck_90M
68,6705,T,2,"the new and improved factory farm map, created by food and water watch, uses col",6705,24,29,23,43,43,0.30645376443862915,0.2840823829174042,0.00013748380297329277,D_C_43022,D,C,43022,chck_90M
68,6705,U,2,"the new and improved factory farm map, created by food and water watch, uses col",6705,24,29,23,43,43,0.03219865262508392,0.008228515274822712,4.7381705371662974e-05,D_C_43022,D,C,43022,chck_90M
36,7537,T,3,the map project was initiated at the university of oregon and its growth and suc,7537,5,15,17,30,30,0.03822464495897293,0.003467910224571824,0.0010576102649793029,D_C_43022,D,C,43022,chck_90M
36,7537,U,3,the map project was initiated at the university of oregon and its growth and suc,7537,5,15,17,30,30,0.0007665899465791881,0.008038298226892948,0.0002478275855537504,D_C_43022,D,C,43022,chck_90M
37,731,T,3,the map project was initiated at the university of oregon and its growth and suc,731,6,15,17,30,30,8.632527897134423e-05,0.006192040164023638,0.006609460338950157,D_C_43022,D,C,43022,chck_90M
37,731,U,3,the map project was initiated at the university of oregon and its growth and suc,731,6,15,17,30,30,1.443295150238555e-05,0.003490515984594822,0.0013354228576645255,D_C_43022,D,C,43022,chck_90M
50,3362,T,4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",3362,0,29,21,49,49,0.7449045181274414,0.0001931031292770058,0.0003114711435046047,D_C_43022,D,C,43022,chck_90M
50,3362,U,4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",3362,0,29,21,49,49,0.0003144516085740179,0.00048617919674143195,0.00013091499567963183,D_C_43022,D,C,43022,chck_90M
72,3861,T,4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",3861,22,29,21,49,49,0.01356417965143919,0.07420026510953903,8.298309694509953e-05,D_C_43022,D,C,43022,chck_90M
72,3861,U,4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",3861,22,29,21,49,49,0.0005872578476555645,0.010918720625340939,5.375721593736671e-05,D_C_43022,D,C,43022,chck_90M
44,10571,T,5,"if you are not a smoker, you should avoid people who smokes because research fro",10571,0,20,23,43,43,0.004216955509036779,4.9946327635552734e-05,2.3163431251305155e-05,D_C_43022,D,C,43022,chck_90M
44,10571,U,5,"if you are not a smoker, you should avoid people who smokes because research fro",10571,0,20,23,43,43,0.00010381572064943612,0.00018526992062106729,0.000254133774433285,D_C_43022,D,C,43022,chck_90M
66,1799,T,5,"if you are not a smoker, you should avoid people who smokes because research fro",1799,22,20,23,43,43,0.09174571931362152,0.05946005880832672,0.000568017247132957,D_C_43022,D,C,43022,chck_90M
