position,target,condition,pair_index,pair_id,target_token_id,rewrite_pos,n_true_src_content,n_unrel_src_content,src_len,unrel_len,true_src_content_mass,unrel_src_content_mass,target_prob,arm,arch,role,seed,checkpoint
96,7152,T,0,"research by warren booth, a biologist at the university of tulsa and a co-author",7152,36,25,34,59,59,0.0003367960453033447,0.0005472975317388773,3.8407215470215306e-05,D_C_43022,D,C,43022,chck_80M
96,7152,U,0,"research by warren booth, a biologist at the university of tulsa and a co-author",7152,36,25,34,59,59,0.014194806106388569,0.0014199352590367198,0.00254454487003386,D_C_43022,D,C,43022,chck_80M
100,2410,T,0,"research by warren booth, a biologist at the university of tulsa and a co-author",2410,40,25,34,59,59,0.8116130232810974,0.01503374520689249,7.787924550939351e-05,D_C_43022,D,C,43022,chck_80M
100,2410,U,0,"research by warren booth, a biologist at the university of tulsa and a co-author",2410,40,25,34,59,59,0.0008509689942002296,0.04889519512653351,0.0007917490438558161,D_C_43022,D,C,43022,chck_80M
48,249,T,2,"the new and improved factory farm map, created by food and water watch, uses col",249,4,29,23,43,43,0.0003273573820479214,4.2384519474580884e-05,0.008581751957535744,D_C_43022,D,C,43022,chck_80M
48,249,U,2,"the new and improved factory farm map, created by food and water watch, uses col",249,4,29,23,43,43,0.0017009633593261242,0.001487885368987918,0.09771453589200974,D_C_43022,D,C,43022,chck_80M
68,6705,T,2,"the new and improved factory farm map, created by food and water watch, uses col",6705,24,29,23,43,43,0.49447116255760193,0.4783274233341217,6.207615660969168e-05,D_C_43022,D,C,43022,chck_80M
68,6705,U,2,"the new and improved factory farm map, created by food and water watch, uses col",6705,24,29,23,43,43,0.03481318801641464,0.008094340562820435,3.264886254328303e-05,D_C_43022,D,C,43022,chck_80M
36,7537,T,3,the map project was initiated at the university of oregon and its growth and suc,7537,5,15,17,30,30,0.02442764677107334,0.002538327593356371,0.0007194857462309301,D_C_43022,D,C,43022,chck_80M
36,7537,U,3,the map project was initiated at the university of oregon and its growth and suc,7537,5,15,17,30,30,0.0007289364584721625,0.004804227966815233,0.00013274027151055634,D_C_43022,D,C,43022,chck_80M
