position,target,condition,pair_index,pair_id,target_token_id,rewrite_pos,n_true_src_content,n_unrel_src_content,src_len,unrel_len,true_src_content_mass,unrel_src_content_mass,target_prob,arm,arch,role,seed,checkpoint
96,7152,T,0,"research by warren booth, a biologist at the university of tulsa and a co-author",7152,36,25,34,59,59,0.006302898749709129,0.0022440291941165924,5.9108286222908646e-05,D_R_43122,D,R,43122,chck_80M
96,7152,U,0,"research by warren booth, a biologist at the university of tulsa and a co-author",7152,36,25,34,59,59,0.00952080823481083,0.0037657171487808228,9.963367483578622e-05,D_R_43122,D,R,43122,chck_80M
100,2410,T,0,"research by warren booth, a biologist at the university of tulsa and a co-author",2410,40,25,34,59,59,0.9654355049133301,0.002598330145701766,0.00014827633276581764,D_R_43122,D,R,43122,chck_80M
100,2410,U,0,"research by warren booth, a biologist at the university of tulsa and a co-author",2410,40,25,34,59,59,0.001449825707823038,0.026875179260969162,0.0003133373102173209,D_R_43122,D,R,43122,chck_80M
48,249,T,2,"the new and improved factory farm map, created by food and water watch, uses col",249,4,29,23,43,43,4.6253266191342846e-05,1.0960969802908949e-06,4.124759470869321e-06,D_R_43122,D,R,43122,chck_80M
48,249,U,2,"the new and improved factory farm map, created by food and water watch, uses col",249,4,29,23,43,43,0.0012077025603502989,0.0006744778947904706,0.0076783690601587296,D_R_43122,D,R,43122,chck_80M
68,6705,T,2,"the new and improved factory farm map, created by food and water watch, uses col",6705,24,29,23,43,43,0.027401739731431007,0.0007613180205225945,2.8226618269400205e-06,D_R_43122,D,R,43122,chck_80M
68,6705,U,2,"the new and improved factory farm map, created by food and water watch, uses col",6705,24,29,23,43,43,0.021703986451029778,0.011208273470401764,1.3693710570805706e-05,D_R_43122,D,R,43122,chck_80M
36,7537,T,3,the map project was initiated at the university of oregon and its growth and suc,7537,5,15,17,30,30,0.001026461599394679,0.000877165759447962,0.0003684195107780397,D_R_43122,D,R,43122,chck_80M
36,7537,U,3,the map project was initiated at the university of oregon and its growth and suc,7537,5,15,17,30,30,0.0001684074813965708,0.00047228674520738423,0.0001427135430276394,D_R_43122,D,R,43122,chck_80M
37,731,T,3,the map project was initiated at the university of oregon and its growth and suc,731,6,15,17,30,30,1.57847571244929e-05,0.0025673643685877323,0.0002663878258317709,D_R_43122,D,R,43122,chck_80M
37,731,U,3,the map project was initiated at the university of oregon and its growth and suc,731,6,15,17,30,30,4.099728539586067e-05,0.0070128352381289005,0.001087890355847776,D_R_43122,D,R,43122,chck_80M
50,3362,T,4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",3362,0,29,21,49,49,0.9691835045814514,2.2080443159211427e-05,2.0422530724317767e-05,D_R_43122,D,R,43122,chck_80M
50,3362,U,4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",3362,0,29,21,49,49,0.0004293154343031347,0.002366212196648121,0.002056566532701254,D_R_43122,D,R,43122,chck_80M
