position,target,condition,pair_index,pair_id,target_token_id,rewrite_pos,n_true_src_content,n_unrel_src_content,src_len,unrel_len,true_src_content_mass,unrel_src_content_mass,target_prob,arm,arch,role,seed,checkpoint
96,7152,T,0,"research by warren booth, a biologist at the university of tulsa and a co-author",7152,36,25,34,59,59,0.9309555292129517,6.872722588013858e-05,0.0032988102175295353,D_V_43122,D,V,43122,chck_80M
96,7152,U,0,"research by warren booth, a biologist at the university of tulsa and a co-author",7152,36,25,34,59,59,0.3232208788394928,0.0008685460197739303,0.004672974813729525,D_V_43122,D,V,43122,chck_80M
100,2410,T,0,"research by warren booth, a biologist at the university of tulsa and a co-author",2410,40,25,34,59,59,0.9404943585395813,0.006542906165122986,0.0008443382102996111,D_V_43122,D,V,43122,chck_80M
100,2410,U,0,"research by warren booth, a biologist at the university of tulsa and a co-author",2410,40,25,34,59,59,0.0010448838584125042,0.03336485102772713,0.001631954568438232,D_V_43122,D,V,43122,chck_80M
48,249,T,2,"the new and improved factory farm map, created by food and water watch, uses col",249,4,29,23,43,43,0.3291902542114258,0.00034398591378703713,0.014713253825902939,D_V_43122,D,V,43122,chck_80M
48,249,U,2,"the new and improved factory farm map, created by food and water watch, uses col",249,4,29,23,43,43,0.008668417111039162,0.009041587822139263,0.012498360127210617,D_V_43122,D,V,43122,chck_80M
68,6705,T,2,"the new and improved factory farm map, created by food and water watch, uses col",6705,24,29,23,43,43,0.02750803716480732,0.013297557830810547,0.0036407120060175657,D_V_43122,D,V,43122,chck_80M
68,6705,U,2,"the new and improved factory farm map, created by food and water watch, uses col",6705,24,29,23,43,43,0.03750975802540779,0.017683357000350952,0.0010105374967679381,D_V_43122,D,V,43122,chck_80M
36,7537,T,3,the map project was initiated at the university of oregon and its growth and suc,7537,5,15,17,30,30,0.008928257040679455,0.00027024041628465056,0.001545399078167975,D_V_43122,D,V,43122,chck_80M
36,7537,U,3,the map project was initiated at the university of oregon and its growth and suc,7537,5,15,17,30,30,0.00042647315422073007,0.00011936597729800269,0.0010632526827976108,D_V_43122,D,V,43122,chck_80M
37,731,T,3,the map project was initiated at the university of oregon and its growth and suc,731,6,15,17,30,30,1.8818998796632513e-05,0.00080270622856915,0.0005423517432063818,D_V_43122,D,V,43122,chck_80M
37,731,U,3,the map project was initiated at the university of oregon and its growth and suc,731,6,15,17,30,30,1.5661350971640786e-06,0.0008544910233467817,0.00017084236606024206,D_V_43122,D,V,43122,chck_80M
50,3362,T,4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",3362,0,29,21,49,49,0.7946869134902954,8.994477684609592e-05,2.372120798099786e-05,D_V_43122,D,V,43122,chck_80M
50,3362,U,4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",3362,0,29,21,49,49,0.00026898898067884147,0.07925590872764587,0.001027664984576404,D_V_43122,D,V,43122,chck_80M
72,3861,T,4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",3861,22,29,21,49,49,0.1868961900472641,0.05189169570803642,0.005326386541128159,D_V_43122,D,V,43122,chck_80M
72,3861,U,4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",3861,22,29,21,49,49,0.0015659851487725973,0.004368706606328487,2.993465750478208e-05,D_V_43122,D,V,43122,chck_80M
44,10571,T,5,"if you are not a smoker, you should avoid people who smokes because research fro",10571,0,20,23,43,43,0.00037472331314347684,1.6899486581678502e-05,0.00025757536059245467,D_V_43122,D,V,43122,chck_80M
44,10571,U,5,"if you are not a smoker, you should avoid people who smokes because research fro",10571,0,20,23,43,43,0.0014590653590857983,0.00011818602797575295,0.00021903311426285654,D_V_43122,D,V,43122,chck_80M
66,1799,T,5,"if you are not a smoker, you should avoid people who smokes because research fro",1799,22,20,23,43,43,0.10886603593826294,0.009540833532810211,0.02160944789648056,D_V_43122,D,V,43122,chck_80M
66,1799,U,5,"if you are not a smoker, you should avoid people who smokes because research fro",1799,22,20,23,43,43,0.025421369820833206,0.02517450600862503,0.007436360698193312,D_V_43122,D,V,43122,chck_80M
66,644,T,6,"three task forces, that were created in the wake of the comprehensive assessment",644,4,32,29,61,61,1.3791552191833034e-05,0.0004739814321510494,0.003947034012526274,D_V_43122,D,V,43122,chck_80M
