position,target,condition,pair_index,pair_id,target_token_id,rewrite_pos,n_true_src_content,n_unrel_src_content,src_len,unrel_len,true_src_content_mass,unrel_src_content_mass,target_prob,arm,arch,role,seed,checkpoint
96,7152,T,0,"research by warren booth, a biologist at the university of tulsa and a co-author",7152,36,25,34,59,59,0.0005525461165234447,0.0006965291686356068,3.371192724443972e-05,D_C_43022,D,C,43022,chck_100M
96,7152,U,0,"research by warren booth, a biologist at the university of tulsa and a co-author",7152,36,25,34,59,59,0.05223898962140083,0.0009990803664550185,0.006473893765360117,D_C_43022,D,C,43022,chck_100M
100,2410,T,0,"research by warren booth, a biologist at the university of tulsa and a co-author",2410,40,25,34,59,59,0.7645612359046936,0.015931040048599243,0.00016161675739567727,D_C_43022,D,C,43022,chck_100M
100,2410,U,0,"research by warren booth, a biologist at the university of tulsa and a co-author",2410,40,25,34,59,59,0.0004679446283262223,0.033574312925338745,0.0008594330865889788,D_C_43022,D,C,43022,chck_100M
48,249,T,2,"the new and improved factory farm map, created by food and water watch, uses col",249,4,29,23,43,43,0.00011078835814259946,1.3904853403801098e-05,0.006024168338626623,D_C_43022,D,C,43022,chck_100M
48,249,U,2,"the new and improved factory farm map, created by food and water watch, uses col",249,4,29,23,43,43,0.0027099750004708767,0.0020132060162723064,0.10089965164661407,D_C_43022,D,C,43022,chck_100M
68,6705,T,2,"the new and improved factory farm map, created by food and water watch, uses col",6705,24,29,23,43,43,0.30667775869369507,0.2874899208545685,0.00014161541184876114,D_C_43022,D,C,43022,chck_100M
68,6705,U,2,"the new and improved factory farm map, created by food and water watch, uses col",6705,24,29,23,43,43,0.03281710296869278,0.008054129779338837,5.1123563025612384e-05,D_C_43022,D,C,43022,chck_100M
36,7537,T,3,the map project was initiated at the university of oregon and its growth and suc,7537,5,15,17,30,30,0.03137679398059845,0.0032267901115119457,0.0009286524727940559,D_C_43022,D,C,43022,chck_100M
36,7537,U,3,the map project was initiated at the university of oregon and its growth and suc,7537,5,15,17,30,30,0.000773850828409195,0.008071846328675747,0.0002055369404843077,D_C_43022,D,C,43022,chck_100M
37,731,T,3,the map project was initiated at the university of oregon and its growth and suc,731,6,15,17,30,30,0.00010442867642268538,0.007134078536182642,0.006582239642739296,D_C_43022,D,C,43022,chck_100M
37,731,U,3,the map project was initiated at the university of oregon and its growth and suc,731,6,15,17,30,30,1.5344421626650728e-05,0.003736028913408518,0.0011724921641871333,D_C_43022,D,C,43022,chck_100M
50,3362,T,4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",3362,0,29,21,49,49,0.7514801025390625,0.0001968227734323591,0.00029110818286426365,D_C_43022,D,C,43022,chck_100M
50,3362,U,4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",3362,0,29,21,49,49,0.00033044040901586413,0.0004235147498548031,0.00012627833348233253,D_C_43022,D,C,43022,chck_100M
72,3861,T,4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",3861,22,29,21,49,49,0.012787162326276302,0.07935944199562073,8.897652151063085e-05,D_C_43022,D,C,43022,chck_100M
72,3861,U,4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",3861,22,29,21,49,49,0.000714656081981957,0.014864799566566944,6.921798194525763e-05,D_C_43022,D,C,43022,chck_100M
44,10571,T,5,"if you are not a smoker, you should avoid people who smokes because research fro",10571,0,20,23,43,43,0.003633985063061118,4.8775997129268944e-05,2.7733820388675667e-05,D_C_43022,D,C,43022,chck_100M
44,10571,U,5,"if you are not a smoker, you should avoid people who smokes because research fro",10571,0,20,23,43,43,9.801915439311415e-05,0.00017721974290907383,0.00028180930530652404,D_C_43022,D,C,43022,chck_100M
66,1799,T,5,"if you are not a smoker, you should avoid people who smokes because research fro",1799,22,20,23,43,43,0.09689043462276459,0.059825606644153595,0.0006682727253064513,D_C_43022,D,C,43022,chck_100M
66,1799,U,5,"if you are not a smoker, you should avoid people who smokes because research fro",1799,22,20,23,43,43,0.007941780611872673,0.02608213573694229,0.00010712842049542814,D_C_43022,D,C,43022,chck_100M
66,644,T,6,"three task forces, that were created in the wake of the comprehensive assessment",644,4,32,29,61,61,1.5873552911216393e-05,0.0010234493529424071,0.002086417283862829,D_C_43022,D,C,43022,chck_100M
66,644,U,6,"three task forces, that were created in the wake of the comprehensive assessment",644,4,32,29,61,61,2.39682849496603e-05,8.077781239990145e-05,0.0010785623453557491,D_C_43022,D,C,43022,chck_100M
