position,target,condition,pair_index,pair_id,target_token_id,rewrite_pos,n_true_src_content,n_unrel_src_content,src_len,unrel_len,true_src_content_mass,unrel_src_content_mass,target_prob,arm,arch,role,seed,checkpoint
96,7152,T,0,"research by warren booth, a biologist at the university of tulsa and a co-author",7152,36,25,34,59,59,0.009127246215939522,0.0017865526024252176,8.974523370852694e-05,D_R_43122,D,R,43122,chck_90M
96,7152,U,0,"research by warren booth, a biologist at the university of tulsa and a co-author",7152,36,25,34,59,59,0.02272445149719715,0.0036912052892148495,0.00018887559417635202,D_R_43122,D,R,43122,chck_90M
100,2410,T,0,"research by warren booth, a biologist at the university of tulsa and a co-author",2410,40,25,34,59,59,0.9570779204368591,0.0026555622462183237,0.00014509914035443217,D_R_43122,D,R,43122,chck_90M
100,2410,U,0,"research by warren booth, a biologist at the university of tulsa and a co-author",2410,40,25,34,59,59,0.0009815134108066559,0.022791903465986252,0.00017393039888702333,D_R_43122,D,R,43122,chck_90M
48,249,T,2,"the new and improved factory farm map, created by food and water watch, uses col",249,4,29,23,43,43,1.9570894437492825e-05,8.604728236605297e-07,8.72143755259458e-06,D_R_43122,D,R,43122,chck_90M
48,249,U,2,"the new and improved factory farm map, created by food and water watch, uses col",249,4,29,23,43,43,0.00163213349878788,0.0013069564010947943,0.013818394392728806,D_R_43122,D,R,43122,chck_90M
68,6705,T,2,"the new and improved factory farm map, created by food and water watch, uses col",6705,24,29,23,43,43,0.039985980838537216,0.0005815260810777545,1.0512293329156819e-06,D_R_43122,D,R,43122,chck_90M
68,6705,U,2,"the new and improved factory farm map, created by food and water watch, uses col",6705,24,29,23,43,43,0.02045971155166626,0.009948006831109524,1.4788100997975562e-05,D_R_43122,D,R,43122,chck_90M
36,7537,T,3,the map project was initiated at the university of oregon and its growth and suc,7537,5,15,17,30,30,0.0009579792967997491,0.0007327425992116332,0.00037535035517066717,D_R_43122,D,R,43122,chck_90M
36,7537,U,3,the map project was initiated at the university of oregon and its growth and suc,7537,5,15,17,30,30,0.00018943421309813857,0.00047017267206683755,0.00015245919348672032,D_R_43122,D,R,43122,chck_90M
37,731,T,3,the map project was initiated at the university of oregon and its growth and suc,731,6,15,17,30,30,2.54700116784079e-05,0.0030318598728626966,0.0005209834198467433,D_R_43122,D,R,43122,chck_90M
37,731,U,3,the map project was initiated at the university of oregon and its growth and suc,731,6,15,17,30,30,9.307469008490443e-05,0.007952720858156681,0.001926247263327241,D_R_43122,D,R,43122,chck_90M
50,3362,T,4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",3362,0,29,21,49,49,0.981147825717926,1.1861950952152256e-05,1.4186541193339508e-05,D_R_43122,D,R,43122,chck_90M
50,3362,U,4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",3362,0,29,21,49,49,0.0006398223340511322,0.0015897531993687153,0.0018900736467912793,D_R_43122,D,R,43122,chck_90M
