position,target,condition,pair_index,pair_id,target_token_id,rewrite_pos,n_true_src_content,n_unrel_src_content,src_len,unrel_len,true_src_content_mass,unrel_src_content_mass,target_prob,arm,arch,role,seed,checkpoint
96,7152,T,0,"research by warren booth, a biologist at the university of tulsa and a co-author",7152,36,25,34,59,59,0.004350320436060429,0.0011115595698356628,3.6905184970237315e-05,D_C_43122,D,C,43122,chck_100M
96,7152,U,0,"research by warren booth, a biologist at the university of tulsa and a co-author",7152,36,25,34,59,59,0.014120126143097878,0.001880213967524469,0.0002078270335914567,D_C_43122,D,C,43122,chck_100M
100,2410,T,0,"research by warren booth, a biologist at the university of tulsa and a co-author",2410,40,25,34,59,59,0.6894320249557495,0.049322500824928284,0.003914193250238895,D_C_43122,D,C,43122,chck_100M
100,2410,U,0,"research by warren booth, a biologist at the university of tulsa and a co-author",2410,40,25,34,59,59,0.0010118326172232628,0.05386897921562195,0.0007433682330884039,D_C_43122,D,C,43122,chck_100M
48,249,T,2,"the new and improved factory farm map, created by food and water watch, uses col",249,4,29,23,43,43,0.0009219541680067778,0.00018271117005497217,0.06012621149420738,D_C_43122,D,C,43122,chck_100M
48,249,U,2,"the new and improved factory farm map, created by food and water watch, uses col",249,4,29,23,43,43,0.007392181549221277,0.015590700320899487,0.2823277711868286,D_C_43122,D,C,43122,chck_100M
68,6705,T,2,"the new and improved factory farm map, created by food and water watch, uses col",6705,24,29,23,43,43,0.048481110483407974,0.0007552665192633867,7.027807441772893e-05,D_C_43122,D,C,43122,chck_100M
68,6705,U,2,"the new and improved factory farm map, created by food and water watch, uses col",6705,24,29,23,43,43,0.015416868031024933,0.01174776628613472,0.00028458063025027514,D_C_43122,D,C,43122,chck_100M
36,7537,T,3,the map project was initiated at the university of oregon and its growth and suc,7537,5,15,17,30,30,0.09045703709125519,0.0014873107429593801,0.0005423835827969015,D_C_43122,D,C,43122,chck_100M
36,7537,U,3,the map project was initiated at the university of oregon and its growth and suc,7537,5,15,17,30,30,0.0021353254560381174,0.0027557709254324436,0.00033630913821980357,D_C_43122,D,C,43122,chck_100M
