position,target,condition,pair_index,pair_id,target_token_id,rewrite_pos,n_true_src_content,n_unrel_src_content,src_len,unrel_len,true_src_content_mass,unrel_src_content_mass,target_prob,arm,arch,role,seed,checkpoint
96,7152,T,0,"research by warren booth, a biologist at the university of tulsa and a co-author",7152,36,25,34,59,59,0.7123351097106934,0.00019056351447943598,0.027171321213245392,D_V_43022,D,V,43022,chck_100M
96,7152,U,0,"research by warren booth, a biologist at the university of tulsa and a co-author",7152,36,25,34,59,59,0.06626804172992706,0.0017992286011576653,0.009754509665071964,D_V_43022,D,V,43022,chck_100M
100,2410,T,0,"research by warren booth, a biologist at the university of tulsa and a co-author",2410,40,25,34,59,59,0.38233432173728943,0.041580695658922195,0.004294797778129578,D_V_43022,D,V,43022,chck_100M
100,2410,U,0,"research by warren booth, a biologist at the university of tulsa and a co-author",2410,40,25,34,59,59,0.0005369254504330456,0.03309810906648636,0.0006883801543153822,D_V_43022,D,V,43022,chck_100M
48,249,T,2,"the new and improved factory farm map, created by food and water watch, uses col",249,4,29,23,43,43,0.010377082973718643,0.000398740143282339,0.05051238089799881,D_V_43022,D,V,43022,chck_100M
48,249,U,2,"the new and improved factory farm map, created by food and water watch, uses col",249,4,29,23,43,43,0.016267910599708557,0.023768208920955658,0.035944730043411255,D_V_43022,D,V,43022,chck_100M
68,6705,T,2,"the new and improved factory farm map, created by food and water watch, uses col",6705,24,29,23,43,43,0.0862254947423935,0.02402176894247532,0.0017251159297302365,D_V_43022,D,V,43022,chck_100M
68,6705,U,2,"the new and improved factory farm map, created by food and water watch, uses col",6705,24,29,23,43,43,0.02482769265770912,0.015450982376933098,0.00047576555516570807,D_V_43022,D,V,43022,chck_100M
36,7537,T,3,the map project was initiated at the university of oregon and its growth and suc,7537,5,15,17,30,30,0.023413866758346558,0.0025748314801603556,0.00524118123576045,D_V_43022,D,V,43022,chck_100M
36,7537,U,3,the map project was initiated at the university of oregon and its growth and suc,7537,5,15,17,30,30,0.0005249656387604773,0.0010967263951897621,0.000396194081986323,D_V_43022,D,V,43022,chck_100M
37,731,T,3,the map project was initiated at the university of oregon and its growth and suc,731,6,15,17,30,30,0.00039797695353627205,0.002250684890896082,0.009253542870283127,D_V_43022,D,V,43022,chck_100M
37,731,U,3,the map project was initiated at the university of oregon and its growth and suc,731,6,15,17,30,30,4.611891199601814e-05,0.005880193319171667,0.0017651484813541174,D_V_43022,D,V,43022,chck_100M
50,3362,T,4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",3362,0,29,21,49,49,0.6898579597473145,9.6983763796743e-05,0.00017203344032168388,D_V_43022,D,V,43022,chck_100M
50,3362,U,4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",3362,0,29,21,49,49,0.0005590649088844657,0.0007959137437865138,0.0013327158521860838,D_V_43022,D,V,43022,chck_100M
72,3861,T,4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",3861,22,29,21,49,49,0.2981124222278595,0.1787577122449875,2.1423582438728772e-05,D_V_43022,D,V,43022,chck_100M
72,3861,U,4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",3861,22,29,21,49,49,0.0026132387574762106,0.016501644626259804,4.3250678572803736e-05,D_V_43022,D,V,43022,chck_100M
44,10571,T,5,"if you are not a smoker, you should avoid people who smokes because research fro",10571,0,20,23,43,43,0.00017933212802745402,1.4184463907440659e-05,0.0014924786519259214,D_V_43022,D,V,43022,chck_100M
44,10571,U,5,"if you are not a smoker, you should avoid people who smokes because research fro",10571,0,20,23,43,43,0.00023868505377322435,3.2028110581450164e-05,0.0006317902589216828,D_V_43022,D,V,43022,chck_100M
66,1799,T,5,"if you are not a smoker, you should avoid people who smokes because research fro",1799,22,20,23,43,43,0.44916707277297974,0.03462201729416847,0.0014775090385228395,D_V_43022,D,V,43022,chck_100M
66,1799,U,5,"if you are not a smoker, you should avoid people who smokes because research fro",1799,22,20,23,43,43,0.015644457191228867,0.04677125811576843,0.00014523035497404635,D_V_43022,D,V,43022,chck_100M
66,644,T,6,"three task forces, that were created in the wake of the comprehensive assessment",644,4,32,29,61,61,1.0118101272382773e-05,0.001106381881982088,0.004076075740158558,D_V_43022,D,V,43022,chck_100M
66,644,U,6,"three task forces, that were created in the wake of the comprehensive assessment",644,4,32,29,61,61,0.00016358438006136566,0.0039574927650392056,0.008109422400593758,D_V_43022,D,V,43022,chck_100M
93,572,T,6,"three task forces, that were created in the wake of the comprehensive assessment",572,31,32,29,61,61,0.8685046434402466,0.00018947062199003994,4.459811293600069e-07,D_V_43022,D,V,43022,chck_100M
93,572,U,6,"three task forces, that were created in the wake of the comprehensive assessment",572,31,32,29,61,61,0.0004109455621801317,0.0010780490702018142,4.029231149615953e-06,D_V_43022,D,V,43022,chck_100M
