position,target,condition,pair_index,pair_id,target_token_id,rewrite_pos,n_true_src_content,n_unrel_src_content,src_len,unrel_len,true_src_content_mass,unrel_src_content_mass,target_prob,arm,arch,role,seed,checkpoint
96,7152,T,0,"research by warren booth, a biologist at the university of tulsa and a co-author",7152,36,25,34,59,59,0.031297892332077026,0.000958183198235929,1.4605908290832303e-05,D_R_43022,D,R,43022,chck_100M
96,7152,U,0,"research by warren booth, a biologist at the university of tulsa and a co-author",7152,36,25,34,59,59,0.00237500318326056,0.0032842925284057856,0.00194133585318923,D_R_43022,D,R,43022,chck_100M
100,2410,T,0,"research by warren booth, a biologist at the university of tulsa and a co-author",2410,40,25,34,59,59,0.8211517333984375,0.006787633989006281,0.0006029816577211022,D_R_43022,D,R,43022,chck_100M
100,2410,U,0,"research by warren booth, a biologist at the university of tulsa and a co-author",2410,40,25,34,59,59,0.0011463111732155085,0.036078065633773804,0.000550325377844274,D_R_43022,D,R,43022,chck_100M
48,249,T,2,"the new and improved factory farm map, created by food and water watch, uses col",249,4,29,23,43,43,2.34882531913172e-06,5.504600721906172e-07,6.65018378640525e-05,D_R_43022,D,R,43022,chck_100M
48,249,U,2,"the new and improved factory farm map, created by food and water watch, uses col",249,4,29,23,43,43,0.005129702389240265,0.0022943688090890646,0.008514213375747204,D_R_43022,D,R,43022,chck_100M
68,6705,T,2,"the new and improved factory farm map, created by food and water watch, uses col",6705,24,29,23,43,43,0.04434303566813469,0.00892175268381834,0.00039034622022882104,D_R_43022,D,R,43022,chck_100M
68,6705,U,2,"the new and improved factory farm map, created by food and water watch, uses col",6705,24,29,23,43,43,0.04171278327703476,0.011696611531078815,8.491816697642207e-05,D_R_43022,D,R,43022,chck_100M
36,7537,T,3,the map project was initiated at the university of oregon and its growth and suc,7537,5,15,17,30,30,0.1804848611354828,0.0012799144024029374,0.00011521914711920545,D_R_43022,D,R,43022,chck_100M
36,7537,U,3,the map project was initiated at the university of oregon and its growth and suc,7537,5,15,17,30,30,0.0010905730305239558,0.0005348162958398461,0.00010457898315507919,D_R_43022,D,R,43022,chck_100M
37,731,T,3,the map project was initiated at the university of oregon and its growth and suc,731,6,15,17,30,30,0.00012674962636083364,0.004993381444364786,0.008227365091443062,D_R_43022,D,R,43022,chck_100M
37,731,U,3,the map project was initiated at the university of oregon and its growth and suc,731,6,15,17,30,30,4.879248081124388e-05,0.0197838693857193,0.010422132909297943,D_R_43022,D,R,43022,chck_100M
50,3362,T,4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",3362,0,29,21,49,49,0.9891109466552734,1.0271905011904892e-05,1.77736710611498e-05,D_R_43022,D,R,43022,chck_100M
50,3362,U,4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",3362,0,29,21,49,49,0.0004829966346733272,0.02001849189400673,0.0011371128493919969,D_R_43022,D,R,43022,chck_100M
72,3861,T,4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",3861,22,29,21,49,49,0.036140214651823044,0.07785755395889282,4.304532194510102e-05,D_R_43022,D,R,43022,chck_100M
72,3861,U,4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",3861,22,29,21,49,49,0.000565921887755394,0.0020380676724016666,1.6937296095420606e-05,D_R_43022,D,R,43022,chck_100M
44,10571,T,5,"if you are not a smoker, you should avoid people who smokes because research fro",10571,0,20,23,43,43,0.00797252170741558,0.0014573248336091638,0.0002637340221554041,D_R_43022,D,R,43022,chck_100M
44,10571,U,5,"if you are not a smoker, you should avoid people who smokes because research fro",10571,0,20,23,43,43,0.0036969908978790045,0.002788124606013298,0.0005540920537896454,D_R_43022,D,R,43022,chck_100M
66,1799,T,5,"if you are not a smoker, you should avoid people who smokes because research fro",1799,22,20,23,43,43,0.05753948539495468,0.04792129620909691,0.0008229161612689495,D_R_43022,D,R,43022,chck_100M
66,1799,U,5,"if you are not a smoker, you should avoid people who smokes because research fro",1799,22,20,23,43,43,0.03041718900203705,0.035336099565029144,0.0003630817518569529,D_R_43022,D,R,43022,chck_100M
66,644,T,6,"three task forces, that were created in the wake of the comprehensive assessment",644,4,32,29,61,61,9.337349911220372e-05,0.0020921588875353336,0.028931226581335068,D_R_43022,D,R,43022,chck_100M
66,644,U,6,"three task forces, that were created in the wake of the comprehensive assessment",644,4,32,29,61,61,0.00019427156075835228,0.0003500513266772032,0.005430654156953096,D_R_43022,D,R,43022,chck_100M
93,572,T,6,"three task forces, that were created in the wake of the comprehensive assessment",572,31,32,29,61,61,0.5606372952461243,0.0006011616205796599,2.128644382537459e-06,D_R_43022,D,R,43022,chck_100M
93,572,U,6,"three task forces, that were created in the wake of the comprehensive assessment",572,31,32,29,61,61,0.0004417355521582067,0.00042615795973688364,9.792275704967324e-06,D_R_43022,D,R,43022,chck_100M
45,249,T,7,"the hubbard-rosa version of “on, wisconsin!” became the official state song on j",249,13,10,15,31,31,0.94051593542099,3.279388329247013e-05,0.00781967956572771,D_R_43022,D,R,43022,chck_100M
45,249,U,7,"the hubbard-rosa version of “on, wisconsin!” became the official state song on j",249,13,10,15,31,31,0.0025530499406158924,0.000487280311062932,0.5760146379470825,D_R_43022,D,R,43022,chck_100M
26,6890,T,8,"this year alone, 12 deaths have been reported, according to a san jose state uni",6890,4,10,11,21,21,0.002659325487911701,0.0007470410782843828,2.1397732780314982e-05,D_R_43022,D,R,43022,chck_100M
26,6890,U,8,"this year alone, 12 deaths have been reported, according to a san jose state uni",6890,4,10,11,21,21,0.0006887945346534252,0.0026800890918821096,5.2056821004953235e-05,D_R_43022,D,R,43022,chck_100M
55,5343,T,9,"in january 2003, epa released its national water quality trading policy, which l",5343,17,19,18,37,37,0.0019538570195436478,4.5037879317533225e-05,3.281157205492491e-06,D_R_43022,D,R,43022,chck_100M
55,5343,U,9,"in january 2003, epa released its national water quality trading policy, which l",5343,17,19,18,37,37,0.0017795341555029154,0.0033406789880245924,9.436224354431033e-05,D_R_43022,D,R,43022,chck_100M
60,954,T,10,"total=land+water; land=land only [suh-rent-owe] is a town in hancock county, set",954,3,19,23,56,56,0.9235502481460571,2.4643806682433933e-05,3.6002649039801327e-07,D_R_43022,D,R,43022,chck_100M
60,954,U,10,"total=land+water; land=land only [suh-rent-owe] is a town in hancock county, set",954,3,19,23,56,56,0.001963927410542965,0.0044052377343177795,8.861313290253747e-06,D_R_43022,D,R,43022,chck_100M
87,641,T,10,"total=land+water; land=land only [suh-rent-owe] is a town in hancock county, set",641,30,19,23,56,56,0.00013054776354692876,5.5899465223774314e-05,0.0002882751577999443,D_R_43022,D,R,43022,chck_100M
