position,target,condition,pair_index,pair_id,target_token_id,rewrite_pos,n_true_src_content,n_unrel_src_content,src_len,unrel_len,true_src_content_mass,unrel_src_content_mass,target_prob,arm,arch,role,seed,checkpoint
96,7152,T,0,"research by warren booth, a biologist at the university of tulsa and a co-author",7152,36,25,34,59,59,1.8101818568538874e-05,6.640137871727347e-05,1.6297015008603921e-06,D_C_43222,D,C,43222,chck_80M
96,7152,U,0,"research by warren booth, a biologist at the university of tulsa and a co-author",7152,36,25,34,59,59,0.015233048237860203,0.0019164467230439186,0.0028857572469860315,D_C_43222,D,C,43222,chck_80M
100,2410,T,0,"research by warren booth, a biologist at the university of tulsa and a co-author",2410,40,25,34,59,59,0.7886422872543335,0.005484272260218859,6.197184848133475e-05,D_C_43222,D,C,43222,chck_80M
100,2410,U,0,"research by warren booth, a biologist at the university of tulsa and a co-author",2410,40,25,34,59,59,0.0015920012956485152,0.031862448900938034,0.00029281165916472673,D_C_43222,D,C,43222,chck_80M
48,249,T,2,"the new and improved factory farm map, created by food and water watch, uses col",249,4,29,23,43,43,0.012052163481712341,0.0007039800984784961,0.05074319988489151,D_C_43222,D,C,43222,chck_80M
48,249,U,2,"the new and improved factory farm map, created by food and water watch, uses col",249,4,29,23,43,43,0.019056180492043495,0.013802417553961277,0.130571648478508,D_C_43222,D,C,43222,chck_80M
68,6705,T,2,"the new and improved factory farm map, created by food and water watch, uses col",6705,24,29,23,43,43,0.0678999200463295,0.0044944388791918755,3.185729292454198e-05,D_C_43222,D,C,43222,chck_80M
68,6705,U,2,"the new and improved factory farm map, created by food and water watch, uses col",6705,24,29,23,43,43,0.015950197353959084,0.0059131113812327385,4.2870906327152625e-05,D_C_43222,D,C,43222,chck_80M
36,7537,T,3,the map project was initiated at the university of oregon and its growth and suc,7537,5,15,17,30,30,0.06591638177633286,0.0006216033943928778,0.000449236948043108,D_C_43222,D,C,43222,chck_80M
36,7537,U,3,the map project was initiated at the university of oregon and its growth and suc,7537,5,15,17,30,30,0.0039038921240717173,0.011696615256369114,0.0008119115373119712,D_C_43222,D,C,43222,chck_80M
37,731,T,3,the map project was initiated at the university of oregon and its growth and suc,731,6,15,17,30,30,1.43362276503467e-05,0.007712230551987886,0.004314064513891935,D_C_43222,D,C,43222,chck_80M
37,731,U,3,the map project was initiated at the university of oregon and its growth and suc,731,6,15,17,30,30,2.1594369172817096e-05,0.015329873189330101,0.004065202083438635,D_C_43222,D,C,43222,chck_80M
50,3362,T,4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",3362,0,29,21,49,49,0.9372395277023315,1.5127855476748664e-05,1.0171356734645087e-06,D_C_43222,D,C,43222,chck_80M
50,3362,U,4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",3362,0,29,21,49,49,0.00043130741687491536,0.0005906701553612947,0.00023005454568192363,D_C_43222,D,C,43222,chck_80M
72,3861,T,4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",3861,22,29,21,49,49,0.00024630475672893226,0.001245589810423553,8.917188097257167e-06,D_C_43222,D,C,43222,chck_80M
72,3861,U,4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",3861,22,29,21,49,49,0.00039679097244516015,0.0025605843402445316,1.349646754533751e-05,D_C_43222,D,C,43222,chck_80M
44,10571,T,5,"if you are not a smoker, you should avoid people who smokes because research fro",10571,0,20,23,43,43,0.009272195398807526,2.852557008736767e-05,0.00018083649047184736,D_C_43222,D,C,43222,chck_80M
44,10571,U,5,"if you are not a smoker, you should avoid people who smokes because research fro",10571,0,20,23,43,43,0.1513744294643402,5.704559589503333e-05,0.00029453798197209835,D_C_43222,D,C,43222,chck_80M
66,1799,T,5,"if you are not a smoker, you should avoid people who smokes because research fro",1799,22,20,23,43,43,0.014793647453188896,0.040696993470191956,0.001742594875395298,D_C_43222,D,C,43222,chck_80M
66,1799,U,5,"if you are not a smoker, you should avoid people who smokes because research fro",1799,22,20,23,43,43,0.00048390260781161487,0.6759709119796753,0.00037923178751952946,D_C_43222,D,C,43222,chck_80M
66,644,T,6,"three task forces, that were created in the wake of the comprehensive assessment",644,4,32,29,61,61,2.5093315343838185e-05,0.0005576538387686014,0.007976824417710304,D_C_43222,D,C,43222,chck_80M
66,644,U,6,"three task forces, that were created in the wake of the comprehensive assessment",644,4,32,29,61,61,6.117091834312305e-05,0.001532347989268601,0.022617317736148834,D_C_43222,D,C,43222,chck_80M
93,572,T,6,"three task forces, that were created in the wake of the comprehensive assessment",572,31,32,29,61,61,0.5234701037406921,0.0019495945889502764,9.383469659951515e-06,D_C_43222,D,C,43222,chck_80M
