position,target,condition,pair_index,pair_id,target_token_id,rewrite_pos,n_true_src_content,n_unrel_src_content,src_len,unrel_len,true_src_content_mass,unrel_src_content_mass,target_prob,arm,arch,role,seed,checkpoint
96,7152,T,0,"research by warren booth, a biologist at the university of tulsa and a co-author",7152,36,25,34,59,59,1.8710805306909606e-05,4.916789475828409e-05,8.823491839393682e-07,D_C_43222,D,C,43222,chck_90M
96,7152,U,0,"research by warren booth, a biologist at the university of tulsa and a co-author",7152,36,25,34,59,59,0.011434949934482574,0.0023248461075127125,0.0022659446112811565,D_C_43222,D,C,43222,chck_90M
100,2410,T,0,"research by warren booth, a biologist at the university of tulsa and a co-author",2410,40,25,34,59,59,0.7530363202095032,0.008684486150741577,0.00010068515257444233,D_C_43222,D,C,43222,chck_90M
100,2410,U,0,"research by warren booth, a biologist at the university of tulsa and a co-author",2410,40,25,34,59,59,0.0017966795712709427,0.04172265902161598,0.00029963572160340846,D_C_43222,D,C,43222,chck_90M
48,249,T,2,"the new and improved factory farm map, created by food and water watch, uses col",249,4,29,23,43,43,0.008053569123148918,0.0009006233885884285,0.04636891931295395,D_C_43222,D,C,43222,chck_90M
48,249,U,2,"the new and improved factory farm map, created by food and water watch, uses col",249,4,29,23,43,43,0.02384510450065136,0.019123703241348267,0.10142917186021805,D_C_43222,D,C,43222,chck_90M
68,6705,T,2,"the new and improved factory farm map, created by food and water watch, uses col",6705,24,29,23,43,43,0.22118084132671356,0.008000688627362251,2.6937843358609825e-05,D_C_43222,D,C,43222,chck_90M
68,6705,U,2,"the new and improved factory farm map, created by food and water watch, uses col",6705,24,29,23,43,43,0.01903550513088703,0.009899143129587173,6.077935904613696e-05,D_C_43222,D,C,43222,chck_90M
36,7537,T,3,the map project was initiated at the university of oregon and its growth and suc,7537,5,15,17,30,30,0.10870753228664398,0.0012773203197866678,0.0008852944010868669,D_C_43222,D,C,43222,chck_90M
36,7537,U,3,the map project was initiated at the university of oregon and its growth and suc,7537,5,15,17,30,30,0.0042810989543795586,0.010943479835987091,0.0013850268442183733,D_C_43222,D,C,43222,chck_90M
37,731,T,3,the map project was initiated at the university of oregon and its growth and suc,731,6,15,17,30,30,1.4123981600278057e-05,0.005731242708861828,0.003338342299684882,D_C_43222,D,C,43222,chck_90M
37,731,U,3,the map project was initiated at the university of oregon and its growth and suc,731,6,15,17,30,30,2.0086885342607275e-05,0.012432276271283627,0.0031593635212630033,D_C_43222,D,C,43222,chck_90M
50,3362,T,4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",3362,0,29,21,49,49,0.9457072615623474,1.7110818589571863e-05,7.831520747458853e-07,D_C_43222,D,C,43222,chck_90M
50,3362,U,4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",3362,0,29,21,49,49,0.00073606101796031,0.0005485370638780296,0.00018865516176447272,D_C_43222,D,C,43222,chck_90M
72,3861,T,4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",3861,22,29,21,49,49,0.00019839979358948767,0.0014423467218875885,6.184114681673236e-06,D_C_43222,D,C,43222,chck_90M
