position,target,condition,pair_index,pair_id,target_token_id,rewrite_pos,n_true_src_content,n_unrel_src_content,src_len,unrel_len,true_src_content_mass,unrel_src_content_mass,target_prob,arm,arch,role,seed,checkpoint
96,7152,T,0,"research by warren booth, a biologist at the university of tulsa and a co-author",7152,36,25,34,59,59,0.012295151129364967,0.0016843706835061312,0.00010296077380189672,D_R_43122,D,R,43122,chck_100M
96,7152,U,0,"research by warren booth, a biologist at the university of tulsa and a co-author",7152,36,25,34,59,59,0.020172424614429474,0.0036960989236831665,0.0001992656325455755,D_R_43122,D,R,43122,chck_100M
100,2410,T,0,"research by warren booth, a biologist at the university of tulsa and a co-author",2410,40,25,34,59,59,0.9570868015289307,0.0026629248168319464,0.0001773632684489712,D_R_43122,D,R,43122,chck_100M
100,2410,U,0,"research by warren booth, a biologist at the university of tulsa and a co-author",2410,40,25,34,59,59,0.0010859589092433453,0.022575199604034424,0.00024000534904189408,D_R_43122,D,R,43122,chck_100M
48,249,T,2,"the new and improved factory farm map, created by food and water watch, uses col",249,4,29,23,43,43,1.5329527741414495e-05,5.537850711334613e-07,4.177803020866122e-06,D_R_43122,D,R,43122,chck_100M
48,249,U,2,"the new and improved factory farm map, created by food and water watch, uses col",249,4,29,23,43,43,0.0016750101931393147,0.0014837747439742088,0.014934753999114037,D_R_43122,D,R,43122,chck_100M
68,6705,T,2,"the new and improved factory farm map, created by food and water watch, uses col",6705,24,29,23,43,43,0.04674237594008446,0.000574478879570961,1.123433548855246e-06,D_R_43122,D,R,43122,chck_100M
68,6705,U,2,"the new and improved factory farm map, created by food and water watch, uses col",6705,24,29,23,43,43,0.02069411799311638,0.01017859298735857,1.4134961929812562e-05,D_R_43122,D,R,43122,chck_100M
36,7537,T,3,the map project was initiated at the university of oregon and its growth and suc,7537,5,15,17,30,30,0.0011594865936785936,0.0007611349574290216,0.00033333024475723505,D_R_43122,D,R,43122,chck_100M
36,7537,U,3,the map project was initiated at the university of oregon and its growth and suc,7537,5,15,17,30,30,0.00018754108168650419,0.000469318765681237,0.00014136757818050683,D_R_43122,D,R,43122,chck_100M
37,731,T,3,the map project was initiated at the university of oregon and its growth and suc,731,6,15,17,30,30,2.288027826580219e-05,0.0029608402401208878,0.0004844781360588968,D_R_43122,D,R,43122,chck_100M
37,731,U,3,the map project was initiated at the university of oregon and its growth and suc,731,6,15,17,30,30,8.719845936866477e-05,0.007060075178742409,0.0018570073880255222,D_R_43122,D,R,43122,chck_100M
50,3362,T,4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",3362,0,29,21,49,49,0.9820334911346436,1.0936088983726222e-05,1.2538062946987338e-05,D_R_43122,D,R,43122,chck_100M
50,3362,U,4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",3362,0,29,21,49,49,0.0006146818050183356,0.0015792333288118243,0.0018935560947284102,D_R_43122,D,R,43122,chck_100M
72,3861,T,4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",3861,22,29,21,49,49,0.12330055981874466,0.04283527284860611,4.562419235298876e-06,D_R_43122,D,R,43122,chck_100M
72,3861,U,4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",3861,22,29,21,49,49,0.0006223953678272665,0.006837447639554739,6.982518698350759e-06,D_R_43122,D,R,43122,chck_100M
44,10571,T,5,"if you are not a smoker, you should avoid people who smokes because research fro",10571,0,20,23,43,43,0.0024505946785211563,0.0007862193160690367,4.346547575551085e-05,D_R_43122,D,R,43122,chck_100M
44,10571,U,5,"if you are not a smoker, you should avoid people who smokes because research fro",10571,0,20,23,43,43,0.005039897747337818,0.005135509185492992,0.00020152860088273883,D_R_43122,D,R,43122,chck_100M
66,1799,T,5,"if you are not a smoker, you should avoid people who smokes because research fro",1799,22,20,23,43,43,0.03119395300745964,0.043570272624492645,0.0003634663880802691,D_R_43122,D,R,43122,chck_100M
