position,target,condition,pair_index,pair_id,target_token_id,rewrite_pos,n_true_src_content,n_unrel_src_content,src_len,unrel_len,true_src_content_mass,unrel_src_content_mass,target_prob,arm,arch,role,seed,checkpoint
96,7152,T,0,"research by warren booth, a biologist at the university of tulsa and a co-author",7152,36,25,34,59,59,7.658365939278156e-05,0.0013173938496038318,4.299152806197526e-06,D_R_43222,D,R,43222,chck_90M
96,7152,U,0,"research by warren booth, a biologist at the university of tulsa and a co-author",7152,36,25,34,59,59,0.003502217121422291,0.01442338339984417,9.462695015827194e-05,D_R_43222,D,R,43222,chck_90M
100,2410,T,0,"research by warren booth, a biologist at the university of tulsa and a co-author",2410,40,25,34,59,59,0.7578756213188171,0.015123030170798302,0.0015052140224725008,D_R_43222,D,R,43222,chck_90M
100,2410,U,0,"research by warren booth, a biologist at the university of tulsa and a co-author",2410,40,25,34,59,59,0.0017128417966887355,0.019612260162830353,0.00343761476688087,D_R_43222,D,R,43222,chck_90M
48,249,T,2,"the new and improved factory farm map, created by food and water watch, uses col",249,4,29,23,43,43,0.00028221140382811427,2.540204513934441e-05,0.0003126401861663908,D_R_43222,D,R,43222,chck_90M
48,249,U,2,"the new and improved factory farm map, created by food and water watch, uses col",249,4,29,23,43,43,0.0010923045920208097,0.00047468041884712875,0.010254694148898125,D_R_43222,D,R,43222,chck_90M
68,6705,T,2,"the new and improved factory farm map, created by food and water watch, uses col",6705,24,29,23,43,43,0.012920865789055824,0.0006527645164169371,4.5153897190175485e-06,D_R_43222,D,R,43222,chck_90M
68,6705,U,2,"the new and improved factory farm map, created by food and water watch, uses col",6705,24,29,23,43,43,0.01733356900513172,0.005977421533316374,6.078508886275813e-05,D_R_43222,D,R,43222,chck_90M
36,7537,T,3,the map project was initiated at the university of oregon and its growth and suc,7537,5,15,17,30,30,0.009934935718774796,0.000417572446167469,0.00047435270971618593,D_R_43222,D,R,43222,chck_90M
36,7537,U,3,the map project was initiated at the university of oregon and its growth and suc,7537,5,15,17,30,30,0.0003534528077580035,0.0005586555344052613,0.0003754458448383957,D_R_43222,D,R,43222,chck_90M
37,731,T,3,the map project was initiated at the university of oregon and its growth and suc,731,6,15,17,30,30,8.997326949611306e-05,0.0071204546838998795,0.005475473124533892,D_R_43222,D,R,43222,chck_90M
37,731,U,3,the map project was initiated at the university of oregon and its growth and suc,731,6,15,17,30,30,7.155098137445748e-05,0.014027507044374943,0.005146929528564215,D_R_43222,D,R,43222,chck_90M
50,3362,T,4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",3362,0,29,21,49,49,0.9664648175239563,0.0004480567295104265,1.6338210116373375e-05,D_R_43222,D,R,43222,chck_90M
50,3362,U,4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",3362,0,29,21,49,49,0.0003673403989523649,0.3215551972389221,0.0051114317029714584,D_R_43222,D,R,43222,chck_90M
72,3861,T,4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",3861,22,29,21,49,49,0.06543923914432526,0.04963243752717972,3.6603541957447305e-05,D_R_43222,D,R,43222,chck_90M
72,3861,U,4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",3861,22,29,21,49,49,0.00013426838268060237,0.0011262479238212109,3.638535872596549e-06,D_R_43222,D,R,43222,chck_90M
44,10571,T,5,"if you are not a smoker, you should avoid people who smokes because research fro",10571,0,20,23,43,43,0.3448214530944824,0.004406423773616552,0.00016941819922067225,D_R_43222,D,R,43222,chck_90M
44,10571,U,5,"if you are not a smoker, you should avoid people who smokes because research fro",10571,0,20,23,43,43,0.0075597926042973995,0.0367402508854866,0.0010355861159041524,D_R_43222,D,R,43222,chck_90M
66,1799,T,5,"if you are not a smoker, you should avoid people who smokes because research fro",1799,22,20,23,43,43,0.05728606507182121,0.041842490434646606,8.68417919264175e-05,D_R_43222,D,R,43222,chck_90M
66,1799,U,5,"if you are not a smoker, you should avoid people who smokes because research fro",1799,22,20,23,43,43,0.010236808098852634,0.02211678773164749,0.0002537988475523889,D_R_43222,D,R,43222,chck_90M
66,644,T,6,"three task forces, that were created in the wake of the comprehensive assessment",644,4,32,29,61,61,0.00014885961718391627,0.0033301005605608225,0.0012754722265526652,D_R_43222,D,R,43222,chck_90M
66,644,U,6,"three task forces, that were created in the wake of the comprehensive assessment",644,4,32,29,61,61,0.0001047539699357003,0.000670877518132329,0.0011773663572967052,D_R_43222,D,R,43222,chck_90M
93,572,T,6,"three task forces, that were created in the wake of the comprehensive assessment",572,31,32,29,61,61,0.10482039302587509,0.003556908341124654,1.033307853504084e-05,D_R_43222,D,R,43222,chck_90M
93,572,U,6,"three task forces, that were created in the wake of the comprehensive assessment",572,31,32,29,61,61,0.010391530580818653,0.004957648925483227,2.2888920284458436e-05,D_R_43222,D,R,43222,chck_90M
45,249,T,7,"the hubbard-rosa version of “on, wisconsin!” became the official state song on j",249,13,10,15,31,31,0.9471943974494934,5.7482215197524056e-05,0.002432335400953889,D_R_43222,D,R,43222,chck_90M
45,249,U,7,"the hubbard-rosa version of “on, wisconsin!” became the official state song on j",249,13,10,15,31,31,0.0019209516467526555,0.001438927836716175,0.6956287622451782,D_R_43222,D,R,43222,chck_90M
26,6890,T,8,"this year alone, 12 deaths have been reported, according to a san jose state uni",6890,4,10,11,21,21,0.008083601482212543,0.002384997671470046,0.0009257135097868741,D_R_43222,D,R,43222,chck_90M
26,6890,U,8,"this year alone, 12 deaths have been reported, according to a san jose state uni",6890,4,10,11,21,21,0.0064943889155983925,0.004650144837796688,0.00032085386919789016,D_R_43222,D,R,43222,chck_90M
55,5343,T,9,"in january 2003, epa released its national water quality trading policy, which l",5343,17,19,18,37,37,0.007166948169469833,0.005026362836360931,0.0006946509820409119,D_R_43222,D,R,43222,chck_90M
55,5343,U,9,"in january 2003, epa released its national water quality trading policy, which l",5343,17,19,18,37,37,0.0070825242437422276,0.033858977258205414,0.000313413591356948,D_R_43222,D,R,43222,chck_90M
60,954,T,10,"total=land+water; land=land only [suh-rent-owe] is a town in hancock county, set",954,3,19,23,56,56,0.8906667232513428,0.00019446175429038703,3.199256752850488e-06,D_R_43222,D,R,43222,chck_90M
60,954,U,10,"total=land+water; land=land only [suh-rent-owe] is a town in hancock county, set",954,3,19,23,56,56,0.002600140171125531,0.004436018876731396,2.0951596525264904e-05,D_R_43222,D,R,43222,chck_90M
87,641,T,10,"total=land+water; land=land only [suh-rent-owe] is a town in hancock county, set",641,30,19,23,56,56,0.00028082053177058697,5.700567999156192e-05,0.00014666607603430748,D_R_43222,D,R,43222,chck_90M
87,641,U,10,"total=land+water; land=land only [suh-rent-owe] is a town in hancock county, set",641,30,19,23,56,56,0.008890058845281601,0.001025039004161954,0.0006143338978290558,D_R_43222,D,R,43222,chck_90M
42,249,T,11,"first, the methane created by the closed-loop system can supply between 10 and 1",249,5,16,19,36,36,0.0014333846047520638,0.00023827435506973416,2.7277976187178865e-05,D_R_43222,D,R,43222,chck_90M
42,249,U,11,"first, the methane created by the closed-loop system can supply between 10 and 1",249,5,16,19,36,36,0.006387839559465647,0.0015335159841924906,0.0008206412894651294,D_R_43222,D,R,43222,chck_90M
57,2282,T,11,"first, the methane created by the closed-loop system can supply between 10 and 1",2282,20,16,19,36,36,5.460094143927563e-06,5.8009968597616535e-06,2.5812348667386686e-06,D_R_43222,D,R,43222,chck_90M
57,2282,U,11,"first, the methane created by the closed-loop system can supply between 10 and 1",2282,20,16,19,36,36,0.0025530250277370214,0.0016096612671390176,0.0001380799076287076,D_R_43222,D,R,43222,chck_90M
