position,target,condition,pair_index,pair_id,target_token_id,rewrite_pos,n_true_src_content,n_unrel_src_content,src_len,unrel_len,true_src_content_mass,unrel_src_content_mass,target_prob,arm,arch,role,seed,checkpoint
96,7152,T,0,"research by warren booth, a biologist at the university of tulsa and a co-author",7152,36,25,34,59,59,0.7777805924415588,0.0003131471457891166,0.0019006567308679223,D_V_43222,D,V,43222,chck_90M
96,7152,U,0,"research by warren booth, a biologist at the university of tulsa and a co-author",7152,36,25,34,59,59,0.022929806262254715,0.0028582378290593624,0.0032501874957233667,D_V_43222,D,V,43222,chck_90M
100,2410,T,0,"research by warren booth, a biologist at the university of tulsa and a co-author",2410,40,25,34,59,59,0.9589115381240845,0.0018452315125614405,0.0007407237426377833,D_V_43222,D,V,43222,chck_90M
100,2410,U,0,"research by warren booth, a biologist at the university of tulsa and a co-author",2410,40,25,34,59,59,0.002192267682403326,0.02982543408870697,0.0021704731043428183,D_V_43222,D,V,43222,chck_90M
48,249,T,2,"the new and improved factory farm map, created by food and water watch, uses col",249,4,29,23,43,43,0.0328335277736187,0.0011923066340386868,0.04786697030067444,D_V_43222,D,V,43222,chck_90M
48,249,U,2,"the new and improved factory farm map, created by food and water watch, uses col",249,4,29,23,43,43,0.018461288884282112,0.017264286056160927,0.22161100804805756,D_V_43222,D,V,43222,chck_90M
68,6705,T,2,"the new and improved factory farm map, created by food and water watch, uses col",6705,24,29,23,43,43,0.18358035385608673,0.012102711945772171,0.011909615248441696,D_V_43222,D,V,43222,chck_90M
68,6705,U,2,"the new and improved factory farm map, created by food and water watch, uses col",6705,24,29,23,43,43,0.052985016256570816,0.019202345982193947,0.00219638179987669,D_V_43222,D,V,43222,chck_90M
36,7537,T,3,the map project was initiated at the university of oregon and its growth and suc,7537,5,15,17,30,30,0.04567850008606911,0.000368178152712062,0.000577388855163008,D_V_43222,D,V,43222,chck_90M
36,7537,U,3,the map project was initiated at the university of oregon and its growth and suc,7537,5,15,17,30,30,0.0009905487531796098,0.00040325423469766974,0.0002861042448785156,D_V_43222,D,V,43222,chck_90M
37,731,T,3,the map project was initiated at the university of oregon and its growth and suc,731,6,15,17,30,30,0.00025755391106940806,0.008912469260394573,0.005390801467001438,D_V_43222,D,V,43222,chck_90M
37,731,U,3,the map project was initiated at the university of oregon and its growth and suc,731,6,15,17,30,30,7.102717063389719e-05,0.007762962486594915,0.001802493934519589,D_V_43222,D,V,43222,chck_90M
50,3362,T,4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",3362,0,29,21,49,49,0.8403830528259277,0.00020913498883601278,0.0010486574610695243,D_V_43222,D,V,43222,chck_90M
50,3362,U,4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",3362,0,29,21,49,49,0.0010369535302743316,0.08524735271930695,0.009580548852682114,D_V_43222,D,V,43222,chck_90M
72,3861,T,4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",3861,22,29,21,49,49,0.08105431497097015,0.06625996530056,0.022466832771897316,D_V_43222,D,V,43222,chck_90M
72,3861,U,4,"in medieval europe prostitution was licensed and regulated by law, but by the 16",3861,22,29,21,49,49,0.0013112579472362995,0.003532869042828679,8.692270785104483e-05,D_V_43222,D,V,43222,chck_90M
44,10571,T,5,"if you are not a smoker, you should avoid people who smokes because research fro",10571,0,20,23,43,43,0.00048057001549750566,8.312483259942383e-05,0.0012933388352394104,D_V_43222,D,V,43222,chck_90M
44,10571,U,5,"if you are not a smoker, you should avoid people who smokes because research fro",10571,0,20,23,43,43,0.04733328893780708,0.00029720773454755545,0.0005633377586491406,D_V_43222,D,V,43222,chck_90M
66,1799,T,5,"if you are not a smoker, you should avoid people who smokes because research fro",1799,22,20,23,43,43,0.22605197131633759,0.04004426300525665,0.00028721807757392526,D_V_43222,D,V,43222,chck_90M
66,1799,U,5,"if you are not a smoker, you should avoid people who smokes because research fro",1799,22,20,23,43,43,0.007201672997325659,0.02282322570681572,0.0007758187130093575,D_V_43222,D,V,43222,chck_90M
66,644,T,6,"three task forces, that were created in the wake of the comprehensive assessment",644,4,32,29,61,61,7.37986047170125e-05,0.011721880175173283,0.00681349029764533,D_V_43222,D,V,43222,chck_90M
66,644,U,6,"three task forces, that were created in the wake of the comprehensive assessment",644,4,32,29,61,61,9.173179569188505e-05,0.001322550349868834,0.006348900962620974,D_V_43222,D,V,43222,chck_90M
93,572,T,6,"three task forces, that were created in the wake of the comprehensive assessment",572,31,32,29,61,61,0.5275231003761292,0.002587228547781706,2.1714422473451123e-06,D_V_43222,D,V,43222,chck_90M
93,572,U,6,"three task forces, that were created in the wake of the comprehensive assessment",572,31,32,29,61,61,0.005868753883987665,0.0025347271002829075,6.6322363636572845e-06,D_V_43222,D,V,43222,chck_90M
45,249,T,7,"the hubbard-rosa version of “on, wisconsin!” became the official state song on j",249,13,10,15,31,31,0.9425143599510193,5.75521589780692e-05,0.005231781397014856,D_V_43222,D,V,43222,chck_90M
45,249,U,7,"the hubbard-rosa version of “on, wisconsin!” became the official state song on j",249,13,10,15,31,31,0.0013840149622410536,0.0012006722390651703,0.5150628089904785,D_V_43222,D,V,43222,chck_90M
26,6890,T,8,"this year alone, 12 deaths have been reported, according to a san jose state uni",6890,4,10,11,21,21,0.7508790493011475,0.00043930707033723593,0.002698936266824603,D_V_43222,D,V,43222,chck_90M
26,6890,U,8,"this year alone, 12 deaths have been reported, according to a san jose state uni",6890,4,10,11,21,21,0.0021251696161925793,0.00291254254989326,0.00010381919128121808,D_V_43222,D,V,43222,chck_90M
55,5343,T,9,"in january 2003, epa released its national water quality trading policy, which l",5343,17,19,18,37,37,0.06633029878139496,0.0023283371701836586,0.0004937797202728689,D_V_43222,D,V,43222,chck_90M
55,5343,U,9,"in january 2003, epa released its national water quality trading policy, which l",5343,17,19,18,37,37,0.00715783704072237,0.02463678829371929,0.000472974352305755,D_V_43222,D,V,43222,chck_90M
60,954,T,10,"total=land+water; land=land only [suh-rent-owe] is a town in hancock county, set",954,3,19,23,56,56,0.8513723015785217,0.0013630044413730502,6.099287475080928e-07,D_V_43222,D,V,43222,chck_90M
60,954,U,10,"total=land+water; land=land only [suh-rent-owe] is a town in hancock county, set",954,3,19,23,56,56,0.0060050287283957005,0.00290860328823328,2.3042821339913644e-06,D_V_43222,D,V,43222,chck_90M
87,641,T,10,"total=land+water; land=land only [suh-rent-owe] is a town in hancock county, set",641,30,19,23,56,56,0.00044568924931809306,8.997871918836609e-05,0.0003518204321153462,D_V_43222,D,V,43222,chck_90M
87,641,U,10,"total=land+water; land=land only [suh-rent-owe] is a town in hancock county, set",641,30,19,23,56,56,0.0017063659615814686,8.008943405002356e-05,0.0002984890597872436,D_V_43222,D,V,43222,chck_90M
42,249,T,11,"first, the methane created by the closed-loop system can supply between 10 and 1",249,5,16,19,36,36,0.007010952569544315,0.00018334126798436046,0.0003601429343689233,D_V_43222,D,V,43222,chck_90M
