row_index,source,words,raw_tokens,u256_recovered_tokens,u256_recovered_full_words,recovered_text_sample,word_tokens,uppercase_token_count,uppercase_token_fraction,digit_token_count,digit_token_fraction,long_or_glued_token_count,non_ascii_char_count,unicode_replacement_count,mojibake_marker_count,childes_marker_count,subtitle_marker_count,list_toc_marker_count,punctuation_count,is_childes_like,is_subtitle_like,is_list_like,encoding_noise_flag,allcaps_dense_flag,cleanish_flag,noise_score
20643,gutenberg,160,460,204,70,5: THE COAL-BIN 28 6: IN DREAMLAND 29 7: HOW THE INKFISHES PROTECT THEMSELVES 30 8: THE VEGETABLES 31 9: THE LIFE SAVING ST. BERNARDS 31 10: THE BIRTHDAY GOBLIN 32 11: A MAKE-BELIEVE AND REAL PRESIDENT 33 12: ABRAHAM LINCOLN 33 13: ISA’S VALENTINE PARTY 34 14: WHY THERE IS A SAIN,73,46,0.6301369863013698,25,0.3424657534246575,9,2,0,0,0,0,1,16,0,0,1,0,1,0,6
29140,open_subtitles,160,457,201,86,"GETACAB. AND NATE AND JEN PUSHED HARD FOR A FIRST-PLACE FINISH. GET IN. MY GOD. NATHAN,I CANNOTBELIEVEYOU JUSTFRICKENPUSHEDME. IDIDN'TPUSHYOU . RON MADE AN EFFORT TO BE ONE WITH THE TEAM. YOU'VE BEEN GREAT ALL DAY. YOU HAVEN'T YELLED AT ME AT ALL. AND FATHER AND DAUGHTER WERE FIR",89,83,0.9325842696629213,1,0.011235955056179775,5,0,0,0,0,0,1,15,0,1,1,0,1,0,6
41369,gutenberg,160,431,175,68,"$1.25 each. * * * * * THE SAALFIELD PUBLISHING COMPANY, AKRON, OHIO * * * * * Transcriber's Notes: Obvious punctuation errors repaired. = = = PG31499 = = = A CAMPFIRE GIRL'S HAPPINESS Produced by Roger Frank and the Online Distributed Proofreading Team at https://www.pgdp.net THE",56,27,0.48214285714285715,3,0.05357142857142857,8,0,0,0,0,1,0,7,0,1,0,0,1,0,6
49177,gutenberg,160,427,171,61,"(men eez), 28 Merchant of Venice, The, 383 Mercury, 58, 61 Merry Monarch (Charles II), 393 Mesopotamia (mes o po tay � mi ah), 21, 42, 44, 95 Messiah, The (oratorio), 439 Methodists, 304, 365 Mexico, 355 to 357 Michelangelo (migh kell an jee loh), 360 to 366 Middle Ages, 304, 335",59,1,0.01694915254237288,20,0.3389830508474576,0,2,2,2,0,0,1,0,0,0,1,1,0,0,6
21685,gutenberg,160,420,164,62,"CURLS 94 18 A CITY OF WONDER AND WICKEDNESS 99 19 A SURPRISE PARTY 103 20 THE OTHER SIDE OF THE WORLD 109 21 RICH MAN, POOR MAN 114 22 ROME KICKS OUT HER KINGS 119 23 GREECE VS. PERSIA 124 24 FIGHTING MAD 132 25 ONE AGAINST A THOUSAND 137 26 THE GOLDEN AGE 143 27 WHEN GREEK MEETS",62,38,0.6129032258064516,21,0.3387096774193548,4,0,0,0,0,0,1,1,0,0,1,0,1,0,6
13690,open_subtitles,160,409,153,73,AND A SPEED BUMP? AND WHICH OF THE FOUR TEAMS WILL MAKE IT INTO THE FINAL THREE? AND RACE FOR $1 MILLION? RONALD AND CHRISTINA WHO WERE THE FIRST TO ARRIVE AT 7:02 P.M. WILL DEPART AT 7:02 A.M. TRAVEL BY TAXI TO THE BUILDING WITH A HOLE IN IT. THEN FIND THE FLOATING GARDEN. TEAMS,77,65,0.8441558441558441,5,0.06493506493506493,4,0,0,0,0,0,1,12,0,1,1,0,1,0,6
52770,gutenberg,160,407,151,63,"THE DREAM OF LITTLE TUK. ------------ Hans Andersen's Library. A CHRISTMAS GREETING A Series of Stories, BY HANS CHRISTIAN ANDERSEN ILLUSTRATED. [Illustration: ""Children Dancing.""] Published by James Miller, 522 Broadway. ------------ A CHRISTMAS GREETING A Series of Stories, BY ",60,20,0.3333333333333333,2,0.03333333333333333,9,0,0,0,0,0,1,13,0,0,1,0,1,0,6
60210,gutenberg,160,407,151,58,"PART CHRISTOPHER RUDD’S ADVENTURE IN IRELAND, AND THE MANNER OF HIS WINNING A WIFE POSTSCRIPT *LIST OF ILLUSTRATIONS* COLOUR PLATES BY CYRUS CUNEO SUDDENLY THERE WAS A ROAR OF MUSKETS, AND THROUGH THE SMOKE I SAW THE SPANIARDS RUSHING TOWARDS US (see p. 52) . . . _Frontispiece_ I",55,47,0.8545454545454545,1,0.01818181818181818,8,1,0,0,0,0,1,4,0,0,1,0,1,0,6
46895,gutenberg,160,402,146,57,PARTNER XX. VAVA ON FRIENDS XXI. EVA'S CONDUCT AND ITS SAD EFFECTS XXII. DANTE'S IDYLL XXIII. STELLA'S PRIDE XXIV. BADLY BEGUN AND MADLY ENDED XXV. UNDER A CLOUD XXVI. MORE CLOUDS XXVII. THE VALUE OF A GOOD CHARACTER XXVIII. VAVA GETS A SHOCK XXIX. THINGS STRAIGHTEN OUT LIST OF I,57,47,0.8245614035087719,0,0.0,3,0,0,0,0,0,1,11,0,0,1,0,1,0,6
45603,open_subtitles,160,396,140,54,"PAROLE OFFICER MEET US AT HIS ADDRESS. Flynn: GOT ONE ON SPEED DIAL. COMMANDER TAYLOR, PLEASE TAKE OVER THE COMMAND POST. DETECTIVE DANIELS, EVERY BIT OF INFORMATION COMES THROUGH YOU. THANK YOU. EVERYONE ELSE... VAN LOOKS EMPTY, CHIEF. ? ? DETECTIVE SANCHEZ, MAYBE HE DIDN'T HEAR",52,50,0.9615384615384616,0,0.0,5,0,0,1,0,0,0,14,0,1,0,0,1,0,6
24816,gutenberg,160,390,134,59,"EAT ME"" "" 133 ""THEY WERE NEATLY TACKED ON TO THE FEATHER CARD, WHICH HAD A VERY FINE EFFECT ON THE WALL OF THE MUSEUM"" "" 170 ""MASTER TED, VERY WET INDEED, MADE HIS APPEARANCE WITH ROSY CHEEKS AND A GENERAL LOOK OF SELF-SATISFACTION"" "" 194 CHAPTER I. BABY TED. ""Where did you get t",57,42,0.7368421052631579,3,0.05263157894736842,2,0,0,0,0,0,2,3,0,0,1,0,1,0,6
