case_group,example_id,source,target_idx,target_id,target_token,target_surface,prefix_tokens,later_tokens,target_freq_bucket,local_leak_10tok,repeated_capitalized_prefix_suffix,prefix_text_tail,suffix_window,same_local_example_id,same_local_id_distance,same_random_text_tail,same_local_text_tail,cross_text_tail,case_id,tags,select_wwm42_80M_lp_full,select_wwm42_80M_lp_deleted,select_wwm42_80M_lp_block_shuffled,select_wwm42_80M_lp_same_random,select_wwm42_80M_lp_same_local,select_wwm42_80M_lp_cross,select_wwm42_80M_full_minus_deleted,select_wwm42_80M_full_minus_block_shuffled,select_wwm42_80M_full_minus_same_random,select_wwm42_80M_full_minus_same_local,select_wwm42_80M_full_minus_cross,heldout_wwm43_100M_lp_full,heldout_wwm43_100M_lp_deleted,heldout_wwm43_100M_lp_block_shuffled,heldout_wwm43_100M_lp_same_random,heldout_wwm43_100M_lp_same_local,heldout_wwm43_100M_lp_cross,heldout_wwm43_100M_full_minus_deleted,heldout_wwm43_100M_full_minus_block_shuffled,heldout_wwm43_100M_full_minus_same_random,heldout_wwm43_100M_full_minus_same_local,heldout_wwm43_100M_full_minus_cross,select_ordered_random_pass,select_ordered_local_pass,heldout_ordered_random_pass,heldout_ordered_local_pass
exact_1m_slice,4994,childes.train.txt,49,464,Ġright,right,120,120,31+,0,1,*CHI: Danny. [point to man's picture] *MOT: what? *CHI: Dan... *MOT: that's not Danny sweetie. *MOT: that's Mister Marks. *MOT: Mister Marks. *CHI: dat? [point to horse] *MOT: what is that? *CHI: Clip clop. *MOT: right. *CHI: where Clip clop? *MOT: where is Clip clop? *CHI: where,*CHI: xxx not Danny. *MOT: not Danny. *CHI: Mister Mark. *MOT: right. *CHI: where Clip clop? *MOT: there he is. *CHI: where Clip clop? *CHI:,4993,1,Ursula's toe] *URS: no. *CHI: a truck. *CHI: going get on dat big truck. *CHI: look at dat moving van going for a ride. *CHI: dat going for ride. *CHI: achoo. *CHI: who you? *CHI: I going step down. *CHI: ouch dat hurt. *CHI: ouch. *CHI: dat going hurt me. *CHI: I can't see. *CHI: xxx choose some,"you see? *CHI: see Fraser. *COL: I see you. *CHI: I see you. *COL: I see Eve. *CHI: space suit. [touches bag] *CHI: Eve space suit. [touches bag] *MOT: that's her space suit. *MOT: would you like to put it on? *CHI: no. *MOT: no. *MOT: alright. *CHI: [picks up picture book, brings it to mother].",r is the yard in a good state? The yard's quite good . Yeah we did did we organize a sweeper for today. No. No. You what? No sweepers today? No never said owt to me about . No no we didn't know there was a visit there w only this I only found out about the Japanese this morning. Oh I didn't know about it but I mean the,0,target_in_prefix;target_in_suffix_window;childes_dialogue;repeated_capitalized,-4.257177352905273,-4.750064849853516,-4.770925521850586,-4.723106861114502,-4.435718059539795,-4.725795745849609,0.4928874969482422,0.5137481689453125,0.4659295082092285,0.17854070663452148,0.46861839294433594,-2.95588755607605,-3.220877170562744,-3.221815586090088,-3.403127670288086,-3.50760555267334,-3.471796751022339,0.26498961448669434,0.2659280300140381,0.44724011421203613,0.55171799659729,0.5159091949462891,1,1,1,1
exact_1m_slice,4658,bnc_spoken.train.txt,50,7835,Ġjoint,joint,94,91,31+,0,0,"onditions er and I think it's reasonable to to er take up councillor the this is the practical problem the committee could look at tonight. Thank you erm councillor . Well I'm sorry I'm still I still think we should throw it out because, simply because I don't think you're putting forward, I don't think that the motion",make. You could I I er it seems to me that body that you should go to with this is the joint sub. Because the county has to make a decision on the road closure so therefore it should go to rather than. Or else you can try,4657,1,"ny in er er in er references that have come back or people have been down right honest and said, Sorry er this guy was last time I spoke with him. He put a solicitor down, and last time I spoke with him I was defending him on a for fraud . . We had he's already started an assignment. We had to pull him off. We couldn't",. So to get back to the serious matter Mr Mayor if I may. My my colleague promoting this on safety grounds er is absolutely right er I I really do feel the southern relief road issue where indeed works causeway will be closed in the proposals er is one thing. whether the southern relief road goes ahead or it doesn't er,"b c. [Eve says ABC in response to any single letter. in response to d,] [as Colin writes the letter] *CHI: that a b c. [Eve says ABC in response to any single letter. in response to e,] [as Colin writes the letter] *CHI: that a b d e f. [Eve says ABC in response to any single letter. in response to f] *FAT: what's that",1,target_in_suffix_window,-7.704305648803711,-8.153910636901855,-7.749237537384033,-7.280674934387207,-7.167396545410156,-8.752549171447754,0.44960498809814453,0.044931888580322266,-0.4236307144165039,-0.5369091033935547,1.048243522644043,-7.835145950317383,-8.213705062866211,-7.840786457061768,-7.619207859039307,-7.233879089355469,-8.450183868408203,0.3785591125488281,0.005640506744384766,-0.21593809127807617,-0.6012668609619141,0.6150379180908203,0,0,0,0
exact_1m_slice,4331,bnc_spoken.train.txt,37,3486,ĠParty,party,98,100,31+,1,1,"tellectuals. The rank and file, by contrast, is composed of peasants, a mass membership is composed of peasants. Primarily peasant guerilla fighters, people who were fighting in the Red Army, and it draws its mass support, the Party members draw their mass support, er from the peasants in the areas where they establish","supporters are subject to leadership from above, there is no real inner party democracy in the Maoist Communist Party. Policy is decided by the leadership and there are various er mechanisms for passing erm the leadership's ideas on to the rank and file,",4330,1,"with standing orders that we should extend our proceedings beyond ten thirty. Yes. Thank you. Can I see those in favour of so doing yes, thank you and those against Call upon councillor to move the motion on public sector homes. Thank you Mr Mayor. We bring this motion for the council tonight as committed as anybody in","e might actually miss our tea and coffee so shall I finish off I wouldn't mind shall I finish off after the break? Yes. Mm well we'll have to we'll have to start Right. When, when shall we start again? Ten minutes. Ten minutes. Right, ten past then. Ten past. Well we don't, we have our tea before we come and when we go",if you mix these two. *URS: what d' you think it will make? *CHI: brown brown brown. *CHI: where? *CHI: brown. *CHI: blue. *CHI: I don't care if my table gets messed up. *MOT: it will come off. *MOT: you can wash it off. *CHI: I don't like to wash clay off my table. *URS: well don't waste the clay. *URS: look at,2,target_in_prefix;target_in_suffix_window;repeated_capitalized;local_leak,-0.012634707614779472,-0.03060414455831051,-0.02647414058446884,-0.04323751479387283,-0.03498310595750809,-0.06432420015335083,0.017969436943531036,0.01383943296968937,0.03060280717909336,0.022348398342728615,0.05168949253857136,-0.025528913363814354,-0.07938229292631149,-0.10369459539651871,-0.08254300802946091,-0.07558757811784744,-0.13446904718875885,0.05385337956249714,0.07816568203270435,0.05701409466564655,0.05005866475403309,0.1089401338249445,0,0,1,1
exact_1m_slice,900,bnc_spoken.train.txt,24,2771,ĠCity,city,94,93,31+,0,1," of our knowledge. erm Obviously, as it's being passed on to groups, we can't make any decision at the moment on whether we think it's a good thing or not, we don't get the opportunity to endorse it all, like today. But it's certainly really is a feather in the cap for Oxford, and specifically of the environment county",". I'd just want to say a word of thanks. I mean, we've been quite aware that Oxford City Council's quite a good, always been quite a good environmental council, and erm the fact that this is going through is good news. I'd",899,1,rtment of Transport jobs we do. you need to look at the document The agreements are based on the final cost of the work. Ah! The agreement the agreement. Now Terry's quoting Is the A C E condit Terms of engagement. terms of engagement. Engagement. Now. Now. That might be different. Which uses estimated cost. Right. I I," shall be talking with him, thinking about a day. In relation to the association of District Council's erm proposition, that was a development package, and obviously groups want to meet in time to look at that, so we'll see if we can find some more information on that one. I think it's really quite heartening to see so","n Eve? *CHI: when I goed Mama went. *GLO: where did you go? *CHI: to subway train and I didn't see you and Fraser anymore. [Mother explains that since being told that Cromer had gone away and she wouldn't see him any more, Eve has tended to add ""and - - - any more"" to any mention of ""going away""] *CHI: Cromer gone away",3,target_in_suffix_window;repeated_capitalized,-1.8219183683395386,-1.5272791385650635,-1.544480323791504,-1.5235145092010498,-2.0606322288513184,-0.8664354681968689,-0.2946392297744751,-0.27743804454803467,-0.29840385913848877,0.23871386051177979,-0.9554829001426697,-3.216935396194458,-2.882164239883423,-3.0267906188964844,-3.0349016189575195,-3.3305563926696777,-2.397308111190796,-0.33477115631103516,-0.19014477729797363,-0.18203377723693848,0.11362099647521973,-0.8196272850036621,0,0,0,0
exact_1m_slice,54,bnc_spoken.train.txt,37,6537,Ġsplit,split,91,90,31+,0,1,"And er it was at that time that the Independent Labour Party left the I the Labour Party. You see the majority er er at least half the er Labour MPs also was in membership with the I L P. But when the I L P wanted to lay down more militant lines the Labour Party wanted to throw them out anyway, and so the I L P-ers all","thrown out. And which is different for today, but that that was what really happened. Well and so it split the Labour Party and the from er at that time you know we got five hundred members in with the Labour Party. And er we had our own",53,1,"is doctor I mean He's also Professor ain't he as well? Who? Sorry. Professor gentleman I was under. And that's for protein as well. Oh that's right, he's not getting rid of his protein. That's right, he's the same as what I was. But it's his eyesight It's his eyesight that concerns me. This is on is he er on injections","go home, he says, And I could never make out wether you praise me or criticize me. He said I I'll I'll I'll never really know and I think now what was he was he praising me or blaming me, he said, And I'll never know. You know it was fun though. Very nice lad. What did you think about about the the Parliamentary Labour",uld I go to school all day? *URS: I thought maybe you go in the morning and stay and have lunch there. *URS: is that how it goes? *CHI: yeah that's how it goes. *CHI: and then sleep after I have lunch. *CHI: then I wake up and then my milk and then go home. *URS: does Kris go home too? *CHI: yeah. *CHI: here's a pretty,4,target_in_suffix_window;repeated_capitalized,-11.70395278930664,-11.853658676147461,-11.794136047363281,-11.961698532104492,-11.599649429321289,-11.40066909790039,0.1497058868408203,0.09018325805664062,0.25774574279785156,-0.10430335998535156,-0.30328369140625,-9.11861801147461,-9.393582344055176,-9.182685852050781,-9.876083374023438,-9.943517684936523,-9.35483169555664,0.2749643325805664,0.06406784057617188,0.7574653625488281,0.8248996734619141,0.23621368408203125,1,0,1,1
exact_1m_slice,1093,bnc_spoken.train.txt,32,13951,Ġunited,united,101,97,31+,0,1,"and has had a ringing endorsement. Well obviously there is er an emotional drive for unification, but the mechanics of it are quite complicated. Do you think it can be got through without too many hitches on either side? I'm absolutely convinced it can, and particularly now that you'll have a government in East Germany",", in total accord with the government in West Germany. So there is now no need to have anxiety that a united Germany will be neutral. It certainly will not. And it will choose to be a member of NATO. That's one of the very",1092,1," mean, that's like ringing up and saying it's Jon really isn't it? But I do ring. You do ri well we know you well enough to know your voice though. It's the bear. Yeah. Absolutely. Who's that girl? Yeah, that's Sarah . She's not as sexy as me is she? It's what you call in fact I'm not even sure it was female then . Not", before the year is out after the Conservative Alliance victory. East Germany's entry to the Common Market looks a little less certain. Mrs Thatcher said there'd have to be a long-term transition. Subsidised goods couldn't be allowed to flood into the E E C as that would ruin western businesses. Herr Lothar De Maiziere,CHI: dese are directions. *CHI: I never heard of a baby string have you? *CHI: she getting milk. *CHI: I like to sing Happy Birthday. *CHI: yeah something funny. *CHI: are the juice ready? *CHI: I want Ursula to listen to the music. *CHI: you weren't coming because Paul had the chicken pox. *CHI: I can't. *CHI: I don't,5,target_in_suffix_window;repeated_capitalized,-6.827016830444336,-6.123908042907715,-6.578115463256836,-6.34883451461792,-6.084146499633789,-5.739673614501953,-0.7031087875366211,-0.2489013671875,-0.478182315826416,-0.7428703308105469,-1.0873432159423828,-7.269129753112793,-6.055279731750488,-6.933990955352783,-7.093198299407959,-5.933733940124512,-7.895804405212402,-1.2138500213623047,-0.33513879776000977,-0.17593145370483398,-1.3353958129882812,0.6266746520996094,0,0,0,0
exact_1m_slice,3027,bnc_spoken.train.txt,35,573,Ġhow,how,108,101,31+,0,1," and tomato sauce, I always have curry and tomato sauce! Ooh yeah! You don't! Pot pourri,with a loo brush now! Hey, can you tell me something Smells nice! ? Yeah! Cos it like, goes a long way. But these are some other make erm looks like Lloyd's own, it does make Yeah. like the but they probably made some things. Looks","er when I bought my pot pourri there was a little bottle or more like oil, you know, like how your mum Yeah. has? Erm and I had that, but I've used the last of that to be honest. I could do with a",3028,1,"isn't a person. Right. Matthew, are there, erm Diana? Thank you. It's a, it's a fascinating report and having been involved in the Food Forum discussion, when we, it was reported to us that we'd actually lost a community nutritionist, I read this with great interest to see just how now the professional was seen through","ody well erm sweaty, mouldy ! They were! I never smelt pot pourri like it! Good God! Doesn't sound so good! And I got a bag from erm Woolworths all blue shells in it for two ninety Yeah. five. I'm sure there was Just a very flat one, yeah. And I've started not having any to be honest. I have about, I have half of that,",peanut butter sandwich for lunch? *CHI: no. *MOT: what do you want? *MOT: more cheese? *CHI: yeah. *MOT: you climb in your highchair and I'll give you more cheese. *CHI: cheese xxx table. *MOT: no no more cheese at the table. *MOT: we're gonna eat in the highchair. *MOT: now you had some cheese at the table. *MOT: it's,6,target_in_suffix_window;repeated_capitalized,-4.559602737426758,-4.788971900939941,-4.542910575866699,-4.476820945739746,-4.713493347167969,-4.865941524505615,0.2293691635131836,-0.016692161560058594,-0.08278179168701172,0.15389060974121094,0.3063387870788574,-5.925225734710693,-6.088006019592285,-5.862771511077881,-5.690402507781982,-6.043523788452148,-5.8012871742248535,0.1627802848815918,-0.0624542236328125,-0.23482322692871094,0.11829805374145508,-0.12393856048583984,0,0,0,0
exact_1m_slice,2850,bnc_spoken.train.txt,36,1209,Ġround,round,101,95,31+,0,0," So I thought oh well I'll buy this other one and Claim it back off the firm? Yes. Three pound ninety something chicken butties and bag of crisps and that, it was nice. Cos I'd parked on the top of this multi-storey car park at the offices, is it called? Erm I parked on the top. So it wasn't all dark and that Mm. cos I","and howling wind I expect. It was, yeah it was horrible . So then I just had a drive round all the sites. Did you find them all alright? Yeah. I know where I'm going now with er all of them. You know and",2851,1,"half a pint or two halves but I'd never I've never been one to go out drinking . And of course when you was er wasn't on guard duty at the f early evening, course there used to be used to pop into the Peel and have a couple of halves or some would have a pint and there was a chap in, in the Home, Home Guard he, he used"," When I got back ooh you know I told you about that job? We've put a bid in for Arrow Park. Mm. Rob thinks we've got it. Oh god. What have they done, dropped their prices? Well Rob's doing them isn't he? Oh they have had to drop their prices. They've had to go for the we did them a few sort of quotes on the survey side",amplifier] *CHI: I got my motor now. *CHI: I found two Ursula. *MOT: oh. *CHI: we're not at the fire yet. *CHI: dis is wrong. *CHI: look at dis fire hat. *CHI: dis is heavy one. *CHI: dat's what? *CHI: see Mommy. *CHI: cowboy hat. *CHI: I got fire hat and cowboy hat. [sing song] *CHI: fire,7,target_in_suffix_window,-3.667354106903076,-3.592743396759033,-3.637845039367676,-4.020364761352539,-3.8898890018463135,-4.229401588439941,-0.07461071014404297,-0.02950906753540039,0.3530106544494629,0.2225348949432373,0.5620474815368652,-3.585266351699829,-4.016087532043457,-3.596133232116699,-3.776608943939209,-3.7958998680114746,-4.676609039306641,0.43082118034362793,0.010866880416870117,0.19134259223937988,0.2106335163116455,1.0913426876068115,0,0,0,0
exact_1m_slice,3878,bnc_spoken.train.txt,31,549,Ġlittle,little,93,93,31+,0,0,"one through this evening was of er particular value to you? Yeah I th yeah, yeah I think it was I was a bit hesitant before came round to, to er be pleasantly surprised. A lot of my best clients say that actually. Er which area do you think you found the most interesting? Er well the pension planning Why was that? Well","adequately provided for the er future but obviously I'm not, I'll have to bump that up a little bit. I want to enjoy life when I retire. Indeed. Keep up the golf well you remember er when we sat down this evening I said",3879,1,nue until at least 1996. But obviously the support of these MPs and M E Ps is certainly welcome then? We are very grateful for their support and their continued interest in our programme and I think they were er conscious of the fact that Vice President Pandolfi was coming here and so they have contacted him saying how,"u work with a chap called Chris Yeah. er would you mind introducing me to him? Do you have his phone number? Er well yeah I don't know I don't really know whether he'd er like me to be handing it out. Mhm. Mhm. Well look too happy with that er I can understand you saying that. I think erm what, what we, what I'd really","ot been talked about since session nine days previously, Fraser tries subject/object tests] *CHI: that a duck. [mother says this has not been talked about since session nine days previously, Fraser tries subject/object tests] *CHI: that a push a boat. [makes the duck push the boat] [mother says this has not been talked",8,target_in_suffix_window,-0.12372538447380066,-0.06229204684495926,-0.11553662270307541,-0.060616880655288696,-0.10805641114711761,-0.027210025116801262,-0.0614333376288414,-0.00818876177072525,-0.06310850381851196,-0.015668973326683044,-0.0965153593569994,-0.06961259990930557,-0.04078155755996704,-0.06943167001008987,-0.04031817615032196,-0.05788078531622887,-0.026448946446180344,-0.02883104234933853,-0.00018092989921569824,-0.029294423758983612,-0.011731814593076706,-0.04316365346312523,0,0,0,0
exact_1m_slice,335,bnc_spoken.train.txt,32,1014,Ġnext,next,105,107,31+,0,0,"heir commitments may be. So I think we've taken a more enlightened attitude in that sense. In terms of erm, return to work, er, we also er have been very good, I think, in the sense that we now offer the twenty-five per cent bonus er, after pregnancy, don't get me wrong on that, er, what happens is, people are actually","they've sacrificed because they've been away from work for six months, and they get is back over the next two years. So we give them a twenty five per cent mark-up, and we reckon that this helps with the whole business of child-care",336,1,er cent to eight point six per cent. There is a net interest charge in the period of three million which is a decrease of two point four million on the same period last year. This reflect the cash from the sale of the Group's investment in Carpet Right together with low interest rates. The profit on ordinary activities,"e off and then return, er, we also have arrangements to keep people in touch the business so, I'm very proud of that record. I then become rather more hesitant, when I have to face up to the problems particularly of er, women looking after elderly parents, because the burden does seem to fall, as you would know, on the","CHI: hold your hand up. [""shoots"" with pen] *CHI: hold your hair up. *URS: hair! *URS: I can't hold my hair up. *URS: like this? *CHI: where? *MOT: why would you do that? *CHI: hold your hair up. *CHI: hold your hair up Mommy. *MOT: oh what are you going to do? *CHI: hold your hair up like this. *CHI: okay",9,target_in_suffix_window,-2.6579906940460205,-2.1504173278808594,-2.6288669109344482,-2.4958348274230957,-2.5999302864074707,-2.015241861343384,-0.5075733661651611,-0.029123783111572266,-0.1621558666229248,-0.058060407638549805,-0.6427488327026367,-1.4926618337631226,-1.5553089380264282,-1.4935470819473267,-1.3460973501205444,-1.436735987663269,-1.4306584596633911,0.06264710426330566,0.0008852481842041016,-0.14656448364257812,-0.055925846099853516,-0.062003374099731445,0,0,0,0
