target,frame_id,subtype,alt_a,alt_b,form,delta1,delta2,correct_margin_c1,correct_margin_c2,interaction,min_signed_margin,crossed_success,same_a_bias,same_b_bias,prior_ratio
legal16k_base_100M_seed43022,D_0001,open_closed,open,closed,explicit_final_state,5.021663658320904,-4.504931300878525,5.021663658320904,4.504931300878525,9.526594959199429,4.504931300878525,True,False,False,4.846875
legal16k_base_100M_seed43022,D_0001,open_closed,open,closed,full_v3,-4.049650169909,4.121468588709831,-4.049650169909,-4.121468588709831,-8.171118758618832,-4.121468588709831,False,False,False,4.846875
legal16k_base_100M_seed43022,D_0001,open_closed,open,closed,initial_plus_last,-3.9851159751415253,4.397551387548447,-3.9851159751415253,-4.397551387548447,-8.382667362689972,-4.397551387548447,False,False,False,4.846875
legal16k_base_100M_seed43022,D_0001,open_closed,open,closed,last_event_only,0.7150050401687622,-1.7329367399215698,0.7150050401687622,1.7329367399215698,2.447941780090332,0.7150050401687622,True,False,False,4.846875
legal16k_base_100M_seed43022,D_0001,open_closed,open,closed,no_context,1.0126609802246094,1.0126609802246094,1.0126609802246094,-1.0126609802246094,0.0,-1.0126609802246094,False,True,False,4.846875
legal16k_base_100M_seed43022,D_0002,open_closed,open,closed,explicit_final_state,4.646152675151825,-4.583851043134928,4.646152675151825,4.583851043134928,9.230003718286753,4.583851043134928,True,False,False,4.846875
legal16k_base_100M_seed43022,D_0002,open_closed,open,closed,full_v3,-4.2915801256895065,3.8124655932188034,-4.2915801256895065,-3.8124655932188034,-8.10404571890831,-4.2915801256895065,False,False,False,4.846875
legal16k_base_100M_seed43022,D_0002,open_closed,open,closed,initial_plus_last,-4.256868131458759,3.8615609109401703,-4.256868131458759,-3.8615609109401703,-8.11842904239893,-4.256868131458759,False,False,False,4.846875
legal16k_base_100M_seed43022,D_0002,open_closed,open,closed,last_event_only,0.9824954271316528,-2.5980520248413086,0.9824954271316528,2.5980520248413086,3.5805474519729614,0.9824954271316528,True,False,False,4.846875
legal16k_base_100M_seed43022,D_0002,open_closed,open,closed,no_context,1.2298288345336914,1.2298288345336914,1.2298288345336914,-1.2298288345336914,0.0,-1.2298288345336914,False,True,False,4.846875
legal16k_base_100M_seed43022,D_0003,empty_full,empty,full,explicit_final_state,6.254904747009277,-5.663497596979141,6.254904747009277,5.663497596979141,11.918402343988419,5.663497596979141,True,False,False,4.861915367483296
legal16k_base_100M_seed43022,D_0003,empty_full,empty,full,full_v3,-5.359720587730408,6.812796160578728,-5.359720587730408,-6.812796160578728,-12.172516748309135,-6.812796160578728,False,False,False,4.861915367483296
legal16k_base_100M_seed43022,D_0003,empty_full,empty,full,initial_plus_last,-5.342714160680771,6.27652382850647,-5.342714160680771,-6.27652382850647,-11.61923798918724,-6.27652382850647,False,False,False,4.861915367483296
legal16k_base_100M_seed43022,D_0003,empty_full,empty,full,last_event_only,1.4798626899719238,-2.538957357406616,1.4798626899719238,2.538957357406616,4.01882004737854,1.4798626899719238,True,False,False,4.861915367483296
legal16k_base_100M_seed43022,D_0003,empty_full,empty,full,no_context,0.4911222457885742,0.4911222457885742,0.4911222457885742,-0.4911222457885742,0.0,-0.4911222457885742,False,True,False,4.861915367483296
legal16k_base_100M_seed43022,D_0004,open_closed,open,closed,explicit_final_state,4.265343897044659,-3.958133816719055,4.265343897044659,3.958133816719055,8.223477713763714,3.958133816719055,True,False,False,4.846875
legal16k_base_100M_seed43022,D_0004,open_closed,open,closed,full_v3,-3.5530662909150124,3.918614536523819,-3.5530662909150124,-3.918614536523819,-7.471680827438831,-3.918614536523819,False,False,False,4.846875
legal16k_base_100M_seed43022,D_0004,open_closed,open,closed,initial_plus_last,-3.4588061571121216,3.786604017019272,-3.4588061571121216,-3.786604017019272,-7.245410174131393,-3.786604017019272,False,False,False,4.846875
legal16k_base_100M_seed43022,D_0004,open_closed,open,closed,last_event_only,1.2369917631149292,-1.4593162536621094,1.2369917631149292,1.4593162536621094,2.6963080167770386,1.2369917631149292,True,False,False,4.846875
legal16k_base_100M_seed43022,D_0004,open_closed,open,closed,no_context,1.3030282258987427,1.3030282258987427,1.3030282258987427,-1.3030282258987427,0.0,-1.3030282258987427,False,True,False,4.846875
legal16k_base_100M_seed43022,D_0005,empty_full,empty,full,explicit_final_state,6.172103703022003,-6.125048816204071,6.172103703022003,6.125048816204071,12.297152519226074,6.125048816204071,True,False,False,4.861915367483296
legal16k_base_100M_seed43022,D_0005,empty_full,empty,full,full_v3,-5.517935782670975,6.290831312537193,-5.517935782670975,-6.290831312537193,-11.808767095208168,-6.290831312537193,False,False,False,4.861915367483296
legal16k_base_100M_seed43022,D_0005,empty_full,empty,full,initial_plus_last,-5.545539200305939,6.02542020380497,-5.545539200305939,-6.02542020380497,-11.570959404110909,-6.02542020380497,False,False,False,4.861915367483296
legal16k_base_100M_seed43022,D_0005,empty_full,empty,full,last_event_only,1.4677743911743164,-2.362342596054077,1.4677743911743164,2.362342596054077,3.8301169872283936,1.4677743911743164,True,False,False,4.861915367483296
legal16k_base_100M_seed43022,D_0005,empty_full,empty,full,no_context,0.8573217391967773,0.8573217391967773,0.8573217391967773,-0.8573217391967773,0.0,-0.8573217391967773,False,True,False,4.861915367483296
legal16k_base_100M_seed43022,D_0006,empty_full,empty,full,explicit_final_state,6.254904747009277,-5.663497596979141,6.254904747009277,5.663497596979141,11.918402343988419,5.663497596979141,True,False,False,4.861915367483296
legal16k_base_100M_seed43022,D_0006,empty_full,empty,full,full_v3,-5.344161152839661,7.113585039973259,-5.344161152839661,-7.113585039973259,-12.45774619281292,-7.113585039973259,False,False,False,4.861915367483296
legal16k_base_100M_seed43022,D_0006,empty_full,empty,full,initial_plus_last,-5.198277145624161,6.5202648639678955,-5.198277145624161,-6.5202648639678955,-11.718542009592056,-6.5202648639678955,False,False,False,4.861915367483296
legal16k_base_100M_seed43022,D_0006,empty_full,empty,full,last_event_only,1.9975919723510742,-2.0785679817199707,1.9975919723510742,2.0785679817199707,4.076159954071045,1.9975919723510742,True,False,False,4.861915367483296
legal16k_base_100M_seed43022,D_0006,empty_full,empty,full,no_context,0.4911222457885742,0.4911222457885742,0.4911222457885742,-0.4911222457885742,0.0,-0.4911222457885742,False,True,False,4.861915367483296
legal16k_base_100M_seed43022,D_0007,open_closed,open,closed,explicit_final_state,5.358943708240986,-4.833249948918819,5.358943708240986,4.833249948918819,10.192193657159805,4.833249948918819,True,False,False,4.846875
legal16k_base_100M_seed43022,D_0007,open_closed,open,closed,full_v3,-4.311485454440117,4.461981005966663,-4.311485454440117,-4.461981005966663,-8.77346646040678,-4.461981005966663,False,False,False,4.846875
legal16k_base_100M_seed43022,D_0007,open_closed,open,closed,initial_plus_last,-4.51921384036541,4.4625779911875725,-4.51921384036541,-4.4625779911875725,-8.981791831552982,-4.51921384036541,False,False,False,4.846875
legal16k_base_100M_seed43022,D_0007,open_closed,open,closed,last_event_only,1.1340875625610352,-3.462658926844597,1.1340875625610352,3.462658926844597,4.596746489405632,1.1340875625610352,True,False,False,4.846875
legal16k_base_100M_seed43022,D_0007,open_closed,open,closed,no_context,1.032693862915039,1.032693862915039,1.032693862915039,-1.032693862915039,0.0,-1.032693862915039,False,True,False,4.846875
legal16k_base_100M_seed43022,D_0008,empty_full,empty,full,explicit_final_state,6.172103703022003,-6.125048816204071,6.172103703022003,6.125048816204071,12.297152519226074,6.125048816204071,True,False,False,4.861915367483296
legal16k_base_100M_seed43022,D_0008,empty_full,empty,full,full_v3,-5.518705397844315,6.6163279712200165,-5.518705397844315,-6.6163279712200165,-12.135033369064331,-6.6163279712200165,False,False,False,4.861915367483296
legal16k_base_100M_seed43022,D_0008,empty_full,empty,full,initial_plus_last,-5.3902764320373535,6.289571717381477,-5.3902764320373535,-6.289571717381477,-11.67984814941883,-6.289571717381477,False,False,False,4.861915367483296
legal16k_base_100M_seed43022,D_0008,empty_full,empty,full,last_event_only,1.8484063148498535,-1.6690220832824707,1.8484063148498535,1.6690220832824707,3.517428398132324,1.6690220832824707,True,False,False,4.861915367483296
legal16k_base_100M_seed43022,D_0008,empty_full,empty,full,no_context,0.8573217391967773,0.8573217391967773,0.8573217391967773,-0.8573217391967773,0.0,-0.8573217391967773,False,True,False,4.861915367483296
legal16k_base_100M_seed43022,D_0009,open_closed,open,closed,explicit_final_state,4.646152675151825,-4.583851043134928,4.646152675151825,4.583851043134928,9.230003718286753,4.583851043134928,True,False,False,4.846875
legal16k_base_100M_seed43022,D_0009,open_closed,open,closed,full_v3,-4.377120144665241,3.795474052429199,-4.377120144665241,-3.795474052429199,-8.17259419709444,-4.377120144665241,False,False,False,4.846875
legal16k_base_100M_seed43022,D_0009,open_closed,open,closed,initial_plus_last,-4.260358087718487,3.7596245110034943,-4.260358087718487,-3.7596245110034943,-8.019982598721981,-4.260358087718487,False,False,False,4.846875
legal16k_base_100M_seed43022,D_0009,open_closed,open,closed,last_event_only,0.9200668334960938,-2.657973363995552,0.9200668334960938,2.657973363995552,3.578040197491646,0.9200668334960938,True,False,False,4.846875
legal16k_base_100M_seed43022,D_0009,open_closed,open,closed,no_context,1.2298288345336914,1.2298288345336914,1.2298288345336914,-1.2298288345336914,0.0,-1.2298288345336914,False,True,False,4.846875
legal16k_base_100M_seed43022,D_0010,open_closed,open,closed,explicit_final_state,5.358943708240986,-4.833249948918819,5.358943708240986,4.833249948918819,10.192193657159805,4.833249948918819,True,False,False,4.846875
legal16k_base_100M_seed43022,D_0010,open_closed,open,closed,full_v3,-4.575838290154934,4.489026091992855,-4.575838290154934,-4.489026091992855,-9.064864382147789,-4.575838290154934,False,False,False,4.846875
legal16k_base_100M_seed43022,D_0010,open_closed,open,closed,initial_plus_last,-4.575293313711882,4.301609046757221,-4.575293313711882,-4.301609046757221,-8.876902360469103,-4.575293313711882,False,False,False,4.846875
legal16k_base_100M_seed43022,D_0010,open_closed,open,closed,last_event_only,0.7851427793502808,-3.6264182329177856,0.7851427793502808,3.6264182329177856,4.411561012268066,0.7851427793502808,True,False,False,4.846875
legal16k_base_100M_seed43022,D_0010,open_closed,open,closed,no_context,1.032693862915039,1.032693862915039,1.032693862915039,-1.032693862915039,0.0,-1.032693862915039,False,True,False,4.846875
legal16k_base_100M_seed43022,D_0011,empty_full,empty,full,explicit_final_state,7.219567731022835,-4.71061709523201,7.219567731022835,4.71061709523201,11.930184826254845,4.71061709523201,True,False,False,4.861915367483296
legal16k_base_100M_seed43022,D_0011,empty_full,empty,full,full_v3,-3.717481404542923,7.846990555524826,-3.717481404542923,-7.846990555524826,-11.564471960067749,-7.846990555524826,False,False,False,4.861915367483296
legal16k_base_100M_seed43022,D_0011,empty_full,empty,full,initial_plus_last,-3.560412645339966,7.406548857688904,-3.560412645339966,-7.406548857688904,-10.96696150302887,-7.406548857688904,False,False,False,4.861915367483296
legal16k_base_100M_seed43022,D_0011,empty_full,empty,full,last_event_only,3.0464773178100586,-0.2706327438354492,3.0464773178100586,0.2706327438354492,3.317110061645508,0.2706327438354492,True,False,False,4.861915367483296
legal16k_base_100M_seed43022,D_0011,empty_full,empty,full,no_context,1.8461170196533203,1.8461170196533203,1.8461170196533203,-1.8461170196533203,0.0,-1.8461170196533203,False,True,False,4.861915367483296
legal16k_base_100M_seed43022,D_0012,open_closed,open,closed,explicit_final_state,5.358943708240986,-4.833249948918819,5.358943708240986,4.833249948918819,10.192193657159805,4.833249948918819,True,False,False,4.846875
legal16k_base_100M_seed43022,D_0012,open_closed,open,closed,full_v3,-4.406230948865414,4.417741909623146,-4.406230948865414,-4.417741909623146,-8.82397285848856,-4.417741909623146,False,False,False,4.846875
legal16k_base_100M_seed43022,D_0012,open_closed,open,closed,initial_plus_last,-4.450224086642265,4.343811951577663,-4.450224086642265,-4.343811951577663,-8.794036038219929,-4.450224086642265,False,False,False,4.846875
legal16k_base_100M_seed43022,D_0012,open_closed,open,closed,last_event_only,1.2971811294555664,-3.2501105070114136,1.2971811294555664,3.2501105070114136,4.54729163646698,1.2971811294555664,True,False,False,4.846875
