model,task_id,pair_id,split,axis,condition,expected_margin,delta_vs_parent,expected_correct,parent_expected_correct,changed_correctness_vs_parent,original_nll,altered_nll,frame
compact_equal_epoch,h01_gas_price,rw2s1_000216,held_source,quantity,source_original,3.4248524173162878,0.13607805408537388,True,True,False,0.03362019220367074,3.4584726095199585,Gas prices were rising by [ANS] in March.
compact_equal_epoch,h01_gas_price,rw2s1_000216,held_source,quantity,source_altered,3.5141533333808184,0.3007833929732442,True,True,False,3.5675184428691864,0.053365109488368034,Gas prices were rising by [ANS] in March.
compact_equal_epoch,h01_gas_price,rw2s1_000216,held_source,quantity,no_source,0.10883533954620361,0.10992014408111572,True,False,True,3.115886092185974,3.2247214317321777,Gas prices were rising by [ANS] in March.
compact_equal_epoch,h02_rating,rw_000248,held_source,quantity,source_original,4.890054516494274,0.28891558200120926,True,True,False,0.0237090066075325,4.913763523101807,Renee Schonfeld rated the film [ANS] out of 5 stars.
compact_equal_epoch,h02_rating,rw_000248,held_source,quantity,source_altered,3.4344712048768997,0.02187546342611313,True,True,False,3.5077245235443115,0.0732533186674118,Renee Schonfeld rated the film [ANS] out of 5 stars.
compact_equal_epoch,h02_rating,rw_000248,held_source,quantity,no_source,-0.38974666595458984,0.10430800914764404,False,False,False,2.355191469192505,1.965444803237915,Renee Schonfeld rated the film [ANS] out of 5 stars.
compact_equal_epoch,h03_protest_duration,rw_001604,held_source,quantity_time,source_original,-1.9119703769683838,0.2013380527496338,False,False,False,8.318613052368164,6.40664267539978,The protest period was [ANS].
compact_equal_epoch,h03_protest_duration,rw_001604,held_source,quantity_time,source_altered,2.1081457932790126,-0.18131454785664758,True,True,False,8.381787618001303,6.27364182472229,The protest period was [ANS].
compact_equal_epoch,h03_protest_duration,rw_001604,held_source,quantity_time,no_source,-2.1123336156209316,0.2911818027496338,False,False,False,8.438153584798178,6.325819969177246,The protest period was [ANS].
compact_equal_epoch,h04_cherry_food,rw2s0_009985,held_source,object,source_original,7.531831508735195,0.2894646192435175,True,True,False,0.003417724510654807,7.53524923324585,On Saturday he ate a piece of cherry [ANS].
compact_equal_epoch,h04_cherry_food,rw2s0_009985,held_source,object,source_altered,1.2437553405761719,-0.2850179970264435,True,True,False,1.5223170518875122,0.27856171131134033,On Saturday he ate a piece of cherry [ANS].
compact_equal_epoch,h04_cherry_food,rw2s0_009985,held_source,object,no_source,3.4889220744371414,0.2468147724866867,True,True,False,0.1600366085767746,3.648958683013916,On Saturday he ate a piece of cherry [ANS].
compact_equal_epoch,h05_eagle_feathers,rw2s1_013643,held_source,quantity,source_original,2.133476197719574,0.016030170023441315,True,True,False,0.06357096135616302,2.197047159075737,The seizure involved [ANS] eagle feathers.
compact_equal_epoch,h05_eagle_feathers,rw2s1_013643,held_source,quantity,source_altered,2.054804440587759,0.02803962305188179,True,True,False,2.1141610257327557,0.05935658514499664,The seizure involved [ANS] eagle feathers.
compact_equal_epoch,h05_eagle_feathers,rw2s1_013643,held_source,quantity,no_source,-0.045731544494628906,-0.07336950302124023,False,True,True,2.0102381706237793,1.9645066261291504,The seizure involved [ANS] eagle feathers.
compact_equal_epoch,h06_ramadan_food,rw2s1_017873,held_source,object,source_original,12.164375256747007,0.03272956237196922,True,True,False,0.03397088125348091,12.198346138000488,"At the end of Ramadan, Muslims received salt and pepper on a fruit [ANS]."
compact_equal_epoch,h06_ramadan_food,rw2s1_017873,held_source,object,source_altered,10.2733916323632,0.03195353038609028,True,True,False,10.286691665649414,0.013300033286213875,"At the end of Ramadan, Muslims received salt and pepper on a fruit [ANS]."
compact_equal_epoch,h06_ramadan_food,rw2s1_017873,held_source,object,no_source,0.6734733581542969,0.2232513427734375,True,True,False,5.4720659255981445,6.145539283752441,"At the end of Ramadan, Muslims received salt and pepper on a fruit [ANS]."
compact_equal_epoch,h07_modern_art_city,rw2s1_002259,held_source,location,source_original,5.289751383475959,0.8205263998825103,True,True,False,0.008359101600944996,5.298110485076904,The piece could go in the Museum of Modern Art in [ANS].
compact_equal_epoch,h07_modern_art_city,rw2s1_002259,held_source,location,source_altered,5.805018275976181,0.1170042846351862,True,True,False,5.823704719543457,0.018686443567276,The piece could go in the Museum of Modern Art in [ANS].
compact_equal_epoch,h07_modern_art_city,rw2s1_002259,held_source,location,no_source,1.3795912265777588,-0.01469123363494873,True,True,False,4.178771257400513,5.5583624839782715,The piece could go in the Museum of Modern Art in [ANS].
compact_equal_epoch,h08_navarino_year,rw2s0_004620,held_source,quantity_time,source_original,1.326003051828593,0.05461838701739907,True,True,False,0.012798037729226053,1.338801089557819,The Navarino event occurred on October 20 [ANS].
compact_equal_epoch,h08_navarino_year,rw2s0_004620,held_source,quantity_time,source_altered,0.9906401205807924,0.05776495859026909,True,True,False,1.0142667432082817,0.02362662262748927,The Navarino event occurred on October 20 [ANS].
compact_equal_epoch,h08_navarino_year,rw2s0_004620,held_source,quantity_time,no_source,0.08327150344848633,0.004010677337646484,True,True,False,2.352085530757904,2.4353570342063904,The Navarino event occurred on October 20 [ANS].
compact_equal_epoch,t01_skelton_value,rw2s0_002308,trained_content,property,source_original,11.215449765324593,0.3945280611515045,True,True,False,0.17990927398204803,11.39535903930664,Skelton Village's north part had extreme environmental [ANS].
compact_equal_epoch,t01_skelton_value,rw2s0_002308,trained_content,property,source_altered,5.6566625237464905,0.26218360662460327,True,True,False,6.321113109588623,0.6644505858421326,Skelton Village's north part had extreme environmental [ANS].
compact_equal_epoch,t01_skelton_value,rw2s0_002308,trained_content,property,no_source,1.3935775756835938,0.15709877014160156,True,True,False,6.414312839508057,7.80789041519165,Skelton Village's north part had extreme environmental [ANS].
compact_equal_epoch,t02_baku_institution,rw2s0_006924,trained_content,institution,source_original,6.288675109390169,0.1899433215148747,True,True,False,0.00759144639596343,6.296266555786133,The theology dean worked at Baku State [ANS].
compact_equal_epoch,t02_baku_institution,rw2s0_006924,trained_content,institution,source_altered,5.172866666689515,0.23471233807504177,True,True,False,5.19045877456665,0.017592107877135277,The theology dean worked at Baku State [ANS].
compact_equal_epoch,t02_baku_institution,rw2s0_006924,trained_content,institution,no_source,2.0519704818725586,-0.004364967346191406,True,True,False,1.4961278438568115,3.54809832572937,The theology dean worked at Baku State [ANS].
compact_equal_epoch,t03_oil_object,rw2s0_010026,trained_content,object,source_original,12.60890793427825,0.025241557508707047,True,True,False,0.038984064012765884,12.647891998291016,Mosaddegh's policy was to nationalize Iran's oil [ANS].
compact_equal_epoch,t03_oil_object,rw2s0_010026,trained_content,object,source_altered,8.816108733415604,0.7125463560223579,True,True,False,8.892668724060059,0.07655999064445496,Mosaddegh's policy was to nationalize Iran's oil [ANS].
compact_equal_epoch,t03_oil_object,rw2s0_010026,trained_content,object,no_source,4.836557388305664,-0.07475471496582031,True,True,False,3.174560546875,8.011117935180664,Mosaddegh's policy was to nationalize Iran's oil [ANS].
compact_equal_epoch,t04_casualty_uncertainty,rw2s0_014542,trained_content,qualification,source_original,0.36826324462890625,0.8406896591186523,True,False,True,2.1649043560028076,2.533167600631714,The number of Protestants murdered in the outbreak was [ANS].
compact_equal_epoch,t04_casualty_uncertainty,rw2s0_014542,trained_content,qualification,source_altered,4.693896174430847,0.41407763957977295,True,True,False,6.29364013671875,1.5997439622879028,The number of Protestants murdered in the outbreak was [ANS].
compact_equal_epoch,t04_casualty_uncertainty,rw2s0_014542,trained_content,qualification,no_source,-1.004836082458496,-0.1144113540649414,False,False,False,12.778727531433105,11.77389144897461,The number of Protestants murdered in the outbreak was [ANS].
compact_equal_epoch,t05_manning_role,rw2s0_019304,trained_content,role,source_original,13.297654747962952,0.6746169179677963,True,True,False,0.19276130199432373,13.490416049957275,Ed Manning was a professional and college [ANS].
compact_equal_epoch,t05_manning_role,rw2s0_019304,trained_content,role,source_altered,3.5514996824786067,0.0997582245618105,True,True,False,3.6464171409606934,0.09491745848208666,Ed Manning was a professional and college [ANS].
compact_equal_epoch,t05_manning_role,rw2s0_019304,trained_content,role,no_source,2.896857976913452,-0.13567757606506348,True,True,False,4.972725868225098,7.86958384513855,Ed Manning was a professional and college [ANS].
compact_equal_epoch,t06_mass_day,rw2s0_019852,trained_content,time,source_original,4.604527570307255,0.2644779607653618,True,True,False,0.09363021701574326,4.698157787322998,The speaker went to Mass that [ANS].
compact_equal_epoch,t06_mass_day,rw2s0_019852,trained_content,time,source_altered,4.332546949386597,0.04766625165939331,True,True,False,4.753655433654785,0.4211084842681885,The speaker went to Mass that [ANS].
compact_equal_epoch,t06_mass_day,rw2s0_019852,trained_content,time,no_source,0.4534130096435547,0.19171619415283203,True,True,False,6.0173139572143555,6.47072696685791,The speaker went to Mass that [ANS].
compact_equal_epoch,t07_music_change,rw2s0_020973,trained_content,ordered_change,source_original,5.828368782997131,1.491815209388733,True,True,False,1.6088536977767944,7.437222480773926,The tune could change from fast to [ANS].
compact_equal_epoch,t07_music_change,rw2s0_020973,trained_content,ordered_change,source_altered,0.4729647636413574,0.5430917739868164,True,False,True,6.234468460083008,5.76150369644165,The tune could change from fast to [ANS].
compact_equal_epoch,t07_music_change,rw2s0_020973,trained_content,ordered_change,no_source,3.7568438053131104,-0.06264996528625488,True,True,False,3.7367794513702393,7.49362325668335,The tune could change from fast to [ANS].
compact_equal_epoch,t08_abingdon_refusal,rw2s0_025051,trained_content,polarity_action,source_original,3.339903771877289,0.7397468686103821,True,True,False,0.6687455773353577,4.0086493492126465,The Abingdon workers [ANS] to return.
compact_equal_epoch,t08_abingdon_refusal,rw2s0_025051,trained_content,polarity_action,source_altered,6.50342370569706,-0.08419209718704224,True,True,False,6.718247413635254,0.21482370793819427,The Abingdon workers [ANS] to return.
compact_equal_epoch,t08_abingdon_refusal,rw2s0_025051,trained_content,polarity_action,no_source,-0.5028219223022461,0.1801624298095703,False,False,False,5.177392482757568,4.674570560455322,The Abingdon workers [ANS] to return.
compact_equal_epoch,t09_route_opposite,rw2s0_029078,trained_content,spatial_relation,source_original,-1.8405475616455078,0.27870750427246094,False,False,False,10.256585121154785,8.416037559509277,"After the barber shop, the route says to take the street [ANS] the barber shop."
compact_equal_epoch,t09_route_opposite,rw2s0_029078,trained_content,spatial_relation,source_altered,4.7538981437683105,0.0018978118896484375,True,True,False,12.309029579162598,7.555131435394287,"After the barber shop, the route says to take the street [ANS] the barber shop."
compact_equal_epoch,t09_route_opposite,rw2s0_029078,trained_content,spatial_relation,no_source,-3.0636301040649414,0.06882095336914062,False,False,False,13.172986030578613,10.109355926513672,"After the barber shop, the route says to take the street [ANS] the barber shop."
compact_equal_epoch,t10_clavering_number,rw2s1_005600,trained_content,quantity,source_original,4.147170782089233,-0.026204288005828857,True,True,False,0.45357441902160645,4.60074520111084,Clavering believed [ANS] was the perfect number of pupils.
compact_equal_epoch,t10_clavering_number,rw2s1_005600,trained_content,quantity,source_altered,3.8162946105003357,0.5785865187644958,True,True,False,4.796582221984863,0.9802876114845276,Clavering believed [ANS] was the perfect number of pupils.
compact_equal_epoch,t10_clavering_number,rw2s1_005600,trained_content,quantity,no_source,0.45164012908935547,-0.15442848205566406,True,True,False,12.507080078125,12.958720207214355,Clavering believed [ANS] was the perfect number of pupils.
compact_equal_epoch,t11_horsemen_weapon,rw2s1_015912,trained_content,object,source_original,1.751975178718567,0.13286590576171875,True,True,False,4.5818852186203,6.333860397338867,The horsemen lowered their [ANS].
compact_equal_epoch,t11_horsemen_weapon,rw2s1_015912,trained_content,object,source_altered,1.8279621601104736,-0.18418669700622559,True,True,False,6.898078203201294,5.07011604309082,The horsemen lowered their [ANS].
compact_equal_epoch,t11_horsemen_weapon,rw2s1_015912,trained_content,object,no_source,-2.7229394912719727,-0.18332433700561523,False,False,False,6.192298412322998,3.4693589210510254,The horsemen lowered their [ANS].
compact_equal_epoch,t12_unseen_scandal_count,rw2s1_024034,trained_content,quantity,source_original,0.042269008500235516,0.011333062535240801,True,True,False,1.5096377560070582,1.5519067645072937,The unseen scandal involved about [ANS] young people.
compact_equal_epoch,t12_unseen_scandal_count,rw2s1_024034,trained_content,quantity,source_altered,-0.07048763689540682,-0.011809747843515295,False,False,False,1.4297952566828047,1.5002828935782115,The unseen scandal involved about [ANS] young people.
compact_equal_epoch,t12_unseen_scandal_count,rw2s1_024034,trained_content,quantity,no_source,-0.00764983608609171,0.009221392018454289,False,False,False,1.5019173196383886,1.4942674835522969,The unseen scandal involved about [ANS] young people.
compact_equal_epoch,t13_bank_threshold,rw_004509,trained_content,quantity,source_original,1.073256139460552,0.06420712475110557,True,True,False,0.027256379203338708,1.1005125186638907,Currency transaction reports were required for money worth [ANS] or more.
compact_equal_epoch,t13_bank_threshold,rw_004509,trained_content,quantity,source_altered,0.7795309656233128,-0.02320373931988351,True,True,False,0.8051159089830305,0.025584943359717727,Currency transaction reports were required for money worth [ANS] or more.
compact_equal_epoch,t13_bank_threshold,rw_004509,trained_content,quantity,no_source,0.09501845496041428,-0.0010375011534919931,True,True,False,1.8716420446123396,1.966660499572754,Currency transaction reports were required for money worth [ANS] or more.
compact_equal_epoch,t14_radio_channel,rw_015472,trained_content,quantity_identifier,source_original,6.727674521505833,0.07490342482924461,True,True,False,0.01636406034231186,6.7440385818481445,The Chris Evans Breakfast Show was on BBC Radio [ANS].
compact_equal_epoch,t14_radio_channel,rw_015472,trained_content,quantity_identifier,source_altered,5.911925084888935,0.003202347084879875,True,True,False,5.944023609161377,0.032098524272441864,The Chris Evans Breakfast Show was on BBC Radio [ANS].
compact_equal_epoch,t14_radio_channel,rw_015472,trained_content,quantity_identifier,no_source,1.2411994934082031,-0.1258993148803711,True,True,False,2.5766453742980957,3.817844867706299,The Chris Evans Breakfast Show was on BBC Radio [ANS].
compact_equal_epoch,t15_noontide_press,rw_017379,trained_content,institution,source_original,14.504269335574161,0.4886288167908788,True,True,False,0.00935231257850925,14.51362164815267,Von Brunn briefly worked for [ANS] Press.
compact_equal_epoch,t15_noontide_press,rw_017379,trained_content,institution,source_altered,13.762581426805506,0.22422353566313724,True,True,False,13.7721586227417,0.00957719593619307,Von Brunn briefly worked for [ANS] Press.
compact_equal_epoch,t15_noontide_press,rw_017379,trained_content,institution,no_source,-0.5475523471832275,0.13001847267150968,False,False,False,8.165083169937134,7.617530822753906,Von Brunn briefly worked for [ANS] Press.
compact_equal_epoch,t16_taylor_location,rw_031652,trained_content,location,source_original,11.278974298387766,0.0901738703250885,True,True,False,0.06034397706389427,11.33931827545166,Temporary traffic lights were at Taylor's [ANS].
compact_equal_epoch,t16_taylor_location,rw_031652,trained_content,location,source_altered,8.77212181687355,0.49485166370868683,True,True,False,8.881962776184082,0.10984095931053162,Temporary traffic lights were at Taylor's [ANS].
compact_equal_epoch,t16_taylor_location,rw_031652,trained_content,location,no_source,-0.6276988983154297,-0.09076976776123047,False,False,False,10.150182723999023,9.522483825683594,Temporary traffic lights were at Taylor's [ANS].
compact_equal_epoch,t17_abraham_relation,rw_041183,trained_content,role_relation,source_original,8.481639370322227,0.34564319625496864,True,True,False,0.01951552927494049,8.501154899597168,Abraham married his beautiful [ANS] Sarai.
compact_equal_epoch,t17_abraham_relation,rw_041183,trained_content,role_relation,source_altered,5.656768716871738,-0.0880366861820221,True,True,False,5.7337799072265625,0.07701119035482407,Abraham married his beautiful [ANS] Sarai.
compact_equal_epoch,t17_abraham_relation,rw_041183,trained_content,role_relation,no_source,2.763090968132019,0.04941761493682861,True,True,False,1.7091270685195923,4.472218036651611,Abraham married his beautiful [ANS] Sarai.
compact_wordmatched,h01_gas_price,rw2s1_000216,held_source,quantity,source_original,3.570154811255634,0.28138044802471995,True,True,False,0.03165993560105562,3.6018147468566895,Gas prices were rising by [ANS] in March.
compact_wordmatched,h01_gas_price,rw2s1_000216,held_source,quantity,source_altered,3.7180546135641634,0.5046846731565893,True,True,False,3.7626846730709076,0.044630059506744146,Gas prices were rising by [ANS] in March.
compact_wordmatched,h01_gas_price,rw2s1_000216,held_source,quantity,no_source,0.12532144784927368,0.1264062523841858,True,False,True,3.1150336861610413,3.240355134010315,Gas prices were rising by [ANS] in March.
compact_wordmatched,h02_rating,rw_000248,held_source,quantity,source_original,4.970378085970879,0.3692391514778137,True,True,False,0.021645382046699524,4.992023468017578,Renee Schonfeld rated the film [ANS] out of 5 stars.
