model_key,id,split,kind,family,template_id,is_affected,correct,margin,answer,foil,error,basin,data_arm,checkpoint
seed43022_first_basin:view:chck_90M,S199_eval_000000,eval_held_recomb,binding,empty_full,held0,True,True,3.3631911277770996,full,empty,,seed43022_first_basin,view,chck_90M
seed43022_first_basin:view:chck_90M,S199_eval_000001,eval_held_recomb,binding,empty_full,held0,False,False,-2.944293938577175,empty,full,,seed43022_first_basin,view,chck_90M
seed43022_first_basin:view:chck_90M,S199_eval_000002,eval_held_recomb,binding,empty_full,held0,False,False,-3.1834105253219604,empty,full,,seed43022_first_basin,view,chck_90M
seed43022_first_basin:view:chck_90M,S199_eval_000003,eval_held_recomb,binding,empty_full,held0,True,True,2.9618951864540577,full,empty,,seed43022_first_basin,view,chck_90M
seed43022_first_basin:view:chck_90M,S199_eval_000004,eval_held_recomb,binding,empty_full,held1,True,True,3.9463729858398438,full,empty,,seed43022_first_basin,view,chck_90M
seed43022_first_basin:view:chck_90M,S199_eval_000005,eval_held_recomb,binding,empty_full,held1,False,False,-3.8273568153381348,empty,full,,seed43022_first_basin,view,chck_90M
seed43022_first_basin:view:chck_90M,S199_eval_000006,eval_held_recomb,binding,empty_full,held1,False,False,-3.8164135217666626,empty,full,,seed43022_first_basin,view,chck_90M
seed43022_first_basin:view:chck_90M,S199_eval_000007,eval_held_recomb,binding,empty_full,held1,True,True,3.871119499206543,full,empty,,seed43022_first_basin,view,chck_90M
seed43022_first_basin:view:chck_90M,S199_eval_000008,eval_held_recomb,binding,empty_full,held0,True,False,-6.054235935211182,empty,full,,seed43022_first_basin,view,chck_90M
seed43022_first_basin:view:chck_90M,S199_eval_000009,eval_held_recomb,binding,empty_full,held0,False,True,6.415979862213135,full,empty,,seed43022_first_basin,view,chck_90M
seed43022_first_basin:view:chck_90M,S199_eval_000010,eval_held_recomb,binding,empty_full,held0,False,True,6.2465057373046875,full,empty,,seed43022_first_basin,view,chck_90M
seed43022_first_basin:view:chck_90M,S199_eval_000011,eval_held_recomb,binding,empty_full,held0,True,False,-6.201787948608398,empty,full,,seed43022_first_basin,view,chck_90M
seed43022_first_basin:view:chck_90M,S199_eval_000012,eval_held_recomb,binding,empty_full,held1,True,False,-4.664831519126892,empty,full,,seed43022_first_basin,view,chck_90M
seed43022_first_basin:view:chck_90M,S199_eval_000013,eval_held_recomb,binding,empty_full,held1,False,True,4.804016351699829,full,empty,,seed43022_first_basin,view,chck_90M
seed43022_first_basin:view:chck_90M,S199_eval_000014,eval_held_recomb,binding,empty_full,held1,False,True,4.837570428848267,full,empty,,seed43022_first_basin,view,chck_90M
seed43022_first_basin:view:chck_90M,S199_eval_000015,eval_held_recomb,binding,empty_full,held1,True,False,-4.800669431686401,empty,full,,seed43022_first_basin,view,chck_90M
seed43022_first_basin:view:chck_90M,S199_eval_000016,eval_held_recomb,binding,cold_hot,held0,True,True,0.25560981035232544,hot,cold,,seed43022_first_basin,view,chck_90M
seed43022_first_basin:view:chck_90M,S199_eval_000017,eval_held_recomb,binding,cold_hot,held0,False,True,0.015427708625793457,cold,hot,,seed43022_first_basin,view,chck_90M
seed43022_first_basin:view:chck_90M,S199_eval_000018,eval_held_recomb,binding,cold_hot,held0,False,False,-0.17479264736175537,cold,hot,,seed43022_first_basin,view,chck_90M
seed43022_first_basin:view:chck_90M,S199_eval_000019,eval_held_recomb,binding,cold_hot,held0,True,True,0.1820383071899414,hot,cold,,seed43022_first_basin,view,chck_90M
seed43022_first_basin:view:chck_90M,S199_eval_000020,eval_held_recomb,binding,cold_hot,held1,True,True,0.8120844960212708,hot,cold,,seed43022_first_basin,view,chck_90M
seed43022_first_basin:view:chck_90M,S199_eval_000021,eval_held_recomb,binding,cold_hot,held1,False,False,-0.9141790568828583,cold,hot,,seed43022_first_basin,view,chck_90M
seed43022_first_basin:view:chck_90M,S199_eval_000022,eval_held_recomb,binding,cold_hot,held1,False,False,-0.8004841208457947,cold,hot,,seed43022_first_basin,view,chck_90M
seed43022_first_basin:view:chck_90M,S199_eval_000023,eval_held_recomb,binding,cold_hot,held1,True,True,0.952199250459671,hot,cold,,seed43022_first_basin,view,chck_90M
seed43022_first_basin:view:chck_90M,S199_eval_000024,eval_held_recomb,binding,cold_hot,held0,True,False,-2.0602031350135803,cold,hot,,seed43022_first_basin,view,chck_90M
