frame_id,base_id,condition,family,object,alt_a,alt_b,delta1,delta2,interaction,min_signed_margin,crossed_success,same_a_bias,same_b_bias
IF_00001,BASE_0001,no_context,empty_full,glass,empty,full,-0.4325881004333496,-0.4325881004333496,0.0,-0.4325881004333496,False,False,True
IF_00002,BASE_0001,explicit_final,empty_full,glass,empty,full,7.110472783446312,-8.600772444158792,15.711245227605104,7.110472783446312,True,False,False
IF_00003,BASE_0001,last_event,empty_full,glass,empty,full,1.8298578262329102,0.7145605087280273,1.1152973175048828,-0.7145605087280273,False,True,False
IF_00004,BASE_0001,consistent_prior,empty_full,glass,empty,full,6.904012739658356,-7.470567509531975,14.37458024919033,6.904012739658356,True,False,False
IF_00005,BASE_0001,distractor_event,empty_full,glass,empty,full,0.7356023788452148,0.1345052719116211,0.6010971069335938,-0.1345052719116211,False,True,False
IF_00006,BASE_0001,contradict_bare,empty_full,glass,empty,full,-7.448912933468819,6.339952528476715,-13.788865461945534,-7.448912933468819,False,False,False
IF_00007,BASE_0001,contradict_temporal,empty_full,glass,empty,full,-7.431067742407322,6.313565015792847,-13.744632758200169,-7.431067742407322,False,False,False
IF_00008,BASE_0001,contradict_reinforced,empty_full,glass,empty,full,-7.112341649830341,7.055371165275574,-14.167712815105915,-7.112341649830341,False,False,False
IF_00009,BASE_0001,explicit_override,empty_full,glass,empty,full,4.117230415344238,-5.248325116932392,9.36555553227663,4.117230415344238,True,False,False
IF_00010,BASE_0001,reported_event,empty_full,glass,empty,full,1.6900815963745117,1.3867530822753906,0.3033285140991211,-1.3867530822753906,False,True,False
IF_00011,BASE_0002,no_context,empty_full,glass,empty,full,-0.4325881004333496,-0.4325881004333496,0.0,-0.4325881004333496,False,False,True
IF_00012,BASE_0002,explicit_final,empty_full,glass,empty,full,7.110472783446312,-8.600772444158792,15.711245227605104,7.110472783446312,True,False,False
IF_00013,BASE_0002,last_event,empty_full,glass,empty,full,1.19264554977417,0.34064579010009766,0.8519997596740723,-0.34064579010009766,False,True,False
IF_00014,BASE_0002,consistent_prior,empty_full,glass,empty,full,6.916046559810638,-7.618792504072189,14.534839063882828,6.916046559810638,True,False,False
IF_00015,BASE_0002,distractor_event,empty_full,glass,empty,full,0.723548412322998,-0.0305633544921875,0.7541117668151855,0.0305633544921875,True,False,False
IF_00016,BASE_0002,contradict_bare,empty_full,glass,empty,full,-7.3755533918738365,6.2855324447155,-13.661085836589336,-7.3755533918738365,False,False,False
IF_00017,BASE_0002,contradict_temporal,empty_full,glass,empty,full,-7.421233311295509,6.392190173268318,-13.813423484563828,-7.421233311295509,False,False,False
IF_00018,BASE_0002,contradict_reinforced,empty_full,glass,empty,full,-7.135202772915363,7.086937800049782,-14.222140572965145,-7.135202772915363,False,False,False
IF_00019,BASE_0002,explicit_override,empty_full,glass,empty,full,4.117230415344238,-5.248325116932392,9.36555553227663,4.117230415344238,True,False,False
IF_00020,BASE_0002,reported_event,empty_full,glass,empty,full,1.171098232269287,0.772007942199707,0.3990902900695801,-0.772007942199707,False,True,False
IF_00021,BASE_0003,no_context,empty_full,glass,empty,full,-0.4325881004333496,-0.4325881004333496,0.0,-0.4325881004333496,False,False,True
IF_00022,BASE_0003,explicit_final,empty_full,glass,empty,full,7.110472783446312,-8.600772444158792,15.711245227605104,7.110472783446312,True,False,False
IF_00023,BASE_0003,last_event,empty_full,glass,empty,full,1.0321674346923828,-0.16033315658569336,1.1925005912780762,0.16033315658569336,True,False,False
IF_00024,BASE_0003,consistent_prior,empty_full,glass,empty,full,6.750836610794067,-7.810047782957554,14.560884393751621,6.750836610794067,True,False,False
