arch,arm,checkpoint,seed,role,probe_family,probe_id,effect_no_all_relevant_updates,effect_no_initial_qbox,effect_no_last_relevant_update,entity_type,irrelevant_ops,item_index,margin_full,margin_no_all_relevant_updates,margin_no_initial_qbox,margin_no_last_relevant_update,prefix_words_full,query_box,relevant_updates,reported_numops,stale_idx,total_ops,uid
D,D_VS_43022,chck_100M,43022,V,entity_gold_stale_cue_ablation,entityabl:0:regular_2_ops:7,-1.6081394702196121,0.08702647686004639,-1.546187162399292,regular,1,7,8.03333842754364,6.425198957324028,8.120364904403687,6.487151265144348,89,0,2,2,1,3,regular_2_ops
D,D_VS_43022,chck_100M,43022,V,entity_gold_stale_cue_ablation,entityabl:1000:move_contents_3_ops:54,-2.8978490829467773,-0.7631368637084961,-2.3918943405151367,move_contents,5,54,2.1837549209594727,-0.7140941619873047,1.4206180572509766,-0.20813941955566406,136,5,3,3,1,8,move_contents_3_ops
D,D_VS_43022,chck_100M,43022,V,entity_gold_stale_cue_ablation,entityabl:1001:move_contents_3_ops:56,-16.53313374519348,-5.612716197967529,-0.756810188293457,move_contents,5,56,6.1932196617126465,-10.339914083480835,0.5805034637451172,5.4364094734191895,111,2,3,3,1,8,move_contents_3_ops
D,D_VS_43022,chck_100M,43022,V,entity_gold_stale_cue_ablation,entityabl:1002:move_contents_3_ops:71,-0.614621639251709,-0.2636599540710449,1.6475725173950195,move_contents,5,71,1.556978702545166,0.942357063293457,1.293318748474121,3.2045512199401855,134,5,3,3,1,8,move_contents_3_ops
D,D_VS_43022,chck_100M,43022,V,entity_gold_stale_cue_ablation,entityabl:1003:move_contents_3_ops:78,0.5869159698486328,-0.43102169036865234,0.5940284729003906,move_contents,5,78,-0.6458892822265625,-0.05897331237792969,-1.0769109725952148,-0.051860809326171875,119,2,3,3,1,8,move_contents_3_ops
D,D_VS_43022,chck_100M,43022,V,entity_gold_stale_cue_ablation,entityabl:1004:move_contents_3_ops:91,-0.09963035583496094,-0.7909879684448242,0.36320972442626953,move_contents,5,91,1.3080339431762695,1.2084035873413086,0.5170459747314453,1.671243667602539,124,2,3,3,1,8,move_contents_3_ops
D,D_VS_43022,chck_100M,43022,V,entity_gold_stale_cue_ablation,entityabl:1005:move_contents_3_ops:97,-2.0154783725738525,6.782583475112915,-2.4887502193450928,move_contents,7,97,2.239320993423462,0.22384262084960938,9.021904468536377,-0.24942922592163086,149,4,2,3,1,9,move_contents_3_ops
D,D_VS_43022,chck_100M,43022,V,entity_gold_stale_cue_ablation,entityabl:1006:move_contents_3_ops:108,-1.8457436561584473,0.30826473236083984,-2.898529529571533,move_contents,6,108,0.7830758094787598,-1.0626678466796875,1.0913405418395996,-2.1154537200927734,143,0,3,3,1,9,move_contents_3_ops
D,D_VS_43022,chck_100M,43022,V,entity_gold_stale_cue_ablation,entityabl:1007:move_contents_3_ops:109,-1.5726008415222168,0.6101980209350586,-1.5271806716918945,move_contents,7,109,-3.6733388900756836,-5.2459397315979,-3.063140869140625,-5.200519561767578,119,4,2,3,1,9,move_contents_3_ops
D,D_VS_43022,chck_100M,43022,V,entity_gold_stale_cue_ablation,entityabl:1008:move_contents_3_ops:111,-0.26626110076904297,0.03639507293701172,0.7967233657836914,move_contents,7,111,-2.611353874206543,-2.877614974975586,-2.5749588012695312,-1.8146305084228516,130,0,2,3,1,9,move_contents_3_ops
D,D_VS_43022,chck_100M,43022,V,entity_gold_stale_cue_ablation,entityabl:1009:move_contents_3_ops:112,0.1531391143798828,-2.780691146850586,-0.9512605667114258,move_contents,6,112,0.019596099853515625,0.17273521423339844,-2.7610950469970703,-0.9316644668579102,128,2,3,3,1,9,move_contents_3_ops
D,D_VS_43022,chck_100M,43022,V,entity_gold_stale_cue_ablation,entityabl:100:regular_2_ops:234,-0.4711761474609375,-0.31283044815063477,-0.09034061431884766,regular,9,234,-0.21755027770996094,-0.6887264251708984,-0.5303807258605957,-0.3078908920288086,127,1,2,2,1,11,regular_2_ops
D,D_VS_43022,chck_100M,43022,V,entity_gold_stale_cue_ablation,entityabl:1010:move_contents_3_ops:122,-1.3338756561279297,0.3921356201171875,-0.2836117744445801,move_contents,6,122,0.7869472503662109,-0.5469284057617188,1.1790828704833984,0.5033354759216309,149,5,3,3,1,9,move_contents_3_ops
D,D_VS_43022,chck_100M,43022,V,entity_gold_stale_cue_ablation,entityabl:1011:move_contents_3_ops:123,-0.7607440948486328,0.8228759765625,-0.48464012145996094,move_contents,7,123,0.045764923095703125,-0.7149791717529297,0.8686408996582031,-0.4388751983642578,127,4,2,3,1,9,move_contents_3_ops
D,D_VS_43022,chck_100M,43022,V,entity_gold_stale_cue_ablation,entityabl:1012:move_contents_3_ops:127,-3.0140533447265625,-1.722991943359375,-2.012282371520996,move_contents,6,127,-0.6317100524902344,-3.645763397216797,-2.3547019958496094,-2.6439924240112305,140,1,3,3,1,9,move_contents_3_ops
D,D_VS_43022,chck_100M,43022,V,entity_gold_stale_cue_ablation,entityabl:1013:move_contents_3_ops:134,-3.1811485290527344,-0.8515405654907227,-2.378185272216797,move_contents,6,134,3.1830148696899414,0.0018663406372070312,2.3314743041992188,0.8048295974731445,145,5,3,3,1,9,move_contents_3_ops
D,D_VS_43022,chck_100M,43022,V,entity_gold_stale_cue_ablation,entityabl:1014:move_contents_3_ops:140,-5.471522808074951,0.5734448432922363,-6.1411213874816895,move_contents,7,140,4.294701099395752,-1.1768217086791992,4.868145942687988,-1.8464202880859375,122,3,2,3,1,9,move_contents_3_ops
D,D_VS_43022,chck_100M,43022,V,entity_gold_stale_cue_ablation,entityabl:1015:move_contents_3_ops:151,-12.739236831665039,-1.1041896343231201,-9.663025856018066,move_contents,7,151,10.229726791381836,-2.509510040283203,9.125537157058716,0.5667009353637695,137,2,3,3,1,10,move_contents_3_ops
D,D_VS_43022,chck_100M,43022,V,entity_gold_stale_cue_ablation,entityabl:1016:move_contents_3_ops:153,-2.882199287414551,-1.0307044982910156,0.2973060607910156,move_contents,7,153,3.218503952026367,0.3363046646118164,2.1877994537353516,3.515810012817383,136,3,3,3,1,10,move_contents_3_ops
D,D_VS_43022,chck_100M,43022,V,entity_gold_stale_cue_ablation,entityabl:1017:move_contents_3_ops:155,-0.3031749725341797,-0.07280445098876953,0.41178035736083984,move_contents,7,155,1.0722732543945312,0.7690982818603516,0.9994688034057617,1.484053611755371,133,2,3,3,1,10,move_contents_3_ops
D,D_VS_43022,chck_100M,43022,V,entity_gold_stale_cue_ablation,entityabl:1018:move_contents_3_ops:157,0.3317718505859375,-1.4894094467163086,-0.9913969039916992,move_contents,7,157,0.4684324264526367,0.8002042770385742,-1.0209770202636719,-0.5229644775390625,152,2,3,3,1,10,move_contents_3_ops
D,D_VS_43022,chck_100M,43022,V,entity_gold_stale_cue_ablation,entityabl:1019:move_contents_3_ops:158,-3.692916989326477,7.339617967605591,0.7508137226104736,move_contents,8,158,0.4595682621002197,-3.2333487272262573,7.7991862297058105,1.2103819847106934,158,4,2,3,1,10,move_contents_3_ops
D,D_VS_43022,chck_100M,43022,V,entity_gold_stale_cue_ablation,entityabl:101:regular_2_ops:237,-0.12605667114257812,-0.056087493896484375,0.09715747833251953,regular,9,237,1.116781234741211,0.9907245635986328,1.0606937408447266,1.2139387130737305,130,6,2,2,1,11,regular_2_ops
D,D_VS_43022,chck_100M,43022,V,entity_gold_stale_cue_ablation,entityabl:1020:move_contents_3_ops:161,-1.416193962097168,0.8668417930603027,-1.433088779449463,move_contents,8,161,-3.815380096435547,-5.231574058532715,-2.948538303375244,-5.24846887588501,125,4,2,3,1,10,move_contents_3_ops
D,D_VS_43022,chck_100M,43022,V,entity_gold_stale_cue_ablation,entityabl:1021:move_contents_3_ops:169,-4.662989616394043,0.7688179016113281,-5.391971588134766,move_contents,8,169,4.133950233459473,-0.5290393829345703,4.902768135070801,-1.258021354675293,137,2,2,3,1,10,move_contents_3_ops
D,D_VS_43022,chck_100M,43022,V,entity_gold_stale_cue_ablation,entityabl:1022:move_contents_3_ops:175,-1.3716635704040527,0.23722267150878906,-1.0414133071899414,move_contents,7,175,-1.0058722496032715,-2.377535820007324,-0.7686495780944824,-2.047285556793213,139,2,3,3,1,10,move_contents_3_ops
D,D_VS_43022,chck_100M,43022,V,entity_gold_stale_cue_ablation,entityabl:1023:move_contents_3_ops:181,-4.350102424621582,0.7115635871887207,-4.690166473388672,move_contents,8,181,3.701786994934082,-0.6483154296875,4.413350582122803,-0.9883794784545898,131,3,2,3,1,10,move_contents_3_ops
D,D_VS_43022,chck_100M,43022,V,entity_gold_stale_cue_ablation,entityabl:1024:move_contents_3_ops:185,-1.8238575458526611,0.09754490852355957,-1.198133945465088,move_contents,7,185,4.706526517868042,2.882668972015381,4.804071426391602,3.508392572402954,142,4,3,3,1,10,move_contents_3_ops
D,D_VS_43022,chck_100M,43022,V,entity_gold_stale_cue_ablation,entityabl:1025:move_contents_3_ops:191,-2.2393007278442383,0.24125003814697266,0.5368881225585938,move_contents,8,191,0.012505531311035156,-2.226795196533203,0.2537555694580078,0.5493936538696289,125,0,2,3,1,10,move_contents_3_ops
