stream,stream_path,stream_row_index,pass_index,within_pass_row_index,stream_source,stream_example_id,stream_words,hit_type,heldout_row_id,heldout_source,heldout_example_id,heldout_words,norm_text_exact,pair_like_or_changed_source,inherited_aln_pair_text_hit_row,text_preview
base_compact_view_reinvest_10M,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/cleanqwen_fineweb_compact_view_reinvest_10M.jsonl,3049,0,3049,childes,15064,160,source_example_id,heldout6992:row:childes:15064,childes,15064,160,True,False,False,'bout if you take the other k kids to school and let them get out and then come back and get him. *CHI: why? *MOT: don't that sound better? *CHI: but what's going to be their school? *MOT: we gotta build them a school. *MOT: come on let's make them a school. *CHI: [Chi and Mot start to build.] *CHI:
base_compact_view_reinvest_10M,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/cleanqwen_fineweb_compact_view_reinvest_10M.jsonl,3052,0,3052,open_subtitles,40982,160,source_example_id,heldout6992:row:open_subtitles:40982,open_subtitles,40982,160,True,False,False,"down. Trust me,I wod uike to. It's not my call. Our deal is off the books. My boss isn't goingto allocate any resources. Look,if riddickis too much for you,you're free to walk away. And then you'll seeme in court,right? This guy tried tokill both of us. If you want him,I ed your help. Under the rada"
base_compact_view_reinvest_10M,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/cleanqwen_fineweb_compact_view_reinvest_10M.jsonl,3068,0,3068,switchboard,62379,160,source_example_id,heldout6992:row:switchboard:62379,switchboard,62379,160,True,False,False,"happen, I'm sure they would all of a sudden band together just for the sake of, for the sake of, uh, of, of unity against us or something if, if, if need be. B: Yeah, A: But, B: Actually I feel kind of sorry for them right now, because the people are, are, are, uh, wanting things that we have that t"
base_compact_view_reinvest_10M,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/cleanqwen_fineweb_compact_view_reinvest_10M.jsonl,3098,0,3098,childes,16603,160,source_example_id,heldout6992:row:childes:16603,childes,16603,160,True,False,False,peanut butter sandwiches. *MOT: aren't you sick of those yet? *CHI: no [laughs]. *CHI: [snorts]. *BRO: www [humming] xxx. *BRO: he don't want xxx he willn't turn. %int: sing song *BRO: I'm a xxx xxx. %int: sing song *MOT: [sighs]. *CHI: Mom he does that almost all the time. *MOT: he eats other peopl
base_compact_view_reinvest_10M,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/cleanqwen_fineweb_compact_view_reinvest_10M.jsonl,3103,0,3103,simple_wiki,57497,160,source_example_id,heldout6992:row:simple_wiki:57497,simple_wiki,57497,160,True,False,False,"it. c) A long associated myth with this temple temple is that the shadow of the main structure does not fall on the ground. However, this has been proven wrong by scientists. d) The statue of Nandi at the entrance of the temple is carved out of a single stone. e) The main Vimanam, which is at about "
base_compact_view_reinvest_10M,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/cleanqwen_fineweb_compact_view_reinvest_10M.jsonl,3104,0,3104,gutenberg,23000,160,source_example_id,heldout6992:row:gutenberg:23000,gutenberg,23000,160,True,False,False,"even when they are little bits of things!” JANUARY 25: Mac, the Dog “There was a dog named Mac,” said daddy, “a beautiful Airedale dog and he belonged to two young girls named Janet and Mildred. They were much excited for their daddy was to have a birthday. “At last came the birthday. “Mac thought t"
base_compact_view_reinvest_10M,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/cleanqwen_fineweb_compact_view_reinvest_10M.jsonl,3114,0,3114,gutenberg,32752,160,source_example_id,heldout6992:row:gutenberg:32752,gutenberg,32752,160,True,False,True,"a diversion by starting the rival air of-- ""Home for the holidays here we be, Out of the clutches of L.L.D."" ""'Tisn't home for the holidays,"" objected the smallest girl but one. ""Miss Campbell's never going to school no more. Her's coming home for all-a-ways."" But in defiance of her remonstrance, th"
base_compact_view_reinvest_10M,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/cleanqwen_fineweb_compact_view_reinvest_10M.jsonl,3124,0,3124,open_subtitles,46710,160,source_example_id,heldout6992:row:open_subtitles:46710,open_subtitles,46710,160,True,False,True,"together. I'm always searching for you, always searching for your figure. At the intersection, in my dreams. Even though I know you can't be there. If miracles do happen, I want to show you right now the new dawn, who I'll be from now on, and the words ""I love you"" that I never said. The memories of"
base_compact_view_reinvest_10M,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/cleanqwen_fineweb_compact_view_reinvest_10M.jsonl,3137,0,3137,childes,21970,160,source_example_id,heldout6992:row:childes:21970,childes,21970,160,True,False,False,"of that car. [nina puts one car on top of another.] *MOT: no it shouldn't be. *MOT: should it be in front or behind? *CHI: behind. *MOT: you put it behind. *CHI: no you put it behind. *MOT: okay. *CHI: another one behind that one. [""knock"" is mispronounced.] *CHI: oh. *CHI: are they going to knock t"
base_compact_view_reinvest_10M,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/cleanqwen_fineweb_compact_view_reinvest_10M.jsonl,3149,0,3149,open_subtitles,39019,160,source_example_id,heldout6992:row:open_subtitles:39019,open_subtitles,39019,160,True,False,False,"arm for the privilege. People like you, maybe? I've seen it. Come along. The master doesn't like to be kept waiting. Shift it! Is he...? Frank, I mean, is he your husband? The master is not yet married. Nor do I think he ever will be. - We are simply his servants. - Oh. Magenta. Columbia. Go and ass"
base_compact_view_reinvest_10M,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/cleanqwen_fineweb_compact_view_reinvest_10M.jsonl,3162,0,3162,open_subtitles,50840,160,source_example_id,heldout6992:row:open_subtitles:50840,open_subtitles,50840,160,True,False,True,"beginning. Blood makes the world rise. Blood makes the rain fall. Blood makes the earth grow. And in blood, all men are born and die. Blood is the food of the gods below. Come, Bucephalus. Today we ride to our destiny. Company, group! Phalanx, turn right! Phalanx, attention! Neoptolemus. I remember "
base_compact_view_reinvest_10M,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/cleanqwen_fineweb_compact_view_reinvest_10M.jsonl,3212,0,3212,childes,15520,160,source_example_id,heldout6992:row:childes:15520,childes,15520,160,True,False,True,last they landed on the moon. *MOT: that's where they wanted to go. *MOT: there's nobody here said Baby Bear. *CHI: that's the moon? *MOT: yup. *MOT: there are no trees said the owl. *MOT: it's kind of boring said Baby Bear. *MOT: should we have a picnic? *MOT: what a good idea said the owl. *MOT: w
base_compact_view_reinvest_10M,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/cleanqwen_fineweb_compact_view_reinvest_10M.jsonl,3217,0,3217,childes,9779,160,source_example_id,heldout6992:row:childes:9779,childes,9779,160,True,False,False,"restarts] [Chi is playing with objects on the black base; Fat moves a thin, square, magnet across the table using the repulsion between that magnet and the yellow wand] *CHI: [sings]. *CHI: I can make a castle I think. *CHI: I think I can make a castle. [removes objects from the black base] *INV: hm"
base_compact_view_reinvest_10M,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/cleanqwen_fineweb_compact_view_reinvest_10M.jsonl,3233,0,3233,childes,13420,160,source_example_id,heldout6992:row:childes:13420,childes,13420,160,True,False,False,dishes? *MOT: are you gonna make some dinner? *CHI: I'm gonna make dinner. *MOT: there's so much here you can do. *CHI: yeah. *MOT: huh? *CHI: because xxx. *MOT: you can pour me a drink. *MOT: I'm thirsty. *CHI: okay kid xxx. *BRO: Mom I can still can't hardly see. [comes in with face cloth on face.
base_compact_view_reinvest_10M,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/cleanqwen_fineweb_compact_view_reinvest_10M.jsonl,3236,0,3236,open_subtitles,47775,160,source_example_id,heldout6992:row:open_subtitles:47775,open_subtitles,47775,160,True,False,False,prepare the celebrations for when you land this commercial! Misa's dream is to become Kira's wife! That's because Misa is... the second Kira. Misa-chan! as you can all hear... Higuchi is Kira! 346)}Higuchi's capture What are you planning? I'm going to use Sakura TV to trap Higuchi. You mean Dokkiri 
base_compact_view_reinvest_10M,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/cleanqwen_fineweb_compact_view_reinvest_10M.jsonl,3240,0,3240,childes,18088,160,source_example_id,heldout6992:row:childes:18088,childes,18088,160,True,False,False,the glass? *FAT: people break the glass. *MAR: I think if anybody could break the glass. *FAT: uhhuh. *MAR: you know what? *FAT: what? *MAR: we should fix the glass. *FAT: you're right we should. *FAT: how can we do that. *MAR: glue it on again. *FAT: glue it on again. *MAR: yeah. *FAT: I'm not sure
base_compact_view_reinvest_10M,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/cleanqwen_fineweb_compact_view_reinvest_10M.jsonl,3255,0,3255,open_subtitles,48182,160,source_example_id,heldout6992:row:open_subtitles:48182,open_subtitles,48182,160,True,False,False,"the... Hello. Uh, yes. Yes, one second. It's for you. Hello? Yes, I've heard. Hello. Which words does he use a lot? Anway, anyways... Docking... I just, I don't know. I can't remember. What? Try to keep him on the phone? If you know how, I'd sure like to know. What? You want me to work him up? Now, "
base_compact_view_reinvest_10M,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/cleanqwen_fineweb_compact_view_reinvest_10M.jsonl,3271,0,3271,gutenberg,33862,160,source_example_id,heldout6992:row:gutenberg:33862,gutenberg,33862,160,True,False,False,"the same tendency,” said Wentworth significantly. “I am sure he does not,” said Noel Brooke warmly. “You can’t tell. I claim to be a sharp business man, but I have more than once been deceived in a man that I thought I knew well. Warren Lane seemed to my uncle and myself a thoroughly upright man, bu"
base_compact_view_reinvest_10M,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/cleanqwen_fineweb_compact_view_reinvest_10M.jsonl,3277,0,3277,open_subtitles,42843,160,source_example_id,heldout6992:row:open_subtitles:42843,open_subtitles,42843,160,True,False,False,"Wait. We're a gang now? We're gonna take whatever we want? -Come on, guys. -Listen, nobody's home. We're just gonna get some food for Jess. Yeah, and it looks like nobody's lived here for a Iong time anyway. I mean, it's all boarded up. Maybe we could leave some money. -What kind of tree is this? -I"
base_compact_view_reinvest_10M,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/cleanqwen_fineweb_compact_view_reinvest_10M.jsonl,3280,0,3280,open_subtitles,46289,160,source_example_id,heldout6992:row:open_subtitles:46289,open_subtitles,46289,160,True,False,False,"flow of the Yoki... stopped? Clare! God... You sure give us a lot of trouble... She didn't become a Yoma. That's all there is to it, right? In the end, she was saved saved by that boy. Clare... Clare... We are in your debt, Father. What are you talking about? We are the ones who were saved. Because "
base_compact_view_reinvest_10M,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/cleanqwen_fineweb_compact_view_reinvest_10M.jsonl,3284,0,3284,simple_wiki,57762,160,source_example_id,heldout6992:row:simple_wiki:57762,simple_wiki,57762,160,True,False,False,"reproach the Christian religion, and impute to Christ the ills that have befallen their city; but the preservation of their own lives — a boon which they owe to the respect entertained for Christ by the barbarians"". They damaged buildings and stole from tombs of former emperors. It was the first tim"
base_compact_view_reinvest_10M,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/cleanqwen_fineweb_compact_view_reinvest_10M.jsonl,3289,0,3289,childes,9557,160,source_example_id,heldout6992:row:childes:9557,childes,9557,160,True,False,True,*CHI: I don't think. [attempts unsuccessfully to stick coins on to the yellow wand] *BRO: [laughs]. *MOT: there. *MOT: what else can you make? *CHI: hm. *CHI: cool. *CHI: I can make somethin' on here [black base]. [clears objects off black base] *CHI: it's a big... *CHI: I can make like a square of 
base_compact_view_reinvest_10M,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/cleanqwen_fineweb_compact_view_reinvest_10M.jsonl,3300,0,3300,bnc_spoken,3433,160,source_example_id,heldout6992:row:bnc_spoken:3433,bnc_spoken,3433,160,True,False,False,taxable profits but at the same time we did actually pay some divides and we've also pay some dividends here in last year anyway. The complication has been that because last year's trading profits were lower than expected we didn't have any taxable profits against which to claim back this A C T so a
base_compact_view_reinvest_10M,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/cleanqwen_fineweb_compact_view_reinvest_10M.jsonl,3303,0,3303,gutenberg,29125,160,source_example_id,heldout6992:row:gutenberg:29125,gutenberg,29125,160,True,False,True,"activity and all personality are _ipso facto_ abolished. Such is the materialistic doctrine, and such, I presume, is what Professor Haeckel has in mind when he asserts that the belief in an immortal soul is incompatible with the doctrine of evolution. The theory commonly called that of the correlati"
base_compact_view_reinvest_10M,experiments/archive/frontier_consolidation/data/density_cleanqwen_overlay_medium_riskhard/cleanqwen_fineweb_compact_view_reinvest_10M.jsonl,3319,0,3319,open_subtitles,41316,160,source_example_id,heldout6992:row:open_subtitles:41316,open_subtitles,41316,160,True,False,False,"duets with Tony Bennett. - I love Tony Bennett. - He's amazing. We're finishing the video today and having a wrap party. - You guys should come. - I got a girlfriend. You should come, Vince. Well, I'm off today, so why not? Okay, I'll text you the address. - Great. - See you. - Bye. - See you. My bo"
