role,group,n,accuracy_pct,mean_relevant_updates,mean_total_ops,mean_prefix_words
SHUF,rel0_total_ops_2,212,17.452830188679243,0.0,2.0,77.93867924528301
SHUF,rel0_total_ops_3,172,20.930232558139537,0.0,3.0,85.88372093023256
SHUF,rel0_total_ops_4,131,22.137404580152673,0.0,4.0,93.36641221374046
SHUF,rel0_total_ops_5,104,16.346153846153847,0.0,5.0,100.5673076923077
SHUF,rel0_total_ops_6,88,28.40909090909091,0.0,6.0,107.64772727272727
SHUF,rel0_total_ops_7,66,27.27272727272727,0.0,7.0,117.81818181818181
SHUF,rel0_total_ops_8,63,11.11111111111111,0.0,8.0,127.47619047619048
SHUF,rel0_total_ops_9,46,26.08695652173913,0.0,9.0,134.91304347826087
SHUF,rel_eq0,1541,21.479558728098638,0.0,3.388059701492537,88.73329007138221
SHUF,rel_ge1,5239,20.118343195266274,2.5831265508684864,8.527772475663294,129.96087039511357
SHUF,rel_ge2,3916,21.195097037793666,3.1179775280898876,9.274770173646578,136.0349846782431
SHUF,rel_ge3,2650,21.81132075471698,3.6520754716981134,9.80188679245283,140.93735849056603
SHUF,rel_ge4,1420,23.028169014084508,4.216901408450704,10.112676056338028,143.64225352112675
SHUF,rel_updates_0,1541,21.479558728098638,0.0,3.388059701492537,88.73329007138221
SHUF,rel_updates_1,1323,16.93121693121693,1.0,6.316704459561603,111.98185941043084
SHUF,rel_updates_2,1266,19.90521327014218,2.0,8.171406003159557,125.77330173775671
SHUF,rel_updates_3,1230,20.40650406504065,3.0,9.44308943089431,137.81463414634146
SHUF,rel_updates_4,1112,22.93165467625899,4.0,10.02158273381295,142.931654676259
SHUF,rel_updates_5,308,23.376623376623375,5.0,10.441558441558442,146.2077922077922
SHUF,total_ops_0,304,25.986842105263158,0.0,0.0,61.473684210526315
SHUF,total_ops_1,331,20.84592145015106,0.22356495468277945,1.0,69.66465256797584
SHUF,total_ops_10,733,19.781718963165076,2.8076398362892223,10.0,141.51841746248294
SHUF,total_ops_11,828,19.082125603864732,2.9504830917874396,11.0,149.18961352657004
SHUF,total_ops_12,919,20.239390642002174,3.115342763873776,12.0,158.37431991294886
SHUF,total_ops_2,339,17.10914454277286,0.4424778761061947,2.0,77.53687315634218
SHUF,total_ops_3,358,20.11173184357542,0.723463687150838,3.0,85.74022346368714
SHUF,total_ops_4,369,19.241192411924118,1.005420054200542,4.0,93.0
SHUF,total_ops_5,393,20.35623409669211,1.3231552162849873,5.0,101.42493638676845
SHUF,total_ops_6,446,26.23318385650224,1.6591928251121075,6.0,109.03363228699551
SHUF,total_ops_7,508,20.669291338582678,2.045275590551181,7.0,117.93897637795276
SHUF,total_ops_8,592,18.58108108108108,2.285472972972973,8.0,126.08952702702703
SHUF,total_ops_9,660,20.454545454545457,2.5196969696969695,9.0,134.4
